CED_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED501,492,708,1033,927,957,1232,2239,1808,747,10154,562,1014,1621,1413,1298,1198,1573,1002,331,10013,354,1181,1805,1551,1400,1134,948,510,149,9025,221,1300,2367,2028,1743,1376,698,275,75,10074,161,1150,2929,2639,2414,1855,650,164,36,11991,75,730,2517,2203,1904,1406,395,76,12,9316,30,421,2170,2177,1984,1380,300,58,45,8572,19,204,1479,1736,1548,1021,153,20,7,6191,9,260,2206,3270,3098,1834,271,23,7,10984,0,31,431,758,717,394,58,7,4,2406,6,29,290,717,744,485,87,25,14,2396,663,875,2004,1625,1193,820,723,652,433,8988,4,17,38,30,31,52,51,18,8,249,11321,10770,25091,24993,22428,18717,13116,7352,2474,136274
CED502,413,830,1220,1116,982,1042,2403,1630,626,10252,442,1137,1754,1682,1227,1147,1455,900,296,10043,291,1251,2067,1849,1452,1075,913,467,133,9504,215,1443,2970,2672,2062,1522,710,233,78,11909,100,1146,3640,3604,2617,1901,644,130,32,13812,38,552,2756,2837,2019,1436,400,61,15,10112,19,305,2071,2580,1766,1195,287,64,22,8310,3,137,1183,1824,1279,857,172,20,8,5485,11,139,1598,3026,2044,1223,213,22,0,8270,0,16,263,618,425,223,48,3,0,1594,8,21,178,563,404,241,68,23,10,1508,649,703,1566,1438,1141,842,733,645,505,8231,6,19,39,36,38,92,115,32,4,379,10629,11185,26444,28768,21128,17435,13758,6918,2401,138659
CED503,425,590,773,780,875,1306,2877,2298,849,10779,498,802,1219,1139,1089,1287,2205,1410,447,10101,310,880,1191,1272,1137,1210,1457,852,238,8544,199,959,1545,1407,1451,1283,1069,479,134,8525,107,782,1885,1698,1860,1760,902,331,63,9387,46,453,1485,1403,1506,1317,543,162,31,6945,22,280,1314,1396,1412,1274,379,137,43,6258,12,160,948,1190,1303,958,279,61,10,4917,16,211,1643,2444,2694,1986,402,66,19,9488,0,32,338,618,645,495,104,24,9,2254,10,20,276,655,952,660,201,85,29,2885,521,450,935,1018,1044,893,972,920,685,7445,4,7,25,28,27,31,36,9,4,167,9111,7664,16788,18049,18995,19380,18291,10862,3632,122770
CED504,388,914,1196,1085,1089,1462,2905,2263,946,12246,396,1266,1698,1463,1448,1354,1735,1035,321,10713,222,1229,1958,1688,1484,1488,1204,642,150,10054,156,1352,3004,2308,2181,1754,1004,364,97,12222,77,1155,3683,2895,2559,2251,886,223,45,13770,39,646,2846,2363,1977,1620,574,100,28,10186,10,309,2214,2097,1626,1367,387,84,22,8115,0,117,1511,1549,1298,962,256,35,13,5743,0,140,1907,2674,2177,1496,375,58,10,8834,0,14,311,599,418,285,82,16,0,1730,3,14,234,658,648,363,133,46,10,2109,537,688,1492,1327,1008,869,770,653,454,7804,5,14,50,28,35,89,59,13,4,289,9961,11467,26238,24825,21823,20858,17019,9354,3175,144725
CED505,367,965,684,551,612,788,1580,1588,970,8104,301,1102,1096,864,796,826,1446,1207,586,8220,163,895,1248,922,780,849,1149,911,404,7312,101,853,1691,1232,1081,1040,1216,766,294,8272,50,891,2297,1609,1428,1334,1191,709,252,9761,19,630,2438,1552,1293,1215,911,431,158,8649,26,413,2561,1755,1527,1362,762,378,113,8892,7,170,1968,1607,1400,1083,556,244,72,7114,5,143,3341,4035,3607,2536,1063,413,130,15273,8,38,730,1371,1406,956,382,131,42,5069,11,28,888,4116,5356,3268,1243,425,110,15458,395,435,1145,983,776,673,817,888,908,7023,30,41,106,57,85,86,77,33,14,518,11279,10636,22561,23257,22619,18912,15957,10616,5087,140914
CED506,392,520,986,955,1052,1630,3516,1921,557,11524,593,778,1381,1342,1291,1740,2699,1148,235,11204,464,988,1618,1372,1413,1690,1977,732,134,10389,355,1243,2304,1865,1898,2213,1608,478,104,12061,242,1233,3006,2432,2514,2810,1615,382,51,14286,124,939,2697,2306,2271,2275,1011,199,21,11849,74,692,2890,2477,2491,2258,830,165,37,11913,46,416,2380,2378,2244,1943,630,76,10,10133,55,784,5190,5900,5662,4166,999,125,17,22892,3,146,1635,2021,1811,1310,272,54,7,7258,12,108,1515,2870,2536,1751,502,142,17,9447,1720,2542,8301,7887,7409,6320,3621,1601,543,39955,3,244,512,198,116,103,78,16,6,1284,11038,12940,38721,38037,36641,36723,27896,10444,2415,214855
CED507,473,395,783,901,920,1322,2676,1859,832,10149,587,683,1138,1321,1312,1437,2100,1216,393,10172,393,892,1375,1451,1511,1433,1439,740,211,9437,251,1083,1847,1791,1805,1614,1104,453,125,10063,107,819,2081,2165,2235,1927,1042,317,70,10748,28,443,1600,1674,1726,1481,555,149,42,7692,20,247,1245,1636,1673,1297,434,133,54,6736,11,126,931,1284,1483,1095,256,64,15,5271,10,171,1492,2477,2604,1881,429,78,19,9161,4,18,276,566,670,443,120,21,13,2132,8,16,230,689,856,618,272,73,25,2790,596,438,1275,1290,1270,1209,1086,794,572,8532,10,23,105,56,29,34,23,14,0,298,9256,6637,17000,20127,20703,20154,17490,9021,3286,123674
CED508,344,794,791,777,851,1039,2065,1608,790,9060,423,1055,1220,1134,1038,1099,1523,815,313,8619,256,1097,1490,1353,1114,1146,1103,541,160,8247,194,1187,2191,1743,1547,1383,978,348,102,9675,78,1012,3091,2316,2129,1835,869,245,46,11628,22,668,2717,2187,1911,1500,572,144,23,9740,19,326,2584,2215,1986,1449,471,93,31,9165,6,140,1855,1983,1620,1114,327,65,10,7114,3,171,2734,4091,3509,2107,513,78,15,13224,0,30,553,1016,836,556,135,27,14,3169,3,19,450,1490,1528,964,280,86,17,4836,374,510,1194,1079,945,758,769,767,768,7160,20,42,116,43,55,76,60,14,4,420,8884,10038,23936,24540,21892,18836,14410,7578,3143,133266
CED509,458,733,860,814,818,918,2059,1558,654,8868,489,927,1326,1246,1097,1144,1603,999,294,9125,361,1101,1546,1506,1210,1046,1079,598,177,8635,221,1252,2349,1981,1811,1460,934,405,126,10544,126,1142,3134,2615,2348,1993,850,263,63,12533,45,630,2520,2431,2015,1580,534,151,29,9941,23,306,2040,2206,1978,1544,479,130,34,8728,12,159,1416,1749,1664,1117,284,52,9,6458,10,161,1919,3254,3171,2032,420,79,21,11064,0,27,403,772,753,457,131,24,7,2583,3,28,308,886,1178,696,188,60,17,3366,531,698,1812,1693,1313,906,734,687,569,8949,13,11,47,30,23,60,49,19,3,252,10767,9787,23212,24616,22396,18955,14265,7899,2747,134645
CED510,467,770,590,661,646,908,2144,1505,690,8384,421,935,807,877,961,1151,2094,1129,404,8770,265,942,1019,1045,1148,1307,1582,703,195,8210,168,1073,1282,1291,1414,1547,1355,484,138,8747,74,943,1937,1899,2015,2061,1284,328,84,10629,32,563,1765,1798,1876,1759,844,186,35,8856,14,297,1785,1966,2025,1713,688,150,33,8665,6,120,1216,1657,1820,1391,414,58,7,6694,6,100,1818,3880,4053,2944,611,90,21,13522,0,24,345,1104,1190,726,172,34,3,3612,0,17,368,1789,2411,1333,302,62,14,6298,286,295,606,634,688,555,545,549,471,4634,3,17,34,25,31,39,31,19,3,204,10498,8998,15670,21184,22691,21434,17801,8057,3058,129394
CED511,433,388,858,923,1071,1638,3003,2188,809,11317,588,658,1218,1285,1323,1593,2099,1163,429,10358,444,916,1346,1349,1407,1559,1426,746,217,9401,331,1090,1734,1691,1855,1934,1199,477,160,10475,214,1011,2217,2030,2280,2510,1165,315,74,11812,97,698,1726,1680,1806,1723,668,169,41,8604,64,515,1819,1658,1898,1737,546,161,59,8475,32,382,1475,1461,1629,1365,385,114,22,6855,33,476,2693,3198,3410,2678,607,118,30,13241,4,62,689,895,873,626,155,26,12,3345,15,57,502,915,1132,871,308,92,31,3912,1147,1432,3939,3720,3807,3310,2230,1321,687,21582,9,48,146,41,27,48,38,9,4,383,9605,9256,23565,23768,25721,26919,20403,10295,3551,153080
CED512,505,789,1001,900,868,840,1830,1344,494,8566,522,1142,1536,1381,1207,1099,1378,821,254,9345,358,1278,1717,1704,1401,1085,874,521,204,9140,245,1465,2566,2133,2061,1373,627,228,77,10779,105,1197,3259,2767,2667,1873,640,166,36,12709,31,630,2664,2628,2268,1490,393,82,20,10208,16,346,2252,2451,2218,1316,299,52,31,8981,3,151,1466,1956,1816,986,178,18,8,6588,3,172,1984,3547,3242,1722,235,26,11,10949,3,22,356,773,779,381,68,16,0,2398,3,5,304,869,1006,479,91,22,8,2794,535,516,992,999,913,645,474,482,424,5976,7,25,75,37,25,54,43,18,6,285,11835,10883,23905,25774,23487,17050,11464,6150,2081,132628
CED513,285,949,1173,807,806,1162,2147,1855,1253,10443,282,1322,1881,1199,1041,1194,1662,1090,500,10182,176,1255,2291,1389,1016,1020,1088,591,266,9093,138,1338,3348,1888,1453,1290,940,409,185,10985,62,1252,4493,2738,1859,1760,964,290,103,13531,39,796,3974,2392,1732,1365,597,159,42,11096,14,414,3673,2457,1815,1460,490,132,40,10492,0,192,2719,2219,1627,1130,343,63,21,8309,6,238,4523,5135,3706,2331,594,117,36,16689,0,27,944,1476,1107,663,150,41,18,4428,4,36,958,2716,2358,1426,363,80,31,7976,390,933,2518,1814,1402,1200,953,768,581,10556,17,134,374,199,161,127,69,30,4,1114,7229,12401,36955,29880,22900,19741,14745,8317,4271,156439
CED514,445,1168,1326,894,762,1034,2303,1728,876,10540,409,1658,2121,1265,1037,1168,1690,1077,465,10892,291,1600,2420,1510,1079,1033,1088,591,245,9857,184,1811,3572,2041,1616,1400,970,369,140,12106,125,1520,4658,3009,2110,1900,950,255,83,14610,27,853,3834,2475,1869,1578,615,151,38,11442,20,491,3181,2495,1781,1435,480,92,43,10020,13,205,2141,1949,1420,1050,390,66,21,7264,5,250,3291,4089,3129,1991,575,103,22,13473,0,32,626,1124,895,543,155,30,11,3410,6,30,625,1692,1674,1044,322,103,37,5533,517,1080,2301,1691,1300,1093,932,1003,1125,11043,11,54,131,68,72,107,82,30,4,560,9447,15167,35023,28178,21856,19568,15410,8359,4031,157039
CED515,437,951,669,769,763,953,2121,1898,1131,9690,422,1130,1013,1065,1076,1142,1868,1264,569,9543,244,1037,1164,1230,1170,1161,1538,865,317,8722,170,1009,1670,1703,1636,1516,1324,639,239,9912,81,1016,2313,2245,2103,1884,1333,442,149,11570,34,708,2010,2033,1929,1570,857,263,60,9447,17,384,1949,2095,2000,1628,678,181,81,9014,4,128,1286,1793,1777,1282,457,95,51,6865,9,129,2038,3979,3931,2783,787,145,68,13869,0,30,420,1195,1150,701,198,54,19,3780,4,24,456,2064,2527,1613,433,130,34,7271,493,537,1238,1125,832,699,684,791,817,7230,13,23,54,68,69,116,112,33,20,512,12419,11404,19199,25041,24323,21671,18700,10366,4830,147954
CED597,0,5,4,3,4,3,6,0,0,20,0,0,3,0,7,3,7,5,0,28,0,0,7,4,3,5,5,0,0,31,0,3,11,9,4,8,16,4,0,44,4,13,22,15,16,17,8,3,0,92,0,10,22,13,18,12,16,0,0,99,0,12,27,21,25,16,16,0,0,119,3,10,19,25,29,16,3,0,0,105,0,17,78,141,116,79,9,0,0,449,0,0,26,84,65,33,6,0,0,211,0,0,76,185,196,102,13,0,0,578,8,45,221,433,403,220,56,8,0,1394,0,0,33,37,61,29,0,0,4,164,19,121,549,999,951,560,178,32,3,3410
CED601,295,540,905,685,849,1208,2351,1796,846,9481,280,822,1300,991,991,1139,1449,873,383,8230,193,823,1505,1056,1057,1109,1029,560,168,7486,100,916,1982,1319,1334,1330,709,334,106,8133,38,622,2259,1582,1593,1588,660,206,53,8600,13,299,1392,1216,1157,961,349,107,18,5509,5,148,1042,962,1070,852,292,107,26,4504,0,47,600,816,830,695,174,39,5,3206,4,33,615,1085,1269,852,227,52,19,4156,0,10,79,177,213,166,57,18,5,735,11,9,105,310,437,326,128,62,22,1407,405,507,910,630,668,729,769,686,506,5810,7,47,50,20,15,14,13,7,7,180,6316,6646,15138,12687,13648,14271,12480,7244,2749,91185
CED602,274,422,804,753,1000,1409,2632,1923,934,10148,350,582,1069,937,1080,1297,1626,979,390,8299,200,784,1287,966,1065,1152,1028,574,188,7242,119,878,1666,1214,1333,1398,755,324,85,7774,49,631,1691,1414,1614,1558,707,176,43,7877,13,360,1172,1099,1135,1055,341,84,12,5277,6,164,934,1008,1046,929,268,83,33,4463,4,81,618,683,795,690,168,27,0,3059,0,71,670,961,1167,884,178,29,11,3969,0,8,72,152,192,149,50,13,0,635,6,18,88,205,313,276,107,47,5,1061,414,347,795,714,837,850,916,772,422,6051,0,17,48,20,11,22,13,6,7,147,5967,5597,12764,11744,13852,15538,13854,7965,2769,90057
CED603,211,652,1227,677,713,1020,1707,1337,644,8193,201,876,1888,899,782,916,1316,794,351,8023,115,801,2032,1064,808,832,1012,564,252,7473,78,813,2674,1392,1047,1089,852,384,160,8487,26,655,2967,1766,1395,1398,841,320,99,9471,11,398,2005,1387,1177,1045,552,169,39,6792,6,143,1362,1293,1214,997,399,148,52,5612,3,47,886,983,1046,733,243,80,16,4041,0,33,1004,1649,1827,1238,340,98,28,6220,0,9,118,298,390,245,82,34,6,1193,3,24,170,540,805,564,234,84,25,2451,285,392,1150,693,621,614,624,565,430,5367,3,64,153,45,26,42,21,14,0,374,5966,7692,21351,14481,13369,13082,11031,6334,2713,96021
CED604,209,406,697,659,723,1111,2018,1506,684,8014,239,602,1138,879,791,1067,1513,911,329,7479,136,659,1251,982,865,998,1228,647,203,6966,95,730,1781,1392,1114,1253,959,482,147,7948,59,670,2217,1768,1624,1550,942,352,81,9261,13,307,1531,1449,1397,1169,492,142,44,6537,6,132,1235,1363,1364,1089,360,120,26,5697,6,45,769,1072,1081,726,224,36,10,3976,3,17,848,1697,1785,1168,257,67,18,5859,0,4,102,260,297,239,68,17,6,986,4,5,121,396,419,339,121,46,13,1462,282,318,783,697,561,565,624,564,466,4864,3,3,16,12,18,17,17,4,3,101,5902,5549,14613,14218,13658,14241,12792,7117,2601,90686
CED605,251,462,721,751,1034,1598,2875,1829,702,10224,347,575,1064,905,1076,1451,1612,819,209,8060,208,737,1332,1187,1194,1312,1108,579,107,7765,117,864,1726,1442,1494,1490,840,261,95,8329,40,680,2069,1688,1816,1796,723,200,39,9055,10,315,1364,1237,1298,1140,363,97,17,5837,6,139,936,1022,1054,955,290,81,35,4526,4,59,523,691,799,651,147,30,6,2914,0,24,505,954,988,817,204,43,13,3546,0,4,70,120,145,124,59,13,6,545,10,11,78,190,247,247,129,45,13,972,528,369,882,814,861,1032,996,661,310,6462,0,24,89,48,8,12,10,6,3,194,5832,5640,13181,12790,14396,17089,14783,7243,2075,93016
CED697,0,0,0,0,0,0,4,0,0,10,0,0,0,0,3,0,4,0,0,15,0,4,0,0,0,0,7,0,0,9,0,0,3,3,4,3,0,0,0,14,0,0,5,3,4,4,4,0,0,15,0,0,19,14,17,8,0,0,0,56,0,0,8,11,10,9,0,0,0,36,0,0,7,4,9,3,0,0,0,26,0,0,15,18,23,22,5,0,0,82,0,0,5,8,3,3,0,0,0,19,0,0,3,9,11,5,0,0,0,26,0,0,4,3,9,12,3,0,0,36,0,0,3,4,0,0,0,0,0,13,5,15,69,78,90,77,33,3,0,374
CED701,242,347,732,753,749,978,1595,584,124,6108,275,430,928,798,697,931,1123,331,59,5571,270,547,961,808,643,813,830,216,47,5132,280,832,1548,998,910,998,738,179,32,6519,180,882,2280,1458,1376,1484,746,116,10,8535,84,747,2075,1470,1280,1121,535,77,6,7398,25,399,1991,1562,1346,1179,404,58,5,6968,15,155,1354,1234,1175,917,311,29,0,5193,8,140,1773,2440,2302,1783,474,36,3,8957,0,16,304,474,479,381,133,21,0,1811,6,14,256,585,653,577,207,38,0,2327,1360,1577,4263,3455,3136,2925,2089,537,88,19424,89,950,555,141,54,102,54,16,0,1967,8588,10605,25161,20905,18587,18204,12944,3299,534,118829
CED702,191,417,689,494,531,607,1060,604,177,4772,264,567,1104,666,537,589,901,380,76,5084,187,690,1361,842,568,581,614,249,46,5133,183,866,2204,1277,973,862,730,222,33,7366,123,1034,3064,1935,1435,1228,694,186,20,9722,43,791,2577,1762,1300,1008,471,99,11,8064,18,353,2364,1864,1443,1076,383,95,14,7607,0,162,1584,1526,1266,882,283,53,4,5762,6,121,2020,2972,2722,1835,460,79,8,10229,0,9,263,562,562,449,135,15,0,1999,9,18,249,777,905,698,265,52,6,2973,584,831,2274,1684,1465,1402,1058,378,108,9785,18,373,368,124,64,119,59,19,6,1150,6009,7662,22386,18294,15238,13420,9580,3482,738,96814
CED797,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,5,0,0,10,0,0,0,4,3,0,4,0,0,12,6,4,6,0,0,0,5,0,0,20,0,7,5,4,10,4,0,0,0,29,0,7,0,0,4,3,0,0,0,14,0,0,7,3,8,4,6,0,0,21,0,0,6,6,4,5,0,0,0,22,0,3,4,15,22,22,0,0,0,75,0,0,0,6,8,11,0,0,0,23,0,0,9,27,26,18,5,0,0,83,4,7,18,43,40,32,11,3,0,159,0,0,9,0,0,0,0,0,0,17,11,27,65,112,124,106,40,10,0,494
CED801,310,605,602,506,489,739,1441,1137,532,6358,364,799,844,657,602,799,1189,807,279,6334,255,916,1212,778,657,889,1118,690,224,6737,203,1172,2025,1187,1058,1225,1291,710,208,9084,103,1210,2772,1873,1595,1726,1363,593,164,11399,43,958,2975,1914,1493,1486,1010,400,122,10396,10,524,3073,2377,1962,1694,853,303,73,10871,0,145,2097,2236,1897,1444,608,155,33,8620,6,121,2998,5326,4890,3019,739,161,43,17296,0,16,344,940,965,613,165,29,3,3076,4,13,404,1563,1726,1103,286,61,16,5175,313,409,1045,884,638,502,503,498,370,5152,6,11,42,48,33,57,34,12,4,254,8394,8848,22257,21915,19543,17714,13816,7479,2548,122510
CED802,395,1155,741,399,389,541,946,812,488,5864,402,1498,1340,567,392,586,805,622,325,6536,374,1313,1341,570,400,554,802,616,269,6238,328,1468,1803,922,625,716,936,599,283,7691,129,1665,2858,1374,875,1011,1122,622,223,9875,52,1512,3274,1341,897,996,971,459,167,9668,33,803,3694,1706,1250,1060,884,424,128,9987,6,256,2683,1829,1327,1053,634,256,86,8145,10,183,4483,5354,4427,2712,1003,359,107,18633,9,28,553,1285,1305,810,299,91,30,4402,7,30,628,2493,3240,2114,605,174,77,9363,757,1285,1721,1061,872,775,691,544,574,8283,21,64,98,92,67,54,44,11,0,464,9564,15293,27472,20428,17406,14675,11638,6961,3293,126736
CED803,294,748,932,609,534,561,1074,807,326,5880,360,1026,1534,919,603,594,816,527,175,6557,229,1080,1834,1045,754,642,873,454,128,7034,214,1333,2826,1723,1112,887,865,431,105,9504,126,1372,3940,2448,1641,1179,864,353,91,12004,40,1056,3487,2607,1610,1081,666,215,52,10820,11,532,3422,2965,1972,1204,536,155,33,10827,6,167,2210,2863,1973,1045,316,80,17,8679,7,135,3131,6114,4749,2074,458,92,14,16787,0,12,391,1139,918,442,85,18,5,3003,0,17,352,1543,1416,651,115,36,6,4138,304,501,1263,946,607,384,323,222,115,4661,11,22,44,35,34,74,79,20,3,317,8721,10598,28339,27297,19616,13037,9947,4851,1408,123816
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
