UCL_CODE_2021,Uses_Eng_on_M,Uses_Eng_on_F,Uses_Eng_on_P,Uses_othr_lang_Afrikaans_M,Uses_othr_lang_Afrikaans_F,Uses_othr_lang_Afrikaans_P,Uses_othr_lang_Arabic_M,Uses_othr_lang_Arabic_F,Uses_othr_lang_Arabic_P,Uses_othr_lang_Aus_Ind_lang_M,Uses_othr_lang_Aus_Ind_lang_F,Uses_othr_lang_Aus_Ind_lang_P,Uses_othr_lan_Chin_lan_Cant_M,Uses_othr_lan_Chin_lan_Cant_F,Uses_othr_lan_Chin_lan_Cant_P,Uses_othr_lan_Chin_lan_Mand_M,Uses_othr_lan_Chin_lan_Mand_F,Uses_othr_lan_Chin_lan_Mand_P,Uses_othr_lan_Chin_lan_othr_M,Uses_othr_lan_Chin_lan_othr_F,Uses_othr_lan_Chin_lan_othr_P,Uses_othr_lan_Chin_lan_Tot_M,Uses_othr_lan_Chin_lan_Tot_F,Uses_othr_lan_Chin_lan_Tot_P,Uses_othr_lang_Croatian_M,Uses_othr_lang_Croatian_F,Uses_othr_lang_Croatian_P,Uses_othr_lang_French_M,Uses_othr_lang_French_F,Uses_othr_lang_French_P,Uses_othr_lang_German_M,Uses_othr_lang_German_F,Uses_othr_lang_German_P,Uses_othr_lang_Greek_M,Uses_othr_lang_Greek_F,Uses_othr_lang_Greek_P,Us_oth_lan_Indo_Ary_lan_Ben_M,Us_oth_lan_Indo_Ary_lan_Ben_F,Us_oth_lan_Indo_Ary_lan_Ben_P,Us_oth_lan_Indo_Ary_lan_Guj_M,Us_oth_lan_Indo_Ary_lan_Guj_F,Us_oth_lan_Indo_Ary_lan_Guj_P,Us_oth_lan_Indo_Ary_lan_Hin_M,Us_oth_lan_Indo_Ary_lan_Hin_F,Us_oth_lan_Indo_Ary_lan_Hin_P,Us_oth_lan_Indo_Ary_lan_Nep_M,Us_oth_lan_Indo_Ary_lan_Nep_F,Us_oth_lan_Indo_Ary_lan_Nep_P,Us_oth_lan_Ind_Ary_lan_Punj_M,Us_oth_lan_Ind_Ary_lan_Punj_F,Us_oth_lan_Ind_Ary_lan_Punj_P,Us_oth_lan_Ind_Ary_lan_Sinh_M,Us_oth_lan_Ind_Ary_lan_Sinh_F,Us_oth_lan_Ind_Ary_lan_Sinh_P,Us_oth_lan_Indo_Ary_lan_Urd_M,Us_oth_lan_Indo_Ary_lan_Urd_F,Us_oth_lan_Indo_Ary_lan_Urd_P,Us_oth_lan_Indo_Ary_lan_oth_M,Us_oth_lan_Indo_Ary_lan_oth_F,Us_oth_lan_Indo_Ary_lan_oth_P,Us_oth_lan_Indo_Ary_lan_Tot_M,Us_oth_lan_Indo_Ary_lan_Tot_F,Us_oth_lan_Indo_Ary_lan_Tot_P,Uses_othr_lang_Italian_M,Uses_othr_lang_Italian_F,Uses_othr_lang_Italian_P,Uses_othr_lang_Japanese_M,Uses_othr_lang_Japanese_F,Uses_othr_lang_Japanese_P,Uses_othr_lang_Khmer_M,Uses_othr_lang_Khmer_F,Uses_othr_lang_Khmer_P,Uses_othr_lang_Korean_M,Uses_othr_lang_Korean_F,Uses_othr_lang_Korean_P,Uses_othr_lang_Macedonian_M,Uses_othr_lang_Macedonian_F,Uses_othr_lang_Macedonian_P,Uses_othr_lang_Malayalam_M,Uses_othr_lang_Malayalam_F,Uses_othr_lang_Malayalam_P,Us_oth_lan_Persian_ex_Dari_M,Us_oth_lan_Persian_ex_Dari_F,Us_oth_lan_Persian_ex_Dari_P,Uses_othr_lang_Polish_M,Uses_othr_lang_Polish_F,Uses_othr_lang_Polish_P,Uses_othr_lang_Portugese_M,Uses_othr_lang_Portugese_F,Uses_othr_lang_Portugese_P,Uses_othr_lang_Russian_M,Uses_othr_lang_Russian_F,Uses_othr_lang_Russian_P,Uses_othr_lang_Samoan_M,Uses_othr_lang_Samoan_F,Uses_othr_lang_Samoan_P,Uses_othr_lang_Serbian_M,Uses_othr_lang_Serbian_F,Uses_othr_lang_Serbian_P,Us_oth_la_SE_As_Au_la_Fili_M,Us_oth_la_SE_As_Au_la_Fili_F,Us_oth_la_SE_As_Au_la_Fili_P,Us_oth_la_SE_As_Au_la_Indo_M,Us_oth_la_SE_As_Au_la_Indo_F,Us_oth_la_SE_As_Au_la_Indo_P,Us_oth_la_SE_As_Au_la_Tag_M,Us_oth_la_SE_As_Au_la_Tag_F,Us_oth_la_SE_As_Au_la_Tag_P,Us_oth_la_SE_As_Au_la_oth_M,Us_oth_la_SE_As_Au_la_oth_F,Us_oth_la_SE_As_Au_la_oth_P,Us_oth_la_SE_As_Au_la_Tot_M,Us_oth_la_SE_As_Au_la_Tot_F,Us_oth_la_SE_As_Au_la_Tot_P,Uses_othr_lang_Spanish_M,Uses_othr_lang_Spanish_F,Uses_othr_lang_Spanish_P,Uses_othr_lang_Tamil_M,Uses_othr_lang_Tamil_F,Uses_othr_lang_Tamil_P,Uses_othr_lang_Thai_M,Uses_othr_lang_Thai_F,Uses_othr_lang_Thai_P,Uses_othr_lang_Turkish_M,Uses_othr_lang_Turkish_F,Uses_othr_lang_Turkish_P,Uses_othr_lang_Vietnamese_M,Uses_othr_lang_Vietnamese_F,Uses_othr_lang_Vietnamese_P,Uses_othr_lang_Other_M,Uses_othr_lang_Other_F,Uses_othr_lang_Other_P,Uses_othr_lang_Tot_M,Uses_othr_lang_Tot_F,Uses_othr_lang_Tot_P,Lang_used_home_ns_M,Lang_used_home_ns_F,Lang_used_home_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL115128,850,1003,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,4,4,4,0,0,0,10,9,20,19,12,32,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,15,8,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,4,12,13,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,9,10,13,22,0,0,0,0,0,3,0,0,0,0,0,0,23,24,44,91,105,194,55,76,136,0,0,0,1002,1185,2185
UCL115129,795,735,1532,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,9,7,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,3,8,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,5,7,7,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,11,8,17,45,47,88,34,36,73,0,4,4,869,826,1696
UCL115130,1640,1614,3257,0,0,0,0,3,6,0,0,0,7,4,10,3,9,12,0,0,0,10,12,17,5,0,8,7,0,5,4,3,6,4,11,13,0,0,0,0,0,0,0,0,0,8,4,12,0,0,4,0,0,0,0,0,0,0,0,0,5,8,12,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,7,5,0,5,0,3,5,0,0,0,0,0,0,3,6,9,3,8,14,54,68,116,102,137,240,0,0,8,1798,1822,3619
UCL115131,1929,1938,3872,0,0,0,0,0,0,3,3,5,0,0,0,0,4,4,0,0,0,0,3,8,0,0,0,0,0,6,7,13,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,4,8,13,3,4,9,0,0,0,0,3,6,0,0,0,0,0,0,12,13,24,46,59,105,81,83,166,0,0,3,2057,2082,4142
UCL115132,721,711,1432,0,0,0,0,0,0,0,0,0,4,3,3,3,4,3,0,0,0,5,6,9,0,0,3,0,4,4,3,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,0,0,0,7,9,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,5,5,3,3,4,28,40,67,27,17,49,4,0,5,774,769,1545
UCL115133,1238,1375,2611,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,3,0,11,0,0,0,3,5,8,8,5,10,0,0,4,0,0,0,0,0,0,0,4,3,5,0,5,0,0,0,0,0,0,6,0,6,0,0,0,14,6,17,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,6,3,0,4,0,5,14,0,0,0,0,0,3,0,9,9,0,0,0,5,0,0,6,9,20,54,52,105,39,44,86,0,0,0,1328,1472,2803
UCL115134,1797,1907,3708,0,0,0,6,5,8,0,0,0,4,8,12,0,0,0,0,0,0,4,11,12,0,0,0,0,0,0,0,5,5,0,3,8,0,0,0,0,0,0,0,0,0,3,4,9,3,4,9,0,7,5,0,0,0,0,0,0,5,16,22,0,4,7,0,0,0,5,0,6,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,15,25,0,0,0,14,17,29,6,5,7,0,0,0,0,0,0,0,0,0,4,6,12,15,7,23,62,76,142,90,97,184,0,3,3,1954,2088,4037
UCL115135,1225,1390,2613,0,0,0,4,0,3,0,0,3,0,0,0,0,3,0,0,0,0,6,3,9,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,3,7,10,3,4,5,0,0,0,0,0,0,13,9,19,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,21,42,42,90,115,133,252,0,0,3,1389,1575,2962
UCL115136,1026,998,2030,0,0,0,3,5,6,0,0,0,0,0,0,0,4,3,0,0,0,3,3,5,3,5,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,3,7,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,7,7,31,44,73,27,29,56,0,0,0,1084,1070,2159
UCL115137,1790,1900,3694,0,0,4,21,28,48,0,0,5,5,6,4,3,3,4,0,0,3,3,7,14,4,10,10,3,5,11,0,4,4,15,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,5,10,14,0,0,0,4,11,17,6,9,12,0,0,0,0,5,8,0,0,3,0,0,0,20,28,49,97,118,213,89,102,193,0,0,0,1969,2119,4098
UCL115138,854,993,1843,4,0,5,0,0,0,4,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,9,3,3,9,4,4,12,5,3,8,0,0,3,0,5,0,0,0,0,16,17,36,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,15,22,38,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,7,5,10,0,0,0,8,11,19,0,0,0,0,6,7,3,7,8,5,0,12,0,0,0,19,16,36,81,103,184,27,41,66,0,0,0,969,1128,2092
UCL115139,1072,1104,2170,0,0,0,0,3,6,0,0,0,7,0,9,0,0,3,0,0,0,7,4,11,0,0,0,5,0,3,5,5,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,7,7,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,9,24,32,62,119,138,259,0,0,0,1217,1280,2495
UCL115140,562,575,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,6,10,19,16,29,38,46,85,0,0,4,621,637,1258
UCL115141,681,701,1383,0,0,0,0,0,0,0,3,3,0,0,3,0,4,4,0,0,0,5,4,9,0,0,0,0,5,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,4,3,0,0,0,0,6,3,0,0,0,0,0,0,5,7,15,27,27,53,48,47,97,0,0,0,756,772,1525
UCL115142,1029,1096,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,6,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,5,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15,32,30,68,54,66,120,0,0,3,1116,1195,2308
UCL115143,1017,1170,2184,0,0,0,0,0,0,4,0,7,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,0,0,3,12,14,0,0,0,0,0,4,3,11,16,21,40,55,62,53,117,0,0,0,1100,1264,2362
UCL115144,1269,1308,2574,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,3,0,0,0,0,0,0,16,5,26,34,40,72,117,120,243,0,6,6,1421,1467,2891
UCL115145,601,736,1335,0,0,0,0,0,0,0,0,0,4,0,3,0,4,4,0,0,0,5,4,8,0,0,0,3,0,9,5,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,6,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11,17,27,35,56,34,52,84,0,0,0,660,819,1482
UCL115146,1119,1258,2383,0,0,0,0,0,4,3,0,3,5,6,6,0,0,0,0,0,0,5,6,9,11,5,21,4,4,8,0,6,10,20,29,51,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,17,15,30,0,0,0,5,3,3,0,0,0,4,3,4,0,0,0,0,0,0,0,6,7,0,0,0,0,4,4,0,0,0,0,4,7,0,3,3,0,0,0,0,0,3,0,0,0,0,6,4,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,17,21,40,105,116,222,50,49,90,0,0,0,1272,1425,2699
UCL115147,452,556,1012,3,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,5,0,0,0,4,5,4,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,17,21,35,49,77,12,15,34,0,0,0,497,624,1123
UCL115148,561,632,1194,0,0,0,0,0,0,4,6,12,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,24,18,20,40,52,55,111,0,0,0,635,709,1348
UCL115149,356,336,695,0,0,0,0,0,0,0,6,13,0,0,0,4,4,10,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,4,0,6,3,0,0,0,0,0,3,0,0,0,12,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,15,25,36,61,317,310,628,3,5,9,707,678,1389
UCL115150,452,495,950,0,0,0,0,0,0,0,5,0,0,0,0,0,11,11,0,0,0,0,11,11,0,0,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,0,3,4,8,9,23,27,46,73,19,25,45,0,0,0,499,566,1070
UCL115151,985,954,1932,0,0,0,0,0,0,8,0,3,6,10,15,0,6,8,0,0,0,9,7,21,0,0,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,38,28,66,51,34,87,0,0,0,1071,1013,2088
UCL115152,505,516,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,8,13,33,41,77,0,0,0,549,567,1113
UCL115153,561,581,1139,0,4,5,6,6,4,0,0,0,0,0,0,4,5,7,0,0,0,3,4,14,0,0,0,0,0,0,0,0,7,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,3,3,10,0,0,3,5,3,10,0,0,0,10,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,43,35,75,100,110,214,0,0,7,709,727,1435
UCL115154,694,677,1374,0,0,0,0,4,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,17,15,37,107,85,198,5,0,6,821,783,1609
UCL115155,1851,1952,3796,0,0,4,0,0,0,11,11,22,7,3,16,3,0,5,0,0,0,11,10,17,0,0,0,3,3,9,0,0,4,3,0,5,0,0,0,0,0,0,0,0,3,3,5,8,0,5,4,0,0,0,4,3,9,0,0,0,8,13,22,5,5,11,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,0,0,0,7,7,13,6,3,8,10,13,26,32,28,58,4,3,6,0,4,5,0,0,6,4,5,0,16,25,39,107,109,223,320,284,608,3,7,12,2287,2353,4642
UCL115156,561,559,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,9,15,30,109,106,216,0,0,0,688,676,1358
UCL115157,604,604,1205,0,0,0,0,0,0,3,8,11,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14,19,16,32,56,46,102,0,0,0,670,663,1336
UCL115158,1258,1260,2519,0,0,3,0,8,11,0,9,3,9,8,15,0,8,8,0,0,0,9,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,4,9,0,0,3,0,0,0,0,0,0,0,0,3,7,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,5,8,13,0,0,0,15,14,30,0,4,5,0,0,0,0,3,3,0,0,0,0,0,5,11,15,25,45,70,115,145,106,254,6,0,7,1457,1433,2894
UCL115159,853,834,1688,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,23,29,29,55,29,35,57,0,0,0,905,892,1798
UCL115160,1376,1343,2723,5,5,14,0,0,0,0,0,0,3,0,5,3,3,14,0,0,0,7,10,15,0,0,0,0,0,0,5,0,5,0,0,0,0,5,5,0,0,0,0,3,6,0,0,0,0,0,4,0,0,5,0,0,0,5,3,5,4,10,19,5,3,5,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,0,0,0,0,0,0,4,0,0,0,6,4,6,4,13,57,65,123,48,38,88,0,0,0,1487,1448,2931
UCL115161,1992,2140,4139,7,0,7,0,0,0,4,8,9,0,0,0,0,4,4,0,0,0,4,4,7,0,0,0,3,4,5,3,10,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,8,8,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,3,5,8,0,3,3,0,0,0,4,4,4,0,0,0,0,4,5,20,15,33,51,59,106,152,145,296,0,0,0,2199,2345,4546
UCL115162,1352,1403,2755,4,3,8,0,4,7,0,3,6,0,0,6,3,4,6,0,0,4,7,10,12,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,4,6,11,3,3,3,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,3,7,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,12,12,30,0,0,3,0,3,3,0,0,0,0,0,3,17,11,29,68,78,147,44,32,72,0,3,0,1465,1515,2976
UCL115163,894,947,1841,4,0,7,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,3,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,5,5,6,0,3,0,0,0,0,0,3,3,0,0,0,0,5,3,3,9,12,25,33,59,13,24,37,0,0,0,938,1000,1939
UCL115164,609,613,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,3,9,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,14,26,30,38,66,0,0,0,650,665,1315
