UCL_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
UCL122156,0,14,13,163,0,188,0,0,0,19,0,22,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,8,14,15,145,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,0,38,4,4,0,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,40,0,52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,7,0,22,0,0,0,0,21,19,39,27,22,312,22,418
UCL122157,0,13,16,147,0,176,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,10,15,10,10,120,3,159,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,14,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,42,0,49,8,0,3,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,13,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,0,23,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,20,0,0,0,0,12,12,67,38,17,275,11,413
UCL122158,0,4,9,70,0,79,0,0,4,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,7,73,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,11,0,0,0,3,0,8,25,6,12,167,0,212
UCL131001,2763,17141,13590,201766,2217,237476,64,705,456,22514,319,24057,3373,207,325,1106,45,5044,1262,297,172,779,29,2534,3723,1239,885,2329,65,8242,27823,15902,12185,174221,2486,232622,1475,100,447,142,26,2191,1111,260,191,1298,16,2877,5359,1673,1418,16286,233,24962,1214,416,178,1235,29,3067,709,204,92,305,10,1316,1673,208,162,207,14,2262,6072,3698,2541,56278,606,69197,6475,2226,814,9476,134,19114,315,12,44,26,0,395,2050,533,247,1112,15,3963,320,71,21,159,5,572,4008,961,561,3998,51,9578,738,297,208,266,13,1532,1424,740,645,547,25,3381,1449,385,243,920,33,3030,689,138,119,331,10,1294,229,85,55,40,4,417,6930,4093,3180,48651,468,63325,607,100,59,190,14,968,1215,246,165,139,6,1768,779,120,80,466,14,1463,166,48,38,33,4,297,445,15,78,26,4,576,1060,351,222,1647,18,3293,15114,3512,2946,6817,298,28682,780,223,180,4141,43331,48652,80722,32743,24559,391061,48909,577987
UCL179997,0,0,4,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,26,0,32
UCL201001,72879,138776,106196,699094,7793,1024723,1142,2146,1201,22796,386,27678,377568,5571,10921,8877,1999,404932,25292,3850,2082,7983,257,39454,27858,9803,6134,20883,264,64935,264749,114334,84992,654318,8684,1127079,68213,1662,6484,1370,230,77961,15410,2367,1747,7123,131,26778,40415,12452,8764,64255,828,126717,98350,15786,8334,43518,1018,167009,11254,2283,1337,4194,134,19203,241111,4380,3144,2354,493,251478,63147,29112,20091,256022,1949,370326,143028,34287,16337,109382,1768,304799,18105,214,751,224,51,19344,29897,6772,3163,6241,230,46302,30030,4087,2323,7775,248,44461,30185,7184,4261,19281,343,61257,15183,2122,1594,1049,148,20098,17049,5654,4202,2298,145,29344,29036,5017,3870,10833,251,49010,17516,1549,1667,2748,132,23615,17007,1432,657,271,205,19571,62020,27984,21352,202028,1558,314939,19732,2029,1278,2309,199,25537,15693,2595,2097,920,71,21368,17775,1430,1227,2887,118,23432,40167,2749,1936,2124,157,47121,108334,1863,3579,1756,524,116050,8089,2350,1684,8811,65,21010,727380,48363,40481,55499,4944,876664,39582,2399,1876,12139,186658,242647,2325651,294623,216830,1508381,215579,4561062
UCL203001,479,3142,2197,34825,443,41098,18,80,43,1735,22,1901,1337,46,96,387,7,1882,239,63,26,185,0,517,897,456,274,1253,15,2896,3928,2891,2081,34211,446,43556,677,27,126,25,9,864,138,38,25,267,0,467,618,292,223,3409,32,4572,204,67,27,277,0,572,108,38,8,75,0,237,1768,71,30,61,4,1929,974,775,525,13371,97,15744,500,297,105,1892,23,2817,78,3,12,8,0,106,32,25,3,49,0,106,37,8,0,40,0,93,161,80,36,319,7,604,93,57,26,51,0,230,205,149,89,99,7,542,244,86,47,255,5,641,132,17,22,57,0,221,46,5,13,0,0,67,1119,886,572,10419,89,13090,97,28,10,38,0,174,135,37,24,27,4,234,132,14,18,93,0,252,122,23,22,27,0,197,175,7,14,6,0,205,149,69,44,359,4,627,4163,649,524,1415,43,6791,178,32,24,808,4727,5776,15710,5918,4098,73356,5767,104851
UCL203002,409,2592,1742,35156,417,40312,0,74,30,2152,43,2307,891,55,72,543,13,1579,84,29,17,92,0,232,433,252,150,676,9,1509,2922,2499,1752,35111,461,42752,694,24,128,30,0,872,89,39,25,252,0,411,430,264,153,3540,34,4424,133,53,16,199,9,414,63,32,16,60,0,173,1255,58,20,46,0,1385,655,610,353,12020,119,13754,417,281,114,2334,10,3159,91,8,6,4,0,99,29,17,6,30,0,78,21,7,3,14,0,53,87,65,21,149,4,326,99,40,30,56,0,224,138,109,77,97,0,423,123,48,23,168,8,366,73,15,11,50,0,153,19,23,0,5,0,53,807,636,456,9839,76,11815,46,10,9,33,0,103,146,36,17,24,3,227,101,15,17,95,6,234,155,22,11,13,0,199,150,3,25,4,0,186,117,80,35,346,0,577,4614,504,355,1243,56,6771,217,34,30,943,4710,5934,13020,4912,3261,73306,5731,100229
UCL203003,1320,6192,4583,49270,674,62042,31,108,80,2163,33,2421,2942,101,159,394,9,3615,2297,347,193,835,30,3705,1777,680,429,1818,27,4721,8915,5589,4028,46489,658,65690,1610,68,296,75,24,2063,292,81,55,379,6,807,1742,690,420,4990,60,7905,751,217,90,603,10,1670,426,96,59,232,0,818,3917,98,56,74,13,4164,2245,1447,982,17624,143,22439,2932,890,370,4137,54,8374,194,5,19,13,0,221,144,51,22,95,7,318,1024,149,82,313,11,1585,346,135,81,463,7,1034,315,98,56,58,6,533,441,263,205,124,4,1037,1007,229,161,609,7,2013,345,62,58,120,8,592,84,29,11,9,0,131,2559,1577,1158,14560,118,19976,896,103,52,133,12,1202,362,89,68,65,6,581,516,94,81,176,4,877,401,44,29,45,7,528,637,25,44,9,0,715,342,161,108,547,7,1167,13501,1422,1121,2430,148,18623,608,67,69,991,7709,9446,46215,12157,8670,102754,9417,179216
UCL211001,186,1170,840,13276,135,15607,3,41,26,1228,17,1306,216,10,19,82,0,326,180,25,22,53,4,281,257,122,66,303,3,749,1293,1048,776,11641,130,14888,286,13,61,15,0,374,42,14,5,90,0,153,448,189,136,1780,28,2581,41,8,7,78,3,139,67,15,7,39,0,127,449,18,3,17,0,486,263,226,124,3637,19,4271,212,136,54,770,9,1179,30,0,0,0,0,30,24,0,5,38,0,67,7,8,6,9,0,31,35,23,13,78,0,147,64,11,19,15,0,104,71,41,51,44,0,202,126,26,15,109,0,278,26,3,6,23,0,62,9,6,5,3,0,22,400,226,204,2966,22,3821,70,13,7,31,0,118,44,15,3,9,0,66,42,4,3,39,0,89,47,3,4,4,0,57,179,5,12,3,0,197,64,22,7,96,0,196,1726,220,180,507,26,2661,87,12,10,305,1662,2076,5831,2087,1530,26049,1978,37475
UCL211002,1694,2282,1528,14043,210,19753,35,76,42,1136,8,1294,1070,40,57,82,13,1261,419,71,53,148,3,699,324,111,70,237,7,751,3892,1731,1310,11611,193,18743,2394,40,195,25,11,2659,130,19,10,76,4,240,628,187,131,1045,13,2001,383,140,70,303,5,907,129,32,14,61,0,237,5028,84,34,28,11,5185,659,350,229,3103,33,4377,946,388,199,1305,22,2859,83,0,3,0,0,91,212,42,15,46,0,324,397,70,36,112,6,620,1530,426,271,1267,33,3531,546,62,79,26,4,713,364,102,79,65,4,609,327,70,45,219,5,674,67,11,5,31,0,118,1561,72,39,12,8,1697,868,375,290,2644,18,4197,480,61,27,69,6,641,107,13,12,10,9,150,345,24,10,52,7,439,373,26,4,15,0,419,730,21,55,17,3,827,95,30,12,105,0,250,15691,732,494,769,97,17782,855,41,39,279,4657,5868,36172,4543,3204,26896,5268,76088
UCL212001,184,893,620,6649,59,8411,3,24,13,295,4,339,125,12,12,35,0,179,107,27,15,65,3,210,177,67,46,178,3,471,1282,746,588,5714,79,8405,120,14,25,0,0,156,23,12,0,31,0,75,194,76,58,541,5,876,87,27,11,98,0,220,58,11,6,26,0,101,517,27,8,18,0,566,293,141,127,1995,20,2567,264,117,58,486,3,919,17,3,0,0,0,18,20,8,0,17,0,47,31,12,9,11,0,55,270,114,66,318,9,775,55,10,8,5,0,82,82,39,46,20,0,182,114,32,20,88,0,256,13,0,0,17,0,32,48,11,4,0,0,61,389,183,132,1672,22,2405,56,14,12,16,3,97,44,6,8,11,0,66,53,7,7,18,0,79,33,8,0,0,0,45,56,0,6,3,0,62,52,14,13,49,0,129,1265,188,131,281,17,1880,50,12,12,140,693,907,4930,1607,1161,12941,869,21511
UCL212002,55,323,261,5084,87,5821,0,15,11,551,6,596,74,4,5,20,0,107,11,4,5,10,0,29,44,26,17,60,3,150,474,314,240,4729,83,5841,132,0,16,7,0,152,23,4,6,21,0,59,70,29,23,432,3,554,23,10,3,11,0,44,10,3,3,9,0,32,98,3,0,3,0,104,111,55,36,1422,19,1643,90,46,20,268,4,422,11,0,0,0,0,11,0,0,0,7,0,7,0,0,0,0,0,3,24,12,3,28,0,65,42,11,6,0,0,62,20,18,13,18,0,69,26,5,9,16,0,55,4,0,0,3,0,10,7,0,0,0,0,4,135,89,53,1239,10,1524,14,0,0,0,0,13,11,5,4,0,0,22,7,6,0,22,0,39,43,5,4,6,0,45,34,3,0,0,0,32,16,3,5,30,0,58,304,48,28,110,5,497,17,7,0,117,803,943,1557,616,458,10211,990,13835
UCL212003,303,797,513,10558,175,12352,17,89,23,1719,37,1878,922,3,12,54,8,1010,115,22,14,80,3,232,121,47,24,114,0,301,1140,718,472,10256,174,12758,320,5,34,5,0,381,36,3,0,68,0,108,201,81,51,1373,16,1720,203,47,16,188,3,459,50,9,3,38,0,101,465,11,6,3,0,486,166,142,65,2664,28,3070,863,238,122,1291,25,2534,55,0,3,0,0,65,5,6,0,4,0,10,13,0,0,7,0,19,15,15,6,42,0,79,45,11,11,13,0,86,75,34,26,18,0,155,51,19,10,68,0,143,19,3,0,9,0,32,76,13,13,0,0,103,232,146,128,2584,19,3103,24,3,0,0,0,31,49,3,3,0,0,61,33,4,6,27,0,68,34,3,3,9,0,48,324,0,3,3,5,345,35,15,18,77,0,146,3035,273,143,416,39,3904,172,26,7,287,2404,2890,7981,1657,1022,22450,2845,35955
UCL212004,95,929,642,7161,93,8918,0,5,9,128,5,147,83,12,21,53,0,174,40,10,5,30,0,83,216,86,60,183,4,555,1323,789,571,6711,116,9505,24,0,5,0,0,28,38,12,9,57,0,118,193,71,57,656,10,978,54,27,7,53,0,138,32,5,9,25,0,69,37,7,0,9,0,55,286,240,135,2983,29,3674,224,85,41,413,10,777,0,0,0,0,0,4,3,0,0,20,0,26,14,6,0,9,0,30,79,22,16,56,0,179,21,14,9,12,0,52,56,34,27,20,0,129,57,21,11,47,3,147,17,7,0,6,0,29,4,0,0,3,0,3,345,238,148,2238,29,2999,16,0,0,7,0,20,57,19,16,6,0,94,22,7,0,21,0,54,3,9,0,4,0,14,11,4,3,3,0,22,65,16,18,89,4,202,491,180,151,348,6,1168,24,10,8,171,780,987,3074,1618,1128,14826,1012,21654
UCL212005,677,1100,687,13018,221,15704,8,89,25,1932,52,2104,705,16,24,88,4,835,44,25,7,38,3,111,234,96,59,281,3,670,1620,1003,673,12773,219,16285,651,6,91,8,9,765,34,3,5,90,0,136,219,87,71,1107,6,1502,250,46,11,206,0,527,41,11,11,15,0,72,1508,23,6,9,3,1559,259,227,123,4245,25,4885,1352,346,140,1886,23,3754,17,0,4,0,0,24,11,0,3,9,0,18,145,21,5,96,0,276,35,14,10,70,3,131,71,22,23,23,0,142,93,27,25,33,4,186,59,16,7,75,0,159,22,9,0,12,0,36,255,13,0,3,0,276,352,264,152,3400,28,4198,25,8,6,17,0,53,63,3,10,5,0,84,77,16,4,40,0,134,97,0,8,11,0,112,90,4,8,7,0,104,22,17,6,73,0,120,6650,323,193,622,70,7851,303,29,21,295,3129,3774,14086,2303,1429,28133,3708,49657
UCL212006,282,1633,1233,10967,69,14176,4,30,10,405,9,458,354,33,56,68,0,513,244,66,25,112,6,453,249,120,90,275,0,736,2524,1283,1016,9431,79,14341,378,27,76,24,0,509,69,8,12,69,0,159,397,126,111,861,5,1497,198,70,32,205,0,503,77,18,17,49,4,163,755,43,22,27,0,849,755,362,227,3491,33,4857,840,309,164,1270,9,2586,31,0,6,0,0,44,89,13,7,37,0,149,63,20,0,35,0,125,568,198,127,579,0,1472,129,29,10,17,0,179,156,81,58,29,0,324,217,55,39,183,0,495,60,13,9,25,0,106,61,17,3,5,0,93,738,327,229,2638,18,3952,91,19,4,16,0,128,76,28,9,19,0,129,89,18,14,31,0,149,101,20,12,31,0,162,80,7,9,3,0,98,80,16,20,106,0,213,1902,346,266,556,15,3093,119,19,16,183,1171,1511,9435,3053,2212,21635,1364,37702
UCL212007,101,935,805,6643,91,8573,0,13,4,125,0,149,89,28,19,90,0,224,56,19,12,49,0,138,227,81,64,190,4,568,1470,844,696,6723,47,9784,34,4,16,8,0,66,89,22,10,57,0,184,251,99,77,621,8,1063,73,34,12,70,6,185,43,12,6,26,0,88,59,6,11,16,0,94,395,233,177,2841,14,3662,311,124,55,547,7,1045,10,0,3,0,0,15,8,9,0,34,0,49,38,5,0,17,0,66,112,24,23,92,0,247,30,11,13,0,0,56,82,55,49,13,0,204,87,43,21,101,0,251,26,5,7,21,0,53,4,0,0,0,0,3,397,213,167,2187,18,2984,23,3,0,20,0,49,104,17,20,3,0,145,46,12,3,24,0,88,13,6,5,11,0,38,17,0,7,0,0,20,62,17,22,90,0,192,660,222,220,387,8,1503,23,13,14,75,745,873,3808,1789,1428,14437,919,22382
UCL212008,159,915,629,8964,87,10761,0,9,4,388,3,409,303,15,11,33,0,365,42,12,5,25,0,80,344,150,113,438,3,1053,1350,869,610,8123,123,11074,217,19,61,17,3,313,28,4,4,48,0,88,258,104,78,765,13,1225,110,24,9,91,0,233,22,17,0,35,0,79,351,0,3,20,0,376,293,188,131,2194,25,2828,429,133,47,696,6,1312,11,0,0,0,0,17,4,0,0,6,0,12,8,0,0,3,0,14,118,55,24,208,3,401,69,18,27,23,0,137,58,57,15,30,0,158,121,29,14,97,0,260,17,9,12,6,0,50,6,8,0,0,0,18,452,244,225,2233,17,3172,16,7,0,10,0,37,38,11,8,5,0,62,57,9,3,36,0,111,47,4,7,9,0,64,55,0,0,3,0,60,50,12,12,66,0,149,1100,147,92,383,20,1735,53,21,15,219,2019,2330,5125,1778,1226,17669,2273,28071
UCL212009,104,843,626,10941,150,12662,9,25,13,627,12,687,375,13,21,57,5,473,18,9,0,29,0,51,213,112,42,256,3,631,1047,758,527,10914,148,13396,225,5,42,12,4,287,32,13,10,111,0,167,145,73,58,1051,8,1332,43,10,7,61,0,124,8,4,3,14,0,30,176,20,4,5,0,204,277,249,139,5439,47,6149,94,68,23,397,4,587,37,0,0,0,0,41,10,3,0,13,0,29,0,0,0,10,0,11,36,15,6,37,0,96,81,17,24,11,3,138,67,36,32,25,0,155,36,21,4,43,0,101,26,3,3,10,0,41,12,5,4,0,0,21,327,205,156,3390,22,4100,10,0,0,0,0,10,92,12,8,0,0,113,26,5,0,25,0,64,61,6,3,0,0,79,110,0,5,0,0,110,27,14,13,95,0,145,962,169,133,282,12,1565,54,13,17,352,1742,2175,3929,1556,1107,24138,2085,32811
UCL213001,48,382,297,4595,95,5422,0,19,9,638,11,683,108,13,3,26,5,155,17,0,0,5,0,26,114,40,14,113,0,285,621,383,290,4322,128,5757,139,3,18,11,3,176,15,11,0,17,0,44,117,29,29,398,6,577,14,12,0,32,0,65,15,3,0,11,0,30,98,4,6,11,3,114,97,59,37,1104,20,1321,164,53,19,324,4,558,8,0,0,3,0,14,8,0,0,3,0,13,3,0,0,3,0,7,28,7,5,23,0,66,15,4,9,3,0,33,28,16,11,16,0,77,28,11,0,15,0,64,13,0,0,3,0,9,0,3,0,4,0,6,163,105,70,1116,8,1465,5,0,0,5,0,10,30,0,0,3,0,28,6,0,0,3,0,14,11,8,0,4,0,21,55,0,5,0,0,62,22,18,3,26,0,72,379,76,39,151,10,658,44,0,6,109,904,1062,1997,733,510,9305,1158,13701
UCL213002,44,390,236,2859,57,3581,0,4,0,99,0,109,32,3,0,22,0,58,16,3,0,3,0,27,69,30,4,54,3,162,611,429,265,3190,39,4536,29,0,9,0,0,38,26,13,10,20,5,71,119,47,34,343,4,536,26,8,3,22,0,59,17,12,4,17,0,49,46,6,0,3,0,62,156,132,86,1329,10,1711,71,36,22,198,7,330,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,7,18,6,0,20,0,44,4,3,3,4,0,21,35,17,10,9,0,68,46,14,3,22,0,84,12,6,0,9,0,25,0,4,0,4,0,11,192,132,88,1083,11,1494,16,0,0,0,0,19,17,5,5,0,0,26,8,3,0,9,0,17,8,3,4,0,0,15,0,0,0,0,0,4,41,14,4,50,0,113,299,105,50,179,6,643,9,4,0,77,1208,1300,1468,788,466,6473,1308,10516
UCL213003,54,297,207,4427,73,5052,0,5,4,183,5,196,261,0,8,18,3,280,9,4,0,13,0,21,58,28,14,85,3,193,352,283,169,4035,68,4901,83,0,4,0,0,93,14,4,4,21,0,40,52,25,17,316,0,414,21,9,0,5,0,45,9,0,0,0,0,17,54,3,3,0,0,66,64,75,34,1591,14,1782,95,39,4,225,3,369,16,0,0,0,0,19,7,0,0,10,0,13,0,0,0,0,0,0,18,16,0,18,0,51,26,13,7,0,0,51,20,13,7,7,0,51,14,0,4,18,0,40,4,0,0,11,0,14,25,0,0,0,0,25,113,94,54,1235,12,1505,9,0,0,6,0,14,3,0,0,0,0,7,0,0,0,8,0,12,11,0,0,0,0,12,13,0,0,0,0,12,12,4,0,30,0,47,432,49,53,80,4,624,29,9,5,164,493,701,1606,577,347,8987,651,12160
UCL213004,81,595,420,4970,40,6120,3,10,3,257,3,273,89,7,11,16,0,120,31,8,7,12,0,56,228,60,55,194,9,537,982,571,398,4490,60,6501,67,6,20,0,0,92,22,4,5,37,0,75,154,45,42,375,3,628,37,6,4,38,0,87,49,6,0,23,0,81,84,20,0,10,0,110,193,123,69,1186,16,1586,122,67,25,274,0,488,0,0,3,0,0,5,3,0,0,0,0,10,8,7,0,3,0,15,28,12,9,24,0,79,47,7,3,3,0,61,47,26,21,15,0,112,55,9,10,40,0,113,23,4,0,12,0,39,0,4,0,0,0,3,239,120,105,1125,10,1601,20,3,5,7,0,37,53,13,4,6,0,71,28,3,0,15,0,50,30,10,5,7,0,47,14,0,0,0,0,16,33,20,5,40,0,100,484,86,71,152,8,801,44,3,6,112,526,690,2635,1069,754,9390,650,14500
UCL213005,83,672,443,4905,61,6162,3,16,7,196,0,221,89,5,18,42,0,146,57,16,3,35,0,114,185,71,22,127,0,407,1375,600,453,4852,63,7339,85,4,23,9,3,124,31,16,3,47,0,88,193,56,39,487,10,785,86,18,8,61,0,173,19,5,3,11,0,44,78,12,0,8,0,95,290,129,86,1610,20,2132,198,100,35,314,0,641,4,0,3,0,0,10,12,5,0,11,0,25,10,11,0,14,0,27,117,25,9,69,4,223,16,15,6,10,0,53,39,26,15,16,0,95,75,24,7,57,0,158,17,7,0,14,0,50,4,0,0,3,0,14,319,168,122,1435,14,2051,15,3,5,6,0,25,61,7,5,3,0,79,29,4,0,17,0,55,18,3,5,0,0,26,15,0,0,0,0,20,51,10,8,45,0,122,467,145,85,191,8,889,32,8,15,110,310,474,3260,1222,822,10109,450,15867
UCL213006,71,523,360,3400,63,4410,0,4,9,92,0,99,53,7,19,31,0,113,55,12,3,35,0,106,75,30,34,93,0,231,714,423,335,3147,39,4656,18,0,9,3,0,33,26,15,0,29,0,65,110,66,26,261,3,466,39,20,13,53,4,124,19,6,5,7,0,33,60,9,0,0,0,68,193,135,83,1188,9,1618,156,75,40,319,4,589,3,0,3,0,0,0,3,0,0,3,0,7,23,3,3,21,0,51,141,52,26,135,0,353,18,6,5,0,0,33,46,30,16,10,0,99,62,27,12,56,0,153,15,3,0,17,0,37,9,0,0,0,0,4,186,121,67,935,8,1324,11,6,0,4,0,21,34,8,6,0,0,45,25,5,7,5,0,31,16,11,13,0,0,42,14,8,0,0,0,17,38,10,0,39,0,88,304,105,68,185,0,662,20,5,4,60,274,363,1994,940,658,6846,374,10810
