UCL_CODE_2021,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85_yr_over,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85_over,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85_yr_over,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85_yr_over,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85_yr_over,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85_yr_over,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85_ov,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85_over,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85_ov,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85_yr_over,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85_yr_over,M_Inad_desc_Ns_Tot
UCL115087,0,0,0,0,4,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,12,14,13,0,0,0,47,0,0,0,0,0,3,0,0,0,9,5,9,27,13,12,11,3,0,0,64,0,0,3,0,4,0,0,0,0,8,0,7,3,5,0,4,0,0,0,21,6,0,0,0,4,4,0,0,0,11,0,0,3,6,9,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,5,3,3,0,0,0,10,4,0,0,4,0,0,0,0,0,8,0,0,5,3,3,4,5,0,0,24,0,0,3,4,0,7,0,0,0,16,0,0,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,19,0,3,8,0,3,0,0,0,0,15
UCL115088,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,3,3,7,4,0,0,0,23,0,0,0,0,8,3,0,0,0,6,0,5,17,8,5,9,4,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,5,0,0,0,24,3,0,0,0,0,0,0,0,0,7,0,0,6,6,3,3,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,4,0,0,9,4,0,0,13,0,5,9,12,13,6,0,0,0,45,0,0,8,3,0,4,0,0,0,16,0,0,6,0,7,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,14,0,0,4,8,0,0,0,0,0,8
UCL115089,0,8,23,14,8,0,4,0,0,54,0,0,5,0,0,0,0,0,0,10,11,13,82,39,31,13,3,0,0,195,0,0,0,3,0,3,0,0,0,12,13,20,16,16,23,10,11,0,0,115,0,5,9,8,4,3,0,0,0,31,10,7,6,8,4,6,0,0,0,45,10,6,3,9,7,3,0,0,0,30,0,12,19,40,25,41,15,5,0,149,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,4,0,0,3,0,0,0,13,0,0,3,8,6,0,0,0,0,12,0,6,26,22,34,27,0,0,0,132,5,3,4,0,3,9,0,0,0,21,0,0,9,11,3,4,0,0,0,32,5,0,0,0,3,0,0,0,0,8,0,4,0,0,0,4,4,0,0,17,6,0,10,4,12,6,3,0,0,43
UCL115090,0,0,0,0,0,4,0,0,0,7,0,5,3,10,10,0,0,0,0,32,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,4,0,0,0,15,0,0,5,0,0,0,0,0,0,7,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,3,3,0,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,11,0,0,3,4,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
UCL115091,0,0,3,6,4,0,3,0,0,15,0,0,3,0,7,5,4,0,0,20,3,0,0,4,8,9,0,0,0,20,0,0,3,0,0,0,0,0,0,3,5,8,19,19,10,11,0,0,0,74,0,0,0,0,0,4,0,0,0,9,4,0,0,0,0,0,0,0,0,10,6,0,7,0,3,0,0,0,0,20,0,0,3,3,3,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,4,5,0,8,0,0,0,16,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,4,0,4,6,0,0,0,19
UCL115092,0,3,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,9,8,3,4,5,0,0,0,41,0,0,0,7,0,0,0,0,0,8,3,9,20,11,17,11,0,0,0,66,0,3,4,0,0,0,0,0,0,11,8,7,4,0,6,0,0,0,0,27,7,5,4,0,0,0,0,0,0,9,0,5,7,7,6,9,0,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,3,6,3,5,3,0,0,0,23,0,4,10,4,7,11,4,0,0,44,0,0,4,0,0,0,0,0,0,11,0,0,4,5,9,4,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,6,7,0,4,0,0,0,0,18,0,0,4,3,6,3,0,0,0,15
UCL115093,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,4,5,4,10,0,0,0,28,0,0,0,0,3,0,0,0,0,3,0,11,15,11,0,17,0,0,0,63,0,0,0,0,3,0,0,0,0,8,0,4,8,0,3,0,4,3,0,18,6,0,0,0,0,0,0,0,0,8,0,0,0,5,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,6,0,0,6,0,0,0,15,0,0,4,0,4,4,6,3,0,21,0,0,6,0,6,0,0,0,0,10,0,0,8,4,5,4,3,0,0,27,0,0,0,3,8,7,6,0,0,29,0,0,4,5,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,14,0,0,0,4,4,5,4,0,0,14
UCL115094,0,0,5,0,6,6,4,0,0,19,0,5,0,4,0,0,0,0,0,11,3,3,3,16,9,16,6,0,0,59,0,0,0,0,3,3,0,0,0,12,9,7,21,20,11,13,7,0,0,88,0,4,0,4,0,3,0,0,0,11,9,6,0,7,8,4,5,0,0,45,8,0,0,0,5,0,0,0,0,15,0,0,0,3,0,6,3,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,3,3,3,10,4,0,0,30,0,0,5,4,5,0,0,0,0,15,0,0,6,5,10,7,3,0,0,39,0,0,0,0,0,0,0,0,0,5,3,3,5,0,0,3,0,0,0,19,0,5,3,5,0,3,3,0,0,22
UCL115095,0,3,10,9,7,6,10,0,0,52,0,0,7,0,3,0,0,0,0,8,0,5,7,14,6,8,0,0,0,40,0,3,0,3,0,0,0,0,0,6,0,3,6,0,9,5,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,0,0,3,0,0,5,6,0,5,0,0,0,18,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12,0,0,4,5,0,0,0,0,0,21
UCL115096,0,0,0,4,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,11,7,5,12,9,15,8,0,0,0,58,0,0,5,6,8,8,0,0,0,25,15,21,31,33,36,26,6,0,0,163,0,0,3,5,3,0,0,0,0,15,11,3,5,7,5,6,3,0,0,57,17,7,6,8,8,7,0,0,0,51,0,0,0,3,0,22,4,0,0,35,0,0,3,0,0,0,0,0,0,3,0,0,0,4,7,5,0,0,0,20,0,0,0,0,5,6,0,0,0,6,0,0,6,6,7,12,0,0,0,29,0,0,3,3,11,12,0,0,0,21,0,6,8,7,12,4,0,0,0,33,3,0,0,13,16,11,0,0,0,44,0,7,8,13,19,16,5,0,0,71,0,0,3,0,0,0,0,0,0,3,0,0,3,11,6,8,0,0,0,32,0,3,0,7,8,6,0,5,0,36
UCL115097,0,5,6,3,0,0,0,0,0,12,0,0,3,6,0,4,0,0,0,18,3,3,13,9,12,18,3,0,0,48,0,0,0,3,0,4,0,0,0,5,4,12,11,16,15,25,5,0,0,103,0,0,5,0,0,3,0,0,0,17,3,7,8,6,9,3,0,0,0,39,11,3,0,7,0,0,0,0,0,22,0,4,5,11,11,15,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,10,11,5,4,0,0,33,0,0,0,4,4,4,3,0,0,18,0,0,6,8,17,11,4,0,0,42,0,0,3,3,0,4,0,0,0,10,0,5,5,4,8,5,0,0,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,9,0,0,0,23,0,0,8,3,6,3,0,0,0,26
UCL115098,0,0,4,0,0,0,3,0,0,12,0,0,0,5,9,0,0,4,0,19,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,6,4,0,0,25,0,0,0,0,0,3,0,0,0,9,0,5,5,4,5,7,0,0,0,19,4,3,5,9,0,9,0,0,0,33,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,5,5,7,3,0,0,0,20,0,3,0,3,3,4,0,0,0,18,0,3,4,0,3,8,0,0,0,21,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4
UCL115099,0,0,11,5,3,3,3,0,0,26,0,0,0,0,0,0,0,0,0,3,3,4,9,6,3,6,0,0,0,34,0,0,0,0,0,0,0,0,0,6,5,6,18,13,8,15,3,0,0,71,0,3,5,0,0,0,0,0,0,11,5,0,10,12,4,8,0,0,0,44,10,7,0,6,3,4,3,0,0,29,0,0,5,4,5,13,0,0,0,32,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,9,0,3,0,0,0,0,9,0,6,9,4,0,6,0,0,0,24,0,3,3,4,12,14,0,0,0,39,0,0,3,4,3,6,4,0,0,23,0,0,5,12,16,8,3,0,0,48,3,0,0,0,0,0,0,0,0,6,0,3,7,0,7,8,3,0,0,30,0,7,4,5,4,4,3,0,0,32
UCL115100,0,0,0,5,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,4,3,0,4,4,14,6,3,0,0,37,0,0,0,5,0,0,0,0,0,3,0,0,13,10,15,12,0,0,0,60,0,0,0,0,0,5,0,0,0,9,7,7,3,4,0,8,0,0,0,39,8,0,12,4,3,12,5,0,0,40,0,0,0,0,0,7,4,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,4,4,0,0,4,0,0,13,0,3,5,0,4,4,3,0,0,16,0,4,7,3,12,3,5,0,0,39,0,0,7,0,3,4,0,0,0,18,0,7,5,10,8,20,6,0,0,53,0,0,3,0,0,0,0,0,0,6,0,0,0,7,0,8,0,0,0,19,0,0,7,5,5,10,0,0,0,22
UCL115101,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,4,4,0,0,18,0,0,0,0,7,0,0,0,0,4,7,4,32,18,24,15,8,0,0,114,0,0,0,0,6,0,0,0,0,3,6,8,0,4,9,4,0,0,0,42,17,4,5,7,7,9,3,0,0,43,0,0,3,3,4,3,6,0,0,21,0,0,4,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,8,8,8,5,0,3,0,27,0,0,4,0,7,10,6,0,0,18,0,0,4,16,16,11,3,0,0,52,0,0,3,9,4,9,3,0,0,29,0,0,0,3,9,8,3,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4,6,0,0,0,17,0,0,6,0,3,3,3,0,0,18
UCL115102,3,0,7,4,3,7,0,0,0,28,0,4,12,9,10,3,0,0,0,38,4,4,11,4,5,6,0,0,0,39,0,0,0,4,3,5,0,0,0,12,8,8,6,13,12,11,0,0,0,58,0,4,3,0,4,0,0,0,0,10,3,4,3,9,0,0,0,0,0,16,3,0,5,0,4,3,4,0,0,16,0,0,5,0,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,3,0,0,0,11,0,0,5,4,4,4,0,0,0,25,0,0,5,0,3,7,0,0,0,10,0,0,0,4,5,5,4,0,0,18,0,0,0,0,3,0,0,0,0,4,0,3,8,0,8,0,6,0,0,15,4,0,0,5,3,3,0,0,0,16
UCL115103,0,4,0,3,0,0,6,0,0,12,0,0,12,6,4,4,0,0,0,30,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,6,10,5,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,9,0,4,6,3,0,0,0,0,18,0,0,5,3,4,0,0,0,0,8,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,9,0,0,5,4,3,5,5,0,0,28,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11
UCL115104,0,0,0,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,5,4,9,16,17,11,3,0,0,62,0,0,0,0,6,3,0,0,0,10,4,3,3,5,0,0,0,0,0,21,0,0,4,4,4,0,0,0,0,16,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,7,3,0,0,30,0,0,3,0,0,0,0,0,0,3,0,0,4,4,10,6,0,0,0,23,0,0,3,0,0,0,0,0,0,9,0,0,0,3,5,9,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,4,0,0,0,3,0,0,0,0,9
UCL115105,0,3,4,8,4,3,3,4,0,25,0,0,3,4,6,5,0,0,0,17,0,9,11,10,6,11,0,0,0,44,0,0,0,0,0,0,0,0,0,8,9,15,17,6,11,3,5,0,0,61,0,0,3,0,0,4,0,0,0,9,3,3,3,4,0,0,7,0,0,25,3,0,5,0,4,5,0,0,0,13,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,4,0,0,10,0,3,12,8,12,5,0,0,0,39,0,0,0,3,4,0,0,0,0,13,0,6,0,8,4,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,19,4,0,3,6,3,4,0,0,0,23
UCL115106,0,0,0,5,0,7,5,0,0,22,0,0,0,0,0,0,0,0,0,3,0,4,3,9,5,5,0,0,0,23,0,4,5,0,0,3,0,0,0,14,4,16,25,16,11,20,3,0,0,99,0,0,0,6,3,5,0,0,0,16,7,4,8,10,3,6,4,0,0,51,4,4,4,7,8,6,0,0,0,35,3,3,8,4,13,7,4,0,0,37,0,0,3,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,5,3,3,3,0,0,16,0,0,4,3,3,0,7,0,0,19,0,0,11,13,12,13,0,0,0,49,0,0,4,5,7,0,0,0,0,17,0,0,8,7,8,6,0,0,0,32,0,3,0,3,3,0,0,0,0,13,3,0,0,0,5,3,0,0,0,20,0,0,4,3,3,4,0,0,0,28
UCL115107,5,0,3,4,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,12,9,9,0,0,0,33,0,0,0,0,0,0,0,0,0,4,3,3,27,18,28,18,13,0,0,107,0,0,5,0,0,0,0,0,0,18,18,3,17,8,13,10,3,0,0,72,19,9,12,19,10,4,3,0,0,76,4,0,0,3,10,13,0,0,0,32,0,0,0,4,4,0,0,0,0,10,0,0,0,0,5,3,0,0,0,12,0,0,0,4,0,0,0,0,0,10,0,0,12,20,16,11,8,0,0,67,0,0,7,3,7,5,0,0,0,28,0,0,0,5,9,7,0,0,0,24,0,0,6,9,22,14,7,0,0,62,0,0,9,14,25,7,0,0,0,51,0,0,3,0,3,0,3,0,0,18,0,4,4,3,6,10,0,0,0,27,4,0,11,10,8,8,3,0,0,41
UCL115108,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,3,0,6,5,0,0,0,0,26,0,0,0,4,7,0,0,0,0,7,10,17,34,38,27,11,7,0,0,141,0,0,0,0,8,0,0,0,0,8,4,4,3,4,7,3,3,0,0,33,16,5,4,0,0,0,0,0,0,27,0,0,0,3,8,0,3,0,0,14,0,0,0,0,9,9,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,13,20,27,6,3,0,0,69,0,0,0,3,4,0,0,0,0,11,0,6,15,48,48,20,3,0,0,143,0,0,6,10,10,5,0,0,0,33,0,3,0,5,7,0,0,0,0,16,5,0,0,0,0,0,0,0,0,9,0,0,0,4,8,6,0,0,0,15,0,0,5,5,3,3,0,0,0,15
UCL115109,0,0,3,9,0,0,4,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,5,8,3,5,5,0,0,26,0,0,3,0,0,3,0,0,0,7,10,14,26,18,32,16,6,4,0,127,0,0,3,0,0,5,5,0,0,12,7,3,8,3,12,10,5,0,0,58,6,0,14,8,11,14,7,0,0,65,5,3,0,3,3,4,3,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,3,0,0,11,0,0,3,0,4,7,4,0,0,24,0,0,7,9,4,3,5,0,0,26,0,0,4,14,6,8,0,0,0,36,0,5,0,9,3,5,0,0,0,24,0,0,6,3,10,10,9,0,0,43,0,0,0,0,6,9,0,0,0,12,0,0,4,4,8,8,3,3,0,34,0,0,3,12,3,0,3,0,0,26
UCL115110,0,5,13,12,13,19,5,0,0,67,0,0,0,0,0,0,0,0,0,0,10,18,33,20,29,24,11,0,0,135,0,0,6,3,5,4,0,0,0,14,11,8,27,18,21,15,3,0,0,104,0,0,0,6,6,6,0,0,0,14,0,8,9,6,5,4,0,0,0,33,4,4,5,3,4,7,8,0,0,33,0,5,3,6,15,10,8,3,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,13,0,0,3,0,3,3,0,0,0,14,0,5,9,11,16,22,5,0,0,76,0,0,8,10,8,4,0,0,0,36,0,0,11,5,6,6,5,0,0,37,0,0,0,0,0,0,6,0,0,4,0,7,9,4,5,7,5,0,0,38,0,4,6,9,5,8,0,0,0,36
UCL115111,4,8,13,18,20,23,13,9,0,110,0,4,8,4,6,6,0,0,0,25,4,8,0,8,9,0,3,0,0,37,0,0,7,8,7,3,0,0,0,20,7,6,20,16,14,20,5,0,0,95,0,0,4,7,8,6,0,0,0,24,5,5,8,8,0,5,4,0,0,42,7,0,0,5,4,5,6,0,0,26,0,0,7,6,8,13,7,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,10,0,0,0,3,5,0,5,0,0,15,0,0,10,6,12,8,6,0,0,41,0,0,5,9,0,3,0,0,0,27,0,3,3,4,4,11,0,0,0,25,4,0,3,3,0,0,0,0,0,8,6,5,11,7,0,12,0,0,0,41,4,3,8,3,13,6,5,0,0,42
UCL115112,0,0,0,0,0,0,3,0,0,0,0,10,59,46,26,13,3,0,0,157,0,5,27,11,8,7,0,0,0,51,0,0,0,0,0,4,0,0,0,14,0,6,24,14,6,3,0,0,0,57,0,5,9,7,7,7,0,0,0,26,4,10,10,8,5,0,0,0,0,34,5,3,8,5,4,3,0,0,0,36,3,0,5,5,4,7,0,0,0,27,0,0,5,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,11,11,0,4,0,0,0,22,0,4,13,3,5,0,0,0,0,28,0,3,14,8,5,5,0,0,0,31,0,0,4,4,0,0,4,0,0,10,0,4,9,5,6,0,0,0,0,22,0,5,3,4,0,0,0,0,0,12,0,0,0,5,3,0,0,0,0,18,0,0,10,10,5,5,0,0,0,23
