UCL_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
UCL114026,474,92,14,0,5,585,632,111,5,0,6,754,277,162,6,0,0,446,58,15,0,0,0,68,4,4,0,0,0,8,35,16,0,0,0,60,20,6,0,0,0,23,0,0,0,0,0,6,394,201,7,0,0,609,79,15,10,0,5,113,55,15,8,0,5,81,1645,442,41,0,11,2139
UCL114027,809,248,93,67,23,1239,444,81,27,0,0,560,147,99,70,0,0,325,3,6,8,0,0,19,4,18,4,0,0,27,70,31,20,0,0,118,10,4,0,8,4,32,0,0,0,0,0,4,237,160,108,11,9,526,13,77,18,4,0,114,52,39,14,14,4,124,1561,612,256,92,35,2561
UCL114028,599,48,4,0,0,654,624,22,3,0,0,647,209,163,6,0,0,386,56,20,14,0,0,90,13,22,0,0,0,31,108,17,0,0,0,126,26,24,0,5,5,51,4,3,0,0,0,8,413,241,29,10,5,690,36,3,0,0,0,42,70,22,0,0,0,95,1744,336,32,10,7,2133
UCL114029,470,7,0,0,0,473,996,0,0,0,0,997,141,11,4,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,46,0,0,0,0,0,0,3,0,0,0,0,3,189,9,4,0,0,200,10,0,0,0,0,10,55,0,0,0,0,57,1716,16,5,0,3,1736
UCL114030,1160,43,91,77,3,1376,440,8,36,5,0,490,238,43,162,0,0,446,7,0,0,0,0,10,6,12,3,0,0,21,74,9,15,0,0,100,17,0,3,9,5,35,4,0,0,0,0,3,346,62,186,16,3,616,15,0,4,0,0,20,106,12,22,25,0,171,2064,129,338,119,9,2669
UCL114031,957,14,11,5,3,987,960,0,8,0,0,968,331,13,21,6,0,362,0,0,0,0,0,0,0,0,0,0,0,0,110,3,5,0,0,119,0,0,0,0,0,5,0,0,0,0,0,0,454,14,22,6,0,491,22,0,0,0,0,22,93,3,3,0,0,104,2481,36,49,10,8,2574
UCL114032,398,42,3,0,4,447,686,31,3,0,0,723,362,46,9,3,0,417,31,7,0,0,0,39,32,4,0,0,0,40,63,7,0,0,0,67,3,0,0,0,0,7,0,0,0,0,0,3,495,64,9,3,0,575,16,12,0,0,0,27,64,7,0,0,0,74,1661,152,12,0,4,1834
UCL114033,877,60,6,6,0,942,719,18,0,0,0,737,297,172,31,4,0,506,124,10,7,0,0,142,4,3,0,0,0,7,128,29,8,0,0,158,21,6,0,8,0,38,0,3,0,0,0,6,571,223,48,14,3,853,20,8,0,0,0,30,132,33,7,13,0,185,2315,341,58,30,3,2746
UCL114034,1042,71,3,7,0,1128,848,40,5,0,0,894,398,127,30,6,0,568,63,9,0,0,0,66,77,27,0,0,0,103,132,22,3,0,0,157,13,0,0,7,0,21,9,0,0,0,0,10,687,189,32,18,3,923,27,29,0,4,0,60,142,31,7,4,0,188,2752,360,42,31,6,3192
UCL114035,889,82,6,70,6,1042,453,25,0,0,0,484,198,123,37,0,0,365,19,5,7,0,0,28,18,18,9,0,0,49,125,31,15,0,3,178,47,10,0,9,0,64,4,0,0,0,0,9,413,194,70,9,9,687,40,11,0,5,0,67,103,24,4,6,0,141,1904,338,82,85,12,2423
UCL114036,1229,162,54,116,4,1566,416,65,18,11,3,508,292,169,105,10,3,581,9,11,0,0,0,17,8,21,0,0,0,32,88,51,28,0,0,169,25,5,0,15,4,46,0,6,0,0,0,6,425,259,134,25,14,847,25,8,4,3,4,43,106,52,15,30,0,203,2199,544,227,179,23,3178
UCL114037,640,62,8,3,0,714,808,22,4,0,3,840,223,61,19,0,0,307,57,0,4,0,0,62,34,4,23,0,0,65,124,13,8,0,0,150,12,0,4,0,0,24,5,0,0,0,0,7,456,87,59,4,3,614,17,21,6,0,0,45,75,20,17,4,8,125,1997,210,92,14,18,2333
UCL114038,1013,82,11,7,4,1115,737,31,9,0,0,779,503,166,83,0,0,757,68,13,0,0,0,83,34,15,4,0,0,54,136,29,4,5,0,172,25,9,4,7,0,37,4,4,0,0,0,6,771,237,92,12,3,1116,30,18,3,0,0,56,162,45,7,5,4,221,2721,410,120,22,16,3287
UCL115001,252,0,0,37,0,292,282,0,0,0,0,281,63,31,0,0,0,96,17,0,0,0,0,17,0,0,0,0,0,0,53,4,0,0,0,60,10,4,0,0,0,8,0,0,0,0,0,0,143,37,0,0,0,183,6,0,0,0,0,9,31,0,0,4,0,36,709,44,0,43,0,798
UCL115002,558,71,0,0,4,635,512,71,0,3,0,583,145,87,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,5,63,16,0,3,0,84,0,3,0,0,0,6,0,0,0,0,0,0,215,113,0,3,0,329,13,0,0,0,0,15,64,8,0,0,0,73,1361,259,5,10,5,1636
UCL115003,195,3,0,0,0,204,504,5,0,0,0,513,92,5,4,3,4,103,5,0,0,0,0,5,7,0,0,0,0,7,21,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,130,5,3,3,4,148,4,0,0,0,0,4,21,0,5,0,0,25,857,17,11,9,4,889
UCL115004,376,0,0,68,0,452,151,5,0,5,0,159,38,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3,10,0,52,15,0,0,28,5,55,0,0,0,0,0,4,104,5,3,36,10,155,8,0,0,6,0,16,15,0,4,25,4,51,653,12,12,142,11,832
UCL115005,170,0,0,7,8,178,94,0,0,3,0,98,21,7,0,0,0,26,15,13,0,0,0,28,4,0,0,0,0,7,30,10,0,0,0,41,17,0,0,5,0,24,3,0,0,0,0,3,93,24,3,5,0,129,13,0,0,0,0,13,61,5,0,0,3,65,426,34,3,11,9,481
UCL115006,218,6,4,0,0,231,314,7,0,5,0,320,112,8,3,0,0,122,5,0,0,0,0,5,3,0,0,0,0,3,48,0,10,3,0,62,0,0,0,0,0,3,0,0,0,0,0,0,171,6,15,0,0,192,6,0,0,0,0,8,60,7,0,0,0,72,762,26,25,5,4,816
UCL115007,328,40,11,19,0,394,532,6,0,0,0,539,102,7,0,0,0,109,0,0,0,0,0,0,8,0,0,0,0,8,29,0,0,3,0,32,3,0,0,21,0,28,0,0,0,0,0,3,143,14,0,27,0,183,23,35,7,0,0,60,33,6,4,9,0,48,1053,97,22,52,0,1228
UCL115008,241,27,3,14,0,287,81,3,0,0,0,86,42,28,6,3,0,79,4,0,0,0,0,4,0,0,0,0,0,0,26,8,3,0,0,42,6,3,0,6,0,18,0,0,0,0,0,0,80,39,9,6,0,139,11,0,0,0,0,11,25,7,0,0,4,41,441,80,16,20,5,564
UCL115009,272,16,4,3,0,292,232,7,0,0,0,237,62,21,10,0,0,95,0,0,0,0,0,0,0,3,0,0,0,5,24,4,0,0,0,33,20,0,0,0,0,17,3,0,0,0,0,3,109,32,11,0,0,153,10,5,0,0,0,12,32,5,9,0,0,44,651,67,22,9,0,742
UCL115010,272,0,0,6,0,272,89,0,0,0,0,89,54,5,5,0,0,64,5,0,0,0,0,10,0,0,0,0,0,0,41,0,0,0,0,43,7,0,0,0,0,7,3,0,0,0,0,3,108,8,5,3,0,122,15,0,0,0,0,12,42,3,0,0,0,43,513,12,9,5,0,543
UCL115011,230,5,0,0,0,239,239,0,0,0,0,240,73,6,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,25,0,4,0,0,0,5,0,0,0,0,0,0,103,6,0,0,0,112,9,8,0,0,0,12,32,11,0,0,5,42,609,29,0,0,5,641
UCL115012,206,0,0,0,0,208,115,0,0,3,0,115,22,0,0,0,0,22,15,0,0,0,0,15,0,12,0,0,0,13,35,0,0,0,0,35,3,0,0,0,0,4,0,0,0,0,0,4,77,13,0,0,0,94,3,0,0,0,0,4,31,0,0,0,0,31,438,16,0,8,0,454
UCL115013,600,41,0,5,0,646,420,15,0,0,5,432,250,36,32,0,0,323,86,34,10,0,0,126,17,17,0,0,0,35,106,9,0,0,0,124,15,3,0,4,0,20,5,5,0,0,0,9,475,104,45,8,0,637,17,18,0,0,0,41,95,16,9,9,3,129,1607,185,60,23,3,1883
UCL115014,442,21,0,4,0,473,387,8,0,0,3,398,165,23,0,0,0,189,13,0,0,0,0,19,15,6,0,0,0,19,96,13,0,0,0,107,8,3,0,0,0,12,0,0,0,0,0,0,300,44,7,0,0,351,15,3,0,0,0,17,73,4,0,0,0,77,1216,81,12,7,9,1322
UCL115015,377,38,18,11,0,448,135,6,6,0,0,151,60,15,27,0,0,108,3,0,0,6,0,14,0,0,0,0,0,0,44,17,10,5,0,66,4,0,0,3,0,11,0,0,0,0,0,0,114,32,36,18,0,200,4,0,0,0,0,7,47,8,9,6,0,72,679,89,72,33,0,876
UCL115016,148,3,4,0,0,158,122,7,0,0,0,136,49,20,7,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,34,6,3,0,0,0,4,0,0,0,0,0,0,85,25,11,0,0,121,4,0,0,0,0,4,22,3,3,0,0,36,383,44,18,4,6,455
UCL115017,435,74,4,4,5,510,234,7,3,0,0,244,56,27,0,5,0,88,3,0,0,0,0,3,5,4,0,0,0,6,27,4,0,0,0,33,8,0,0,0,0,15,0,0,0,0,0,0,95,40,0,4,0,137,76,48,0,0,0,115,27,11,0,3,0,49,857,175,9,17,3,1062
UCL115018,262,0,0,15,0,279,67,0,0,0,0,72,52,11,0,0,0,59,4,0,0,0,0,4,5,3,0,0,0,8,32,0,0,0,0,30,5,0,0,0,0,10,0,0,0,0,0,0,90,13,0,0,0,107,11,0,0,0,0,11,19,0,0,11,0,31,458,14,0,25,0,496
UCL115019,981,6,10,0,0,996,613,4,3,0,0,621,264,26,11,6,0,305,10,5,3,0,0,19,15,5,0,0,0,15,93,0,0,0,0,93,4,0,0,0,0,6,5,0,0,0,0,5,386,31,12,6,3,441,29,4,0,0,0,30,89,9,0,0,0,99,2094,48,28,11,3,2189
UCL115020,382,9,0,4,0,393,357,5,0,4,0,371,199,43,15,0,0,259,34,9,5,0,0,44,13,5,0,0,0,19,67,0,0,0,0,64,6,0,0,3,3,15,5,0,0,0,0,5,326,59,21,10,3,407,16,0,0,0,0,19,40,5,0,0,0,49,1113,77,17,13,3,1230
UCL115021,206,0,0,0,0,206,142,0,0,0,0,145,27,4,4,0,0,35,4,0,0,0,0,6,5,0,0,0,0,0,41,6,8,3,0,58,10,3,0,0,0,15,0,0,0,0,0,0,89,12,8,3,0,111,9,0,0,0,0,9,38,0,0,0,0,39,474,12,10,5,5,509
UCL115022,553,6,0,16,6,582,334,4,0,6,0,341,123,7,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,49,10,0,0,0,3,18,0,0,0,0,0,0,175,10,0,5,10,192,6,0,0,0,0,8,31,0,0,3,0,34,1100,16,5,28,9,1159
UCL115023,241,0,0,5,3,253,143,0,0,0,0,145,51,0,0,0,0,57,0,0,0,0,0,3,0,11,0,0,0,18,37,0,0,0,0,42,5,3,0,0,4,12,0,0,0,0,0,0,100,18,4,0,6,127,10,3,0,0,0,14,73,15,3,0,0,95,570,36,3,10,5,628
UCL115024,139,0,0,6,0,151,113,0,0,0,0,115,38,0,5,0,0,37,41,0,6,0,0,47,24,0,0,0,0,25,32,0,0,0,0,39,46,3,5,0,0,67,0,0,0,0,0,0,192,9,10,0,0,212,15,0,0,0,0,18,87,0,0,3,15,109,549,9,10,13,16,602
UCL115025,112,0,0,0,0,112,324,0,0,0,0,324,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,0,21,0,0,0,0,21,505,0,0,0,0,505
UCL115026,211,28,0,6,4,251,149,11,0,5,0,154,73,18,6,7,0,97,3,0,0,0,0,3,0,0,0,0,0,0,36,8,0,5,0,45,3,0,0,0,0,5,0,0,0,0,0,0,118,23,3,8,0,156,5,0,0,0,0,6,56,4,0,4,0,61,542,65,3,18,4,640
UCL115027,240,25,0,8,0,276,448,37,3,0,0,481,147,78,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,38,3,4,0,0,0,5,4,0,0,0,0,4,190,85,0,0,0,275,6,0,0,0,0,7,31,18,0,0,0,53,924,164,6,4,0,1099
UCL115028,421,53,0,0,0,476,253,13,5,0,0,268,78,15,10,0,0,105,0,0,0,0,0,0,6,0,0,0,0,4,63,9,0,0,0,72,7,5,0,0,0,10,0,0,0,0,0,0,150,32,14,0,0,200,15,62,0,0,0,81,44,15,3,7,0,66,886,175,25,4,4,1092
UCL115029,195,14,20,85,4,314,108,5,7,4,0,125,71,24,68,22,0,176,0,0,11,0,0,13,11,0,12,0,0,19,35,7,33,7,0,87,5,0,0,11,4,15,0,0,0,0,0,3,114,32,130,36,4,313,9,5,3,3,0,17,33,3,16,20,4,79,457,55,179,146,10,850
UCL115030,234,0,0,7,0,246,103,0,0,0,0,107,53,0,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3,0,35,9,0,0,0,0,10,0,0,0,0,0,0,90,5,6,5,0,102,4,0,0,0,0,4,26,0,0,10,0,36,464,8,7,18,0,500
UCL115031,680,9,5,0,0,694,294,0,0,0,0,294,93,10,8,6,0,108,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,125,8,7,6,0,146,16,0,5,0,0,21,29,0,0,0,0,26,1139,20,19,6,0,1184
UCL115032,350,0,4,0,0,358,282,0,5,0,0,296,76,0,0,3,0,84,0,0,0,0,0,0,0,0,0,0,0,3,53,0,5,7,0,59,4,0,0,0,0,4,0,0,0,0,0,0,128,0,4,10,0,146,11,0,0,0,0,11,26,0,3,0,0,31,808,6,16,12,0,843
UCL115033,277,21,6,0,0,306,777,17,13,3,0,803,110,14,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,46,0,0,0,0,3,7,0,0,0,0,0,0,158,20,6,0,3,183,5,0,0,0,0,10,48,4,4,0,0,47,1259,59,24,5,4,1348
UCL115034,128,0,0,0,0,128,357,0,0,0,0,357,64,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,76,3,0,0,0,0,3,27,0,0,0,0,27,592,0,0,0,0,594
UCL115035,398,4,0,0,0,401,600,3,0,0,0,607,248,46,5,0,0,306,6,0,0,0,0,6,0,0,0,0,0,0,64,4,0,0,0,68,5,0,0,0,0,6,0,0,0,0,0,0,327,51,5,0,0,384,3,0,0,0,0,6,62,6,0,0,0,66,1394,60,8,0,0,1467
UCL115036,669,9,6,16,0,694,307,5,3,0,0,310,173,21,0,0,0,204,4,0,0,0,0,4,4,0,0,0,0,4,52,3,0,0,0,59,5,0,0,0,0,6,0,0,0,0,0,0,244,25,0,0,0,268,27,0,0,0,0,21,38,3,0,0,0,42,1282,39,7,12,0,1344
UCL115037,187,0,0,0,0,191,174,0,0,0,0,182,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,0,11,0,0,0,0,11,421,0,0,0,0,425
UCL115038,285,0,0,0,0,293,134,3,0,0,0,139,47,14,10,0,0,72,17,0,0,0,0,14,0,0,0,0,0,0,52,3,3,0,0,60,6,3,0,0,0,9,0,0,0,0,0,0,125,26,12,0,0,158,10,0,0,0,0,16,61,9,0,0,0,63,614,32,12,6,0,671
UCL115039,384,0,0,18,0,407,310,0,5,7,0,322,113,27,20,3,0,167,49,6,9,0,0,62,18,4,7,0,0,27,74,0,7,6,0,85,82,16,25,9,0,128,3,0,0,0,0,5,340,52,77,12,0,482,28,5,6,0,0,41,203,11,23,16,0,250,1266,67,103,52,9,1498
UCL115040,178,0,3,0,0,178,241,0,0,0,0,248,70,0,0,0,0,71,0,0,0,0,0,0,4,0,0,0,0,4,28,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,96,0,0,0,0,99,4,0,0,0,0,4,16,0,0,0,0,16,533,0,3,6,0,543
UCL115041,351,0,0,0,0,355,238,0,0,4,0,240,75,12,6,0,0,92,57,9,0,0,0,66,20,0,0,0,0,20,82,3,4,0,0,88,25,8,4,4,0,45,9,0,0,0,0,9,273,33,12,6,0,325,26,7,0,0,0,33,108,24,10,0,0,139,996,62,19,9,0,1089
UCL115042,264,5,0,3,0,271,233,0,0,0,0,236,67,6,4,0,0,69,3,0,3,0,0,6,6,3,0,0,0,8,38,0,0,0,0,41,10,0,0,0,0,11,0,0,0,0,0,0,121,9,10,0,0,139,19,0,0,0,0,17,35,4,0,0,0,37,665,21,9,5,0,699
UCL115043,360,0,4,4,0,370,201,0,0,0,0,202,101,0,22,0,0,125,35,0,7,0,4,40,3,0,6,0,0,11,76,0,7,0,0,84,16,0,3,19,0,43,0,0,0,0,0,6,230,0,48,21,4,302,13,0,9,0,0,19,152,0,7,11,0,165,953,9,64,36,9,1062
UCL115044,291,0,4,0,0,301,189,4,0,0,0,190,48,0,13,0,0,60,67,5,11,0,0,78,20,5,4,0,0,25,90,0,3,0,0,97,22,9,5,0,0,38,3,0,0,0,0,5,250,20,31,0,0,302,23,0,7,0,0,32,134,4,15,5,0,155,889,23,54,12,0,981
UCL115045,166,6,0,8,0,181,125,3,0,4,0,133,26,0,0,0,0,36,4,0,0,0,0,4,3,0,0,0,0,3,30,0,0,0,0,29,3,0,0,0,0,6,0,0,0,0,0,0,71,3,0,6,0,75,7,5,0,0,0,6,57,0,0,0,0,60,420,17,4,15,0,452
UCL115046,197,0,0,16,0,218,225,0,0,0,0,229,97,7,0,0,0,103,0,0,0,0,0,0,3,0,0,0,0,3,37,0,0,0,0,36,7,0,0,0,0,9,0,0,0,0,0,0,141,7,0,0,0,156,0,0,0,0,0,3,29,0,3,0,0,39,598,3,3,28,4,640
UCL115047,441,17,0,0,0,463,220,3,0,0,0,226,80,7,4,0,0,89,14,0,0,0,0,14,4,4,0,0,0,9,45,4,0,0,0,50,10,0,0,0,0,8,0,0,0,0,0,0,151,19,0,0,0,172,18,5,0,0,0,23,46,9,0,0,0,51,870,51,8,3,4,935
UCL115048,702,24,3,0,0,740,390,15,0,0,0,406,160,34,12,3,0,207,7,0,0,0,0,7,19,0,0,0,0,19,105,4,0,4,0,121,6,0,0,0,0,12,6,0,0,0,0,6,300,43,13,10,0,362,38,33,0,0,0,78,55,6,0,7,0,66,1487,126,23,17,0,1652
UCL115049,186,0,0,0,0,186,150,0,0,0,0,152,39,4,0,0,0,47,6,3,0,0,0,14,4,3,0,0,0,3,25,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,74,12,0,0,0,91,7,0,0,0,0,11,33,4,0,0,0,31,444,16,0,5,0,468
UCL115050,181,8,0,0,0,189,312,13,0,0,0,330,81,15,0,0,0,99,4,0,0,0,0,4,0,0,0,0,0,0,15,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,103,20,0,0,0,120,0,0,0,0,0,0,24,4,0,0,0,28,621,42,0,0,0,665
UCL115051,427,6,18,6,0,458,208,3,6,0,0,209,55,5,40,0,0,98,3,0,4,0,0,9,3,0,0,0,0,5,46,0,7,0,0,53,6,0,0,0,0,4,3,0,0,0,0,3,110,5,45,0,0,169,19,0,4,0,0,29,70,0,12,3,0,83,838,14,81,14,0,943
UCL115052,203,11,0,3,6,223,206,8,6,0,0,212,49,28,18,0,0,97,4,0,0,0,0,6,3,0,0,0,0,3,38,0,0,0,0,45,6,3,0,3,0,23,0,0,0,0,0,0,108,32,22,5,3,169,6,16,0,0,0,23,23,12,4,0,0,40,535,79,29,8,4,663
UCL115053,250,4,0,4,0,263,104,0,0,0,0,103,43,10,9,3,0,56,5,0,0,0,0,9,0,0,0,0,0,0,29,0,4,0,0,31,0,0,0,4,0,6,0,0,0,0,0,0,81,11,9,4,0,109,7,0,0,0,0,8,27,0,0,4,0,26,473,16,10,9,3,510
UCL115054,131,3,0,0,0,134,165,4,0,0,0,173,8,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,22,5,0,0,0,0,5,16,0,0,0,0,16,333,10,3,0,0,353
UCL115055,387,4,0,0,0,396,250,6,0,0,0,259,103,25,0,0,0,135,17,0,0,0,0,26,9,0,0,0,0,7,54,0,0,0,0,58,9,0,0,0,0,7,0,0,0,0,0,0,196,31,3,0,4,233,12,8,0,0,0,19,29,0,0,0,0,30,884,51,4,5,6,947
UCL115056,500,30,13,41,7,588,236,19,0,0,0,255,116,64,35,0,0,209,85,7,0,0,0,94,8,0,0,0,0,11,55,18,0,5,3,83,10,0,0,4,0,20,4,0,0,0,0,8,275,98,32,10,3,419,14,17,0,0,4,36,84,23,7,0,0,108,1108,185,58,56,15,1419
UCL115057,340,128,19,131,8,626,159,51,10,0,0,226,108,166,47,0,0,323,6,10,0,0,0,17,9,18,0,0,0,26,51,36,7,0,0,101,9,3,7,9,0,29,0,7,0,0,0,7,183,240,59,13,7,498,11,10,0,4,0,22,41,42,17,10,0,115,734,478,109,159,10,1486
UCL115058,251,103,3,11,0,366,71,27,0,6,0,110,40,59,0,0,0,107,0,4,0,0,0,11,0,12,0,0,0,12,13,15,0,0,0,25,0,12,0,0,0,6,0,0,0,0,0,0,58,101,0,0,0,166,0,84,0,0,0,93,11,26,0,0,0,44,399,347,7,17,0,767
UCL115059,336,13,0,3,3,354,195,3,0,0,0,204,55,23,0,0,0,86,8,0,0,0,0,8,7,0,0,0,0,7,49,8,0,0,0,64,7,3,3,0,0,15,3,0,0,0,0,3,127,46,3,0,0,182,9,3,0,0,3,12,100,3,0,0,10,114,764,69,9,5,19,864
UCL115060,132,0,5,5,0,142,330,0,11,0,0,338,128,0,52,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,42,41,0,0,5,0,45,0,0,0,0,0,0,211,0,55,8,0,275,4,0,0,0,0,4,25,0,5,9,0,41,697,0,79,19,0,794
UCL115061,167,0,0,0,0,166,119,4,0,0,0,123,53,12,7,0,0,68,0,0,0,0,0,0,0,0,3,0,0,10,19,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,84,12,9,0,0,103,24,0,0,0,0,24,12,0,3,0,0,13,410,13,18,0,0,434
UCL115062,154,0,0,0,0,154,231,0,0,0,0,231,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,61,0,0,0,0,0,0,15,0,0,0,0,15,459,0,0,0,0,459
UCL115063,139,8,11,0,0,165,182,8,11,0,0,196,25,4,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,45,9,10,0,0,56,0,0,0,0,0,0,6,0,0,0,0,7,372,22,26,0,0,425
UCL115064,651,68,26,4,6,748,467,44,10,4,0,517,120,61,31,0,0,214,0,13,7,0,0,21,5,15,3,0,0,19,48,0,6,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,179,98,45,0,3,322,8,38,8,0,0,54,41,16,0,0,0,58,1346,267,77,7,6,1706
UCL115065,344,10,0,0,0,361,202,4,0,0,0,209,113,0,41,0,0,153,49,0,0,0,0,51,10,3,0,0,0,17,62,0,5,0,0,69,14,6,4,0,0,22,12,0,0,0,0,12,254,8,51,0,0,315,17,8,0,0,0,31,90,6,13,12,0,121,918,35,63,18,0,1039
UCL115066,221,0,0,0,0,225,470,0,0,0,0,472,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,121,5,0,0,0,0,5,30,0,0,0,0,30,845,0,3,0,0,852
UCL115067,502,9,8,3,0,526,216,3,0,3,0,223,139,35,20,9,0,205,30,6,0,0,0,33,6,7,0,0,0,15,44,3,8,3,0,60,9,5,0,3,0,12,3,0,0,0,0,4,234,61,30,18,0,335,14,4,0,0,0,13,43,0,0,5,0,57,1011,80,34,30,3,1161
UCL115068,265,4,0,17,8,296,133,0,0,3,0,141,48,13,5,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,29,8,0,0,10,0,18,0,0,0,0,0,0,86,13,5,10,4,115,4,0,0,0,0,9,20,6,0,0,0,31,513,28,5,33,11,590
UCL115069,435,10,5,3,0,453,215,3,0,0,0,221,57,9,20,0,0,89,14,0,4,0,0,22,19,0,7,0,0,27,51,5,5,0,0,58,10,0,0,8,0,17,6,0,0,0,0,6,155,12,41,7,0,216,15,0,3,0,0,18,52,0,5,0,0,65,873,36,53,13,0,971
UCL115070,280,0,0,0,0,278,591,4,0,0,6,604,154,32,3,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,192,33,3,0,0,230,4,0,0,0,0,7,33,0,0,0,0,31,1102,44,3,0,9,1157
UCL115071,295,0,3,6,0,311,247,6,0,6,0,252,132,14,14,0,0,160,9,0,4,0,0,14,6,8,0,0,0,12,37,0,0,0,0,43,7,0,0,0,4,8,0,0,0,0,0,0,192,19,21,4,4,233,9,0,0,0,0,12,51,5,0,3,3,64,789,29,26,19,7,862
