UCL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
UCL315032,1790,4331,92,131,13,36,102,166,56,79,3,7,0,0,0,0,0,3,59,92,112,222,0,0,4,3,4,3,113,232,12,30,2086,4852,360,..,2447,4852
UCL315033,560,1136,11,18,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,7,13,39,68,4,3,0,0,50,88,3,10,629,1252,91,..,729,1252
UCL315034,384,1084,11,21,0,0,11,21,3,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,5,4,396,1118,25,..,423,1118
UCL315035,1063,3118,8,21,0,0,8,21,0,8,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1077,3146,67,..,1142,3146
UCL315036,627,1446,45,56,6,10,50,69,7,18,0,0,0,0,0,0,0,0,7,18,15,24,17,12,8,5,3,14,43,63,5,9,730,1595,133,..,856,1595
UCL315037,1416,3919,24,47,0,0,24,47,0,0,0,0,0,0,0,0,9,11,9,11,0,0,0,0,0,0,0,0,0,0,0,7,1450,3988,74,..,1524,3988
UCL315038,644,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,1991,16,..,660,1991
UCL315039,99,363,143,523,17,28,160,549,11,26,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0,0,0,3,0,3,15,19,284,964,80,..,360,964
UCL315040,36,82,4,5,0,0,6,4,17,27,0,0,0,0,0,0,0,4,15,27,0,0,39,82,0,0,0,0,38,80,85,165,171,362,23,..,194,362
UCL315041,495,1221,21,36,3,5,26,39,4,3,0,0,0,5,0,0,0,0,4,10,0,7,0,0,0,0,0,0,5,7,0,5,531,1281,80,..,610,1281
UCL315042,1030,2446,46,79,15,19,61,94,0,4,0,0,0,0,0,0,0,0,0,4,20,35,0,0,0,7,6,15,34,57,55,98,1177,2704,145,..,1323,2704
UCL315043,457,1002,0,0,0,0,0,0,29,40,0,0,0,0,0,0,0,0,32,41,0,0,0,0,0,5,0,3,3,3,0,0,495,1047,50,..,539,1047
UCL315044,1643,3772,117,149,50,61,164,211,95,134,8,13,0,0,0,0,0,0,106,145,56,94,7,9,0,0,6,16,63,126,20,32,1990,4285,300,..,2293,4285
UCL315045,1020,2765,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,5,22,51,4,5,4,6,0,0,30,59,0,8,1058,2846,51,..,1116,2846
UCL315046,820,2166,22,60,0,8,23,72,0,14,0,0,0,0,0,0,0,0,0,14,37,74,11,20,0,7,0,5,50,98,3,9,902,2351,56,..,957,2351
UCL315047,703,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,5,5,710,1979,37,..,750,1979
UCL315048,537,1346,70,98,94,134,172,234,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,9,0,0,9,15,3,5,723,1602,125,..,851,1602
UCL315049,921,2238,31,63,0,0,31,63,56,117,0,0,0,0,0,0,0,0,56,117,18,27,16,26,12,26,3,17,42,94,0,0,1049,2515,87,..,1137,2515
UCL315050,1443,3481,134,185,11,25,145,206,8,8,0,0,0,0,0,0,0,0,8,8,13,26,0,0,0,0,0,0,13,26,52,61,1660,3782,123,..,1783,3782
UCL315051,1523,4155,51,101,62,120,113,221,10,24,0,0,0,0,0,0,6,7,17,31,39,67,33,53,14,12,0,4,86,132,5,8,1751,4554,79,..,1831,4554
UCL315052,1068,3297,97,151,0,9,100,161,0,6,0,0,0,0,0,0,5,7,6,9,0,0,0,0,0,0,0,0,0,0,4,11,1183,3480,57,..,1237,3480
UCL315053,1021,2352,60,79,23,36,79,120,46,59,0,0,0,0,0,0,0,0,46,59,109,234,38,91,10,11,5,7,159,335,20,38,1325,2912,216,..,1543,2912
UCL315054,1373,3656,87,162,0,0,85,160,7,14,0,0,0,0,0,0,0,0,7,14,10,14,0,0,0,0,0,0,13,20,4,7,1481,3852,117,..,1594,3852
UCL315055,1678,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,3,6,1683,3134,344,..,2031,3134
UCL315056,631,1503,3,5,5,5,7,3,61,72,0,0,0,0,0,0,0,0,61,72,31,61,0,0,0,0,0,0,31,61,3,4,721,1642,84,..,811,1642
UCL315057,1230,2643,61,93,43,65,103,159,19,32,4,6,0,0,0,0,3,11,26,48,0,3,0,0,0,3,0,0,3,5,13,13,1376,2862,116,..,1498,2862
UCL315058,1132,3374,17,20,0,0,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1154,3401,74,..,1224,3401
UCL315059,476,1354,20,29,25,51,43,85,11,23,0,0,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,530,1462,40,..,573,1462
UCL315060,752,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,755,2331,30,..,788,2331
UCL315061,490,1238,25,37,10,28,40,59,40,59,0,0,0,0,0,0,0,0,40,59,0,0,0,3,3,0,0,0,3,4,4,0,576,1362,338,..,908,1362
UCL315062,435,998,131,229,25,42,150,269,20,20,0,0,3,3,0,0,3,4,23,27,13,32,7,9,0,4,0,3,22,46,9,24,647,1364,190,..,839,1364
UCL315063,513,1254,23,33,0,0,23,33,0,0,0,4,0,0,0,0,0,0,4,0,23,43,45,52,0,0,0,0,71,100,0,3,613,1396,80,..,689,1396
UCL315064,496,1426,20,33,0,0,16,35,6,11,0,0,0,0,0,0,0,0,6,11,9,43,0,0,0,0,0,8,9,45,6,11,539,1524,27,..,558,1524
UCL315065,470,899,5,13,0,0,5,13,10,13,0,0,0,0,0,0,0,0,10,13,19,33,0,3,0,5,0,0,18,38,7,8,515,971,120,..,636,971
UCL315066,1119,3078,10,24,0,0,10,24,0,5,0,0,0,0,0,0,7,3,5,6,0,0,0,7,3,9,0,0,3,10,8,17,1144,3132,53,..,1197,3132
UCL315067,880,2103,13,9,21,34,30,45,22,27,24,41,0,0,0,0,0,0,42,67,64,122,7,4,3,5,8,14,77,146,8,14,1026,2382,122,..,1153,2382
UCL315068,579,1460,41,84,9,26,53,105,57,108,0,0,4,0,0,0,0,5,60,118,34,77,0,0,0,0,8,20,44,95,11,36,745,1810,60,..,812,1810
UCL315069,1114,2287,12,20,4,4,16,21,9,8,0,0,0,0,0,0,0,0,9,8,0,0,3,0,0,0,7,9,14,14,4,20,1153,2347,267,..,1417,2347
UCL315070,717,1748,28,33,0,0,28,33,26,30,0,0,0,0,0,0,0,0,26,30,28,42,28,29,3,5,0,0,51,73,7,6,833,1892,171,..,1000,1892
UCL315071,348,939,0,0,0,4,0,4,23,33,0,0,0,0,0,0,0,0,23,33,181,352,12,17,0,9,0,0,200,388,5,9,576,1367,49,..,627,1367
UCL315072,381,916,3,5,0,0,3,5,37,77,0,0,0,0,0,0,0,0,37,77,49,87,14,33,0,0,0,0,59,120,12,19,490,1141,78,..,570,1141
UCL315073,778,1796,0,0,0,0,0,0,55,77,0,0,0,0,0,0,0,0,55,77,5,7,0,0,0,3,0,0,6,12,4,13,843,1899,124,..,973,1899
UCL315074,1348,3062,17,16,0,0,17,16,119,154,0,0,0,0,0,0,0,0,119,154,55,76,0,8,3,9,3,6,64,95,19,29,1573,3351,148,..,1725,3351
UCL315075,448,964,24,37,15,45,43,83,39,57,13,21,4,10,0,0,0,0,65,94,0,0,7,12,0,0,3,3,6,17,13,24,571,1176,138,..,704,1176
UCL315076,1519,3915,131,199,0,0,131,199,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,6,3,6,0,0,17,18,12,16,1676,4145,142,..,1813,4145
UCL315077,448,1832,3,7,3,9,3,16,48,88,0,0,0,0,0,0,0,0,48,88,0,0,0,0,10,22,3,0,18,30,7,13,522,1970,25,..,547,1970
UCL315078,1001,2548,70,120,8,14,83,131,0,3,0,0,0,0,0,0,0,0,0,3,11,20,11,11,4,10,0,8,24,43,0,0,1110,2735,117,..,1222,2735
UCL315079,679,1655,11,10,7,6,13,20,0,0,0,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0,0,8,13,28,9,7,713,1720,62,..,778,1720
UCL315080,905,2233,255,490,337,690,594,1180,507,954,26,57,0,0,0,0,0,0,534,1014,159,297,29,41,0,0,13,22,199,367,88,171,2321,4960,459,..,2782,4960
UCL315081,1066,2707,72,102,21,38,91,145,195,329,0,0,0,0,0,0,0,0,195,329,51,97,0,0,0,3,7,27,63,122,8,21,1428,3321,136,..,1562,3321
UCL315082,421,910,39,62,58,107,95,168,39,56,23,28,0,0,0,0,3,5,61,96,34,72,12,29,4,3,4,11,56,109,16,26,649,1315,354,..,1008,1315
UCL315083,349,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,354,998,16,..,371,998
UCL315084,788,1882,0,0,6,9,6,9,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,13,0,0,4,13,8,20,812,1927,90,..,900,1927
UCL315085,1076,2744,106,169,0,0,106,169,8,12,0,0,0,0,0,0,0,0,8,12,4,8,0,0,0,0,0,0,5,14,11,25,1211,2953,117,..,1326,2953
UCL315086,1887,3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,7,9,9,11,0,3,25,44,8,15,1917,3615,387,..,2307,3615
UCL315087,827,2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,11,17,12,12,0,0,0,0,0,0,12,12,6,18,857,2704,26,..,879,2704
UCL315088,1176,3025,140,240,5,12,152,251,21,35,0,0,0,0,0,0,0,0,21,35,25,63,0,0,0,0,0,0,25,63,11,23,1387,3402,193,..,1573,3402
UCL315089,903,2263,50,75,5,3,54,76,21,31,0,0,0,0,0,0,0,0,21,31,66,127,29,55,3,7,0,0,99,190,12,17,1084,2578,138,..,1221,2578
UCL315090,1895,4216,209,277,8,21,219,297,49,74,0,0,0,0,0,0,0,0,53,76,17,27,8,13,7,3,7,13,34,59,7,15,2211,4662,389,..,2592,4662
UCL315091,454,1608,139,394,110,277,246,667,77,207,13,27,0,0,0,0,0,0,96,236,0,0,0,0,0,0,5,21,5,21,16,38,821,2568,131,..,954,2568
UCL315092,918,1798,34,57,43,74,85,130,89,134,0,0,0,0,0,0,0,0,89,134,88,153,31,29,0,0,0,0,117,188,74,99,1284,2351,239,..,1525,2351
UCL315093,405,858,29,32,0,0,29,32,3,10,0,0,0,0,0,0,0,0,3,10,15,19,0,0,0,0,0,0,18,21,0,0,448,920,74,..,523,920
UCL315094,977,2255,0,3,0,0,0,3,14,22,0,0,0,0,0,0,0,0,14,22,16,27,0,0,0,0,0,0,17,23,0,0,1009,2310,142,..,1152,2310
UCL315095,728,1848,13,16,5,5,12,24,148,290,0,0,0,0,0,0,0,0,148,290,6,9,0,0,0,0,9,19,18,35,8,16,920,2208,81,..,1003,2208
UCL315096,1179,3197,95,149,7,15,105,168,10,19,0,0,0,0,0,0,0,0,10,19,0,6,0,0,7,13,0,3,6,18,0,0,1302,3400,80,..,1385,3400
UCL315097,652,1874,8,17,0,4,7,21,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,4,6,669,1905,29,..,698,1905
UCL315098,903,2815,218,479,244,518,461,995,36,72,0,0,0,0,0,0,0,0,36,72,49,94,10,27,37,81,0,0,102,198,59,103,1563,4190,270,..,1836,4190
UCL315099,1172,3690,42,101,0,0,42,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,3787,49,..,1263,3787
UCL315100,400,1105,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,58,102,60,87,0,3,0,0,123,193,0,0,526,1301,22,..,550,1301
UCL315101,590,1683,4,11,3,10,8,22,4,6,0,0,0,0,0,0,0,4,6,12,0,0,0,0,6,12,0,0,6,12,0,4,603,1729,28,..,630,1729
UCL315102,725,1563,55,80,0,0,55,80,12,14,0,0,0,0,0,0,0,0,9,16,15,25,0,0,0,0,0,0,15,26,14,28,821,1702,96,..,918,1702
UCL315103,433,1010,42,81,15,36,56,116,88,164,5,7,0,0,0,0,0,3,93,169,75,179,0,0,0,0,0,3,79,186,18,32,677,1523,144,..,820,1523
UCL315104,825,2104,33,45,0,0,33,45,4,3,0,0,0,0,0,0,4,0,6,5,9,18,0,0,0,0,0,6,10,23,5,5,884,2182,70,..,953,2182
UCL315105,647,1333,17,23,16,36,33,60,15,15,0,4,0,0,0,0,0,0,11,20,106,215,9,20,4,9,0,0,125,244,39,77,857,1738,368,..,1227,1738
UCL315106,636,1799,38,66,5,8,37,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,1873,29,..,704,1873
UCL315107,809,2225,67,118,10,11,73,129,61,94,0,0,0,0,0,0,0,6,64,97,39,72,25,41,5,5,0,0,72,124,0,4,1019,2574,43,..,1067,2574
UCL315108,188,1063,8,45,0,5,11,49,41,129,0,0,4,14,0,0,0,0,45,137,0,0,0,0,3,8,0,0,3,8,0,0,242,1261,3,..,252,1261
UCL315109,435,1004,13,13,0,0,13,13,3,4,0,0,0,0,0,0,0,0,3,4,45,90,0,0,0,3,0,0,51,94,18,25,505,1142,124,..,634,1142
UCL321001,261,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,596,27,..,284,596
UCL321002,331,742,18,17,5,5,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,3,13,4,8,366,786,67,..,434,786
UCL321003,248,558,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,3,0,0,3,17,0,0,255,581,28,..,280,581
UCL321004,198,499,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,9,27,37,0,0,0,0,0,0,27,39,0,0,227,543,13,..,243,543
UCL321005,265,664,10,16,0,10,13,24,0,5,0,0,0,0,0,4,0,0,0,4,15,38,0,0,0,3,0,0,23,41,0,0,295,731,51,..,346,731
UCL321006,189,625,4,20,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,7,203,662,34,..,236,662
UCL321007,506,1381,8,14,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,73,129,77,89,4,5,0,0,147,225,4,8,666,1622,31,..,695,1622
UCL321008,485,993,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,51,0,0,11,16,0,0,40,71,0,7,524,1075,142,..,663,1075
UCL321009,519,1142,6,5,0,0,6,5,27,31,0,0,0,0,0,0,0,0,27,31,40,67,0,0,0,0,0,0,40,67,33,64,619,1308,120,..,741,1308
UCL321010,291,815,25,41,12,28,38,68,5,15,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,3,4,336,899,24,..,360,899
UCL321011,205,620,20,61,0,5,19,68,4,9,0,0,0,0,0,0,0,0,4,9,14,23,0,0,0,0,0,0,14,23,4,8,246,723,47,..,294,723
UCL321012,313,615,4,0,4,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,21,34,7,7,0,0,3,8,28,49,4,3,351,676,42,..,387,676
UCL321013,292,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,291,750,17,..,308,750
UCL321014,189,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,515,10,..,202,515
UCL321015,462,958,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4,8,26,58,0,0,0,4,0,0,32,62,12,25,514,1051,166,..,678,1051
UCL321016,286,556,9,11,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,7,22,19,39,0,0,315,599,48,..,361,599
UCL321017,337,958,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,961,16,..,363,961
UCL321018,247,672,5,17,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,14,29,0,0,6,13,0,0,21,40,0,3,270,728,28,..,303,728
UCL321019,338,984,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,987,20,..,359,987
UCL321020,298,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,0,0,0,0,7,12,0,0,4,11,0,0,306,839,26,..,333,839
UCL321021,291,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,13,0,0,297,733,18,..,308,733
UCL321022,203,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,675,21,..,217,675
UCL321023,311,733,5,3,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,9,7,0,0,325,754,24,..,348,754
UCL321024,185,536,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,541,8,..,199,541
UCL321025,238,540,3,11,0,0,3,11,6,8,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,3,249,561,40,..,292,561
UCL321026,200,489,3,3,0,4,6,10,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,212,502,63,..,276,502
UCL321027,274,726,5,5,10,17,16,21,13,20,0,0,0,0,0,0,0,0,13,20,15,33,0,0,0,0,0,0,15,33,0,0,315,803,20,..,336,803
UCL321028,336,852,26,58,4,5,27,61,12,11,0,0,0,0,0,0,0,0,12,11,32,53,3,3,0,3,0,0,38,64,8,13,416,1003,98,..,515,1003
UCL321029,432,799,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,3,436,806,173,..,613,806
UCL321030,199,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,498,34,..,238,498
UCL321031,409,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,1013,33,..,450,1013
UCL321032,651,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,5,14,0,0,0,0,4,13,0,0,4,13,6,16,668,1941,57,..,722,1941
UCL321033,389,985,25,44,0,0,25,44,22,22,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,434,1054,36,..,472,1054
UCL321034,440,1049,24,29,0,0,24,29,7,4,0,0,0,0,0,0,0,0,7,4,38,81,0,10,0,3,4,14,46,103,0,3,518,1192,80,..,601,1192
UCL321035,709,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,70,0,0,37,72,0,5,745,1914,67,..,808,1914
UCL321036,351,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,8,355,1041,14,..,368,1041
UCL321037,302,734,3,4,0,0,3,4,5,11,0,0,3,3,0,0,0,0,8,16,5,8,3,7,0,3,0,3,13,20,5,4,334,776,118,..,447,776
UCL321038,377,872,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,14,12,81,166,0,0,0,0,0,0,81,167,0,0,475,1061,74,..,549,1061
UCL321039,419,945,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,7,7,13,0,0,0,0,0,0,0,0,0,0,6,7,432,964,33,..,460,964
UCL321040,250,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,0,7,0,0,0,0,0,0,0,7,0,0,253,646,20,..,273,646
UCL321041,323,720,38,54,0,0,38,54,7,9,0,0,0,0,0,0,0,0,7,9,45,96,3,9,5,5,0,0,52,110,3,7,422,904,50,..,474,904
UCL321042,235,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,235,652,14,..,251,652
UCL321043,224,697,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,228,706,7,..,236,706
UCL321044,925,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,9,28,0,0,18,34,0,0,947,1955,161,..,1107,1955
UCL321045,371,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,1075,24,..,397,1075
UCL321046,203,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,545,5,..,213,545
UCL321047,301,744,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,3,12,0,0,310,765,18,..,338,765
UCL321048,212,480,7,11,0,0,7,11,19,15,0,0,0,0,0,0,0,0,19,15,10,18,0,0,0,0,4,8,15,24,0,0,249,530,45,..,298,530
UCL321049,194,527,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,3,208,543,16,..,216,543
UCL321050,295,769,31,48,0,0,31,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,823,28,..,350,823
UCL321051,356,766,0,0,9,8,9,8,10,12,0,0,0,0,0,0,0,0,10,12,16,35,0,0,0,0,4,8,28,41,4,5,398,833,58,..,450,833
UCL321052,250,806,6,13,0,0,6,13,7,14,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,269,838,35,..,304,838
UCL321053,135,423,36,80,10,26,40,99,7,13,0,0,0,0,0,0,0,0,7,13,0,0,5,10,3,0,3,0,12,14,4,0,191,552,25,..,212,552
UCL321054,277,607,0,7,0,3,5,13,6,6,0,0,0,0,0,0,0,0,5,11,6,17,24,42,0,0,6,5,34,71,0,5,322,706,93,..,411,706
UCL321055,351,753,101,221,0,0,101,221,6,5,0,0,0,0,0,0,0,0,6,5,52,102,8,15,6,12,0,0,72,127,12,18,536,1133,124,..,657,1133
UCL321056,319,669,18,27,4,4,20,28,12,15,0,0,0,0,0,0,0,0,12,15,0,3,0,6,0,0,0,0,4,0,3,4,361,724,56,..,419,724
UCL321057,298,643,0,0,0,6,4,5,0,6,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,4,19,29,24,40,4,3,337,694,72,..,406,694
UCL321058,380,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,4,9,7,14,0,0,384,952,21,..,406,952
UCL321059,367,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,4,0,0,0,4,0,6,373,1162,20,..,387,1162
UCL321060,275,607,12,11,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,289,625,49,..,340,625
UCL321061,212,478,0,0,0,0,0,0,100,152,0,0,0,0,0,0,0,0,100,152,105,215,0,0,0,0,0,4,101,221,53,100,467,951,48,..,511,951
UCL321062,210,787,41,153,20,46,62,200,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,5,5,17,286,1025,15,..,298,1025
UCL321063,335,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,10,16,0,0,0,0,0,0,0,0,0,0,0,0,345,945,10,..,348,945
UCL321064,291,618,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,106,206,0,0,0,0,0,5,108,206,8,24,414,852,170,..,580,852
UCL321065,478,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,9,0,0,480,1259,20,..,502,1259
UCL321066,280,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,8,6,0,0,284,488,90,..,368,488
UCL321067,159,530,3,9,17,35,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,178,577,24,..,202,577
UCL321068,325,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,326,806,33,..,360,806
UCL321069,383,816,15,19,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,57,95,29,37,0,0,0,3,88,132,0,0,484,979,37,..,520,979
UCL321070,275,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,5,5,284,689,18,..,306,689
UCL321071,217,577,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,220,584,9,..,231,584
UCL321072,284,846,0,0,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,854,12,..,297,854
UCL321073,345,775,18,36,13,25,30,58,27,45,3,9,7,7,0,0,0,0,34,63,129,248,4,8,0,0,0,0,133,255,55,95,594,1255,95,..,687,1255
UCL321074,348,765,5,11,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,0,0,0,0,3,15,23,4,8,375,811,86,..,460,811
UCL321075,366,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,364,1185,7,..,372,1185
UCL321076,181,702,11,29,0,0,7,31,31,71,0,0,0,0,0,0,0,19,32,94,0,0,0,0,0,0,0,0,0,0,7,12,226,843,32,..,262,843
UCL321077,208,478,30,49,0,0,30,49,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,6,14,9,9,246,554,69,..,316,554
UCL321078,203,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,6,19,12,27,228,553,3,..,229,553
UCL321079,356,1115,6,21,0,0,6,21,40,74,0,0,0,0,0,0,0,0,40,74,72,147,6,10,0,10,0,3,82,166,32,67,519,1445,91,..,613,1445
