UCL_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL114002,3176,3433,6608,0,0,0,0,0,0,3,6,10,0,10,14,0,3,5,0,0,0,0,6,4,24,30,49,0,3,5,0,0,4,11,8,16,3,4,7,0,0,0,0,0,0,11,11,24,5,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,16,25,37,47,52,93,0,0,0,0,19,20,5,4,8,0,0,0,16,12,24,5,0,5,0,0,0,0,10,10,232,239,465,25,16,40,0,7,6,42,45,86,233,229,462,5,4,10,3871,4175,8051
UCL114003,4075,4371,8451,5,0,5,0,0,0,0,5,3,3,3,5,0,0,0,0,0,0,0,0,0,10,10,18,0,0,4,0,0,0,6,5,7,5,3,4,0,0,0,0,0,0,3,0,7,9,7,11,0,0,0,0,0,0,0,0,0,0,10,12,6,9,18,10,5,19,42,36,68,0,0,0,20,66,85,0,0,0,0,0,0,5,5,12,0,0,0,0,7,7,4,12,10,96,83,179,12,9,15,0,4,4,30,32,68,520,526,1050,4,3,3,4863,5210,10069
UCL114004,2619,2458,5072,0,0,0,4,0,5,6,3,7,16,15,31,4,0,5,0,0,4,4,0,4,38,45,84,0,4,11,0,0,4,43,32,77,4,6,12,6,3,6,0,0,0,12,11,19,42,24,64,0,3,4,0,4,3,8,12,17,3,10,17,9,15,28,12,25,38,56,57,112,16,10,29,17,19,38,5,3,8,0,0,3,10,19,26,14,13,30,0,4,4,6,22,27,95,97,190,5,12,23,5,5,6,117,77,198,217,157,368,13,6,11,3406,3169,6581
UCL114005,2368,2543,4914,5,0,5,0,3,7,0,0,0,4,6,7,0,0,0,0,0,0,17,0,17,4,13,20,0,0,0,0,0,0,6,8,12,4,3,8,0,0,0,0,0,0,0,5,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,6,9,4,5,10,34,19,50,0,0,3,12,24,32,0,3,3,0,0,7,8,6,14,0,0,3,0,0,0,0,3,8,78,67,138,3,3,9,6,5,8,22,18,40,195,188,379,0,0,3,2792,2934,5719
UCL114006,2198,2357,4554,0,0,0,0,0,0,0,3,3,6,10,19,0,0,0,0,0,0,0,0,0,6,12,20,0,0,0,0,0,0,7,3,9,0,5,6,0,0,0,0,0,0,4,7,8,8,8,15,0,0,0,0,0,0,0,0,0,7,5,5,0,0,0,8,3,14,28,31,56,0,0,0,15,27,41,3,0,3,0,5,5,6,5,3,3,0,4,0,0,0,0,7,7,72,84,157,5,0,3,0,0,6,21,19,42,164,167,329,0,0,3,2565,2755,5320
UCL114007,3423,3673,7101,0,0,0,6,0,5,0,5,5,12,11,18,4,6,6,0,0,0,8,3,9,19,7,31,3,0,3,5,0,6,27,17,41,0,0,3,4,3,3,0,0,3,0,0,0,3,5,9,0,0,5,5,6,4,0,0,0,3,0,4,5,6,7,11,8,19,24,34,52,4,0,7,8,25,31,0,0,0,0,6,10,8,6,19,0,0,0,0,0,0,0,8,8,64,72,142,6,6,19,6,3,7,70,60,128,291,270,558,7,7,7,4031,4260,8293
UCL114008,2523,2781,5307,0,0,0,0,0,0,0,0,4,0,13,15,0,0,0,0,0,0,0,0,3,10,10,14,4,0,4,0,0,0,20,16,37,0,0,0,0,0,0,0,0,0,3,0,3,7,8,17,0,0,3,0,4,4,0,0,0,0,6,9,4,0,5,6,5,14,34,23,58,4,0,4,6,12,18,0,0,0,0,0,0,6,7,11,5,7,10,0,0,0,3,0,6,48,42,92,5,3,7,0,6,8,28,14,37,359,351,709,0,3,5,3090,3332,6422
UCL114009,2458,3084,5546,3,0,5,4,5,14,0,8,8,42,37,78,0,0,0,5,4,13,33,9,38,8,4,6,0,0,0,0,0,0,150,139,289,0,4,6,9,10,18,20,26,51,7,5,15,3,5,5,7,0,3,5,5,5,0,5,5,5,10,21,17,16,29,0,4,4,27,26,49,20,18,44,31,39,74,0,0,0,0,3,3,20,12,31,18,19,39,0,0,0,0,8,8,45,48,92,3,3,11,7,4,13,77,61,133,117,168,290,13,3,14,3148,3804,6954
UCL114010,2873,2999,5873,0,0,0,0,0,3,0,4,8,6,12,16,0,0,0,0,0,0,3,4,3,0,4,11,0,0,0,0,0,0,15,13,34,0,0,0,0,0,0,0,0,0,3,5,6,8,6,11,0,0,0,0,0,0,0,0,0,0,0,5,8,8,14,0,3,3,16,19,35,5,0,5,3,19,21,0,0,0,0,0,0,0,10,8,6,4,11,0,0,0,0,9,7,42,55,91,6,0,9,0,3,3,13,15,28,330,338,666,7,0,7,3357,3527,6881
UCL114011,2029,2144,4173,0,0,0,0,0,0,6,5,7,6,8,15,0,0,0,0,0,0,6,0,6,9,5,16,0,0,0,0,0,0,16,20,36,0,7,5,0,0,0,0,0,3,4,5,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,13,23,36,6,0,11,24,32,54,0,0,0,5,13,19,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,3,62,73,132,0,0,9,0,0,0,24,17,38,273,306,577,10,0,13,2484,2672,5157
UCL114012,2355,2419,4767,4,0,5,12,10,16,3,9,15,12,12,22,5,0,4,6,9,11,16,20,42,3,3,11,0,0,6,0,4,3,152,127,278,0,0,5,4,3,11,8,0,9,0,0,3,6,5,15,0,0,0,6,9,20,0,5,5,10,13,21,3,4,12,0,0,3,31,27,58,15,11,28,41,50,95,0,0,0,11,10,21,42,31,72,9,13,23,0,0,0,0,10,11,98,74,168,9,12,28,3,8,14,88,101,193,88,94,184,3,6,13,3048,3121,6171
UCL114013,3482,3601,7083,0,0,0,0,0,0,0,7,5,8,15,24,0,0,0,0,0,0,11,8,18,6,6,11,0,0,0,0,0,0,22,8,24,0,10,20,0,0,0,0,0,0,0,0,4,0,6,6,3,3,8,3,6,13,0,0,0,5,6,9,9,3,4,9,3,7,26,32,55,0,0,3,35,47,80,0,0,0,0,0,0,14,12,29,0,4,4,5,0,0,0,10,9,52,44,102,0,7,12,3,3,14,39,30,69,418,393,815,14,4,16,4173,4276,8446
UCL114014,2683,2717,5399,0,0,0,0,0,0,9,6,15,4,8,15,0,0,0,0,4,3,3,0,3,5,6,11,0,5,4,0,0,4,7,3,14,0,0,5,5,0,0,0,0,0,5,8,14,5,0,4,0,6,6,0,0,0,0,0,5,0,3,4,0,0,0,6,8,14,40,35,75,0,0,0,3,8,12,0,0,0,0,0,5,12,12,27,0,0,0,0,0,0,0,4,7,166,168,333,23,17,37,0,3,4,48,65,113,44,66,108,0,0,0,3082,3169,6251
UCL114015,3811,4194,8008,0,0,0,0,0,0,3,5,8,9,13,18,0,0,0,0,0,0,51,32,80,9,11,14,0,0,0,3,3,4,20,17,39,0,0,3,0,0,0,0,0,0,5,4,5,4,0,5,0,3,4,3,9,16,0,0,0,13,9,25,9,9,12,4,3,7,25,30,60,3,0,3,61,58,114,0,0,4,0,0,0,7,10,10,3,0,3,7,8,16,0,3,3,54,64,120,0,3,8,8,8,19,73,68,137,496,490,980,24,9,34,4711,5059,9774
UCL114016,2860,3050,5912,17,8,24,0,3,6,5,0,7,33,24,59,0,0,0,0,0,0,20,20,42,3,0,6,0,4,7,5,0,7,53,53,106,10,10,15,0,0,0,0,0,0,3,0,5,42,48,95,3,8,11,0,0,3,0,0,0,40,26,63,0,4,3,0,5,5,42,34,73,3,14,13,62,63,129,0,0,0,0,0,0,17,18,39,11,3,15,4,11,12,5,14,17,33,38,68,5,0,10,0,0,4,54,48,98,306,293,596,3,4,7,3646,3819,7468
UCL114017,2936,3097,6040,0,0,0,0,0,0,17,25,43,0,9,5,0,0,0,0,0,0,0,4,0,20,14,34,0,0,0,4,7,5,0,3,5,0,5,10,9,10,17,0,0,0,11,5,14,8,7,16,8,13,27,5,0,9,0,0,0,3,5,11,0,0,0,9,15,24,70,72,148,0,0,0,0,11,14,5,9,12,7,5,6,23,23,49,6,5,8,0,0,0,4,18,27,202,179,382,31,39,66,0,0,4,94,112,205,158,155,321,14,16,25,3649,3875,7524
UCL114018,3118,3412,6533,0,0,0,0,0,3,5,10,10,5,7,18,3,3,6,3,3,9,0,0,0,24,40,59,0,0,0,9,9,13,16,12,30,4,6,4,0,4,3,0,0,0,12,6,20,21,8,27,5,11,16,0,0,4,0,0,0,6,8,12,10,7,20,28,31,61,52,61,114,0,0,0,12,33,50,3,3,6,0,6,8,23,27,48,3,5,3,0,0,4,11,20,32,258,288,542,14,20,35,0,0,4,93,87,178,297,287,585,0,7,12,4048,4425,8478
UCL114019,2675,2705,5383,0,0,0,0,0,0,0,6,3,10,9,12,0,0,0,0,0,0,15,15,37,3,3,8,3,0,3,5,7,12,25,19,48,9,9,19,0,0,0,0,0,3,3,3,9,3,0,0,0,0,0,0,5,6,3,4,4,3,0,6,7,15,20,0,9,6,35,25,59,3,0,3,10,25,35,6,6,9,0,0,0,14,17,30,6,9,15,0,0,0,5,16,20,45,24,68,6,4,8,7,4,11,44,37,81,796,812,1609,3,3,7,3753,3784,7536
UCL114020,3267,3579,6846,0,0,0,4,0,5,16,3,23,25,30,60,5,0,4,0,0,3,7,11,10,17,28,41,3,8,8,12,13,21,34,28,62,6,6,7,4,3,7,0,0,0,10,8,21,17,19,37,0,3,6,3,6,12,4,4,7,5,4,7,49,40,89,12,15,20,71,70,143,5,3,8,42,65,113,4,6,14,0,5,6,30,19,49,6,6,14,9,12,22,11,21,33,245,235,478,15,17,29,5,16,18,81,83,156,175,178,354,5,10,12,4201,4549,8751
UCL114021,3865,4154,8016,0,0,0,0,0,0,12,6,25,5,7,5,0,3,7,0,0,0,0,11,12,17,21,37,4,0,4,0,0,0,49,56,104,5,3,9,0,0,0,0,0,0,4,8,13,5,9,22,3,9,9,0,0,0,0,0,0,4,4,13,0,0,4,9,17,24,75,122,199,0,0,0,12,33,47,3,4,8,4,3,7,17,20,35,0,0,0,0,0,0,8,16,20,181,184,367,12,12,32,0,6,4,88,115,202,280,314,593,4,4,8,4683,5147,9829
UCL114022,2549,2736,5288,0,0,0,0,0,0,5,4,13,3,6,12,7,0,5,0,0,5,0,6,5,17,14,31,0,0,0,0,3,3,14,18,30,0,5,5,0,0,0,0,0,0,9,10,11,17,3,17,0,3,3,0,0,0,0,0,0,0,4,6,3,7,8,10,12,24,42,43,86,0,0,0,8,23,32,0,0,0,4,0,4,11,10,20,0,0,3,0,0,0,4,16,13,142,168,306,8,11,20,6,0,3,48,46,98,396,385,785,5,0,3,3299,3547,6848
UCL114023,2477,2429,4901,0,0,0,3,0,0,0,3,7,8,5,14,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,10,7,20,0,3,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,6,0,0,0,4,0,7,9,6,18,5,0,5,24,17,40,0,0,5,19,34,53,0,0,0,0,0,0,0,3,8,7,10,10,0,0,5,0,6,6,34,27,59,3,4,10,0,4,0,25,16,40,279,254,533,6,4,9,2924,2832,5758
UCL114024,4200,4358,8555,0,0,0,3,0,0,4,4,5,17,10,27,0,0,0,0,0,0,11,9,11,4,7,7,0,0,0,0,6,6,13,11,22,4,5,8,3,0,6,3,0,4,0,5,7,0,0,6,0,0,4,0,5,5,0,0,0,3,4,12,15,13,27,13,15,24,31,42,70,9,4,8,29,47,77,0,3,3,0,0,0,23,16,37,7,4,12,0,0,0,7,7,13,69,67,137,5,11,9,5,3,6,34,35,74,357,338,693,5,6,7,4877,5022,9894
UCL114025,2804,3022,5831,0,0,0,0,0,0,6,18,27,0,3,3,0,0,0,0,0,0,0,0,0,13,14,27,0,0,0,0,0,6,6,8,12,0,6,6,0,0,0,0,0,0,11,8,18,4,3,4,8,13,19,0,0,0,3,0,3,0,5,4,0,0,3,13,19,30,78,83,168,0,0,0,5,13,16,0,6,8,3,0,3,19,15,34,0,6,3,0,3,3,0,14,18,204,217,419,21,29,44,0,4,4,62,71,130,142,164,302,3,5,10,3411,3750,7169
UCL114026,2089,2386,4478,0,0,0,0,0,0,3,0,4,3,3,12,7,9,8,0,0,0,3,5,13,8,13,19,3,4,3,0,0,7,43,42,86,0,0,0,9,5,7,0,0,0,16,5,17,3,11,15,0,0,0,3,0,3,0,0,3,8,7,9,4,0,8,9,18,29,26,35,64,0,0,0,10,21,32,0,3,4,10,6,10,9,19,28,8,8,8,0,0,0,4,9,18,122,149,271,10,3,11,6,7,10,49,43,96,96,88,181,5,0,4,2553,2908,5463
UCL114027,2040,2333,4376,0,0,0,0,0,0,11,4,13,0,6,6,0,8,9,3,0,5,5,0,4,13,21,34,7,0,4,4,0,4,12,6,20,4,5,11,0,0,0,0,0,0,12,8,15,8,3,11,0,0,4,0,0,5,0,0,0,0,6,3,0,0,3,0,15,15,48,50,103,0,0,0,7,15,17,0,0,3,0,8,3,26,25,53,0,0,4,0,0,0,8,7,14,193,177,371,11,15,28,0,0,4,61,60,120,126,145,270,3,0,4,2606,2930,5531
UCL114028,2034,2178,4215,0,0,0,0,0,0,0,0,5,63,48,106,0,0,0,0,0,0,4,0,10,10,0,7,0,0,0,7,3,5,5,13,17,0,0,6,0,0,0,0,0,0,8,11,21,0,4,5,4,0,4,3,0,6,0,0,0,5,3,13,5,3,9,5,0,6,35,20,50,0,0,4,18,38,61,0,0,0,0,0,0,11,12,17,7,0,7,0,5,5,0,10,6,49,60,109,4,5,6,0,0,0,96,26,120,132,108,238,9,3,15,2525,2559,5080
UCL114029,2380,2276,4654,0,0,0,0,0,0,0,0,0,5,3,11,9,7,12,0,0,0,5,4,3,0,9,14,0,4,5,0,0,0,4,0,6,0,0,0,0,0,0,5,3,9,3,9,13,11,3,16,0,0,0,0,0,3,0,5,9,3,0,3,5,0,0,9,5,16,33,13,47,0,0,0,0,8,14,3,4,8,4,0,4,0,9,9,0,0,0,0,0,0,0,11,10,78,77,155,4,4,11,0,0,3,67,70,144,70,63,135,0,0,0,2709,2610,5316
UCL114030,2385,2431,4809,0,0,0,0,0,0,4,7,8,5,0,9,0,0,0,0,0,0,3,3,0,17,28,43,3,0,3,0,0,0,8,3,13,3,3,5,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,4,3,0,0,0,0,0,4,3,0,3,7,12,19,27,29,59,0,0,0,7,26,34,0,0,0,0,4,4,7,10,14,0,0,0,0,3,3,3,12,10,121,125,239,9,11,19,3,0,4,35,31,68,199,212,407,7,0,7,2863,2958,5819
UCL114031,2742,2737,5480,0,0,0,0,0,0,7,5,13,3,3,11,4,3,7,0,0,4,5,0,5,16,19,33,6,0,8,0,3,6,3,0,3,0,3,3,0,0,0,0,0,0,9,8,19,7,6,12,0,0,0,0,3,3,5,3,8,0,4,5,0,0,0,12,7,21,44,29,76,0,0,0,8,16,22,0,0,3,0,5,4,3,6,15,0,0,0,0,0,0,0,3,3,135,112,245,5,3,9,5,0,8,67,73,140,119,135,256,0,0,0,3205,3211,6417
UCL114032,2077,2163,4238,0,0,0,0,0,0,0,0,0,3,5,11,0,0,9,0,3,3,5,4,9,0,13,8,0,0,3,0,0,3,9,5,14,0,0,0,0,0,0,5,3,3,6,3,9,7,3,12,0,0,0,0,4,8,4,10,12,0,0,0,3,0,3,6,3,10,23,32,52,0,0,0,5,19,25,0,0,5,0,0,0,4,8,16,0,4,6,0,0,0,3,13,8,86,93,178,9,4,11,0,0,0,55,51,108,93,103,195,0,5,10,2422,2563,4987
UCL114033,2653,2802,5454,0,0,0,0,0,0,6,0,7,7,3,11,0,0,0,0,0,3,4,7,12,15,14,20,0,0,5,0,0,4,25,17,43,0,0,0,0,4,4,0,0,0,3,6,9,6,0,3,0,3,0,3,4,0,0,0,0,4,3,6,3,0,3,9,7,16,52,44,99,3,0,0,21,39,56,3,0,3,0,0,0,50,48,89,3,3,3,0,0,0,3,8,15,58,54,109,3,13,20,0,0,3,31,42,77,238,223,461,3,4,5,3208,3348,6554
UCL114034,3214,3673,6884,0,0,0,3,0,6,7,7,11,6,3,7,0,0,0,0,0,0,0,5,5,9,13,18,0,4,4,0,0,0,9,5,10,0,0,0,0,0,0,0,0,0,6,5,6,3,0,8,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,9,7,14,48,40,86,0,0,0,9,25,32,4,0,5,0,0,0,6,4,9,0,0,0,0,0,0,8,9,7,130,111,243,9,6,11,0,3,4,37,28,71,238,246,486,6,0,6,3750,4203,7956
UCL114035,2054,2160,4217,15,6,22,0,0,0,8,3,10,15,16,31,0,3,3,4,0,4,3,0,0,19,11,30,6,0,6,0,3,8,311,330,639,4,4,12,0,0,0,0,0,0,0,8,8,7,7,13,9,3,15,4,3,11,0,0,0,33,29,65,5,3,8,4,7,12,24,39,59,4,0,4,5,17,18,0,4,3,3,0,3,14,10,23,0,0,0,5,21,24,0,7,8,112,147,262,5,13,16,0,0,0,89,50,135,172,157,328,7,6,18,2931,3078,6008
UCL114036,2671,2888,5564,0,0,0,0,0,0,3,10,16,3,6,11,0,0,0,0,3,4,0,5,3,12,13,29,0,6,3,0,5,3,8,5,8,0,5,5,0,0,0,0,0,0,3,9,13,12,9,19,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,12,16,31,54,58,116,4,0,6,3,24,30,0,5,5,3,8,7,12,16,28,0,0,0,0,0,4,6,13,22,158,154,312,12,15,18,0,0,0,41,66,107,219,243,459,4,9,8,3262,3588,6848
UCL114037,2409,2541,4949,0,0,0,3,5,8,5,3,10,0,5,9,0,3,6,0,0,0,0,0,3,4,16,21,0,0,0,4,0,0,16,18,29,3,0,4,0,0,0,0,0,0,13,13,27,3,0,6,0,0,0,4,0,4,0,0,4,4,0,4,8,5,8,4,11,15,34,20,54,6,0,8,8,18,23,0,3,3,3,3,3,11,5,17,5,3,7,0,0,0,0,10,12,84,101,184,5,10,13,5,5,7,28,45,75,256,160,416,5,9,15,2937,3007,5945
UCL114038,3063,3486,6548,0,5,5,5,4,8,0,0,0,31,25,57,0,0,0,0,0,0,3,3,3,3,5,11,0,0,3,6,0,5,25,28,57,3,3,4,0,4,4,0,6,5,3,4,6,5,3,4,0,0,0,0,0,0,20,13,34,0,3,6,4,4,11,9,7,15,34,44,69,5,3,10,33,38,70,6,0,6,0,0,0,0,4,8,6,4,8,5,8,6,0,4,3,63,65,128,9,15,20,9,3,9,37,38,77,258,260,518,0,0,4,3646,4089,7730
UCL115001,843,818,1658,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,15,11,24,0,0,0,0,4,4,0,0,0,0,0,0,0,5,8,0,0,4,0,0,0,0,0,0,14,11,23,0,0,0,0,0,5,9,14,13,45,40,87,0,0,0,941,919,1860
UCL115002,1815,1761,3569,0,0,0,0,0,0,0,7,11,0,0,0,3,0,8,0,4,3,0,4,6,12,12,25,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,7,3,11,0,0,0,0,0,0,0,0,0,5,5,9,3,3,12,4,11,15,23,28,51,0,0,0,0,14,14,0,4,6,4,0,4,13,12,23,0,0,0,0,0,0,0,4,4,91,102,192,7,8,15,0,0,4,38,38,78,85,76,158,0,0,0,2126,2114,4241
UCL115003,1279,1230,2505,0,0,0,0,0,0,4,0,3,0,0,0,4,0,6,0,6,0,5,4,11,6,9,12,3,0,3,0,0,0,3,0,0,0,3,0,0,0,0,4,9,9,6,0,7,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,3,4,20,8,26,0,0,0,6,9,15,3,0,3,0,0,0,3,3,4,0,5,4,0,0,0,3,0,3,52,49,98,0,0,0,0,4,4,32,31,61,35,40,67,0,0,5,1464,1419,2881
UCL115004,746,733,1475,0,0,0,0,0,0,6,7,9,0,5,5,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,4,4,6,9,10,3,0,6,0,0,0,0,0,0,3,0,3,0,0,0,6,0,9,0,0,5,0,0,0,21,19,38,0,0,0,6,4,8,13,16,30,0,0,0,0,11,14,0,0,0,0,0,0,5,3,8,0,0,0,3,3,4,0,0,0,46,39,90,6,9,11,7,3,13,46,73,122,40,43,82,14,18,33,977,1007,1989
UCL115005,429,447,873,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,10,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,22,5,0,3,0,0,0,3,0,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,13,0,0,0,4,0,10,0,0,3,65,75,142,0,0,0,546,565,1108
UCL115006,763,894,1659,0,0,0,0,0,0,8,9,13,0,3,3,0,0,0,0,0,0,0,0,0,5,4,15,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,5,9,12,7,6,6,0,8,5,0,0,4,0,0,0,0,0,4,0,0,0,5,9,7,28,42,72,0,0,0,0,9,8,0,0,0,0,4,4,0,5,5,0,0,7,0,0,0,0,4,4,82,87,170,12,15,28,0,0,0,28,26,52,84,87,173,5,0,5,1048,1213,2257
UCL115007,1396,1395,2788,0,0,0,0,0,0,0,6,3,0,3,3,3,9,10,0,0,0,0,0,0,10,12,24,4,3,5,0,0,0,7,6,9,0,0,0,0,0,0,0,0,0,7,3,9,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,18,21,33,0,0,0,0,0,0,3,0,3,0,0,0,0,8,8,0,0,0,0,0,5,0,0,0,77,79,159,3,6,7,3,4,8,30,35,64,66,61,125,0,0,0,1643,1650,3285
UCL115008,456,501,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,6,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,4,4,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,17,12,28,0,0,0,0,0,0,3,4,13,39,47,85,0,0,0,541,590,1131
UCL115009,737,721,1460,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,6,5,0,0,0,0,0,0,5,9,12,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,3,6,11,9,8,15,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,26,26,49,0,0,0,0,0,0,5,7,15,51,53,102,0,0,0,855,858,1713
UCL115010,419,434,853,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,6,0,0,0,0,3,7,0,0,0,0,4,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,19,29,0,0,0,0,0,0,4,0,4,50,49,99,0,0,0,503,538,1035
UCL115011,626,675,1296,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,26,0,0,0,0,4,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,49,31,80,3,0,3,0,0,0,25,11,40,35,45,81,0,0,0,776,793,1572
UCL115012,404,376,778,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,3,3,5,6,7,13,0,0,0,0,11,6,0,0,0,0,0,0,0,0,3,0,0,0,5,6,9,15,13,25,10,5,18,0,0,0,0,0,0,18,11,25,61,40,96,0,0,0,530,486,1016
UCL115013,1737,1862,3598,0,0,0,4,3,4,3,0,3,0,10,10,0,0,3,0,0,0,0,0,4,7,13,26,0,0,0,0,0,8,7,14,25,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,11,8,10,18,20,22,38,0,0,0,7,10,22,0,0,0,0,0,0,7,6,8,0,0,0,0,0,0,7,17,20,57,54,108,11,9,25,0,0,0,30,31,63,182,212,400,0,0,0,2113,2297,4410
UCL115014,1133,1377,2515,0,0,0,0,0,0,9,10,16,0,0,0,0,0,0,0,0,0,0,0,0,4,17,24,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,8,6,13,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,12,9,17,26,32,58,0,0,0,4,9,16,0,0,0,0,0,0,7,10,20,0,0,0,0,0,0,0,0,0,94,109,210,9,14,26,0,0,0,22,47,69,103,127,231,0,0,5,1461,1786,3245
UCL115015,682,720,1397,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,5,12,14,4,3,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,16,26,0,5,5,3,10,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,51,43,97,6,10,21,0,3,0,19,15,26,86,90,180,0,4,5,876,962,1837
UCL115016,436,429,860,0,0,0,0,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,3,30,25,53,0,0,3,0,0,0,16,4,19,46,39,85,0,0,0,551,517,1072
