UCL_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL114004,53,38,34,24,12,3,221,0,21,19,17,30,16,5,0,114,22,158,133,105,110,72,38,7,645,20,78,94,81,86,63,32,15,465,97,189,200,201,214,104,82,23,1104,11,13,9,16,15,12,6,4,73,4,13,8,18,20,27,13,5,115,110,222,217,228,254,141,94,32,1297,3,6,8,0,0,4,11,3,37,51,125,128,101,65,64,58,41,636,205,663,653,573,583,385,254,98,3415
UCL114005,17,8,12,10,4,0,67,0,8,3,14,20,22,8,0,76,11,54,60,44,54,63,33,6,322,15,38,38,69,65,76,58,10,371,71,151,159,171,175,174,68,22,975,11,15,11,13,13,19,4,0,80,3,6,9,19,29,32,23,0,120,82,172,180,195,214,224,82,22,1172,0,6,0,0,6,6,12,0,24,41,41,48,58,64,76,103,42,479,157,318,347,404,433,474,296,86,2512
UCL114006,9,9,14,15,4,0,58,0,6,8,13,23,15,4,0,70,12,56,57,53,64,49,19,3,323,10,42,43,65,58,66,23,12,321,71,178,148,205,198,127,77,17,1032,6,11,3,13,12,11,3,0,58,3,3,7,17,12,25,10,4,78,82,193,163,234,228,160,89,22,1163,0,0,0,0,0,10,0,0,16,29,36,19,46,57,82,98,60,418,145,354,299,419,441,385,243,97,2377
UCL114007,19,14,11,28,6,0,110,0,14,13,16,15,22,14,0,90,32,90,74,85,68,83,35,14,476,20,65,66,77,83,89,39,22,457,131,269,231,224,227,193,78,23,1379,23,15,22,16,25,22,0,0,126,8,0,7,30,37,24,10,3,129,164,289,260,264,292,235,90,35,1631,0,8,6,7,8,10,3,0,39,92,90,77,87,100,123,101,49,715,308,587,510,554,574,580,287,117,3526
UCL114008,16,19,21,9,3,0,98,0,13,18,18,19,11,0,0,89,32,100,95,77,61,45,29,6,443,12,48,56,95,70,58,28,11,382,90,178,169,181,215,130,67,17,1052,14,5,6,12,16,0,0,0,53,0,14,8,13,14,18,8,8,81,114,199,182,206,244,150,77,22,1193,0,3,7,3,5,4,0,0,17,89,89,90,102,115,106,83,47,719,243,488,458,516,539,377,221,88,2935
UCL114009,97,55,33,15,3,0,293,6,51,40,33,10,3,0,0,141,155,418,259,118,52,28,10,5,1036,60,146,96,76,47,22,17,9,471,203,348,194,113,71,37,19,7,993,38,29,4,8,0,0,4,0,79,13,18,11,25,13,11,11,0,94,254,390,208,139,85,52,34,14,1168,0,5,3,3,3,7,4,0,36,43,62,29,23,18,24,67,65,336,529,1156,728,433,245,152,136,95,3483
UCL114010,27,21,10,12,0,0,100,0,17,11,6,15,13,6,0,60,39,134,98,72,68,37,25,9,481,16,49,61,58,73,67,26,0,359,104,232,212,190,189,113,57,14,1105,8,11,9,12,22,12,4,0,73,5,15,17,19,27,25,9,3,123,118,257,229,224,239,153,77,11,1307,0,5,0,3,9,5,6,5,35,99,81,76,84,83,94,103,34,655,283,574,506,468,484,376,241,61,2997
UCL114011,14,9,12,8,8,0,81,0,6,9,14,19,13,6,0,51,9,51,54,63,57,64,19,0,320,4,33,41,50,68,64,25,7,289,77,144,118,132,166,115,49,7,810,23,19,10,13,18,6,7,0,93,6,10,7,15,9,19,12,0,78,98,172,136,157,195,140,67,5,978,0,0,0,0,4,5,9,3,24,77,68,65,58,88,90,87,57,597,194,353,319,347,442,389,207,82,2337
UCL114012,176,98,37,7,0,0,405,0,42,61,49,18,4,0,0,177,38,385,340,121,39,22,3,0,954,19,183,226,117,37,19,7,0,607,61,291,212,102,42,18,4,0,730,6,18,13,6,4,0,0,0,50,0,7,10,16,12,0,0,0,48,70,322,235,121,51,19,4,0,827,0,11,7,4,0,0,0,0,26,21,43,57,17,16,20,3,0,185,153,1068,1101,534,200,97,22,4,3174
UCL114013,30,22,17,7,4,3,123,5,17,22,17,9,11,4,0,82,29,167,132,70,61,34,19,10,516,13,79,90,62,77,54,24,5,407,128,387,285,218,229,134,58,18,1454,19,22,21,14,10,3,0,0,93,20,16,9,27,30,20,20,5,144,167,424,313,257,274,162,78,25,1699,3,5,6,6,8,0,4,0,33,99,159,92,90,116,107,120,77,848,306,884,679,517,560,377,263,119,3708
UCL114014,87,58,40,18,4,0,256,6,27,44,27,19,8,0,0,126,41,188,232,158,82,45,3,3,763,40,84,127,124,117,56,12,0,561,104,221,246,263,202,86,41,9,1174,11,12,10,6,12,11,0,0,62,12,11,14,29,34,19,3,0,123,122,245,266,297,254,113,44,9,1356,0,4,3,8,8,4,9,0,33,16,21,28,34,26,16,14,3,165,234,623,790,708,538,271,87,20,3257
UCL114015,21,22,17,17,4,4,95,0,15,13,20,13,16,7,0,78,39,133,129,85,72,66,33,14,557,14,78,72,86,90,62,38,15,458,200,391,284,238,276,153,99,21,1660,29,35,11,16,26,12,3,0,128,7,18,14,19,31,30,16,10,151,232,438,309,276,338,201,125,23,1940,0,6,6,10,5,13,9,0,47,122,136,154,124,130,130,120,64,981,409,830,704,621,659,500,331,117,4170
UCL114016,25,23,14,6,5,0,104,3,10,19,20,13,3,0,0,79,26,150,120,104,62,38,18,5,528,13,73,69,58,55,36,23,5,338,132,266,230,206,215,117,47,13,1221,19,17,13,12,6,3,5,0,81,8,16,15,21,17,22,6,0,108,155,292,258,242,239,142,61,18,1406,0,3,5,0,12,4,0,8,37,78,102,86,77,78,74,68,46,608,280,668,583,525,468,313,173,83,3093
UCL114017,112,86,80,49,13,0,403,3,20,26,44,49,34,7,0,177,30,251,385,329,223,180,44,8,1452,11,90,141,176,139,124,30,7,729,69,163,217,208,215,104,33,10,1024,6,9,3,11,3,4,0,0,39,6,10,22,22,32,28,9,3,139,83,179,242,244,253,144,40,14,1210,3,5,6,6,11,13,10,4,49,43,85,69,40,56,47,24,8,376,178,693,977,929,813,594,172,40,4395
UCL114018,34,41,62,62,33,4,283,3,13,40,33,50,54,22,0,226,32,150,167,181,176,224,105,23,1061,8,65,71,127,166,190,92,23,741,105,219,203,259,288,265,125,38,1493,11,12,11,6,23,23,11,3,104,5,7,16,27,47,44,33,7,182,125,239,223,290,356,332,167,47,1774,0,3,3,6,12,16,14,10,63,55,64,43,75,98,130,94,78,637,222,583,586,753,919,1009,527,185,4791
UCL114019,19,17,19,7,4,0,106,0,13,16,13,10,9,3,0,66,50,203,110,71,58,47,12,7,557,16,57,66,63,79,54,22,3,372,93,209,167,154,181,106,48,10,974,16,9,8,16,13,0,0,0,66,5,6,10,9,14,15,8,3,72,117,229,183,176,201,131,54,13,1114,0,0,3,6,4,0,3,0,19,213,255,245,206,200,180,112,37,1454,405,788,647,561,573,430,213,61,3687
UCL114020,86,69,63,70,38,3,397,0,25,31,30,39,40,13,0,178,40,190,224,199,142,147,78,19,1042,25,108,105,152,124,133,91,11,753,117,290,239,216,256,161,73,14,1375,18,15,20,20,27,24,7,0,129,0,15,14,41,46,58,29,4,207,138,324,274,271,327,239,113,26,1704,0,0,3,9,6,14,8,4,50,68,33,51,60,59,65,68,22,428,270,752,766,790,763,704,408,91,4546
UCL114021,39,38,48,29,23,4,207,0,9,46,31,25,40,15,0,162,16,139,229,185,140,106,46,15,883,20,74,124,146,135,103,48,13,664,116,260,316,323,355,215,84,23,1686,8,18,20,21,17,11,3,0,105,15,7,24,27,44,40,17,10,181,142,284,355,371,412,260,107,37,1970,0,0,0,7,13,17,7,6,58,91,71,95,97,108,140,151,167,918,272,607,898,872,881,696,392,239,4861
UCL114022,18,18,27,20,6,0,101,0,3,18,13,23,31,6,0,97,10,50,56,55,75,94,66,7,426,8,27,63,77,86,104,57,13,429,59,130,124,164,276,238,131,42,1169,12,21,14,9,15,20,6,5,102,6,9,5,21,29,32,27,5,133,78,153,148,192,320,292,164,46,1399,0,0,0,8,0,18,10,3,45,56,97,70,64,159,190,114,64,818,154,350,376,428,698,752,423,134,3320
UCL114023,30,11,9,12,5,0,106,0,12,9,10,13,6,0,0,47,25,153,79,67,48,24,10,8,407,12,58,34,55,55,35,14,4,281,119,232,187,171,142,88,45,6,991,10,12,8,7,16,4,3,0,65,10,14,16,8,19,11,4,3,78,131,255,215,190,177,104,51,9,1132,0,0,0,0,0,8,4,0,16,71,72,72,74,101,77,54,32,561,243,590,437,409,406,259,139,59,2544
UCL114024,37,28,20,7,5,0,141,0,17,23,19,26,9,0,0,95,40,193,138,115,78,57,21,6,653,26,66,104,106,89,76,27,9,497,176,386,332,315,275,172,69,20,1734,27,26,18,16,19,6,3,0,113,14,25,14,34,33,31,17,0,181,222,437,361,363,322,209,94,22,2035,0,3,11,0,4,10,9,3,40,90,99,103,95,110,92,81,58,723,382,854,774,730,651,462,239,99,4188
UCL114025,68,53,37,20,4,0,218,0,19,44,22,22,33,9,0,146,12,128,289,198,113,90,36,4,873,16,67,150,122,115,104,46,7,633,60,146,260,240,200,162,76,27,1164,9,5,13,6,11,13,0,0,55,5,8,12,24,29,32,17,4,136,75,158,284,270,234,199,95,34,1347,0,0,0,11,8,8,3,3,34,36,31,65,48,42,47,48,49,368,143,429,903,726,570,513,246,96,3626
UCL114026,31,15,23,17,4,0,172,0,8,10,22,15,16,8,0,77,34,138,130,84,45,36,27,12,501,26,111,99,82,70,60,41,6,481,74,247,183,188,103,100,69,18,979,5,11,13,4,9,8,0,0,55,12,13,12,24,17,32,6,3,120,100,269,208,214,131,135,74,25,1160,0,0,0,0,0,3,3,3,24,20,39,34,23,20,36,36,21,226,179,638,513,440,305,305,189,68,2644
UCL114027,8,36,39,38,12,0,160,0,3,9,12,23,25,11,0,84,16,56,90,101,109,95,67,12,544,13,46,47,97,99,112,74,24,510,46,112,133,176,213,198,124,35,1041,5,5,3,6,15,19,3,0,60,4,10,4,17,30,37,27,8,144,60,132,144,198,254,257,160,45,1242,0,0,0,0,0,18,10,3,40,18,18,20,25,46,66,109,36,344,113,269,314,475,564,618,449,121,2929
UCL114028,28,10,17,8,3,0,87,0,9,9,11,6,5,0,0,48,16,127,94,70,48,44,21,3,424,4,48,67,80,54,36,19,7,315,92,219,179,167,149,72,27,13,931,7,15,3,9,8,0,0,0,52,4,9,11,9,22,11,9,0,84,103,244,198,190,181,85,47,15,1065,0,3,8,3,0,0,5,5,24,29,50,41,33,36,52,39,27,300,158,509,442,407,338,230,124,56,2258
UCL114029,15,9,18,5,0,0,92,3,8,13,14,4,8,0,0,55,30,109,75,58,41,26,6,0,350,20,86,90,85,46,24,6,3,362,106,292,247,241,168,74,26,0,1147,14,9,11,18,7,4,0,0,72,5,5,7,25,22,14,6,0,90,131,312,267,282,200,91,29,0,1314,7,3,0,5,3,5,0,0,18,33,26,29,32,33,16,15,0,186,227,576,498,485,352,179,58,4,2377
UCL114030,19,19,32,21,8,0,112,0,3,12,14,30,29,13,6,94,12,68,82,71,106,103,39,5,498,7,39,49,65,107,138,44,13,457,42,140,140,157,240,247,125,29,1120,11,14,3,7,17,12,4,0,66,0,9,8,13,31,46,15,9,132,53,158,156,183,293,299,148,39,1318,0,0,0,4,15,23,11,0,50,29,43,41,48,77,114,101,64,504,103,322,358,399,644,721,353,128,3031
UCL114031,15,14,16,15,6,3,82,0,5,7,11,16,24,0,0,72,28,75,65,80,63,54,20,6,388,14,56,82,97,81,66,30,5,431,105,266,290,266,282,190,94,24,1518,19,4,10,9,14,8,7,0,68,4,9,13,26,31,40,14,0,144,127,277,314,307,322,244,109,31,1726,0,0,5,8,5,3,0,0,26,44,45,42,57,50,54,40,18,347,210,474,531,572,557,464,210,60,3074
UCL114032,29,16,15,11,5,0,102,4,8,4,8,9,5,4,0,38,9,91,62,52,30,29,8,3,283,21,90,67,74,49,26,11,7,345,85,280,202,169,112,85,35,3,973,13,16,13,14,8,6,0,0,69,6,16,21,19,16,27,4,0,105,100,301,235,205,135,116,41,4,1144,0,0,8,8,3,0,0,0,19,37,38,30,43,20,26,24,10,234,177,553,439,392,260,214,94,24,2159
UCL114033,30,15,11,14,0,5,95,3,11,27,15,6,18,7,0,83,18,132,107,84,60,38,22,3,465,18,37,57,58,61,60,35,6,330,95,221,205,196,211,103,54,18,1110,9,13,10,16,11,9,3,0,78,9,9,8,13,27,7,4,0,87,115,247,226,232,253,122,61,26,1276,0,3,5,0,3,0,0,0,13,46,71,81,76,79,60,101,57,571,199,520,535,473,484,308,221,97,2834
UCL114034,12,10,15,14,4,5,67,0,9,10,14,14,9,6,0,67,17,83,80,79,63,52,28,14,411,21,84,91,106,88,85,43,14,534,137,356,260,277,254,185,77,25,1574,27,29,29,19,20,12,0,0,142,12,12,23,29,29,38,20,9,161,175,389,315,319,306,241,101,35,1878,4,0,0,8,0,4,5,5,27,53,77,52,70,63,80,104,68,576,274,658,564,610,544,493,279,134,3551
UCL114035,24,24,20,24,7,5,148,0,14,16,15,17,30,12,0,103,13,165,115,87,90,94,39,8,610,21,101,78,68,92,82,45,14,500,67,151,129,144,142,164,61,16,870,10,5,3,9,10,5,3,0,54,5,3,8,13,20,20,18,0,91,78,165,146,172,174,191,78,26,1019,3,4,3,0,0,6,8,3,36,37,72,58,37,68,74,64,38,454,162,568,434,407,465,502,260,84,2866
UCL114036,32,24,39,41,12,0,177,0,11,20,23,33,35,3,0,124,16,117,130,97,117,159,64,14,711,7,52,59,77,137,139,68,13,550,52,127,154,150,240,237,124,34,1124,4,10,14,11,25,24,4,0,87,0,6,12,23,31,46,36,11,165,57,144,180,180,299,302,165,47,1373,0,4,0,11,5,11,12,0,35,39,52,52,44,87,154,114,46,588,125,396,477,440,715,846,434,119,3557
UCL114037,40,37,21,28,9,0,177,0,14,21,26,11,34,3,0,112,13,141,144,110,74,67,33,3,595,9,54,98,92,70,52,20,11,409,101,222,186,155,176,89,46,8,988,7,12,10,15,7,10,0,0,69,4,8,13,13,26,13,5,3,97,115,246,211,185,212,111,54,12,1150,0,0,3,0,0,3,6,0,15,70,63,58,80,62,50,65,53,498,208,555,580,525,451,351,185,84,2944
UCL114038,33,21,17,8,0,0,121,0,11,8,17,3,17,0,0,63,25,123,104,93,57,50,26,15,494,22,72,82,77,70,75,25,7,440,143,238,205,195,190,117,68,15,1166,14,29,15,9,9,7,4,0,90,7,18,9,21,41,24,11,0,128,169,287,233,223,238,151,82,19,1391,0,6,5,9,3,12,7,5,40,56,84,66,62,86,102,87,49,594,275,613,530,501,480,417,226,95,3139
UCL115001,7,5,11,0,0,0,16,3,0,5,0,4,0,0,0,16,3,21,14,12,10,8,0,0,64,3,13,9,8,15,5,5,0,70,42,94,97,73,69,32,15,0,418,3,4,4,3,3,6,0,0,22,0,6,3,5,10,5,0,0,27,39,107,103,86,83,37,14,0,466,0,0,0,0,0,0,0,0,3,7,14,11,15,27,16,20,6,110,63,162,135,133,142,74,34,11,743
UCL115002,20,41,33,14,0,0,125,0,6,4,20,16,13,0,0,59,9,63,82,94,95,52,15,3,418,7,43,54,95,100,71,25,3,391,87,140,145,192,187,111,41,12,919,8,4,6,8,11,5,0,0,44,3,3,9,12,23,25,7,0,92,99,142,162,211,214,144,53,15,1052,0,3,6,3,0,4,0,0,14,18,15,24,37,45,43,29,5,216,136,286,353,504,504,342,124,31,2275
UCL115003,5,10,6,5,0,0,40,0,3,13,0,5,5,0,0,26,8,84,81,26,14,8,0,0,224,13,52,53,43,32,8,3,0,199,53,134,167,110,68,53,15,0,591,4,6,10,3,4,3,0,0,31,0,0,7,13,9,4,0,0,38,59,141,181,124,79,55,16,0,665,0,0,0,0,0,0,4,0,3,9,20,25,14,12,3,9,0,84,88,312,356,219,143,90,29,4,1247
UCL115004,8,8,7,13,0,0,41,0,0,6,4,13,12,0,0,36,7,45,41,45,27,43,9,0,227,5,22,19,27,28,46,22,4,178,16,30,43,40,78,95,26,4,339,3,0,4,0,0,6,0,0,16,0,6,5,0,14,10,9,3,55,21,38,53,41,93,117,34,8,413,0,7,5,0,6,4,5,0,27,12,20,10,15,18,26,22,12,136,46,139,146,149,202,258,87,23,1055
UCL115005,4,0,0,0,0,0,16,0,0,0,3,0,3,0,0,6,4,15,12,11,12,12,0,0,56,0,3,4,18,13,11,0,0,54,13,25,23,26,36,14,7,0,139,0,4,0,0,6,0,0,0,9,0,0,0,4,0,0,0,0,8,15,34,26,27,32,15,8,0,154,0,0,0,0,0,0,0,0,3,8,19,18,29,24,26,14,9,150,28,76,60,90,96,65,19,15,444
UCL115006,37,18,14,22,6,4,114,0,3,17,23,19,6,0,0,79,8,75,110,99,63,44,11,0,403,4,25,43,46,34,28,7,0,189,15,34,47,54,40,23,5,4,217,0,0,0,0,4,0,0,0,12,0,4,7,7,11,6,4,0,37,16,38,51,67,50,29,8,4,266,0,0,5,0,0,0,0,0,8,4,30,42,34,12,16,15,34,196,34,186,305,287,196,150,46,48,1257
UCL115007,17,13,6,3,0,0,48,3,9,7,3,8,3,0,0,36,7,46,57,31,19,22,6,6,194,10,31,32,51,56,24,13,6,223,67,136,143,148,101,61,34,12,704,11,0,8,13,4,4,0,0,39,8,5,3,9,11,15,15,0,60,88,144,154,168,115,82,43,12,802,0,0,0,5,6,4,0,0,17,19,16,19,15,25,25,39,13,186,133,254,290,296,233,162,101,36,1508
UCL115008,6,3,0,0,0,0,10,0,0,0,3,0,5,0,0,12,0,19,13,14,17,13,4,0,76,5,8,3,8,15,17,11,0,73,4,27,15,27,47,42,7,7,178,0,0,0,0,7,0,5,0,11,0,0,0,0,3,7,0,0,11,9,27,15,31,51,46,14,7,201,0,0,0,0,0,0,0,0,4,11,6,9,10,12,17,24,15,103,27,59,43,75,100,99,56,30,477
UCL115009,0,3,0,0,0,0,10,0,7,9,3,5,4,0,0,32,4,29,20,19,21,20,7,0,118,4,20,24,29,20,21,10,4,129,17,54,53,61,51,45,15,0,300,0,0,0,3,4,5,0,0,16,0,7,0,4,0,6,0,0,23,16,59,54,64,62,54,15,0,334,0,0,0,0,0,0,0,0,6,13,20,7,6,29,28,16,9,139,41,150,120,127,134,123,56,20,766
UCL115010,0,0,4,0,3,0,7,0,0,0,0,5,0,0,0,8,0,20,7,9,10,8,0,0,60,0,0,6,3,10,11,10,0,49,3,8,14,22,36,30,15,5,139,0,3,0,0,4,3,0,0,13,0,0,0,3,3,10,5,0,22,13,18,19,29,42,36,22,5,173,0,0,0,0,0,3,0,0,3,5,5,3,9,18,29,22,10,109,19,49,37,54,85,96,52,17,405
UCL115011,6,5,3,6,3,0,23,0,3,0,9,3,0,0,0,17,3,20,21,20,22,12,9,3,112,0,13,25,17,30,12,9,3,106,22,75,43,74,57,43,28,3,353,0,0,3,5,7,4,0,3,27,0,3,8,0,10,0,5,0,30,27,84,55,81,79,56,33,6,409,0,0,0,0,0,0,0,0,10,9,5,4,23,22,10,20,3,96,40,132,108,148,154,99,66,14,766
UCL115012,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,8,0,18,6,11,3,12,7,0,58,0,13,4,10,21,9,3,0,64,7,13,22,27,44,25,9,7,162,4,3,0,3,7,3,0,0,16,0,0,4,7,0,4,0,0,18,8,18,26,32,55,33,9,6,192,0,0,0,0,0,0,0,0,0,8,10,7,14,11,13,9,7,91,20,57,51,79,86,68,33,13,418
UCL115013,23,19,18,15,5,0,114,0,11,7,11,7,13,10,3,63,20,89,87,58,50,51,17,10,373,8,20,42,48,45,42,18,9,224,54,154,124,109,131,69,49,14,699,9,12,5,7,9,7,5,0,57,4,3,9,8,14,9,10,0,59,62,168,135,129,155,83,61,18,812,0,4,0,5,5,6,3,0,22,50,35,43,45,46,62,70,78,432,139,360,337,311,331,268,180,120,2036
UCL115014,33,37,29,16,18,0,146,0,7,12,30,31,24,7,0,103,5,67,95,110,74,68,28,9,457,9,29,39,65,55,51,31,6,285,27,52,72,85,99,67,25,9,437,5,4,3,5,7,4,0,0,33,0,3,13,13,3,13,4,6,53,29,57,96,100,107,86,29,8,520,0,0,3,3,3,0,3,0,19,33,8,26,43,28,30,38,29,235,73,186,300,387,329,286,149,54,1763
UCL115015,9,4,17,25,10,0,74,0,4,0,9,14,24,6,0,56,0,17,26,31,43,56,16,4,192,5,11,23,29,36,42,15,11,169,13,41,43,38,77,69,31,4,308,0,4,3,5,4,6,0,0,22,4,0,0,3,7,10,8,0,39,16,43,44,48,88,87,38,9,374,0,0,0,0,3,5,3,0,14,15,19,21,23,26,44,25,15,189,39,107,123,141,230,281,109,34,1064
UCL115016,3,5,7,5,0,0,23,0,0,7,5,5,4,3,0,28,6,17,20,19,24,11,8,0,111,0,15,7,23,13,8,4,0,79,18,29,51,48,33,29,10,8,224,3,0,3,0,0,0,0,0,18,4,5,0,0,6,0,0,0,13,25,36,53,56,45,35,10,8,255,0,0,0,0,0,0,0,0,0,15,18,10,14,21,14,14,6,98,46,94,104,127,114,71,31,15,592
UCL115017,25,26,30,30,19,3,146,0,0,7,4,14,18,6,0,56,9,41,80,55,61,75,47,18,384,9,25,36,34,49,61,60,19,276,12,47,52,45,50,37,46,17,301,0,0,0,3,0,5,3,0,17,0,0,3,4,15,14,19,3,60,12,47,60,45,65,59,62,24,378,0,0,0,0,0,4,10,3,18,15,5,15,13,21,48,36,66,221,38,139,221,179,228,297,240,131,1481
UCL115018,4,0,0,0,4,0,11,0,0,4,0,0,0,0,0,7,0,8,9,5,8,8,8,0,52,0,0,7,14,11,15,10,0,57,10,15,26,16,36,30,11,4,145,4,8,0,0,0,0,0,0,13,0,0,0,3,5,3,3,0,14,17,20,26,20,45,31,15,8,177,0,0,0,0,6,0,0,0,3,9,4,8,14,10,31,22,7,106,28,37,50,58,79,91,60,14,419
UCL115019,73,85,109,97,39,3,436,0,7,15,31,30,47,9,0,143,10,82,137,172,181,175,80,12,854,7,33,62,83,105,97,51,16,447,27,94,86,90,127,73,34,13,548,0,3,3,4,10,4,4,5,40,4,4,11,10,29,26,15,3,104,33,101,100,107,169,102,57,18,683,0,0,7,4,6,9,9,0,29,23,23,26,33,41,46,34,16,234,74,281,416,498,642,576,290,68,2830
UCL115020,0,7,6,6,0,0,36,0,11,7,3,7,4,0,0,34,7,50,27,25,31,11,11,3,160,9,35,23,33,27,20,9,4,152,78,145,111,96,85,51,13,10,589,8,14,10,6,4,8,0,0,44,0,4,3,10,15,13,4,0,50,88,158,123,115,107,73,21,9,684,0,0,0,0,4,0,0,0,7,29,12,13,20,24,32,25,3,157,134,274,196,196,199,146,65,24,1229
UCL115021,3,5,0,4,0,0,21,0,0,5,0,0,0,0,0,8,4,12,15,7,11,6,3,7,66,5,10,6,9,8,13,4,0,55,7,32,40,39,27,22,6,0,170,0,3,9,0,0,0,0,0,14,0,5,0,3,5,5,0,0,25,7,36,46,37,35,25,8,5,204,0,0,0,4,0,0,0,0,0,14,15,7,14,22,20,19,8,108,25,81,85,78,85,70,36,18,472
UCL115022,17,19,20,15,14,5,90,0,5,7,11,10,12,7,0,54,6,39,58,66,59,47,17,5,301,9,18,29,71,69,50,30,0,273,44,39,83,123,125,88,51,13,566,0,3,3,13,7,8,4,0,44,0,9,3,13,14,15,9,0,69,51,47,90,142,151,113,66,10,674,0,0,0,8,7,3,4,0,20,7,4,10,12,22,23,27,3,105,73,125,208,324,337,259,169,25,1520
UCL115023,3,5,5,3,5,0,25,0,3,4,0,6,0,5,0,13,11,28,5,17,14,12,0,0,86,4,13,15,13,7,9,4,3,67,27,36,33,42,39,37,11,0,223,0,7,0,9,3,0,0,0,21,3,0,0,3,4,6,0,0,27,29,38,32,55,45,46,17,0,265,0,0,0,0,0,0,4,0,8,13,26,27,34,41,35,20,8,199,50,109,88,127,116,109,53,18,666
UCL115024,5,4,6,0,0,0,30,0,6,0,3,0,0,0,0,10,10,53,19,18,19,5,0,0,123,0,23,29,15,10,6,0,0,89,11,36,31,30,19,18,0,0,163,4,4,0,3,0,0,0,0,15,0,0,4,3,4,4,0,0,18,18,41,41,41,22,25,0,0,194,0,0,0,0,0,0,0,0,3,42,41,34,41,35,26,12,4,242,71,169,130,115,102,59,24,7,689
UCL115025,7,9,10,5,0,0,63,0,4,5,7,6,4,0,0,25,10,32,32,40,24,11,7,3,155,16,14,23,30,21,16,3,0,120,29,60,67,62,55,17,7,5,293,0,0,10,0,4,5,0,0,18,5,5,3,3,0,3,3,0,16,35,64,73,68,62,23,10,7,331,0,0,4,0,0,3,0,0,11,6,12,13,5,11,8,0,0,55,63,145,162,161,126,73,21,6,766
UCL115026,15,9,11,16,7,0,74,0,3,10,6,11,14,3,0,51,3,34,33,42,20,32,23,3,196,0,7,8,19,12,28,21,3,98,22,31,38,34,30,14,19,7,191,0,0,0,0,0,0,0,0,6,0,4,0,3,9,3,5,0,30,22,34,40,41,38,23,27,7,227,4,0,0,0,0,0,0,0,3,14,16,16,21,18,22,21,3,131,36,105,131,135,120,125,100,23,780
