LGA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
LGA22750,25,151,9,45,11,4,242,16,148,21,23,18,0,234,119,1025,77,205,34,11,1467,354,412,250,380,86,18,1496,551,175,79,365,65,11,1249,1709,257,113,603,80,19,2772,5144,167,109,1164,114,29,6727,8281,74,65,1025,117,25,9587,2891,13,14,298,36,0,3252,628,6,0,98,14,0,739,242,0,0,59,10,0,313,82,0,0,27,6,0,115,40,0,0,8,4,0,54,81,0,0,36,11,0,123,321,173,39,270,139,57,1000,20468,2607,782,4596,742,170,29361
LGA22830,8,33,0,13,4,0,61,4,40,0,14,6,0,77,46,271,28,135,60,4,548,277,177,68,176,55,9,768,325,124,39,191,54,5,734,920,83,35,314,70,4,1421,1258,42,40,298,73,19,1733,814,12,4,175,43,12,1059,167,0,0,42,23,0,237,15,0,0,6,8,0,31,5,0,0,10,0,0,15,6,0,0,0,3,0,11,3,0,0,4,0,0,9,4,0,0,10,4,0,18,74,67,8,81,55,29,312,3940,857,224,1472,453,84,7030
LGA22910,0,4,0,0,0,0,5,0,4,3,5,0,0,15,9,45,13,25,9,0,109,7,19,7,35,4,0,77,23,6,0,55,5,0,90,53,5,5,52,0,0,113,146,6,0,96,4,0,251,137,0,0,59,6,0,213,46,0,0,11,0,0,62,9,0,0,3,7,0,19,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,17,0,0,22,9,7,0,33,8,0,60,454,94,34,406,51,6,1040
LGA22980,0,10,0,8,5,0,20,4,3,0,10,6,0,18,23,7,0,27,6,0,64,61,10,9,36,8,0,111,51,0,0,22,4,0,73,41,0,0,14,0,0,56,11,0,0,3,0,0,18,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,14,13,4,33,197,26,11,139,41,4,408
LGA23110,15,31,0,13,0,0,63,5,58,4,7,0,0,75,18,278,18,44,10,0,367,38,122,55,83,3,0,299,61,76,37,57,5,0,240,262,48,28,108,15,5,477,1722,42,19,335,45,5,2172,2542,33,14,324,57,3,2971,1400,13,3,141,6,0,1566,734,5,0,58,5,0,801,386,5,0,39,0,0,427,156,0,0,21,0,0,174,75,0,0,6,0,0,82,100,0,0,18,4,0,120,137,77,11,129,41,35,436,7650,787,200,1393,191,59,10274
LGA23190,0,22,0,8,9,0,38,4,27,0,6,0,0,31,32,120,4,44,5,0,205,164,44,10,76,7,0,294,183,29,3,52,7,0,276,298,14,0,61,4,3,385,342,5,10,60,10,6,430,206,9,5,34,11,0,257,33,0,0,6,3,0,45,5,0,0,0,0,0,3,5,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,4,0,0,13,37,25,3,29,25,6,123,1319,291,36,375,82,14,2118
LGA23270,19,51,8,18,3,0,102,7,70,0,20,7,0,106,42,450,19,83,25,0,612,48,270,53,117,32,0,525,39,127,25,112,13,0,323,205,143,35,215,97,7,706,2805,159,54,928,243,23,4197,7969,152,32,1037,354,29,9573,1354,17,0,193,61,8,1622,189,7,0,38,9,0,237,58,0,0,19,3,0,87,46,3,0,10,0,0,59,22,0,0,6,3,0,33,112,0,0,18,12,0,136,317,127,20,251,80,72,864,13243,1581,244,3051,930,142,19192
LGA23350,0,8,0,9,0,0,17,0,6,0,4,0,0,12,3,43,6,34,0,0,91,39,15,9,39,8,5,112,28,11,0,50,7,0,100,93,0,3,54,3,0,155,176,3,0,71,3,0,254,127,5,0,42,4,0,172,27,0,0,13,0,0,40,5,0,0,0,0,0,11,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,11,0,0,24,17,0,47,525,80,24,344,49,6,1025
LGA23430,15,50,8,8,5,0,79,10,51,5,14,3,0,83,21,400,41,81,14,4,565,53,134,77,127,28,3,427,60,66,28,111,5,0,273,317,55,28,174,38,4,618,1687,53,20,371,63,3,2193,4235,57,25,519,34,10,4876,2771,15,6,297,18,4,3112,1252,5,0,122,0,0,1386,592,0,0,41,6,0,632,257,5,0,21,0,0,284,93,0,0,6,0,0,106,135,5,0,31,5,0,171,231,78,21,181,53,39,607,11743,963,262,2102,277,76,15419
LGA23670,10,34,13,22,0,3,80,8,45,8,9,6,0,72,20,332,27,59,19,6,462,43,154,30,89,4,0,321,34,60,27,87,0,0,217,132,67,45,112,16,3,382,917,77,55,385,19,0,1456,4514,84,17,576,26,5,5235,2496,7,6,187,11,3,2712,542,0,0,55,3,0,603,135,0,0,19,0,0,155,38,0,0,13,3,0,51,24,0,0,0,0,0,26,59,0,0,14,0,0,77,177,67,11,129,28,24,447,9137,936,247,1757,153,53,12288
LGA23810,13,75,14,22,10,6,139,13,84,21,16,5,0,144,167,484,34,115,20,9,828,661,216,63,254,29,9,1217,664,113,30,281,23,13,1128,1118,101,48,303,45,5,1620,1191,19,25,231,30,3,1498,632,11,9,114,17,5,788,150,3,5,26,6,0,185,14,0,0,5,4,0,19,5,0,0,0,4,0,12,0,0,0,0,0,0,4,0,0,0,4,0,0,8,11,0,0,0,3,0,13,74,79,19,83,39,20,318,4717,1192,263,1455,233,69,7928
LGA23940,0,0,0,8,6,0,14,0,11,4,7,0,0,29,11,17,0,45,18,0,95,16,0,0,46,10,0,77,6,0,0,28,7,0,49,14,0,0,21,0,0,38,11,0,0,14,0,0,27,8,0,0,8,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,35,71,31,11,195,60,4,377
LGA24130,0,6,0,3,3,0,23,0,13,0,5,3,0,24,4,52,14,32,16,0,114,10,23,29,46,9,0,119,5,12,12,41,6,0,73,52,11,16,57,8,0,145,187,15,6,145,8,0,367,568,8,4,151,11,0,743,361,0,0,86,0,0,454,168,0,0,15,0,0,178,47,0,0,14,0,0,61,18,0,0,3,0,0,17,5,0,0,0,0,0,7,11,0,0,10,0,0,21,32,11,8,53,18,8,134,1460,165,90,663,86,9,2477
LGA24210,3,10,0,13,0,0,28,4,9,5,5,0,0,12,10,57,14,22,3,0,109,27,17,23,73,4,3,141,9,14,6,58,4,0,94,38,7,8,93,6,0,154,311,14,19,175,8,5,529,2286,17,14,338,27,4,2694,2137,0,3,264,18,8,2430,1209,3,0,105,12,0,1326,592,0,0,44,4,0,640,253,0,0,26,0,0,280,110,0,0,11,0,0,118,142,0,0,29,6,0,180,182,20,6,181,28,13,427,7303,165,88,1423,146,30,9161
LGA24250,0,3,0,0,5,0,9,0,0,0,3,0,0,8,4,29,3,6,8,0,54,9,8,0,26,4,0,44,8,5,0,24,0,0,35,31,0,0,33,4,0,66,93,0,0,34,0,0,126,148,0,0,41,0,0,190,36,0,0,9,5,0,41,3,0,0,0,0,0,3,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,9,10,3,0,11,19,0,45,331,55,3,196,51,4,640
LGA24330,5,96,9,7,0,0,122,10,114,5,20,3,0,153,39,600,41,87,17,4,791,97,247,64,119,8,0,542,177,110,36,77,13,0,418,635,100,40,171,33,6,984,2080,81,38,394,51,4,2649,3552,54,20,394,49,4,4075,2277,16,8,263,14,0,2584,946,0,0,112,9,0,1074,375,9,0,35,8,0,428,129,4,0,11,0,0,143,36,0,0,8,3,0,51,85,0,0,23,3,0,117,130,112,18,136,32,37,466,10587,1541,283,1860,249,69,14593
LGA24410,10,29,3,12,0,0,56,4,41,5,8,4,0,58,15,292,23,48,7,3,394,23,130,92,72,8,5,335,14,52,28,86,4,0,185,98,56,39,107,5,0,311,1281,57,36,358,24,3,1758,3849,42,12,476,33,5,4412,1621,11,0,169,13,0,1814,456,5,0,27,0,0,488,141,3,0,15,0,0,165,44,0,0,12,0,0,56,26,0,0,0,0,0,21,44,0,0,14,0,0,65,145,72,19,122,21,16,401,7772,800,264,1518,120,41,10522
LGA24600,50,62,3,29,10,0,150,8,175,8,16,0,0,217,104,705,36,119,23,12,994,382,285,123,233,43,3,1067,535,147,85,223,29,9,1027,1681,168,83,427,57,6,2417,8179,165,80,770,95,6,9301,14322,93,59,1059,140,21,15698,7450,26,23,769,52,7,8331,3008,12,4,369,24,4,3423,1548,9,3,198,26,0,1781,845,4,5,126,3,0,985,479,0,0,83,9,0,566,947,0,0,166,18,0,1137,578,141,33,438,104,48,1343,40117,1998,545,5029,628,118,48429
LGA24650,15,18,4,9,9,0,52,6,17,0,8,6,0,40,21,110,5,41,8,6,191,46,66,34,79,42,3,268,35,23,20,82,26,0,191,352,45,17,168,26,8,606,2982,24,30,550,61,15,3662,4876,15,22,525,100,16,5555,1000,9,0,119,24,5,1150,135,0,0,27,3,0,166,37,0,0,7,7,0,50,20,0,0,6,3,0,30,14,0,0,0,0,0,10,49,0,0,11,0,0,60,220,24,14,148,40,23,473,9812,344,147,1775,337,78,12503
LGA24780,4,26,13,18,45,8,125,8,46,11,14,10,4,89,59,259,43,124,74,13,582,241,155,31,219,60,14,720,317,64,12,227,30,6,652,696,61,24,274,54,5,1124,1240,28,25,299,61,11,1663,766,7,10,159,31,4,976,132,3,0,36,8,0,183,21,0,0,14,3,0,43,8,0,0,9,4,0,17,4,0,0,6,6,0,22,3,0,0,0,0,0,9,0,0,0,18,7,0,26,63,44,10,94,66,36,309,3573,703,185,1520,467,100,6548
LGA24850,0,21,0,5,7,0,31,0,17,0,3,0,0,29,8,114,17,36,14,7,190,49,43,3,45,7,3,153,60,20,4,81,7,0,168,196,36,6,104,137,3,485,687,25,3,153,69,0,943,1058,5,5,116,30,3,1218,112,0,0,21,5,0,144,26,0,0,9,6,0,37,13,0,0,0,0,0,16,7,0,0,0,3,0,10,0,0,0,0,0,0,3,9,0,0,0,0,0,12,51,26,6,46,36,5,167,2272,309,46,636,326,20,3608
LGA24900,9,10,3,7,3,0,28,0,12,0,9,0,0,20,65,114,12,62,43,0,294,158,60,20,102,32,3,380,132,23,5,118,14,0,291,336,12,4,122,24,0,496,332,3,0,125,19,3,486,252,0,0,57,12,0,321,31,0,0,10,0,0,43,4,0,0,4,0,0,10,0,0,0,7,3,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,6,0,0,7,27,18,4,47,42,10,151,1352,256,44,674,198,20,2552
LGA24970,10,61,9,22,3,0,97,14,48,6,11,5,0,84,67,428,43,115,19,5,672,113,150,61,227,34,5,590,73,99,56,127,19,0,373,153,94,54,179,18,0,494,1161,57,38,350,37,3,1650,5408,64,27,697,63,8,6267,4414,28,15,522,62,4,5042,2267,0,11,214,21,0,2508,920,0,5,95,11,0,1036,355,0,0,43,8,0,412,100,0,0,17,4,0,120,183,0,0,55,4,0,242,292,71,22,293,64,49,802,15529,1096,343,2965,372,93,20402
LGA25060,17,87,4,14,0,0,132,12,140,7,9,0,0,159,22,637,35,57,10,3,772,70,257,41,93,9,8,475,87,142,34,75,8,4,342,480,134,25,161,13,0,812,2132,134,28,366,25,7,2692,4166,69,18,470,36,3,4767,2289,13,0,248,14,3,2574,1078,3,0,96,7,0,1179,493,3,0,41,3,0,543,250,0,0,30,0,0,281,108,0,0,17,0,0,125,143,0,0,16,0,0,169,205,112,17,152,30,28,547,11557,1735,212,1851,154,61,15574
LGA25150,0,7,0,3,3,0,20,0,14,0,3,0,0,20,12,86,8,21,9,0,139,16,47,24,25,7,5,121,29,18,5,44,6,0,93,124,16,21,80,16,0,245,404,24,8,142,23,5,599,700,3,0,113,5,0,822,80,0,0,19,0,0,101,14,0,0,3,0,0,22,6,0,0,5,0,0,9,4,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,5,0,0,7,36,12,0,53,18,7,121,1431,224,76,514,83,21,2344
LGA25250,11,65,13,8,0,0,103,14,96,8,20,0,0,140,42,588,36,112,15,5,803,137,185,49,165,21,3,560,162,81,27,158,5,3,444,648,98,27,254,46,0,1078,3226,77,24,656,77,15,4077,7974,49,10,925,93,3,9057,4144,11,3,564,30,4,4758,1941,0,3,266,5,6,2229,957,0,0,116,9,0,1087,426,0,0,83,3,0,517,195,3,0,36,0,0,239,261,0,0,43,4,0,301,313,124,15,235,66,50,808,20450,1386,226,3655,384,90,26190
LGA25340,18,29,9,28,17,0,87,4,45,0,14,7,0,69,27,359,13,79,30,12,521,51,131,17,118,39,3,370,52,54,15,124,32,0,276,283,68,16,264,161,3,801,1569,60,19,511,93,11,2264,3093,30,9,564,34,3,3739,1619,5,4,259,12,6,1906,664,0,0,81,8,6,764,348,0,0,53,0,0,396,140,3,0,28,0,0,168,98,0,0,15,0,0,116,169,0,0,46,4,6,224,154,83,12,206,65,28,538,8284,868,118,2385,506,84,12244
LGA25430,0,11,0,4,4,0,19,0,11,4,0,0,0,18,6,81,3,34,0,0,116,7,12,13,53,5,0,90,18,3,9,39,4,0,67,66,8,3,59,5,0,143,235,8,3,113,0,4,361,200,3,6,78,4,0,285,53,0,0,30,0,0,81,17,0,0,4,0,0,16,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,25,10,0,59,613,150,36,444,30,6,1276
LGA25490,0,0,0,17,14,0,34,0,3,0,14,0,0,17,10,21,10,59,16,0,114,18,10,3,70,13,0,113,34,0,0,65,13,0,116,72,4,0,55,14,0,145,106,0,0,59,9,0,175,118,0,0,34,9,0,153,20,0,0,13,4,0,34,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,8,6,6,0,35,37,4,92,406,47,10,416,135,6,1024
LGA25620,0,3,0,8,6,0,19,0,0,0,0,3,0,6,4,19,0,20,11,0,63,28,3,3,35,3,0,70,34,3,0,44,10,0,92,88,0,0,51,10,0,152,135,3,0,60,7,0,205,98,0,0,28,4,0,134,12,0,0,0,0,0,21,4,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,10,5,3,18,20,4,56,416,45,13,280,70,9,843
LGA25710,0,6,0,3,0,0,14,0,8,0,3,0,0,9,7,41,0,16,4,0,73,5,8,8,33,5,0,57,7,10,0,24,0,0,43,18,3,0,33,5,0,61,94,7,0,77,6,0,182,380,9,0,104,8,0,498,347,0,0,68,4,0,423,223,0,0,36,0,0,261,90,0,0,10,0,0,96,33,0,0,7,0,0,43,8,0,0,5,0,0,16,15,0,0,3,0,0,22,18,11,3,39,13,3,88,1251,101,14,466,42,7,1883
LGA25810,0,6,0,10,4,0,20,5,8,3,5,4,0,20,25,47,17,37,10,0,139,113,30,20,63,22,0,246,70,4,0,46,12,0,136,136,10,3,44,17,0,202,81,0,3,26,8,3,128,28,0,0,7,5,0,44,4,0,0,0,0,0,9,3,0,0,3,0,0,4,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,7,0,0,4,7,12,6,24,20,3,70,478,122,45,270,103,10,1029
LGA25900,27,65,8,9,6,0,113,9,123,14,11,0,0,151,49,859,59,76,0,3,1048,85,225,140,107,8,7,569,138,142,165,99,6,0,550,740,112,107,186,17,3,1157,3112,81,48,422,23,5,3691,5736,48,33,617,25,5,6457,4048,16,8,491,22,8,4588,2138,3,0,287,9,3,2444,1257,3,0,160,3,4,1426,762,4,0,89,4,0,855,498,0,0,66,4,0,565,873,0,0,139,4,3,1016,317,166,25,199,43,37,780,19778,1829,604,2956,167,77,25417
LGA25990,0,0,0,10,5,0,12,0,0,0,3,0,0,9,0,12,0,30,8,0,54,14,4,0,37,3,3,59,17,0,0,34,3,0,49,34,0,0,22,6,0,66,26,0,0,25,3,0,60,8,0,0,6,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,9,6,27,110,18,0,186,40,3,354
LGA26080,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,3,0,7,0,0,13,0,0,0,3,0,0,6,3,0,0,7,0,0,11,27,0,0,14,0,0,42,55,0,0,19,0,0,74,21,0,0,8,0,0,28,3,0,0,3,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,3,3,0,14,125,9,0,72,5,3,219
LGA26170,0,7,0,17,9,0,34,4,14,8,6,8,0,34,15,57,13,52,20,5,159,38,19,27,66,22,0,175,65,4,0,77,8,0,169,220,10,11,123,18,0,383,343,8,3,97,29,3,477,182,0,0,43,9,4,237,18,0,0,15,0,0,36,9,0,0,0,0,0,5,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,14,3,0,16,7,7,0,67,39,4,141,914,141,67,576,159,23,1875
LGA26260,0,12,4,9,16,0,40,0,12,4,9,6,0,29,31,82,9,54,19,8,206,94,31,11,87,7,0,224,75,9,0,80,14,3,176,151,17,11,72,11,7,266,152,5,9,55,8,5,233,70,0,0,20,10,0,96,11,0,0,6,0,0,25,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,5,10,8,30,30,0,84,600,176,41,434,122,23,1397
LGA26350,18,43,9,13,0,0,84,7,85,3,11,0,0,114,35,437,60,69,4,8,609,99,158,79,103,14,0,460,130,67,40,79,7,0,330,570,79,32,171,17,0,876,2787,48,10,372,17,4,3237,5138,43,5,490,28,14,5712,3242,18,0,420,15,0,3695,1926,0,6,227,6,3,2164,1121,0,0,146,3,3,1269,744,0,0,108,5,3,856,426,0,0,64,4,0,493,876,0,0,127,10,0,1009,254,81,8,170,35,24,574,17369,1059,257,2576,159,62,21477
LGA26430,0,4,10,5,3,7,25,0,0,0,3,3,0,13,9,27,7,23,10,0,75,25,11,10,28,18,0,92,32,9,0,21,7,0,72,81,4,0,50,10,0,148,148,0,0,38,3,0,194,95,0,3,19,0,0,121,21,0,0,4,0,0,26,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,7,17,6,0,29,18,5,69,432,61,28,227,81,9,842
LGA26490,3,4,0,6,3,0,23,0,0,0,0,0,0,8,13,24,8,33,3,0,76,21,5,8,41,5,0,81,8,5,0,49,12,0,80,32,9,0,72,3,0,118,109,0,0,94,10,0,219,306,0,3,130,4,0,445,552,0,0,111,3,0,671,395,0,0,46,0,0,442,109,0,0,15,0,0,132,49,0,0,5,0,0,55,14,0,0,0,0,0,17,22,0,0,8,3,0,31,24,5,0,57,23,6,122,1651,46,24,678,93,10,2499
LGA26610,0,17,4,12,17,0,48,0,30,8,19,30,0,89,46,105,7,64,63,6,294,145,89,26,77,37,3,366,105,31,8,79,27,3,251,250,29,8,98,41,6,432,220,11,5,98,31,0,369,110,3,4,64,19,0,199,20,0,0,27,0,0,50,0,0,0,9,3,0,15,0,0,0,0,0,0,5,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,5,15,16,8,53,58,20,169,914,323,76,617,330,33,2295
LGA26670,0,0,0,3,5,0,13,0,0,3,0,0,0,3,8,13,0,22,3,0,53,17,7,0,40,9,0,68,20,0,0,25,3,0,50,38,0,0,27,0,0,71,26,0,0,38,0,0,68,10,0,0,3,0,0,15,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,8,0,21,127,19,9,179,31,0,366
LGA26700,0,23,0,6,15,0,44,0,17,0,5,0,0,25,15,151,9,40,9,4,228,127,65,24,81,20,0,317,145,28,6,99,9,0,288,331,39,9,129,16,0,526,414,10,10,127,8,0,570,350,4,0,69,6,0,430,59,0,0,13,0,0,72,4,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,34,35,4,41,23,9,156,1484,378,69,631,110,14,2687
LGA26730,3,36,4,13,11,0,60,3,30,3,3,7,0,41,47,219,22,45,6,8,341,76,97,30,70,11,3,294,150,52,5,95,9,0,305,387,70,13,115,7,0,597,713,17,17,205,22,3,982,739,0,15,120,17,0,908,186,0,3,37,5,0,235,36,0,0,7,3,0,50,10,0,0,4,0,0,16,0,0,0,0,0,0,4,0,0,0,4,7,0,11,0,0,0,3,3,0,4,37,48,11,38,24,9,162,2394,573,126,747,132,24,4008
LGA26810,4,23,0,13,8,0,51,0,19,4,14,3,0,41,24,155,20,82,29,5,311,191,63,16,124,28,0,425,205,34,16,116,20,4,387,523,47,12,125,65,0,771,622,11,14,121,63,5,835,444,4,0,78,19,3,545,95,0,0,13,7,0,115,11,0,0,0,0,0,12,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,10,39,34,0,71,55,12,209,2165,379,79,764,304,27,3712
LGA26890,0,4,0,6,9,0,14,0,7,7,8,0,0,22,5,0,0,39,15,0,68,9,0,0,28,4,0,47,11,0,0,16,0,0,32,8,0,0,10,0,0,16,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,29,45,20,4,119,48,0,242
LGA26980,13,43,9,32,4,0,105,10,44,27,23,7,0,106,40,446,61,112,32,4,692,133,145,59,201,44,4,589,161,78,33,130,31,5,440,301,71,37,198,46,5,656,1350,41,37,418,42,5,1896,5408,61,31,674,117,10,6303,3461,12,18,418,54,9,3969,1497,7,4,144,21,5,1672,656,0,0,76,13,3,745,243,4,0,23,5,0,280,96,3,0,15,3,0,111,132,0,0,23,12,0,169,222,91,27,269,76,53,737,13713,1062,348,2756,494,102,18482
LGA27070,24,23,7,22,3,0,73,12,16,8,14,4,0,54,33,141,15,83,21,5,301,49,128,24,114,21,3,338,51,65,24,76,16,4,233,162,61,49,174,58,8,515,3154,61,42,727,116,18,4111,9220,74,20,793,180,20,10304,1511,18,9,158,39,4,1736,221,3,0,26,8,0,257,54,0,0,24,4,0,82,41,4,0,3,0,0,52,29,0,0,3,0,0,35,124,0,0,11,10,0,143,366,74,21,256,58,39,810,15049,672,205,2486,541,101,19054
LGA27170,3,50,0,5,0,0,52,6,56,0,0,0,0,69,27,319,12,30,4,0,385,147,155,22,64,7,3,402,196,67,7,110,10,4,387,588,111,10,159,160,9,1039,996,35,8,183,46,4,1273,1152,7,0,96,17,5,1267,221,0,0,19,3,0,247,33,0,0,0,0,0,33,6,0,0,0,5,0,14,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,4,0,0,4,63,65,7,43,28,7,216,3440,869,67,712,275,31,5394
LGA27260,25,29,0,25,0,0,86,27,25,3,17,0,0,74,86,179,24,116,25,4,438,86,134,32,130,33,0,416,71,52,24,122,13,6,284,382,60,56,265,72,5,835,5452,75,38,920,125,20,6626,13784,36,14,890,161,25,14910,2069,6,6,154,37,6,2291,383,3,0,46,9,0,439,103,3,0,22,5,0,131,75,0,7,9,0,0,87,38,0,0,4,0,0,46,179,0,0,20,11,0,210,498,44,16,254,69,73,954,23264,651,226,2993,559,140,27826
LGA27350,11,113,13,9,0,0,147,3,288,9,15,0,5,319,31,1118,93,65,14,8,1327,64,539,116,84,12,3,820,49,237,70,88,13,0,448,320,219,47,139,10,3,737,1524,169,27,349,9,0,2075,3675,135,14,479,11,0,4315,3158,44,0,487,16,0,3698,2547,10,0,381,6,0,2946,1568,4,0,251,3,0,1839,1018,0,0,175,3,0,1204,526,4,5,69,0,0,599,717,0,0,127,3,3,846,213,181,24,139,24,34,615,15411,3058,423,2861,129,66,21940
LGA27450,9,17,3,21,4,0,53,4,24,9,12,4,0,58,20,165,32,82,25,0,321,56,71,32,116,31,0,303,48,30,16,149,26,0,271,195,29,10,169,25,5,435,781,28,10,395,50,0,1267,2425,19,8,560,29,5,3048,1049,3,5,169,11,0,1243,248,0,5,44,4,0,293,67,3,0,18,4,0,84,29,0,0,7,0,0,37,18,0,3,0,0,0,23,32,0,0,23,0,0,60,110,46,18,139,40,26,386,5086,431,152,1917,258,47,7887
LGA27630,3,9,0,18,14,0,37,0,5,0,7,0,0,14,25,13,3,38,12,0,95,58,3,5,55,11,0,135,39,0,0,24,5,0,70,22,0,0,13,0,0,35,3,0,0,4,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,12,0,43,160,31,20,180,61,4,452
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,0,11,0,13,0,0,0,0,6,0,9,0,0,0,0,7,0,12,0,0,0,4,4,0,4,0,0,0,0,6,0,10,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,12,0,0,18,13,0,39,3,0,0,11,5,0,24,16,0,0,52,66,0,138
