LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA33360,522,475,992,2285,2264,4548,548,498,1045,216,212,432,3061,2975,6034,1882,1836,3719,360,401,760,229,175,403,2474,2421,4889,59,61,120,50,69,127,130,115,241,159,441,603,0,4,3,404,690,1091,99,184,282,51,216,268,50,112,162,179,501,679,0,0,0,378,1007,1388,785,1700,2485,88,81,168,166,251,423,0,4,4,257,333,594,2641,2072,4710,62,35,95,9799,10006,19804
LGA33430,6051,5474,11526,16478,15604,32078,3457,3375,6829,4902,4912,9819,24885,23946,48832,12399,11679,24079,2427,2495,4924,6049,5772,11819,20913,19986,40901,1014,1120,2130,1374,2191,3567,1687,1233,2919,2720,4783,7499,24,21,37,6811,9342,16151,5406,8011,13421,2591,3809,6396,900,1347,2250,2136,4355,6490,23,27,54,11061,17555,28615,17901,26928,44827,943,1010,1955,1586,2545,4133,22,25,40,2544,3586,6130,18640,19626,38268,964,895,1860,91901,100433,192339
LGA33610,84,83,173,292,267,562,156,167,323,30,30,57,481,464,946,241,229,471,13,26,44,27,32,56,284,288,570,5,3,9,5,8,18,16,17,35,20,63,91,0,0,0,52,100,148,13,31,36,6,9,21,3,20,23,22,62,89,0,0,0,45,121,169,101,219,318,4,12,15,14,31,48,0,0,0,23,39,62,493,448,938,3,3,11,1461,1554,3013
LGA33620,335,305,639,1527,1414,2944,175,150,332,265,264,530,1969,1834,3800,1212,1085,2298,245,283,527,299,318,612,1758,1684,3442,50,58,109,30,81,111,95,118,211,107,305,407,0,3,5,285,561,847,82,183,268,65,154,222,21,71,95,71,267,341,0,3,0,251,670,918,536,1238,1764,61,80,144,97,153,246,0,0,4,152,238,393,1906,1791,3696,28,23,50,6675,7107,13781
LGA33800,69,56,121,208,188,388,160,163,329,0,0,3,365,352,722,160,180,336,187,138,328,6,9,14,355,324,679,13,9,21,5,8,10,19,14,29,20,44,67,4,0,4,56,74,130,9,27,37,4,12,20,6,10,13,11,43,60,0,0,0,34,96,128,90,169,261,4,7,12,7,23,30,0,0,0,15,28,46,499,430,925,8,5,14,1403,1370,2768
LGA33830,7,11,16,69,49,116,0,0,0,0,0,0,69,50,119,23,18,39,0,0,0,4,0,3,25,22,50,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,5,33,31,67,0,0,0,140,125,266
LGA33960,2362,2150,4514,8691,8099,16792,1728,1731,3459,1493,1477,2974,11934,11346,23280,5525,5407,10929,1746,1632,3378,1496,1558,3058,8781,8611,17397,353,438,787,318,651,962,477,533,1011,864,1537,2401,16,17,25,2020,3171,5190,1111,1770,2880,528,1058,1584,263,481,743,899,1838,2735,5,8,6,2806,5147,7953,4836,8332,13166,441,431,874,628,913,1544,8,12,21,1076,1361,2437,7118,6382,13502,163,175,335,36277,38347,74622
LGA33980,191,137,331,991,921,1909,69,80,154,17,10,28,1080,1017,2098,556,504,1056,18,15,27,11,17,23,582,525,1112,22,14,36,14,21,30,48,41,79,98,131,233,0,0,0,183,203,386,10,37,50,12,32,51,20,39,58,111,137,249,0,0,0,161,240,403,345,444,794,15,21,34,80,85,163,0,0,0,92,107,195,8476,2464,10939,85,20,104,10853,4716,15571
LGA34420,11,6,15,63,50,109,0,0,0,0,0,0,63,50,109,28,25,51,0,4,4,0,0,0,28,27,56,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,73,87,159,0,0,0,172,176,345
LGA34530,285,234,517,1128,952,2084,470,441,915,98,113,210,1698,1512,3218,548,567,1110,829,634,1466,176,188,365,1554,1389,2942,25,24,53,19,36,56,93,62,153,89,200,284,0,0,0,226,320,544,77,179,257,37,124,165,35,74,104,98,283,382,0,4,4,252,657,913,484,976,1466,36,49,90,70,118,192,0,4,4,113,174,282,2151,1286,3440,17,25,42,6307,5598,11904
LGA34570,7,3,15,51,26,74,0,0,0,0,0,0,51,26,74,13,11,31,0,0,0,0,0,0,13,15,29,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,9,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,39,39,80,0,0,0,115,91,211
LGA34580,310,247,557,1291,1116,2412,331,252,581,230,214,443,1852,1585,3440,1059,952,2011,149,165,315,299,331,632,1507,1453,2960,37,44,84,32,66,99,75,79,158,112,228,333,0,8,4,262,422,685,184,495,681,109,186,301,31,58,93,90,237,330,0,0,0,425,988,1406,684,1411,2094,59,50,100,87,135,222,0,0,6,143,185,328,1268,1489,2752,36,42,82,5808,6408,12213
LGA34590,3281,3059,6336,11846,11155,23001,2402,2437,4836,2392,2398,4792,16685,16029,32719,8982,8556,17539,2002,1974,3973,2186,2307,4490,13205,12866,26075,562,673,1234,593,1204,1792,868,787,1650,1212,2195,3411,12,11,25,3243,4870,8110,1809,2674,4485,754,1361,2115,358,597,948,864,1837,2704,14,11,27,3799,6477,10274,7055,11370,18425,690,700,1385,797,1339,2139,28,12,40,1513,2055,3564,11101,11053,22154,214,234,443,53049,56664,109713
LGA34710,26,26,49,135,129,265,36,38,72,0,8,7,178,171,346,80,73,154,0,0,3,11,8,15,92,84,176,4,0,4,3,5,9,4,6,11,14,23,38,0,0,0,28,38,60,0,11,12,3,7,17,3,6,10,13,22,39,0,0,0,26,47,74,52,85,136,0,0,0,3,10,17,0,0,0,3,17,23,256,250,505,17,4,22,616,631,1244
LGA34770,940,872,1814,3687,3442,7123,1324,1328,2655,370,416,786,5378,5194,10575,2790,2527,5312,1175,1278,2458,402,428,830,4375,4241,8611,145,89,233,89,142,230,307,261,570,303,735,1037,11,5,18,860,1228,2090,232,530,764,144,354,495,138,252,394,335,889,1224,3,8,10,855,2032,2888,1717,3265,4978,122,113,241,312,437,750,4,4,5,443,556,1001,4786,4529,9316,82,82,164,17711,18737,36452
LGA34800,13,12,21,27,27,60,0,0,0,0,0,0,34,31,64,0,5,8,0,0,0,0,0,0,0,11,12,4,0,4,5,0,5,0,5,0,10,4,12,0,0,0,14,7,20,0,0,0,0,0,0,0,0,0,7,11,13,0,0,0,7,16,24,18,19,39,0,0,0,0,0,0,0,0,0,3,0,4,504,165,673,4,0,4,573,236,813
LGA34830,0,4,8,31,39,68,0,0,0,0,0,0,31,39,68,5,0,8,0,0,0,0,0,0,5,0,8,0,0,0,0,5,5,0,0,0,0,4,3,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,0,0,3,0,0,0,3,0,7,36,29,64,8,0,8,83,79,163
LGA34860,122,82,197,357,377,738,205,216,415,10,0,11,568,599,1166,234,215,447,146,136,289,9,14,20,391,366,756,21,10,30,7,7,16,37,23,54,46,70,116,0,0,0,103,109,212,13,47,64,16,19,38,8,25,41,31,82,113,0,0,0,70,180,252,176,285,463,10,17,29,23,50,72,0,0,0,32,68,98,875,729,1609,10,7,19,2173,2138,4315
LGA34880,114,101,213,540,483,1027,217,226,440,71,66,140,826,774,1601,484,429,917,189,183,365,42,46,88,717,655,1375,21,16,37,16,24,42,34,28,59,45,121,167,0,0,0,118,190,307,23,51,74,21,49,68,9,23,33,38,135,173,0,3,4,90,260,350,206,448,654,20,16,38,35,53,84,3,0,3,59,68,124,2418,1239,3658,151,45,198,4497,3334,7830
LGA35010,4490,4028,8517,15508,14708,30216,3119,3007,6130,3120,2885,6015,21779,20647,42436,11367,10812,22175,3098,2921,6027,3268,3285,6554,17772,17046,34823,587,698,1285,492,1032,1523,1215,1024,2233,1621,3168,4793,18,21,35,3932,5943,9876,2685,3939,6623,986,1974,2969,548,853,1406,1462,3322,4790,13,20,30,5700,10109,15806,9650,16064,25712,643,653,1298,1146,1819,2968,20,28,48,1811,2505,4315,10926,10069,20996,514,394,911,66942,70761,137703
LGA35250,4,9,12,67,63,126,0,0,0,0,3,3,67,65,130,9,18,29,0,0,0,0,0,0,9,18,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,5,6,12,0,0,0,5,6,12,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,52,48,99,0,0,0,138,151,287
LGA35300,182,155,338,722,654,1370,203,219,419,23,17,36,950,895,1842,431,424,857,197,182,384,11,14,22,641,621,1263,15,19,30,29,25,53,54,48,105,71,116,187,0,0,0,171,210,381,12,49,60,19,55,75,10,33,43,73,197,266,0,0,0,117,336,456,291,545,833,34,43,77,47,59,108,9,0,6,90,99,190,1764,1157,2921,32,31,68,3950,3505,7457
LGA35600,20,26,47,98,87,188,46,59,105,3,0,9,152,144,299,86,87,175,4,0,4,0,4,4,90,90,178,5,3,9,6,4,15,4,12,12,11,18,25,0,0,0,20,32,60,0,15,15,3,11,14,3,6,11,4,27,34,0,0,0,15,62,70,32,94,131,3,5,4,5,3,10,4,0,4,11,6,19,266,252,512,8,0,8,581,619,1194
LGA35670,10,8,21,45,46,85,0,0,0,0,0,0,43,44,91,35,25,55,0,0,0,0,0,0,35,23,55,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,91,94,181,0,0,0,180,177,357
LGA35740,361,331,695,1299,1198,2500,276,267,543,412,444,858,1997,1915,3912,1022,969,1995,285,303,590,597,589,1186,1901,1867,3773,48,48,93,59,66,122,133,82,217,162,285,453,0,3,5,402,483,884,168,324,488,71,227,296,41,68,108,147,316,465,0,4,7,429,940,1368,835,1427,2258,44,46,90,109,199,309,4,0,9,159,252,405,1691,1750,3445,139,142,283,7091,7682,14767
LGA35760,39,39,78,304,250,549,58,60,112,9,8,17,367,311,680,252,254,501,4,4,9,22,23,45,279,276,551,5,3,12,7,5,14,9,16,22,12,39,48,0,0,0,34,61,95,4,34,45,13,13,22,0,19,23,6,38,49,0,0,0,27,110,140,63,176,237,10,9,16,13,24,39,0,0,0,24,31,51,626,547,1176,254,24,282,1654,1405,3060
LGA35780,33,34,65,210,215,422,0,3,3,0,6,3,211,225,430,103,103,207,0,6,7,4,7,10,112,111,220,0,0,0,0,0,0,3,7,15,3,13,17,0,0,0,10,23,33,0,3,3,4,8,4,0,0,0,5,10,15,0,0,0,3,19,26,16,44,57,5,4,8,0,7,7,0,0,0,5,10,15,211,196,408,3,0,4,580,621,1206
LGA35790,16,14,27,103,113,211,48,60,105,0,3,3,148,172,323,41,31,68,12,8,13,0,0,0,50,40,92,3,0,3,0,3,6,0,0,0,3,0,8,0,0,0,10,3,15,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,3,7,10,12,16,23,0,0,0,0,3,0,0,0,0,4,3,3,60,93,151,0,9,4,285,334,618
LGA35800,10,12,25,55,49,101,28,31,61,0,0,0,77,81,159,32,25,55,0,0,3,0,3,3,34,34,64,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,3,11,16,0,0,3,0,3,3,0,5,5,10,11,18,0,0,0,7,17,27,12,25,42,5,0,0,3,6,8,0,0,0,5,3,10,85,69,154,0,6,7,221,239,467
LGA36070,4,7,9,26,20,49,0,0,0,0,0,0,26,20,49,3,9,8,0,4,4,0,0,0,0,14,16,0,0,0,0,5,5,0,0,0,0,3,5,0,0,0,3,7,13,0,0,0,0,0,0,0,0,3,8,0,10,0,0,0,13,4,16,12,15,24,0,0,0,0,0,0,0,0,0,0,3,3,86,45,132,0,0,0,132,100,231
LGA36150,5,4,13,25,12,37,17,9,25,0,0,0,40,16,62,8,0,15,0,0,5,0,0,0,11,6,16,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,3,6,13,0,6,6,0,3,3,0,0,3,0,7,7,0,0,0,0,14,10,3,19,21,0,0,0,0,0,0,0,0,0,0,0,0,30,29,55,0,0,0,86,83,167
LGA36250,1448,1263,2711,4415,4125,8540,1155,1070,2224,1058,1029,2093,6641,6240,12878,3288,2993,6279,1043,1011,2050,1591,1656,3248,5927,5677,11597,252,255,506,129,265,390,512,331,841,532,926,1458,10,3,13,1424,1787,3208,1036,1494,2535,252,526,778,180,286,468,468,1031,1500,4,4,9,1943,3343,5293,3375,5134,8507,179,197,377,322,542,864,8,9,7,504,749,1250,2600,2946,5547,77,99,176,20571,22107,42674
LGA36300,5,9,14,40,44,77,0,0,3,3,0,5,40,43,84,4,5,4,0,0,0,0,0,0,4,9,10,0,0,0,0,0,0,0,6,6,3,3,4,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,10,11,6,0,6,0,0,0,0,0,0,6,0,4,98,72,176,0,3,5,154,151,304
LGA36370,605,618,1220,2194,2105,4296,972,963,1931,416,481,899,3590,3553,7142,1394,1295,2687,1108,1059,2167,574,646,1222,3081,3007,6089,106,78,179,63,87,144,170,148,320,199,458,662,0,0,5,536,774,1316,277,511,782,179,339,520,113,221,332,295,671,961,0,6,6,863,1742,2611,1402,2524,3929,98,115,211,235,267,502,3,0,4,332,382,719,2988,2750,5733,65,47,109,12059,12879,24937
LGA36510,276,253,531,1329,1244,2577,220,213,429,185,145,329,1737,1603,3339,1105,1054,2160,163,165,328,237,273,514,1502,1500,3001,39,40,78,25,56,84,121,47,167,85,209,300,0,4,6,274,362,629,126,258,389,51,97,149,25,74,100,109,245,354,5,0,7,317,676,998,589,1043,1630,47,51,98,68,118,185,0,0,0,120,166,284,1696,1526,3223,35,30,63,5960,6116,12073
LGA36580,158,156,308,985,929,1917,29,30,64,75,82,162,1096,1041,2140,616,613,1229,71,55,124,182,199,382,867,863,1732,24,19,50,21,34,50,40,49,82,57,128,182,0,0,0,137,227,371,45,117,158,16,64,84,9,40,44,29,122,154,0,0,0,104,340,448,243,568,814,15,32,44,32,73,105,0,0,4,44,107,151,947,830,1776,19,17,38,3377,3583,6962
LGA36630,187,190,371,900,839,1738,150,122,273,174,170,348,1223,1131,2358,904,821,1721,80,86,169,73,72,140,1055,978,2031,20,25,44,18,21,39,60,52,120,72,177,247,3,0,4,176,274,456,20,85,103,19,44,64,9,28,35,55,168,227,3,4,3,97,335,436,280,612,893,30,26,59,48,79,127,3,3,6,78,111,194,1564,1476,3041,23,12,38,4411,4511,8921
LGA36660,210,186,397,1012,971,1985,266,270,539,114,136,256,1398,1382,2779,712,677,1386,241,318,559,237,213,453,1191,1211,2400,31,22,54,27,42,73,69,78,143,83,211,298,11,4,12,213,363,574,53,104,153,23,82,108,12,33,50,74,177,252,0,0,3,169,403,568,382,765,1144,25,41,68,65,109,179,4,0,6,95,151,249,1461,1371,2827,30,18,42,4763,5076,9841
LGA36720,2904,2595,5507,9864,9235,19090,1594,1650,3245,2312,2355,4666,13798,13257,27055,7129,6875,14013,1565,1659,3226,2865,2781,5644,11571,11335,22909,480,437,921,389,660,1049,819,591,1414,1021,2123,3144,15,16,23,2718,3828,6550,1896,3434,5331,1047,2070,3111,421,659,1077,1197,2542,3747,6,18,23,4574,8723,13294,7302,12565,19865,397,424,829,784,1243,2025,15,18,33,1202,1683,2887,8604,9153,17758,433,372,805,45817,50958,96779
LGA36820,138,128,263,801,799,1599,152,128,274,50,58,108,997,987,1988,718,672,1387,129,156,296,52,58,110,902,887,1793,22,17,42,17,31,47,43,36,75,45,115,167,0,0,0,129,205,330,21,55,79,19,63,82,4,29,30,56,161,215,0,0,0,104,299,398,232,503,734,25,22,47,46,90,135,3,0,3,71,115,184,1432,1422,2850,246,137,379,4021,4173,8202
LGA36910,1330,1290,2622,4915,4639,9551,1613,1591,3202,1035,1079,2117,7568,7322,14888,3616,3519,7132,1553,1534,3086,1622,1683,3308,6798,6747,13547,369,337,714,292,358,649,496,452,951,687,1238,1922,11,14,22,1858,2403,4261,728,1272,1999,535,794,1330,267,447,715,780,1523,2299,6,10,11,2313,4038,6354,4177,6459,10638,286,254,536,444,694,1134,3,16,16,738,958,1695,4713,4735,9448,111,95,209,25434,27611,53050
LGA36950,27,32,60,183,160,343,49,44,96,3,8,6,235,211,440,145,140,282,6,4,5,6,0,8,152,142,301,0,0,4,0,5,8,3,0,3,4,19,19,0,0,0,8,25,39,0,5,4,3,18,20,0,7,7,21,32,52,0,0,0,25,56,86,38,82,123,0,0,0,0,7,10,0,0,0,4,13,14,163,125,285,4,0,6,627,603,1227
LGA36960,45,35,79,319,319,637,17,13,28,0,4,11,336,339,674,66,50,118,12,7,17,7,4,4,77,64,141,0,3,5,9,20,29,8,12,15,5,18,22,0,0,0,23,52,74,0,0,0,0,7,12,0,0,0,0,6,6,0,0,0,4,11,14,21,65,91,3,4,8,0,5,3,0,0,0,5,8,9,138,117,256,0,0,0,627,618,1246
LGA37010,1622,1413,3031,4815,4524,9336,2689,2543,5236,918,873,1790,8436,7951,16392,3350,3237,6586,2035,2446,4480,1175,1134,2306,6566,6824,13391,354,238,592,241,438,676,441,339,782,601,1138,1736,0,6,6,1627,2155,3784,1502,2790,4293,685,1133,1815,286,451,736,907,1695,2602,6,9,12,3387,6080,9464,5018,8244,13263,317,288,602,457,682,1139,3,10,15,774,980,1758,8126,6537,14668,261,148,407,30809,32107,62919
LGA37300,48,50,99,145,135,282,57,47,106,0,6,9,206,186,397,156,143,304,0,0,4,4,3,4,160,150,309,4,7,16,5,10,19,16,6,21,20,35,55,0,0,0,51,60,109,3,24,25,7,16,26,3,0,7,11,49,61,0,0,0,25,88,116,72,151,227,3,0,5,8,13,21,0,0,0,17,13,29,408,219,626,0,0,0,913,774,1687
LGA37310,231,222,458,1078,1055,2130,299,288,591,226,180,404,1601,1528,3132,847,827,1676,138,144,284,184,156,338,1172,1126,2297,29,26,61,18,31,51,88,60,146,105,192,297,0,0,0,244,314,555,30,98,128,27,49,79,20,51,78,74,174,243,0,0,0,158,376,531,400,693,1090,18,34,51,70,127,200,0,0,5,91,164,254,2515,1568,4083,70,67,138,6089,5368,11454
LGA37340,237,217,454,1160,1051,2216,248,247,488,91,101,189,1497,1401,2900,882,812,1697,131,164,297,82,68,151,1101,1045,2143,37,12,47,40,43,87,82,58,138,111,266,373,0,0,0,263,396,657,26,104,132,36,74,108,27,52,81,83,188,268,0,4,4,176,417,597,439,813,1256,44,41,83,69,142,209,0,0,6,113,184,294,3243,2414,5654,227,194,418,6861,6269,13125
LGA37400,5,11,13,25,31,61,13,13,28,0,0,0,44,49,86,19,9,31,0,0,0,0,0,0,22,9,32,0,0,0,0,0,0,3,6,4,0,4,8,0,0,0,5,7,16,0,4,4,0,0,0,0,0,5,0,4,3,0,0,0,4,15,17,10,20,34,0,0,0,0,0,3,0,0,0,0,0,3,167,167,339,0,3,3,242,260,502
LGA37550,12,9,25,69,88,159,0,0,0,0,0,0,69,88,159,34,25,55,0,0,5,0,4,7,39,25,63,0,0,0,0,5,5,0,3,3,0,9,6,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,6,4,7,4,14,15,0,0,0,0,0,0,0,0,0,0,0,0,46,30,79,0,0,0,170,175,343
LGA37570,5,4,8,15,18,32,0,0,0,0,0,0,15,18,32,4,4,9,0,0,3,0,0,0,8,8,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,11,34,0,0,0,39,38,84
LGA37600,25,27,52,165,156,325,10,4,14,6,4,9,177,169,348,99,104,206,0,9,7,8,3,16,109,113,224,0,0,4,3,0,3,0,0,0,0,0,3,0,0,0,6,5,11,0,0,0,6,4,3,0,0,0,0,3,11,0,0,0,8,9,15,11,11,20,4,0,4,3,0,5,0,0,0,3,3,9,47,57,103,0,0,0,376,382,753
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,29,228,17,10,24,210,42,257
LGA40070,80,80,160,269,221,490,34,47,81,84,60,148,385,332,716,115,144,259,32,47,75,91,81,175,236,276,513,96,72,167,128,149,277,29,24,54,118,167,288,0,0,0,364,419,779,1756,2035,3790,718,715,1433,65,90,158,244,283,527,0,0,3,2783,3120,5904,3155,3539,6693,102,95,198,71,101,171,3,0,4,176,195,375,2189,1759,3945,248,194,448,6473,6384,12859
LGA40120,324,314,636,1301,1298,2597,190,181,374,361,358,718,1854,1836,3692,686,681,1362,241,213,454,540,598,1139,1466,1486,2951,32,23,59,20,41,60,104,60,166,139,181,319,5,3,10,303,303,608,406,537,945,114,175,289,63,84,145,152,368,519,0,0,0,729,1171,1898,1032,1477,2507,33,34,64,65,97,162,4,4,8,107,135,237,763,735,1498,25,19,39,5558,6002,11558
LGA40150,84,63,146,284,236,521,74,96,171,108,94,197,469,423,895,190,146,331,67,67,130,79,75,148,325,288,615,8,6,19,12,10,22,28,28,57,26,69,95,0,0,0,81,107,186,35,65,96,7,25,26,8,9,15,14,38,55,0,0,0,63,132,194,140,241,381,5,10,11,13,26,40,0,0,0,16,33,55,329,263,590,9,3,12,1377,1318,2693
LGA40220,184,163,339,743,682,1420,40,40,82,232,242,481,1013,964,1975,493,549,1044,30,39,72,221,230,449,751,815,1564,23,29,49,21,43,57,66,45,120,86,139,222,0,5,5,203,257,457,64,138,199,23,65,90,10,27,40,45,160,211,0,0,0,148,392,547,353,650,1002,20,21,40,34,80,113,0,0,0,55,99,152,649,699,1351,19,10,21,3020,3398,6413
LGA40250,30,51,77,119,147,266,0,0,0,0,0,0,119,147,266,56,73,131,0,0,0,0,0,0,56,73,131,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,0,6,6,0,0,0,4,10,14,0,0,0,4,15,23,11,24,33,0,0,0,0,6,3,0,0,0,0,6,4,84,84,174,0,4,4,304,383,692
LGA40310,204,191,390,754,666,1418,38,26,67,408,403,809,1196,1092,2290,527,473,1004,84,70,148,225,237,461,835,783,1620,22,18,41,8,42,50,72,63,138,84,152,230,0,4,8,185,278,462,89,151,241,27,65,98,12,29,46,48,142,193,0,0,0,180,401,578,365,675,1050,12,20,35,25,67,95,4,0,3,45,88,131,432,485,913,8,10,19,3089,3313,6410
LGA40430,14,12,26,91,81,168,5,3,9,6,3,7,95,85,176,47,40,86,7,4,11,4,0,8,57,49,102,0,3,3,0,3,3,0,0,4,0,14,19,0,0,0,8,21,20,4,3,8,0,4,7,0,0,0,5,5,12,0,0,0,9,18,24,12,34,49,0,6,3,0,0,0,0,0,0,5,6,6,97,99,196,0,0,0,276,285,556
LGA40520,56,66,123,323,330,650,102,94,198,28,19,40,450,440,894,283,254,538,0,0,4,17,12,27,296,268,567,4,6,14,8,14,19,34,23,55,32,53,89,0,0,0,75,98,171,16,33,44,10,19,23,6,8,15,20,38,58,0,0,0,46,94,139,119,195,317,11,8,20,6,21,28,0,6,5,21,36,57,340,297,635,105,11,118,1394,1309,2705
LGA40700,417,401,817,1534,1442,2980,218,205,427,395,457,851,2152,2113,4260,749,678,1429,260,290,555,818,829,1648,1833,1806,3635,43,33,72,80,141,221,66,40,102,141,265,412,4,0,4,332,480,811,897,974,1867,280,315,596,100,96,199,249,354,601,0,3,4,1527,1734,3269,1863,2223,4083,45,46,98,91,159,251,0,0,0,142,209,353,402,443,853,67,57,125,6875,7248,14123
LGA40910,477,385,857,1623,1427,3052,624,571,1193,165,153,315,2414,2151,4565,833,707,1540,539,589,1129,211,205,409,1583,1505,3079,99,64,161,129,190,314,116,82,197,223,364,586,6,0,8,566,695,1266,885,980,1869,359,422,781,108,118,231,271,435,708,3,5,6,1634,1958,3588,2197,2658,4859,103,80,188,132,182,312,0,0,0,235,265,499,740,805,1548,47,41,92,7690,7812,15503
LGA41010,30,45,77,127,115,241,8,10,13,35,34,68,170,162,331,90,69,154,0,0,0,7,11,18,96,82,176,0,0,0,3,5,7,0,3,7,11,15,19,0,0,0,13,21,34,5,14,15,8,5,13,4,7,10,7,21,26,0,0,0,20,40,68,35,66,102,0,0,0,3,6,10,0,0,0,4,6,12,172,151,322,3,3,6,505,520,1022
