LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA53080,7,15,20,55,43,98,0,0,0,13,17,28,0,0,0,71,57,132,9,5,12,3,0,3,0,0,0,0,0,4,3,0,3,0,0,0,0,7,7,0,9,12,7,12,14,0,0,0,0,6,4,10,5,18,15,3,22,0,0,0,195,162,355,3,0,4,4,0,4,0,0,0,0,0,0,0,0,0,3,4,6,0,4,5,260,150,404,0,0,0,0,0,0,264,150,406,156,93,250,9,5,7,638,417,1056
LGA53150,22,49,65,344,464,806,0,0,0,26,39,72,0,0,0,816,1039,1854,3,7,6,18,21,38,13,10,23,0,0,0,7,8,15,0,0,0,13,15,29,13,11,19,35,50,88,0,0,0,0,0,0,56,69,126,53,73,122,3,0,3,1397,1813,3201,13,6,16,10,5,17,6,4,12,0,0,0,0,0,6,20,26,46,24,27,49,1903,1844,3744,20,13,29,4,11,16,1925,1870,3794,218,231,450,34,3,34,3629,4009,7641
LGA53220,108,82,186,863,334,1197,0,0,0,173,121,292,0,0,0,1816,675,2493,16,11,24,55,30,87,19,10,30,21,5,25,102,81,183,10,0,10,57,23,82,77,33,114,133,38,167,7,4,15,66,57,129,136,68,207,348,222,565,10,7,19,3920,1715,5638,121,27,150,128,37,163,4,0,7,84,78,163,16,4,17,36,16,57,138,98,236,5291,2220,7509,45,13,57,15,17,36,5350,2247,7604,5333,1296,6628,95,30,126,15196,5544,20742
LGA53290,29,61,91,698,782,1477,0,0,0,95,101,202,0,0,0,767,825,1597,15,31,48,8,9,18,44,69,117,0,5,11,77,97,168,0,6,4,42,39,80,44,51,94,90,111,197,7,7,17,26,33,64,177,221,397,354,347,694,9,8,19,2463,2744,5205,6,9,18,10,10,19,0,3,5,3,3,10,0,0,5,11,11,24,17,18,38,3504,3225,6728,18,17,28,7,8,17,3525,3245,6771,922,784,1702,20,6,28,6998,6879,13875
LGA53360,22,20,41,426,457,882,0,0,0,32,35,68,0,0,0,469,506,976,3,8,15,17,22,31,16,5,24,0,0,7,9,9,20,0,0,0,15,21,37,7,6,16,44,46,86,5,4,4,3,0,5,70,98,169,80,80,153,0,0,0,1198,1295,2487,12,5,13,5,3,8,0,6,0,0,0,0,0,0,0,9,5,14,9,5,14,1776,1599,3372,11,9,17,0,4,5,1785,1611,3398,275,228,500,19,26,45,3321,3190,6510
LGA53430,162,244,407,1126,1427,2554,0,0,0,97,118,217,0,0,0,2845,3379,6224,11,21,31,98,107,203,21,41,61,5,9,11,28,44,72,3,4,6,44,36,77,41,59,94,147,153,298,8,10,13,11,6,19,143,214,362,242,278,520,8,12,24,4873,5910,10786,47,54,102,103,86,191,46,44,87,0,3,5,10,11,16,64,79,139,74,88,156,8451,8430,16882,71,72,141,58,71,132,8582,8570,17155,1449,1206,2655,107,84,192,15436,16297,31729
LGA53570,19,52,78,360,415,778,0,0,0,26,30,58,0,0,0,419,422,841,3,4,9,14,12,26,22,20,41,3,14,19,7,4,14,0,0,0,12,13,27,18,23,40,58,73,132,0,3,4,17,5,19,76,73,156,86,98,186,4,5,0,1143,1203,2347,0,5,9,15,4,12,0,0,0,0,0,0,0,0,0,11,8,14,11,8,16,1268,1082,2350,0,10,12,3,5,9,1273,1092,2365,265,242,505,29,40,69,2753,2649,5395
LGA53640,5,3,7,83,85,166,0,0,0,39,42,78,43,34,82,66,54,121,7,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,9,12,0,0,0,10,3,15,0,0,0,0,0,0,14,20,31,8,15,23,0,0,0,274,262,534,6,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,225,521,0,0,3,5,4,3,300,223,526,65,64,129,0,0,0,645,559,1208
LGA53710,0,0,0,79,81,161,0,0,0,0,3,4,0,0,0,101,102,208,3,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,4,5,0,3,3,5,0,10,0,0,0,0,0,0,21,27,52,8,12,18,0,0,0,219,242,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,188,166,354,0,0,0,0,5,6,193,168,365,53,55,108,0,0,0,469,467,940
LGA53780,2030,2547,4582,4071,5171,9242,0,3,4,1362,1525,2880,37,40,77,10053,11108,21158,142,162,304,236,258,503,192,265,457,141,150,293,95,118,218,181,180,362,422,495,921,980,1106,2089,791,858,1653,69,91,161,240,279,521,588,799,1389,2442,2753,5193,93,127,226,22143,25499,47638,2822,2734,5562,7009,6679,13685,24,22,41,6,6,12,1616,1432,3048,192,305,495,1814,1741,3553,21201,19163,40361,126,94,219,65,98,164,21389,19356,40746,4815,3748,8566,142,178,320,62186,62507,124686
LGA53800,122,235,357,2145,2618,4760,0,0,0,186,198,379,0,0,0,4005,4751,8759,25,32,62,38,25,60,101,150,251,19,19,40,56,99,157,3,0,4,73,96,168,249,314,562,170,156,326,29,43,78,91,95,191,340,477,817,454,573,1020,12,15,24,7993,9663,17658,90,75,169,274,300,570,6,10,19,8,8,18,17,14,24,50,70,119,80,89,167,8403,7698,16103,44,33,74,17,37,55,8462,7765,16231,2159,1987,4141,33,21,52,19215,20143,39361
LGA53920,17,11,25,116,122,237,0,0,0,33,30,62,0,0,0,662,689,1353,4,0,3,4,0,4,0,0,5,0,0,3,13,13,28,0,0,0,183,196,382,119,148,267,12,6,25,0,0,3,6,3,13,83,91,175,104,92,189,0,0,0,1341,1403,2744,0,6,7,0,0,7,3,3,9,48,45,90,3,0,3,6,7,6,51,51,103,601,523,1127,7,0,7,3,0,0,610,525,1141,465,389,849,16,14,25,2496,2400,4898
LGA53990,59,111,173,1429,1834,3258,0,0,0,226,254,479,0,0,0,2607,2816,5423,53,65,123,26,22,54,98,140,240,60,62,121,21,27,49,0,0,0,41,56,95,60,72,126,173,202,372,13,20,31,51,45,95,200,285,482,489,517,1008,14,22,30,5556,6443,11992,72,55,126,78,76,155,4,10,16,0,0,0,22,18,36,31,42,75,54,61,109,6874,6376,13247,36,22,56,25,24,45,6926,6419,13349,886,743,1635,19,18,36,13650,13934,27585
LGA54060,8,19,28,322,400,725,0,0,0,10,10,23,0,0,0,264,301,569,0,0,0,8,5,9,0,0,0,0,0,0,6,14,19,0,0,0,4,10,21,5,6,11,37,20,58,0,0,0,6,10,19,49,77,126,24,29,55,0,0,0,741,886,1632,0,3,4,3,6,9,0,0,0,0,0,0,0,0,0,0,7,13,0,7,13,889,773,1660,3,0,6,4,7,6,899,780,1677,307,238,545,0,0,4,1960,1942,3899
LGA54130,0,0,0,68,66,132,0,0,0,3,3,13,0,0,0,64,65,130,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,3,0,0,0,3,6,11,0,0,0,0,0,0,12,11,27,29,26,53,0,0,0,197,190,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,286,623,0,0,0,0,0,0,333,282,624,75,61,135,6,5,9,613,537,1151
LGA54170,638,1035,1671,9353,11684,21039,0,0,4,1213,1343,2557,3,4,11,15438,17796,33239,256,310,561,746,823,1571,148,212,359,176,219,395,169,200,372,142,133,277,481,548,1030,800,934,1733,1132,1269,2401,59,66,127,71,80,150,1321,1810,3127,2131,2536,4668,67,70,135,33702,40051,73758,712,662,1379,682,737,1427,90,116,205,4,0,0,102,119,217,219,302,522,319,420,743,36489,33269,69757,239,158,396,93,159,244,36816,33579,70397,3286,3094,6374,98,111,211,76350,79816,156162
LGA54200,245,439,685,2926,3598,6525,0,0,0,418,493,905,121,105,227,5223,5876,11102,68,107,174,113,124,234,76,106,179,45,53,97,65,90,156,13,26,41,119,146,258,201,228,429,352,432,784,28,31,64,236,286,522,404,628,1030,1005,1198,2207,105,102,201,11521,13631,25146,473,454,928,628,606,1233,18,14,33,0,3,3,125,118,240,77,125,201,200,246,444,13282,12218,25506,87,71,161,26,58,84,13404,12345,25747,1515,1454,2966,39,21,58,28041,29197,57243
LGA54280,123,205,328,1079,1014,2091,0,0,0,255,278,536,5,6,14,2771,2631,5394,65,95,162,41,43,87,56,65,119,106,132,240,61,57,112,9,7,13,121,113,238,130,140,267,163,175,334,17,31,50,60,69,132,198,237,432,569,669,1233,24,31,51,5733,5776,11503,203,179,383,168,113,278,3,5,12,0,5,4,44,42,89,35,52,79,81,96,174,7449,5919,13369,33,30,62,16,28,40,7500,5975,13468,2695,1743,4434,47,44,93,16548,14125,30673
LGA54310,175,209,380,1012,821,1831,0,0,0,176,171,348,0,0,0,2164,1787,3950,18,13,39,49,42,93,37,34,76,34,27,58,43,24,62,4,0,5,49,43,96,50,38,95,108,82,189,10,22,34,23,32,52,166,172,333,320,313,633,13,16,30,4287,3638,7921,190,144,340,153,98,252,13,10,24,37,23,64,22,20,48,29,19,50,95,73,159,6749,4989,11735,33,22,52,17,9,27,6805,5018,11823,4549,2085,6634,109,40,149,16367,11313,27682
LGA54340,35,36,68,164,175,335,0,0,0,194,204,399,0,0,0,238,262,501,0,0,4,0,0,9,20,23,43,7,9,15,20,20,45,3,0,3,8,13,24,10,14,23,34,17,50,3,3,3,15,6,24,23,38,67,70,76,142,0,0,3,825,860,1679,8,6,15,180,156,338,0,0,0,0,0,0,0,0,0,5,10,7,4,10,9,750,665,1415,6,0,12,0,4,4,756,671,1430,280,231,513,3,0,3,2091,1969,4061
LGA54410,3,3,8,77,92,172,0,0,0,9,11,18,0,0,0,72,82,156,0,5,5,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,8,7,9,3,7,8,15,22,3,5,3,3,6,10,21,22,44,13,16,29,0,0,0,214,266,476,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,269,202,474,0,0,0,0,0,0,271,203,472,80,66,143,0,0,0,571,544,1117
LGA54480,0,0,0,25,28,45,0,0,0,10,3,15,0,0,0,20,15,38,0,0,0,3,0,8,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,13,19,28,14,13,27,0,0,0,89,87,172,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,107,238,0,0,0,0,0,0,132,107,238,35,31,65,0,0,0,257,219,480
LGA54550,0,3,0,170,182,357,0,0,0,44,26,70,0,0,0,140,142,286,0,0,0,0,0,0,0,3,4,0,0,0,13,10,15,0,0,0,0,0,8,0,0,0,8,5,14,0,4,4,0,0,0,42,59,99,9,9,24,3,0,6,436,447,885,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,9,6,9,19,415,353,763,0,0,0,3,3,5,412,356,773,90,81,174,0,0,0,956,894,1847
LGA54620,0,0,3,106,80,189,0,0,0,6,0,7,0,0,0,84,59,146,8,3,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,0,9,0,10,11,6,20,0,0,0,3,0,7,23,28,46,16,7,22,0,0,0,270,201,470,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,144,467,0,0,5,3,0,3,327,147,475,89,51,142,3,0,4,697,408,1105
LGA54690,0,0,0,34,25,65,0,0,0,0,0,0,0,0,0,35,24,63,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,8,5,12,0,0,0,0,0,0,89,68,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,90,78,171,0,0,0,0,0,0,90,78,167,14,10,23,0,0,0,199,156,354
LGA54760,0,0,0,67,66,126,0,0,0,5,0,5,0,0,0,58,74,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,0,3,3,14,11,30,4,0,9,0,0,0,146,166,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,140,319,0,0,0,0,0,0,180,143,323,43,39,88,0,0,0,369,347,719
LGA54830,211,397,615,1464,1824,3294,0,0,0,261,304,562,0,0,0,3710,4127,7836,42,50,94,125,138,259,153,209,364,86,87,173,25,38,63,16,20,36,213,218,424,308,338,646,239,231,469,31,63,91,82,90,168,166,233,397,968,1154,2120,50,62,107,7932,9192,17114,672,673,1344,363,353,718,14,0,14,0,3,3,511,440,951,65,121,185,572,557,1134,10081,9450,19532,74,64,136,39,68,96,10193,9576,19768,2692,1344,4036,44,24,74,22691,22119,44805
LGA54900,0,0,0,102,80,181,0,0,0,14,7,16,0,0,0,104,94,194,0,0,0,0,0,6,3,4,5,0,0,0,3,0,3,0,0,0,0,5,3,3,3,4,15,7,16,0,0,0,0,0,0,25,26,51,28,26,57,0,0,0,298,254,548,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,247,565,0,0,0,0,0,0,317,247,565,73,55,129,0,0,3,693,555,1253
LGA54970,27,4,33,149,24,175,0,0,0,17,11,31,0,0,0,248,78,326,44,48,91,9,7,11,0,0,4,0,4,3,3,0,0,0,0,0,6,0,6,8,0,11,26,3,31,4,0,4,6,0,7,33,25,56,68,29,99,0,0,0,625,224,848,8,0,8,19,4,27,5,0,5,0,0,0,0,0,0,9,4,13,7,5,14,864,310,1172,9,0,14,4,0,5,876,310,1183,1496,298,1799,18,0,20,3076,855,3929
LGA55040,9,15,28,131,52,180,0,0,0,16,3,20,0,0,0,229,111,337,4,15,16,5,4,6,0,0,0,4,6,6,5,0,12,0,0,0,3,0,6,4,4,8,16,15,31,4,0,5,3,6,4,27,18,44,37,15,58,3,5,4,493,252,747,8,5,14,26,10,31,0,0,0,0,0,0,0,0,0,3,10,15,10,10,18,857,335,1191,7,5,13,0,0,0,859,347,1204,1334,351,1686,18,9,21,2751,999,3752
LGA55110,255,566,824,5829,7700,13534,0,0,0,790,952,1736,7,12,14,6114,7437,13546,75,92,169,117,154,265,297,406,697,142,157,298,99,145,249,8,6,14,194,246,436,401,544,950,603,694,1298,65,100,156,44,75,125,642,983,1624,1229,1498,2729,34,50,86,16680,21249,37932,241,260,499,162,194,357,21,21,51,0,0,0,91,73,164,131,253,383,227,321,548,20006,19800,39806,116,92,203,63,161,227,20184,20051,40237,2587,2838,5420,44,48,89,40394,45553,85956
LGA55180,20,36,59,485,556,1033,0,0,0,74,74,146,0,0,0,688,782,1471,0,0,6,40,26,70,22,36,64,11,4,13,4,12,17,0,0,0,23,8,37,14,23,36,45,48,91,5,7,12,31,41,72,101,108,213,95,84,177,4,4,10,1640,1834,3467,14,4,18,55,32,86,5,6,5,0,0,0,7,0,4,8,30,40,14,29,42,2318,2110,4427,14,12,27,4,14,18,2337,2130,4468,465,423,888,34,17,48,4578,4507,9085
LGA55250,19,10,23,103,47,147,0,0,0,13,11,24,0,0,0,174,71,244,9,0,12,5,4,7,3,3,4,0,0,3,6,4,5,0,0,0,7,0,7,7,0,7,11,7,23,0,0,7,40,48,86,16,10,22,31,17,50,0,0,3,435,219,655,6,0,7,3,0,3,0,0,0,5,4,3,0,0,0,9,3,14,12,8,16,606,272,875,3,0,6,3,0,0,616,272,887,553,223,776,7,4,12,1649,736,2388
LGA55320,1126,1663,2792,4733,6102,10837,0,0,0,840,1045,1891,77,90,160,10910,13160,24073,77,125,200,377,448,828,103,127,232,30,47,76,95,132,233,35,36,74,285,336,625,505,606,1113,974,1142,2118,19,39,54,52,63,117,1003,1448,2453,1381,1762,3142,26,32,57,21543,26739,48277,826,847,1681,691,697,1391,50,46,96,0,3,4,171,186,359,219,271,492,391,464,854,20961,20150,41109,168,120,287,80,115,190,21202,20385,41585,2458,2767,5232,148,145,292,48435,53759,102196
LGA55390,9,0,10,52,24,81,0,0,0,5,0,13,0,0,0,105,23,126,11,8,17,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,17,31,0,0,0,12,3,15,0,0,0,0,0,0,6,4,7,24,12,37,0,0,0,234,97,332,3,0,3,5,0,5,0,0,0,3,0,3,0,0,0,0,0,5,3,0,4,374,93,462,4,0,4,0,0,0,378,95,469,461,81,546,4,0,3,1103,281,1379
LGA55460,4,4,12,163,191,352,0,0,0,10,6,15,0,0,0,234,246,485,26,23,57,10,0,6,15,11,29,0,0,0,0,5,5,0,0,0,0,0,0,9,3,6,25,11,32,6,3,13,39,44,79,56,74,124,40,40,81,0,0,0,620,670,1285,0,7,8,9,5,11,0,0,0,0,0,0,0,0,4,3,4,9,6,3,14,739,618,1359,10,0,10,4,7,8,755,615,1372,223,192,426,0,3,3,1628,1503,3133
LGA55530,0,0,0,36,30,65,0,0,0,3,0,3,0,0,0,39,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,6,11,19,3,0,4,0,0,0,100,84,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,107,234,0,0,0,0,0,0,129,107,229,63,52,110,0,0,0,289,241,530
LGA55600,5,4,8,172,203,371,0,0,0,22,24,50,0,0,0,203,220,424,0,0,0,0,3,4,4,0,0,0,0,0,3,4,4,3,5,4,0,4,5,0,0,0,11,11,23,0,0,0,0,8,11,40,41,80,20,28,52,5,0,0,484,551,1036,0,0,0,0,4,4,0,0,0,10,8,10,0,0,0,0,7,5,6,11,16,502,406,910,0,0,4,0,0,0,503,409,914,192,145,336,51,0,51,1240,1125,2362
LGA55670,0,0,0,50,49,103,0,0,0,4,0,7,0,0,0,45,49,92,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,0,3,0,5,0,3,0,0,4,0,0,5,0,0,9,9,7,13,5,0,3,0,0,0,124,120,248,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,131,269,0,0,0,0,0,0,146,131,274,119,96,214,0,0,0,386,355,743
LGA55740,107,126,230,636,832,1475,0,0,0,25,41,63,0,0,0,684,905,1589,3,6,16,53,48,103,5,3,9,0,5,0,12,13,25,0,0,3,10,12,27,22,15,46,54,82,138,5,0,5,0,3,7,68,99,174,62,91,155,3,4,6,1651,2173,3822,37,52,91,41,44,91,8,5,17,0,0,0,4,4,6,24,24,50,28,30,53,1999,1983,3985,19,22,44,9,11,15,2025,2019,4046,271,264,540,18,22,37,4199,4733,8930
LGA55810,3,4,10,52,32,87,0,0,0,3,5,8,0,0,0,79,43,121,0,0,0,3,0,3,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,14,3,17,0,4,4,0,0,0,13,4,15,8,16,26,0,0,0,195,113,302,6,0,3,5,0,5,0,0,0,0,0,0,4,0,4,3,0,3,4,0,3,239,123,359,0,4,3,0,0,0,240,122,361,460,207,667,0,0,0,909,448,1356
LGA55880,0,0,0,41,52,91,0,0,0,0,0,0,0,0,0,36,37,75,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,5,8,14,8,9,18,7,4,5,114,108,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,75,173,0,0,0,0,0,0,96,77,169,26,16,45,0,0,0,234,204,440
LGA55950,4,0,3,31,19,52,0,0,0,3,0,8,0,0,0,34,43,80,25,33,56,0,0,0,5,9,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,9,0,0,0,0,4,3,15,22,31,22,25,46,0,0,0,148,158,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,84,202,0,0,4,0,0,0,117,81,203,48,35,81,0,0,0,321,278,598
LGA56090,108,231,340,2063,2509,4579,0,0,0,343,379,718,94,83,177,2509,2899,5405,63,85,146,63,57,124,114,143,257,40,65,108,36,52,92,5,7,10,87,104,193,85,117,203,183,220,404,22,22,47,53,68,119,217,358,575,604,729,1331,61,49,115,6643,7952,14598,45,49,94,42,54,97,19,21,40,0,0,0,19,22,42,77,107,187,101,131,226,9410,8960,18368,68,39,109,25,53,77,9504,9050,18552,2827,949,3773,19,20,40,19307,18459,37765
LGA56160,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,16,23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,26,36,62,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,38,44,75,0,0,0,0,0,0,38,44,75,11,13,26,0,0,0,76,90,169
LGA56230,47,79,123,1217,1480,2704,0,0,0,133,173,309,0,0,6,1109,1343,2454,16,8,26,10,19,30,75,102,177,16,17,35,21,28,52,0,0,0,40,50,87,56,63,123,122,118,244,15,10,23,11,14,24,154,239,390,205,196,399,9,5,10,3208,3874,7079,10,7,19,18,14,35,4,0,6,0,3,0,0,0,0,15,35,53,21,34,56,4375,4123,8498,21,17,36,14,29,41,4410,4165,8576,652,673,1325,9,9,22,8377,8863,17239
LGA56300,3,12,14,111,113,221,0,0,0,6,9,14,0,0,0,81,83,164,0,0,0,0,0,0,3,3,8,0,0,3,0,0,0,0,0,0,7,9,12,0,4,4,9,8,17,0,3,0,0,0,0,14,28,37,13,10,28,0,0,0,255,263,519,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,10,394,353,747,0,0,3,0,6,7,396,356,756,135,125,264,3,0,3,791,769,1563
LGA56370,0,0,0,61,74,135,0,0,0,0,0,0,0,0,0,66,50,112,24,17,40,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,9,17,0,10,15,10,8,11,0,0,0,168,173,338,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,131,295,4,6,4,0,0,0,167,132,297,74,53,127,0,0,0,409,362,770
LGA56460,8,15,27,283,344,627,0,0,0,74,97,182,0,0,0,368,447,821,4,0,4,4,3,6,25,44,62,7,9,11,11,12,25,0,0,0,5,3,11,10,15,20,31,33,62,7,16,21,12,12,27,85,99,185,69,90,152,0,6,8,999,1221,2221,10,14,23,12,8,20,0,3,3,0,0,0,9,6,13,4,10,16,13,17,27,1022,887,1910,5,4,9,0,5,7,1030,898,1929,296,254,555,9,0,8,2380,2429,4808
LGA56580,157,249,407,1630,1939,3567,4,0,4,89,103,196,0,0,0,2054,2355,4409,42,48,85,144,155,302,13,24,34,0,6,6,28,37,59,4,9,17,50,69,122,48,42,91,137,148,284,5,10,10,3,4,5,330,411,744,258,291,547,4,13,16,4841,5671,10509,190,177,370,93,113,213,57,41,103,0,0,0,25,22,49,51,41,100,80,68,153,4782,4261,9041,42,27,68,9,15,27,4836,4300,9140,589,594,1181,28,29,60,10884,11248,22132
LGA56620,0,0,0,12,13,20,0,0,0,4,0,3,0,0,0,34,26,59,4,6,14,0,0,0,0,0,0,3,6,6,18,11,37,0,0,0,6,12,16,0,0,3,0,0,5,0,0,0,0,0,0,10,7,12,168,164,329,0,0,0,255,252,509,0,0,0,0,0,4,0,0,0,83,93,170,0,0,0,0,0,0,82,90,175,192,214,402,6,0,3,0,0,5,191,216,409,180,172,352,3,0,3,715,736,1444
LGA56730,22,41,62,633,754,1387,0,0,0,55,67,125,62,71,138,918,1024,1941,46,46,90,14,15,29,50,56,109,5,13,18,16,27,41,4,3,6,25,25,49,14,15,29,40,55,102,17,21,42,22,32,52,93,139,235,129,187,316,4,6,11,2148,2562,4711,20,14,33,30,30,58,0,3,3,0,0,0,3,0,3,18,25,43,26,25,48,2390,2252,4638,17,14,28,12,24,40,2415,2289,4701,922,597,1522,3,3,6,5581,5566,11145
LGA56790,6,17,29,379,410,784,0,0,0,21,18,43,0,0,0,326,350,680,10,0,8,12,7,13,5,9,17,0,0,5,9,12,19,0,0,0,6,5,15,5,6,7,37,35,67,0,4,4,0,13,16,72,87,157,36,40,73,5,0,3,920,1002,1917,0,0,3,0,0,3,5,5,8,0,0,0,0,0,0,8,5,13,8,5,13,939,748,1687,4,0,3,0,0,7,951,747,1700,359,318,674,7,3,13,2256,2099,4355
LGA56860,0,0,0,21,15,36,0,0,0,3,0,3,0,0,0,7,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,6,0,0,0,34,44,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,116,0,0,0,0,0,0,62,52,116,33,31,64,0,0,0,130,125,250
LGA56930,3,5,9,152,208,357,0,0,0,3,0,4,0,0,0,124,183,306,0,3,3,13,7,21,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,20,17,36,0,0,0,0,0,0,14,29,37,0,6,4,0,0,0,339,448,786,4,10,8,10,13,26,14,8,16,0,0,0,0,0,0,10,9,19,10,9,19,242,345,587,6,0,0,0,0,0,247,341,589,23,93,118,0,0,0,647,930,1583
