LGA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
LGA54480,257,219,480,21,23,41,36,30,68,10,3,11,12,10,19,29,33,60,44,40,79,46,37,81,28,20,48,25,24,46,9,10,18,0,0,0,0,0,0,255,220,474,3,3,5,0,0,3,0,0,0,0,0,0,0,0,3,205,168,377,23,29,51,218,188,407,11,10,17,218,173,396,3,4,11,38,24,61,5,3,5,0,4,4,0,10,13,93,94,186,16,17,33,53,32,82,10,4,7,9,0,9,0,0,0
LGA54550,956,894,1847,59,53,110,132,124,253,27,23,53,37,30,71,85,90,175,137,114,248,109,117,230,177,139,317,103,96,199,71,77,137,23,34,55,0,0,0,935,871,1804,26,25,41,46,52,97,0,0,0,0,0,0,45,52,101,738,694,1432,133,119,250,823,764,1590,51,51,103,804,752,1559,12,10,28,120,114,230,9,13,18,0,4,7,8,28,31,340,376,715,71,66,136,204,150,360,40,19,61,25,29,52,0,0,0
LGA54620,697,408,1105,31,18,50,49,44,93,23,10,28,45,23,66,111,42,149,103,59,155,108,63,171,118,72,195,72,56,123,25,22,48,15,10,23,3,0,4,439,382,818,258,30,286,32,35,69,0,0,0,0,0,0,32,35,69,519,303,816,102,54,153,582,349,923,37,17,53,567,338,906,4,4,11,42,41,79,5,0,10,0,0,4,12,12,27,256,158,419,74,41,109,158,83,237,31,18,47,26,7,37,4,0,4
LGA54690,199,156,354,8,9,18,31,17,48,4,9,13,3,3,5,15,17,27,23,17,39,33,24,55,27,31,58,36,27,60,15,10,24,0,0,3,0,0,0,193,152,348,6,0,10,0,10,9,0,0,0,0,0,0,0,10,9,164,130,292,28,21,51,192,149,341,4,0,5,178,141,319,4,4,5,31,17,48,0,0,3,0,0,5,3,3,8,64,62,133,20,8,28,45,34,80,10,10,22,13,5,12,0,0,0
LGA54760,369,347,719,17,30,50,56,60,115,3,10,14,16,3,22,38,38,75,53,44,100,63,52,115,52,48,100,45,38,82,21,14,39,5,4,10,0,0,0,366,346,715,4,4,3,6,12,19,0,0,0,0,0,0,6,12,19,292,269,563,29,39,67,328,303,625,4,15,18,319,297,617,7,11,14,47,51,101,0,9,9,0,6,0,6,15,19,154,145,294,21,25,50,60,48,106,9,10,16,14,4,20,3,0,0
LGA54830,22691,22119,44805,1933,1860,3790,3443,3141,6586,1374,1222,2600,1564,1394,2954,3747,3775,7517,3823,3669,7496,2795,2680,5475,1940,2073,4012,1275,1391,2664,622,687,1301,176,238,413,44,24,74,21394,21999,43395,1301,116,1415,1185,733,1915,17,16,31,50,20,62,1244,763,2010,14079,13187,27264,7628,8013,15636,15806,16033,31839,4599,5094,9699,17729,18006,35736,482,531,1011,3213,2929,6145,924,887,1807,369,436,805,616,1158,1774,8237,9486,17721,1857,1786,3646,4722,3636,8360,865,767,1633,462,450,905,150,113,266
LGA54900,693,555,1253,49,41,95,78,67,142,27,15,42,35,27,63,78,76,149,93,90,185,108,73,178,117,83,198,78,55,126,30,26,58,0,10,12,0,0,3,657,537,1197,37,19,53,12,13,21,0,0,0,4,3,9,16,17,32,540,431,973,90,80,172,602,477,1078,34,37,68,587,484,1070,10,10,25,71,59,134,8,11,15,5,9,8,0,4,8,272,246,515,58,48,105,137,95,232,23,15,39,14,7,17,0,4,3
LGA54970,3076,855,3929,26,23,46,51,38,83,36,25,63,166,82,246,707,219,926,696,147,841,730,152,876,552,121,678,110,33,141,12,11,21,0,0,0,18,0,20,335,319,652,2743,537,3280,180,171,355,0,0,0,3,0,3,180,171,355,1103,417,1521,487,143,629,1347,409,1754,239,143,391,1375,476,1857,0,8,5,38,33,66,15,7,21,7,6,19,47,19,69,807,257,1058,241,72,315,387,126,514,63,23,83,25,15,43,3,0,5
LGA55040,2751,999,3752,50,55,102,89,76,158,35,33,66,230,90,316,719,226,938,623,165,783,507,130,640,353,142,495,129,75,205,24,12,32,3,3,7,18,9,21,627,576,1201,2123,424,2547,100,105,206,6,0,13,0,3,5,102,110,217,1018,484,1505,438,179,617,1253,549,1808,187,105,286,1236,536,1773,12,14,21,72,51,123,3,6,11,6,6,17,39,22,66,727,287,1013,187,72,259,326,129,448,46,22,71,27,27,57,8,0,7
LGA55110,40394,45553,85956,2378,2377,4756,5458,5486,10942,2508,2399,4912,2081,2209,4287,3952,4747,8701,4202,5170,9371,4676,5603,10286,5040,6032,11074,5464,6077,11540,3548,3861,7415,1082,1589,2671,44,48,89,39948,44796,84745,446,762,1203,1174,1267,2444,31,28,58,22,29,54,1225,1331,2555,27587,30413,57996,10918,13007,23921,35873,39925,75802,2629,3457,6081,35332,39527,74854,680,663,1347,5137,5134,10274,1737,1797,3527,475,682,1156,684,1696,2384,13669,16916,30582,3938,4471,8409,9436,10366,19800,2272,2246,4512,1228,1269,2498,115,109,224
LGA55180,4578,4507,9085,232,216,444,554,507,1057,272,254,525,224,170,389,479,481,956,462,530,990,607,626,1234,746,769,1511,606,554,1159,314,293,605,93,117,209,34,17,48,4322,4293,8611,262,217,474,142,144,283,8,10,19,0,0,0,151,153,306,3491,3378,6873,714,787,1499,3900,3875,7770,307,301,609,3958,3910,7865,74,50,123,493,461,958,159,172,329,23,15,34,51,112,156,1421,1735,3159,425,485,912,1107,872,1988,276,192,471,153,138,292,40,25,61
LGA55250,1649,736,2388,39,32,71,49,53,98,32,38,77,118,62,176,374,134,512,313,97,411,315,110,429,247,114,363,127,72,197,36,15,47,0,0,0,7,4,12,530,487,1019,1119,243,1367,219,233,457,0,0,3,0,0,5,226,242,466,814,432,1247,318,118,436,963,450,1411,177,92,268,996,485,1483,5,4,7,41,43,87,14,11,29,3,6,13,24,21,50,489,218,713,134,72,202,325,127,450,48,25,65,42,20,65,0,3,3
LGA55320,48435,53759,102196,2522,2470,4996,6584,6364,12948,3247,3309,6551,3020,3078,6100,5191,5548,10743,6067,7092,13162,6275,7203,13479,5824,6791,12612,5318,6121,11434,3103,3641,6743,1287,2139,3422,148,145,292,47483,51989,99468,951,1770,2722,423,438,857,13,10,21,13,15,28,442,465,906,30389,32851,63241,16335,18894,35229,37197,40164,77363,9421,11422,20845,42096,46167,88263,833,787,1623,6338,6124,12467,2753,2889,5646,1638,1771,3412,1525,2250,3775,27181,30307,57491,2861,3083,5946,5421,6626,12049,1258,1447,2704,672,1021,1697,132,205,336
LGA55390,1103,281,1379,6,0,6,4,7,14,11,5,16,92,38,128,258,51,318,270,35,312,235,52,284,146,60,210,60,18,75,11,6,11,0,0,0,4,0,3,143,109,252,954,173,1127,61,48,106,0,0,0,0,0,0,61,48,110,445,140,586,218,51,267,565,158,722,91,42,133,560,169,730,0,0,0,8,7,11,3,0,4,7,3,7,20,7,27,350,98,448,88,22,108,168,51,222,29,3,27,8,3,12,7,7,8
LGA55460,1628,1503,3133,93,96,184,194,204,392,81,88,167,105,70,174,208,181,384,187,184,370,220,196,421,226,218,444,197,166,363,80,77,157,27,40,68,0,3,3,1546,1451,2999,81,51,131,90,80,166,0,0,0,0,0,0,90,80,166,1207,1128,2332,195,180,381,1343,1258,2598,87,74,157,1343,1277,2618,21,19,37,179,172,349,44,57,98,10,10,28,26,36,59,488,501,994,163,151,313,361,286,643,86,66,152,65,40,102,0,4,4
LGA55530,289,241,530,14,22,39,27,20,44,6,6,7,10,11,18,22,22,40,25,33,57,34,31,72,60,47,106,60,42,99,24,16,41,7,0,4,0,0,0,279,238,523,11,3,6,10,9,19,0,0,0,0,0,0,10,9,19,209,170,378,19,21,40,226,187,407,7,3,10,223,184,409,4,0,12,23,17,41,4,6,4,0,0,3,4,4,5,90,86,173,21,19,41,43,40,85,14,15,26,15,6,21,0,0,0
LGA55600,1240,1125,2362,62,53,114,158,159,319,60,55,115,79,54,134,158,122,279,126,124,248,161,158,318,200,156,355,140,134,277,76,69,141,15,33,47,51,0,51,1116,1077,2190,118,51,169,137,153,282,0,0,5,0,0,4,137,151,287,902,839,1744,112,145,258,988,941,1926,36,45,82,972,938,1908,16,15,26,128,134,262,37,30,69,4,6,15,8,26,32,351,422,773,106,104,213,260,184,444,59,40,97,35,30,64,0,0,0
LGA55670,386,355,743,26,23,45,62,47,106,19,21,42,20,13,33,34,30,65,33,35,66,47,32,80,50,61,105,69,63,127,29,28,51,12,7,20,0,0,0,336,318,649,52,34,90,40,40,78,0,0,0,0,0,0,40,40,78,266,237,507,26,35,56,282,257,540,4,12,16,278,247,528,4,3,8,39,32,71,6,8,13,0,0,0,0,12,11,104,120,224,27,30,60,70,48,121,11,10,27,10,6,19,0,0,0
LGA55740,4199,4733,8930,204,187,389,531,623,1155,244,398,639,264,279,539,457,521,970,537,578,1113,625,685,1314,540,548,1088,464,463,931,262,305,574,81,139,218,18,22,37,4111,4539,8649,83,196,277,47,50,94,4,0,8,0,0,5,46,53,102,2647,2964,5619,1350,1540,2887,3411,3812,7221,569,692,1261,3596,4027,7618,70,59,133,498,590,1092,212,362,570,161,156,314,160,253,422,2604,2909,5515,213,248,462,308,394,703,75,96,175,46,47,90,16,12,28
LGA55810,909,448,1356,15,27,46,53,35,81,8,16,30,45,24,71,159,68,227,179,74,252,192,62,254,150,87,240,81,52,137,20,10,24,0,0,3,0,0,0,348,313,662,559,132,697,38,29,60,0,0,0,0,0,0,36,27,65,329,170,499,132,76,208,428,231,657,37,17,50,391,220,607,0,5,3,19,16,35,4,0,4,0,0,3,11,8,24,205,117,321,70,24,95,104,49,152,27,11,36,17,10,25,3,0,6
LGA55880,234,204,440,22,18,38,19,23,38,0,3,8,3,8,12,27,18,45,31,32,64,44,34,73,44,38,79,29,18,49,12,8,13,4,12,16,0,0,0,234,199,436,0,5,5,10,9,20,0,0,0,0,0,0,10,9,20,189,165,361,21,19,42,210,184,394,3,7,8,203,180,384,0,7,11,17,17,32,0,0,0,0,4,4,3,4,9,86,79,162,18,17,33,54,42,97,13,10,19,11,0,15,0,3,0
LGA55950,321,278,598,28,20,38,45,34,77,16,11,28,6,3,13,31,28,60,32,36,65,45,36,81,40,49,93,42,39,80,22,23,46,7,0,9,0,0,0,315,278,594,4,0,4,10,16,25,0,0,0,0,0,0,10,16,25,248,218,469,23,28,55,273,244,514,5,8,7,261,235,502,3,3,11,35,29,64,5,8,10,0,0,3,4,9,7,80,93,175,20,29,46,93,59,153,14,10,30,7,6,17,0,0,0
LGA56090,19307,18459,37765,973,897,1867,2418,2223,4639,1207,1123,2326,1111,820,1931,2291,1796,4089,2453,2259,4716,2670,2728,5399,2646,2745,5397,2089,2228,4319,1147,1205,2352,305,432,734,19,20,40,17363,18294,35663,1940,162,2100,968,381,1347,18,6,20,38,0,39,1024,383,1410,14233,13245,27482,4483,4611,9098,15918,16590,32507,940,1211,2148,15894,16669,32560,268,263,531,2298,2124,4422,875,868,1745,281,307,583,342,716,1060,7239,8536,15776,1671,1624,3293,4865,3429,8289,768,671,1444,401,353,759,149,43,190
LGA56160,76,90,169,0,3,9,10,18,21,0,0,0,0,0,0,9,14,23,15,9,24,12,12,26,13,12,22,13,15,35,0,0,0,0,0,0,0,0,0,77,84,159,6,0,4,29,19,45,0,0,0,0,0,0,29,19,45,55,68,122,15,16,30,64,72,135,9,12,20,62,77,145,0,0,0,9,9,15,0,0,0,0,0,0,0,3,4,32,46,76,3,5,13,16,9,21,5,0,8,0,0,0,0,0,0
LGA56230,8377,8863,17239,484,451,928,1191,1152,2344,488,559,1049,402,389,788,776,897,1673,844,1027,1871,1025,1117,2143,1121,1211,2332,1165,1174,2338,686,678,1362,198,208,399,9,9,22,8325,8811,17141,50,49,103,232,232,462,4,6,13,0,0,6,237,240,475,6423,6636,13057,1412,1685,3093,7618,8014,15628,229,303,537,7489,7890,15380,106,111,225,1095,1057,2155,315,392,712,77,88,168,89,297,387,2297,2844,5142,827,1025,1847,2212,2180,4394,528,430,960,310,236,549,29,12,41
LGA56300,791,769,1563,30,30,56,74,78,154,35,24,59,16,11,22,49,54,104,96,97,189,91,83,177,130,162,288,181,146,330,79,65,144,15,18,26,3,0,3,778,752,1527,10,20,37,25,23,44,0,0,0,0,0,0,25,23,44,521,481,1007,154,168,318,664,638,1308,28,25,47,643,608,1248,3,8,11,66,58,123,20,16,39,0,0,0,6,18,25,272,298,562,71,74,149,192,150,349,33,27,60,22,16,37,3,0,4
LGA56370,409,362,770,23,29,48,53,46,100,5,7,13,15,9,24,58,46,105,40,39,81,58,47,109,55,51,105,50,36,82,30,37,62,14,23,39,0,0,0,388,341,732,16,23,38,16,19,28,0,0,0,0,0,0,16,19,28,300,270,567,37,40,75,321,288,608,16,21,42,321,291,613,5,10,6,44,40,85,5,0,6,0,0,0,4,7,9,127,137,260,34,34,66,74,59,135,19,10,30,15,12,26,0,0,0
LGA56460,2380,2429,4808,106,123,230,314,296,614,211,179,387,137,131,265,271,270,540,240,295,529,315,281,596,301,335,638,285,248,535,146,170,319,59,99,162,9,0,8,2178,2259,4437,202,176,375,130,145,270,0,0,7,0,5,4,133,146,278,1737,1783,3517,379,410,788,1904,1967,3873,213,217,426,1965,2048,4015,17,24,43,268,265,528,134,132,263,18,25,46,28,87,116,738,869,1606,228,250,484,509,461,975,140,116,260,79,70,151,15,10,21
LGA56580,10884,11248,22132,484,503,996,1722,1459,3179,878,765,1643,734,653,1385,959,884,1839,1138,1334,2472,1472,1675,3144,1294,1444,2739,1191,1304,2487,737,807,1540,290,426,712,28,29,60,10420,10782,21198,465,466,933,42,52,94,0,0,3,0,0,0,40,51,94,7088,7149,14231,3492,3755,7251,9011,9022,18034,1561,1876,3442,9717,9945,19670,203,168,371,1677,1422,3106,817,715,1536,470,454,928,334,471,803,6915,7224,14140,441,445,889,641,853,1498,258,260,516,72,92,164,16,20,35
LGA56620,715,736,1444,40,42,87,107,96,209,70,64,131,58,59,118,115,132,248,116,105,218,94,111,206,73,84,155,31,31,58,7,10,21,0,0,3,3,0,3,660,717,1378,58,14,73,545,598,1144,0,0,0,0,0,0,545,598,1144,611,651,1261,30,28,57,102,81,187,527,596,1122,623,660,1290,7,9,19,101,89,184,22,27,52,0,0,3,7,9,14,106,125,238,77,75,152,136,159,300,57,53,114,57,66,123,11,17,24
LGA56730,5581,5566,11145,295,286,583,756,725,1482,351,320,669,294,259,556,656,554,1210,641,620,1261,682,774,1460,760,833,1596,713,693,1403,343,362,705,89,139,232,3,3,6,5097,5435,10536,489,127,616,334,363,694,0,0,3,5,5,8,339,367,707,3980,4065,8043,1080,968,2047,4490,4705,9194,273,343,614,4517,4737,9250,69,69,140,665,624,1285,208,209,416,34,46,82,60,176,238,1416,1785,3204,467,558,1027,1303,1261,2567,316,289,609,211,163,373,20,12,34
LGA56790,2256,2099,4355,73,83,158,223,178,404,76,45,118,63,66,132,157,155,316,192,218,412,265,223,493,417,442,861,519,456,981,214,174,387,43,49,93,7,3,13,2112,1962,4072,144,141,284,92,95,187,0,0,0,0,0,0,93,94,189,1628,1449,3072,298,346,642,1905,1758,3665,41,67,106,1898,1734,3631,18,13,36,190,156,343,34,18,55,6,7,14,13,41,53,645,710,1350,179,212,384,611,498,1110,141,92,235,96,65,159,10,5,16
LGA56860,130,125,250,3,4,10,13,13,24,10,3,10,11,10,23,7,7,14,12,8,20,19,22,42,25,24,43,30,22,52,9,7,10,0,0,4,0,0,0,119,114,235,9,13,23,4,7,18,0,0,0,0,0,0,4,7,18,93,84,172,13,8,21,101,87,190,4,9,11,102,92,197,0,0,0,14,5,16,7,0,7,0,3,3,0,5,5,35,36,70,8,12,26,30,21,53,8,7,10,0,0,0,0,0,0
LGA56930,647,930,1583,32,20,51,72,162,238,59,171,231,46,52,96,60,53,110,43,68,110,92,118,213,99,115,219,83,95,174,41,56,98,17,26,45,0,0,0,644,788,1432,3,149,150,0,33,35,0,0,0,0,0,0,0,32,41,466,640,1106,164,256,423,569,800,1371,63,102,160,588,839,1427,5,14,17,66,167,228,48,160,209,34,39,70,10,29,37,456,513,964,23,69,97,29,78,107,16,53,67,5,8,9,0,3,3
LGA57000,782,307,1090,7,12,21,34,30,65,14,16,26,27,24,51,164,40,199,177,44,221,145,45,198,145,47,190,46,41,81,20,9,31,4,3,11,5,0,5,244,213,452,540,101,641,7,13,21,0,0,0,0,0,0,7,13,21,330,177,509,141,43,178,413,204,614,60,15,76,409,194,601,3,4,7,22,24,48,3,4,6,4,0,3,7,11,19,237,97,330,60,28,85,119,50,170,14,9,24,15,3,19,0,0,0
LGA57080,17739,15458,33193,563,537,1096,682,586,1269,649,848,1495,1910,2017,3927,4884,4461,9347,3206,2372,5580,2032,1486,3518,1805,1326,3132,1226,1093,2319,600,524,1122,173,215,388,540,308,849,12665,11713,24378,5074,3743,8816,310,326,632,12,5,12,8,5,16,327,335,657,6672,5347,12022,7967,8030,15999,9168,7485,16647,5269,5752,11021,9847,8334,18185,102,111,209,554,494,1052,513,672,1184,1086,1189,2271,1370,1524,2897,10976,10186,21161,799,627,1429,1113,989,2103,213,179,398,120,136,258,68,63,125
LGA57140,511,487,995,30,20,52,71,47,118,17,14,34,29,13,46,37,48,87,52,42,96,55,61,116,94,88,179,84,77,157,47,50,97,10,15,26,0,0,0,505,474,987,0,7,12,51,57,104,0,0,0,0,0,0,51,57,104,405,367,776,69,93,164,457,428,888,23,24,46,454,426,885,3,0,5,65,48,110,10,11,15,0,0,0,0,6,8,144,171,313,39,44,80,131,111,241,36,32,70,29,16,43,0,0,0
LGA57210,2679,2543,5227,136,108,249,349,308,655,164,128,289,101,86,189,223,233,459,278,278,555,362,376,739,423,436,859,410,377,791,175,149,328,55,67,116,5,5,7,2570,2506,5074,113,37,149,85,89,171,0,0,0,0,0,0,85,89,172,1890,1739,3632,491,516,1001,2187,2128,4315,157,159,325,2192,2158,4349,25,16,48,306,268,575,93,97,188,7,8,22,25,72,99,790,948,1735,220,236,451,662,534,1198,143,106,249,88,57,148,36,22,53
LGA57280,10743,8049,18788,729,674,1403,1250,1250,2497,446,370,814,483,458,937,1995,1685,3683,2102,1369,3472,1719,980,2695,1381,789,2173,497,360,861,118,89,208,20,20,35,34,21,60,8378,7523,15897,2365,524,2892,1326,1352,2681,70,51,125,79,89,168,1475,1490,2970,6178,5135,11314,2075,1636,3712,6851,5493,12349,1268,1164,2433,7169,5822,12987,150,154,300,1045,1048,2092,218,193,410,49,59,106,232,355,585,3226,2920,6143,1011,638,1655,1683,1069,2754,335,198,539,134,122,261,37,40,74
LGA57350,443,489,935,28,25,51,35,55,102,15,11,23,6,6,18,36,55,93,42,41,76,58,66,120,70,85,152,96,79,171,43,42,87,16,22,40,0,0,0,429,472,904,14,14,34,35,40,70,0,0,0,0,0,0,35,40,70,287,316,600,44,48,95,306,350,654,9,13,25,311,351,655,3,4,11,23,44,67,6,0,13,0,0,0,4,6,13,102,127,229,28,27,55,94,103,197,17,19,36,25,15,40,0,0,0
LGA57420,1586,1003,2592,74,73,149,107,112,222,35,22,53,81,51,140,293,166,465,233,118,342,287,128,419,263,152,414,137,101,237,57,61,119,11,19,30,9,4,13,1011,906,1920,573,94,669,42,45,89,0,6,0,0,0,0,45,54,93,991,686,1678,366,204,571,1227,849,2071,131,61,190,1203,811,2007,25,21,37,103,99,204,15,9,24,5,8,7,31,38,61,577,388,966,132,100,225,359,178,537,73,41,112,35,20,52,3,0,5
LGA57490,63702,67513,131213,4794,4329,9122,10307,9940,20246,4489,4236,8721,3973,3840,7819,8351,9225,17577,8091,9412,17500,7980,8967,16949,7135,7568,14706,4888,5566,10455,2841,3208,6054,846,1213,2063,97,105,203,62368,66718,129085,1328,793,2127,1613,1713,3326,42,51,93,60,53,115,1720,1816,3534,41532,43298,84833,18993,21228,40218,55570,58328,113893,4810,6058,10870,53988,57180,111162,1367,1138,2506,9677,9332,19005,3150,3144,6299,898,1139,2039,1323,2973,4294,22215,26689,48908,6396,6535,12932,13047,13037,26085,2695,2679,5375,1121,1224,2344,159,162,319
LGA57630,203,75,283,0,0,0,4,0,4,6,0,6,14,0,20,35,9,45,24,5,33,34,12,40,40,31,73,27,21,47,16,5,22,0,0,0,0,0,0,88,57,147,112,21,135,4,0,5,0,0,0,0,0,0,4,0,5,73,37,109,20,17,34,89,52,139,0,5,4,88,48,138,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,35,17,60,15,3,17,20,23,38,12,7,17,4,3,6,0,0,0
LGA57700,15298,15868,31167,1415,1383,2794,2714,2511,5218,946,997,1941,830,844,1669,2094,2561,4656,2227,2323,4551,1875,1977,3855,1574,1640,3219,1029,1044,2071,480,445,927,108,145,252,17,26,46,14889,15803,30691,412,60,471,430,408,840,13,14,26,14,12,24,458,437,891,10992,11208,22197,3808,4119,7923,12813,13477,26286,1628,1826,3448,13185,13898,27080,387,338,732,2584,2375,4962,644,728,1372,184,250,438,285,646,935,4875,6335,11217,1461,1499,2956,3328,2893,6223,695,518,1216,259,212,473,51,32,82
LGA57770,1547,1430,2976,94,63,159,104,93,199,23,23,43,33,51,88,148,203,355,156,141,298,179,140,324,298,326,625,371,286,659,132,88,216,7,7,14,14,14,18,1230,1184,2412,315,249,560,70,41,111,0,0,0,0,0,0,70,44,111,953,858,1812,299,317,619,1169,1063,2238,98,112,206,1172,1061,2233,16,10,30,80,70,152,6,12,20,0,4,9,11,37,49,456,541,997,145,127,270,363,288,652,72,50,126,58,23,80,3,4,4
LGA57840,20864,21953,42818,1046,1001,2048,2294,1941,4239,1392,1112,2503,1728,1717,3446,3174,3235,6409,2755,2898,5655,2441,2725,5164,2309,2723,5025,2185,2435,4621,1097,1372,2467,449,790,1232,98,74,172,19864,21060,40926,1004,890,1891,320,298,619,7,13,15,11,12,24,339,317,655,12872,13165,26038,7069,7774,14841,15789,16141,31925,4080,4752,8829,17492,18208,35692,337,312,641,2195,1847,4042,1195,973,2170,972,967,1940,944,1221,2167,12772,13503,26280,1087,1179,2268,1918,2223,4135,471,477,947,243,311,555,62,101,158
LGA57910,106824,115056,221880,6838,6431,13269,12787,12188,24969,5706,5504,11211,6387,6821,13208,17262,18987,36243,16567,17416,33988,13411,14132,27546,11306,12297,23598,8925,10676,19600,5436,7008,12442,2195,3596,5790,218,288,506,105273,112908,218185,1550,2141,3699,1178,1306,2486,37,25,64,25,35,59,1242,1363,2601,62360,66290,128649,39955,44119,84078,72879,77395,150275,29066,32576,61642,87708,94544,182249,1893,1835,3730,12080,11583,23667,4705,4711,9414,2842,3368,6205,4381,6567,10952,57499,63151,120646,6497,6661,13162,12204,13734,25942,2990,3287,6275,2576,3518,6093,856,1133,1987
LGA57980,8162,9024,17183,430,410,839,972,984,1958,429,372,803,451,559,1010,1200,1394,2595,1126,1289,2413,1015,1125,2140,929,1023,1953,925,955,1883,522,631,1153,158,278,432,32,24,56,7868,8731,16601,294,290,581,64,75,144,4,0,3,0,3,3,71,83,151,4899,5404,10300,2809,3219,6028,6354,6895,13255,1309,1674,2985,6814,7471,14283,149,131,280,907,941,1844,385,334,720,235,326,559,359,548,910,5265,5939,11208,306,316,620,510,643,1148,155,151,307,64,95,162,12,12,19
LGA58050,73827,76583,150408,5852,5424,11277,11388,10627,22014,5007,4605,9612,4824,4679,9499,10615,12027,22640,10841,11475,22316,9119,9982,19101,7815,8414,16229,5231,5515,10740,2452,2756,5206,688,1082,1767,149,173,327,72861,75404,148260,967,1180,2147,2594,2770,5369,68,55,125,55,65,115,2716,2893,5609,46472,47125,93592,24225,26354,50583,53520,54360,107880,16767,18478,35244,62879,64383,127258,1674,1461,3139,10723,9999,20725,3614,3472,7085,1353,1620,2978,1894,3507,5407,29520,33681,63203,6260,6258,12517,12853,12292,25144,2766,2572,5334,1594,1840,3432,501,724,1219
LGA58190,209,162,374,6,6,15,26,22,53,10,7,17,8,4,13,28,15,42,13,26,36,35,27,61,48,22,70,17,18,34,13,15,27,3,0,9,0,0,0,209,162,374,0,0,0,15,21,33,0,0,0,0,0,0,15,21,33,160,113,270,19,25,44,179,134,310,0,0,6,165,127,291,0,0,3,23,20,38,7,0,13,3,0,3,3,7,5,65,58,126,17,15,31,40,27,68,13,0,21,7,4,15,0,0,0
LGA58260,327,284,612,21,21,38,33,38,70,10,9,17,11,12,19,38,36,74,53,38,92,38,43,79,44,40,90,47,34,75,24,19,45,4,3,6,3,0,0,290,268,560,37,20,52,20,20,47,0,0,0,0,0,0,22,24,48,229,190,420,39,41,81,259,223,483,7,12,16,252,215,464,0,9,10,21,30,54,7,7,9,0,0,0,3,7,16,91,107,201,33,21,53,73,43,113,10,6,19,12,9,19,0,0,4
