POA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
POA2790,0,5,8,5,6,10,0,0,0,0,0,0,9,9,11,2096,1740,3836,124,129,255,51,0,58,19,0,18,18,4,16,12,8,21,156,136,291,2486,2034,4526,3,0,3,0,0,0,0,0,0,4,0,8,0,0,0,0,3,3,7,4,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,22,8,27,27,12,40,0,5,5,0,0,0,0,0,0,0,5,3,334,491,825,352,449,802,25,36,59,3227,3029,6256
POA2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,48,82,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,48,46,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,19,35,6,6,12,3,0,4,78,68,149
POA2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,42,97,7,0,4,0,0,0,5,4,5,0,0,0,0,0,0,12,3,12,76,50,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,48,8,7,12,0,0,0,101,89,193
POA2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,101,209,3,5,6,5,0,5,0,0,0,0,0,0,3,0,3,9,7,17,130,109,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,47,41,89,9,15,27,7,3,8,196,169,367
POA2794,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,1562,1339,2902,130,99,227,66,3,71,19,5,20,6,0,8,19,9,25,103,92,186,1905,1545,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,28,18,0,25,0,0,0,0,0,0,0,0,0,0,0,0,153,221,377,124,264,391,23,14,40,2228,2052,4284
POA2795,0,4,3,21,26,46,5,0,4,0,0,0,31,31,60,7310,6626,13934,527,579,1114,201,6,208,52,7,60,40,12,52,46,21,63,364,293,656,8601,7606,16203,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,7,4,11,0,0,0,0,0,0,3,0,0,4,0,6,0,6,6,3,5,12,72,40,115,82,53,133,0,0,0,5,0,4,4,0,8,9,3,9,1109,1505,2615,918,1318,2239,60,43,103,10778,10525,21301
POA2797,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,69,55,123,6,0,8,6,0,6,0,0,0,0,0,0,0,0,0,0,6,5,85,63,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,32,5,9,14,0,0,0,104,94,201
POA2798,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,316,291,610,18,16,34,13,0,13,7,0,7,0,0,0,0,0,0,19,25,42,381,338,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,106,117,218,43,55,96,8,4,9,537,509,1050
POA2799,0,0,0,10,4,13,0,0,0,0,0,0,0,0,0,668,627,1295,45,27,75,18,0,22,3,0,7,5,0,5,10,3,9,31,35,56,788,693,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,89,109,199,81,106,183,0,0,5,973,906,1878
POA2800,3,0,3,102,37,135,9,0,3,0,0,0,26,48,70,8193,7484,15679,646,654,1300,178,4,188,42,9,49,49,19,69,55,29,83,309,268,575,9606,8548,18155,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,14,0,16,6,3,9,0,4,4,22,12,31,77,44,124,97,62,160,0,0,0,0,0,4,4,0,4,5,7,10,1149,1524,2671,865,1408,2275,57,52,105,11790,11595,23380
POA2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,47,40,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,41,0,3,3,0,3,3,71,65,133
POA2804,0,0,0,4,0,4,0,0,0,0,0,0,0,4,3,361,356,720,24,19,46,30,0,30,6,0,6,0,0,0,9,0,13,33,31,67,468,408,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,91,101,191,31,57,90,13,3,14,613,572,1182
POA2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,44,104,4,4,8,3,0,3,0,0,5,0,0,0,0,0,0,7,0,5,69,55,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,32,3,14,18,0,0,0,94,85,178
POA2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,113,251,8,4,8,7,0,7,4,0,4,0,0,0,0,0,3,12,3,16,159,126,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,20,40,12,18,28,0,0,5,195,167,361
POA2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,45,92,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,61,50,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,31,8,8,16,4,0,5,87,76,161
POA2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,31,4,0,3,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,28,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,6,6,10,0,0,0,36,26,69
POA2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,31,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,20,9,3,9,0,0,0,48,37,86
POA2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,348,705,25,26,49,30,0,30,0,0,5,4,0,8,6,3,8,51,43,93,480,422,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,119,110,227,50,50,102,11,8,16,671,591,1257
POA2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,80,0,3,4,4,0,4,0,0,0,0,0,0,0,0,0,11,7,22,60,44,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,66,10,9,18,3,0,3,110,84,195
POA2818,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,141,143,286,10,6,13,4,0,4,3,0,8,0,0,0,0,0,0,10,3,15,164,160,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,58,11,26,36,0,0,0,206,214,423
POA2820,0,0,0,19,11,37,0,0,0,0,0,0,0,0,0,782,737,1527,83,89,167,40,0,38,5,5,11,5,0,3,6,8,10,65,52,120,1012,913,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,26,19,6,24,0,0,0,0,0,0,0,0,0,0,0,0,142,152,288,92,117,216,28,16,36,1293,1199,2489
POA2821,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,681,631,1307,49,38,85,28,0,28,5,0,6,4,0,4,18,10,24,53,42,90,844,718,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,11,14,4,11,0,0,0,0,0,0,0,0,0,0,0,0,103,115,220,37,87,126,12,12,27,1006,942,1952
POA2822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,65,131,4,3,9,4,0,4,0,0,0,0,0,0,0,6,6,0,0,0,78,72,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,23,20,39,5,5,9,0,0,0,105,98,198
POA2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,163,347,7,10,22,8,0,8,0,0,6,0,0,0,4,0,4,28,20,47,238,195,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,53,46,100,11,20,27,3,0,6,310,261,570
POA2824,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,336,252,592,23,18,40,10,0,11,5,0,0,4,0,0,0,0,8,20,34,55,406,312,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,54,96,7,28,37,10,4,15,476,403,881
POA2825,0,0,0,54,13,65,0,0,0,0,0,0,0,0,0,360,279,634,46,25,76,17,0,17,0,0,6,4,4,3,4,3,11,30,44,71,512,367,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,3,0,6,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,59,62,119,36,56,91,11,13,21,631,501,1129
POA2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,51,0,0,0,4,0,4,0,0,0,0,0,0,4,4,4,7,3,8,40,32,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,28,0,0,3,0,0,0,62,49,103
POA2827,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,429,427,856,36,32,70,21,0,19,7,5,14,9,0,7,3,7,16,39,56,96,554,530,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,101,91,199,47,100,149,11,10,18,718,738,1450
POA2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,89,175,7,4,7,6,0,6,0,0,0,0,0,0,5,0,6,20,15,35,125,107,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,47,32,75,8,16,28,4,0,3,189,157,346
POA2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,359,739,40,20,70,13,0,12,0,5,0,0,0,0,0,6,9,41,39,75,480,425,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,46,53,103,30,49,77,4,4,16,566,540,1108
POA2830,0,0,0,35,28,67,0,3,3,0,0,0,25,46,73,8019,7303,15326,615,751,1365,214,4,216,85,6,92,63,15,81,50,36,85,232,225,456,9352,8420,17764,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,3,3,11,0,0,3,0,0,0,9,8,9,71,52,122,79,66,140,3,0,8,3,0,6,6,0,5,18,6,16,706,1110,1823,742,1262,2001,64,57,120,10959,10912,21867
POA2831,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,247,231,478,18,12,33,15,0,15,11,0,17,0,0,0,15,6,15,26,24,45,335,273,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,106,95,196,38,38,69,4,7,11,485,410,898
POA2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,191,414,16,18,26,13,0,13,0,0,0,5,4,7,0,8,7,58,34,90,304,256,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,43,86,20,32,52,3,0,3,373,336,706
POA2833,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,51,50,107,5,9,15,0,0,3,5,0,5,0,0,0,5,6,5,10,5,16,75,75,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,29,9,11,20,6,0,3,108,94,199
POA2834,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,176,198,376,9,28,43,3,0,3,0,3,4,6,3,8,0,4,8,33,25,59,239,263,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,27,39,66,54,60,109,0,5,4,321,378,693
POA2835,0,0,0,20,0,23,0,0,0,0,0,0,7,5,4,697,501,1200,57,46,101,28,4,33,4,0,3,11,0,13,4,0,4,54,62,112,882,623,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,59,72,125,131,94,228,6,4,14,1089,793,1888
POA2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,111,5,11,18,3,0,3,3,3,4,0,0,0,5,0,8,23,19,43,99,92,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,27,74,8,10,19,0,0,4,152,130,285
POA2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,29,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,26,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,6,3,10,0,3,4,42,33,74
POA2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,88,186,9,15,23,4,0,4,5,4,8,0,0,0,0,0,3,40,45,83,146,153,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,5,0,0,0,0,0,0,0,0,3,0,0,3,20,17,42,9,12,27,0,4,4,186,191,379
POA2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,266,584,30,39,72,22,0,21,6,0,6,0,0,0,14,6,15,62,64,124,460,377,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,6,18,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,70,82,156,34,57,94,10,8,17,591,532,1122
POA2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,110,5,4,10,3,0,4,0,0,0,0,0,0,5,3,5,13,3,21,91,65,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,72,4,9,18,4,0,4,138,114,252
POA2843,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,139,125,264,5,4,10,6,3,11,8,4,12,0,0,0,0,0,3,14,29,41,176,168,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,60,50,105,16,16,33,3,5,6,256,240,497
POA2844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,145,303,16,7,22,13,0,13,5,0,7,0,0,0,5,0,6,22,25,43,209,181,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,43,99,17,19,35,4,6,6,279,253,532
POA2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,282,627,21,15,35,14,0,14,0,0,0,0,0,0,0,0,0,9,15,24,394,305,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,50,77,45,54,92,5,3,7,461,420,881
POA2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,46,3,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,25,3,8,8,0,0,0,56,37,94
POA2847,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,364,275,639,16,15,30,15,0,15,0,0,0,0,0,0,0,0,0,12,9,18,411,301,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,26,55,80,53,56,110,8,0,5,499,417,918
POA2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,110,239,10,4,15,0,0,0,0,0,0,0,0,0,0,0,0,10,12,21,152,133,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,19,38,23,35,60,0,4,4,198,189,386
POA2849,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,188,170,362,19,14,26,5,0,5,0,0,0,0,0,0,6,0,3,17,11,28,238,200,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,84,65,152,27,42,74,0,3,5,359,316,674
POA2850,0,0,0,11,8,17,0,0,0,0,0,0,7,9,15,3286,2603,5889,265,211,473,87,5,87,30,0,33,17,0,23,27,13,40,156,174,329,3879,3026,6904,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,48,36,81,50,39,89,0,0,0,0,0,0,3,0,3,3,0,3,410,550,960,419,634,1060,35,34,66,4796,4286,9084
POA2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,447,1042,30,26,60,21,0,21,5,0,3,0,0,0,9,0,5,38,32,71,700,512,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,9,13,3,9,0,0,0,0,0,0,3,0,3,3,0,3,85,82,166,91,117,208,7,8,12,893,722,1614
POA2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,95,214,0,9,9,6,0,6,0,0,0,0,0,0,4,0,3,10,5,19,140,118,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40,39,72,21,24,41,0,8,8,197,179,381
POA2865,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,156,134,291,4,4,6,6,0,6,4,0,4,0,0,0,0,4,3,16,6,24,194,147,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,27,53,16,16,35,3,8,6,243,192,435
POA2866,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,482,450,931,34,20,49,16,0,16,4,0,5,0,0,0,5,0,6,40,38,78,586,505,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,110,99,210,36,62,98,0,5,4,742,678,1416
POA2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,67,140,3,6,6,3,0,3,7,0,4,0,0,0,0,0,0,8,7,12,96,79,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,27,59,4,15,20,0,0,5,141,126,265
