POA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
POA2079,3065,3162,6226,1517,1009,2530,467,824,1285,176,216,387,68,81,148,2229,2134,4359,789,971,1762,3.1,3.8,3.4,72.7,67.5,70,70.4,64.9,67.6,279,322,605,73,143,212,701,829,1527,309,401,706,601,275,876,22,43,63,58,86,147,686,408,1091,3380,3345,6725,409,444,853,2400,2368,4768,1191,1233,2424
POA2080,664,704,1368,302,197,496,106,188,295,34,50,82,14,5,21,457,438,898,193,252,448,3.3,1.6,2.4,69.2,62.3,65.6,66.9,61.3,64,64,82,148,17,33,52,114,161,272,83,83,170,143,70,216,12,9,20,11,20,37,164,101,270,744,776,1519,93,88,183,571,592,1162,223,244,472
POA2081,2062,2156,4218,1018,634,1653,287,622,906,146,167,309,49,31,85,1498,1457,2956,549,673,1221,3.5,2.4,2.9,72.6,67.5,70,70,65.9,67.9,187,184,367,60,78,133,445,549,994,201,290,488,486,224,704,22,27,49,60,92,149,565,339,903,2398,2439,4837,203,198,405,1810,1820,3635,675,674,1349
POA2082,2092,2161,4251,964,592,1562,314,624,949,118,146,264,50,32,84,1457,1399,2853,608,732,1337,3.6,2.1,2.9,69.7,64.7,67.2,67.2,63.4,65.2,163,173,339,38,91,133,416,552,968,226,266,487,511,208,725,23,33,59,46,93,142,587,335,919,2383,2427,4809,256,228,479,1866,1914,3778,634,625,1257
POA2083,725,715,1443,258,155,414,129,184,314,54,63,117,17,10,34,461,417,878,226,258,479,4.1,3.3,3.8,63,58.4,60.8,60.4,56.5,58.5,70,102,172,17,28,45,120,152,271,53,88,140,174,61,235,7,12,23,26,13,35,204,90,297,698,660,1360,86,93,179,507,477,981,247,247,494
POA2084,1537,1548,3081,628,363,993,260,388,650,84,107,189,35,14,46,1011,865,1877,486,646,1130,3.2,1.8,2.6,65.9,56.1,61,63.8,55.1,59.4,111,104,211,25,64,94,348,330,676,141,223,366,354,124,477,8,23,28,27,71,100,394,214,605,1676,1606,3278,173,180,353,1195,1155,2348,581,570,1147
POA2085,4371,4855,9225,1874,1167,3041,633,1162,1796,241,353,598,94,72,165,2842,2754,5594,1483,2014,3499,3.3,2.6,3,65,56.7,60.6,62.8,55.3,58.8,344,341,682,89,173,264,1038,1092,2130,473,693,1169,736,338,1075,31,60,90,105,158,263,869,557,1427,4846,5177,10028,542,568,1109,3678,3896,7572,1490,1617,3111
POA2086,5512,5744,11256,2549,1577,4127,795,1510,2302,324,398,724,136,106,247,3801,3592,7397,1508,1887,3389,3.6,3,3.3,69,62.6,65.7,66.5,60.7,63.6,499,479,979,119,217,341,1270,1531,2804,533,715,1244,988,413,1404,33,68,99,120,191,308,1139,670,1807,6046,6127,12173,773,771,1543,4427,4581,9005,2022,1998,4021
POA2087,4889,5393,10278,2144,1369,3513,765,1378,2145,235,327,564,123,90,206,3264,3165,6432,1508,2055,3559,3.7,2.8,3.2,66.8,58.7,62.5,64.3,57.1,60.5,601,529,1137,112,207,316,1262,1464,2730,437,636,1079,635,275,908,31,60,90,108,155,258,767,484,1254,5565,5835,11402,608,613,1220,4194,4414,8603,1716,1788,3504
POA2088,10433,12666,23101,4936,3914,8849,1528,2406,3933,454,653,1108,232,282,512,7153,7257,14409,2962,5046,8010,3.3,3.9,3.6,68.5,57.3,62.4,66.3,55,60.1,1856,1859,3712,308,505,814,3717,4399,8111,794,1467,2259,692,400,1094,31,69,103,136,299,439,862,763,1631,10069,11876,21945,2136,2474,4600,6425,7649,14071,5260,6179,11440
POA2089,4475,5227,9703,2492,2234,4726,590,943,1535,186,303,489,145,123,263,3405,3607,7011,890,1424,2314,4.1,3.3,3.7,76.1,68.9,72.2,72.9,66.7,69.6,733,859,1591,137,236,381,1649,1879,3527,425,621,1040,336,213,550,27,31,55,67,114,184,433,360,791,3781,4220,7999,1155,1441,2590,1973,2315,4293,2732,3124,5853
POA2090,5153,6196,11351,2643,2484,5131,739,1139,1882,214,339,552,141,133,276,3739,4101,7834,1265,1902,3168,3.7,3.3,3.5,72.5,66.2,69,69.8,64,66.6,896,982,1881,165,288,453,1839,2247,4084,471,723,1192,399,224,620,21,46,69,78,145,223,494,408,908,4662,5422,10080,1234,1439,2669,2693,3166,5860,2917,3407,6325
POA2092,2694,2872,5571,1296,773,2076,390,693,1085,111,180,288,63,51,115,1870,1699,3562,743,1083,1831,3.5,3,3.3,69.3,59,64,66.9,57.2,61.9,356,300,656,63,93,159,883,912,1793,215,357,570,273,135,409,11,30,35,46,81,124,330,241,570,3009,3070,6078,442,462,903,2056,2163,4223,1219,1196,2417
POA2093,8683,9542,18220,4299,2908,7201,1351,2419,3769,418,649,1068,209,187,400,6280,6159,12439,2183,3169,5349,3.3,3.1,3.2,72.4,64.6,68.3,69.9,62.6,66.1,1095,1015,2113,248,409,660,2699,3014,5713,769,1211,1978,1071,500,1568,42,93,137,158,253,408,1266,844,2117,9229,9856,19089,1573,1745,3316,6140,6633,12768,4156,4411,8563
POA2094,2307,2629,4936,1185,934,2117,347,636,983,97,153,253,59,53,115,1692,1777,3469,535,777,1316,3.5,3,3.3,73.5,67.4,70.3,70.9,65.4,68,337,384,714,68,117,190,756,910,1672,245,304,544,240,104,350,10,23,33,35,79,118,292,210,500,2130,2475,4604,535,558,1091,1260,1461,2719,1265,1403,2665
POA2095,6815,7037,13851,3631,2699,6328,940,1392,2336,257,379,639,172,169,339,5006,4636,9640,1476,2064,3543,3.4,3.6,3.5,73.4,65.9,69.6,70.9,63.5,67.2,1073,1045,2115,160,243,404,2512,2609,5124,544,703,1244,581,275,857,33,51,85,102,155,257,710,480,1197,5542,5682,11224,1896,1986,3878,2903,3042,5939,4218,4327,8545
POA2096,5944,6114,12057,3129,2322,5453,874,1458,2327,327,468,789,138,107,244,4466,4355,8815,1309,1618,2925,3,2.5,2.8,75.1,71.2,73.1,72.8,69.4,71.1,640,673,1310,152,240,392,1739,2182,3927,546,769,1320,987,332,1323,37,70,104,103,153,257,1120,552,1682,5654,5700,11356,1280,1378,2658,3449,3447,6898,3146,3299,6444
POA2097,6224,6592,12818,2874,1878,4753,1055,1754,2804,334,510,842,122,117,238,4384,4254,8638,1659,2159,3818,2.8,2.7,2.7,70.5,64.6,67.4,68.5,62.8,65.6,420,421,840,115,225,337,1277,1633,2911,639,924,1559,1439,524,1963,42,90,135,111,226,336,1588,838,2431,6482,6727,13209,942,989,1927,4487,4660,9147,2578,2718,5292
POA2099,16939,18076,35013,7804,5483,13287,2897,4499,7394,1017,1374,2397,475,368,844,12201,11717,23926,4127,5668,9790,3.9,3.1,3.5,72,64.8,68.3,69.2,62.8,65.9,1287,1393,2679,282,540,821,3530,4549,8078,1752,2408,4153,3402,1563,4966,135,222,360,330,546,875,3864,2330,6195,16564,17377,33941,3239,3312,6552,10169,10862,21027,8586,8785,17366
POA2100,8408,8938,17349,3968,2690,6655,1358,2268,3627,434,668,1100,202,167,371,5965,5791,11758,2198,2790,4981,3.4,2.9,3.2,70.9,64.8,67.8,68.5,62.9,65.6,684,658,1339,155,319,468,1806,2283,4091,822,1154,1971,1652,680,2325,64,122,179,156,292,447,1870,1090,2962,9080,9339,18418,1232,1290,2526,6494,6631,13118,3277,3492,6775
POA2101,7809,8418,16222,3357,2174,5525,1270,2144,3407,431,565,1000,145,130,271,5201,5004,10204,2286,3053,5339,2.8,2.6,2.7,66.6,59.5,62.9,64.8,58,61.2,453,542,996,142,311,448,1508,1917,3425,792,1206,1997,1923,714,2641,46,107,157,176,290,470,2151,1118,3265,7874,8273,16150,1251,1330,2585,5223,5541,10762,3433,3598,7029
POA2102,2991,3471,6461,1430,893,2321,455,917,1373,160,254,416,57,56,116,2096,2120,4213,718,1097,1818,2.6,2.7,2.7,70.2,61,65.2,68.4,59.3,63.5,229,208,435,48,101,147,568,816,1382,326,501,828,644,310,955,19,43,61,76,115,193,741,471,1209,3169,3443,6614,526,599,1122,1987,2172,4158,1493,1637,3127
POA2103,4328,4680,9004,1741,1112,2853,719,1184,1902,239,300,541,110,85,193,2813,2687,5491,1272,1723,2993,3.9,3.2,3.5,65,57.3,61,62.5,55.5,58.8,288,284,575,70,118,193,830,1075,1905,418,695,1118,1000,331,1329,15,65,82,108,188,291,1124,581,1701,4286,4548,8832,631,658,1288,3017,3219,6240,1711,1800,3511
POA2104,1503,1791,3294,501,267,760,217,317,536,51,82,138,30,24,56,805,691,1493,637,1001,1634,4.1,3.2,3.7,53.5,38.6,45.4,51.3,37.3,43.7,134,98,221,25,45,69,361,364,725,153,255,413,260,105,361,3,25,30,36,72,108,298,199,495,1417,1670,3086,233,245,481,1068,1277,2340,534,590,1125
POA2105,867,833,1707,322,178,499,149,214,366,37,49,90,15,19,35,533,457,987,298,340,636,3.2,4.2,3.6,61.1,54.8,58,59.1,52.5,55.9,97,98,195,16,35,46,219,239,456,82,111,194,139,38,175,0,5,11,17,25,42,160,65,225,826,807,1634,127,108,234,590,568,1156,334,321,654
POA2106,3900,4108,8010,1754,1080,2837,688,1136,1822,204,305,506,102,69,172,2745,2594,5332,1039,1380,2421,3.6,2.7,3.2,70.3,63.1,66.6,67.8,61.3,64.5,337,273,614,61,162,217,894,1142,2037,433,628,1054,817,306,1125,12,51,66,97,142,244,929,499,1432,3840,4017,7854,665,684,1342,2636,2798,5434,1666,1706,3376
POA2107,6016,6358,12372,2402,1357,3758,1079,1750,2837,291,447,740,143,115,257,3921,3672,7593,1930,2475,4406,3.7,3.1,3.4,65.1,57.8,61.4,62.7,56,59.2,559,527,1084,118,259,371,1447,1644,3087,624,1004,1622,1085,430,1517,39,80,117,155,224,381,1282,729,2010,6325,6565,12892,867,903,1769,4460,4668,9127,2447,2549,4997
POA2108,814,835,1650,283,159,438,145,168,315,41,52,95,23,10,35,489,391,876,284,405,687,4.5,2.6,3.6,60.2,46.5,53.3,57.5,45.3,51.3,105,77,182,14,25,37,247,230,481,55,124,180,127,44,170,3,4,7,14,26,39,145,76,216,731,761,1496,136,131,272,493,493,986,355,373,724
POA2110,3745,4163,7908,1537,955,2492,565,844,1411,199,224,419,77,71,148,2379,2090,4474,1138,1699,2830,3.4,3.3,3.3,63.5,50.3,56.5,61.4,48.6,54.7,570,510,1086,100,169,270,1094,1161,2258,267,454,714,318,149,466,21,47,69,58,98,156,394,295,688,3834,3981,7821,473,541,1017,2779,2913,5692,1366,1444,2815
POA2111,6058,6655,12721,2964,2282,5253,796,1376,2173,352,423,774,153,138,293,4264,4222,8493,1580,2178,3755,3.6,3.3,3.4,70.4,63.4,66.7,67.9,61.3,64.5,675,768,1447,141,241,376,1730,1977,3708,604,796,1401,835,401,1243,29,65,94,112,163,273,977,632,1605,6010,6378,12389,1069,1134,2207,3835,4157,7988,2923,3043,5968
POA2112,15023,16240,31264,6608,5061,11667,2180,3200,5377,998,1112,2111,464,464,926,10252,9831,20079,4134,5686,9819,4.5,4.7,4.6,68.2,60.5,64.2,65.2,57.7,61.3,2025,2141,4172,244,456,704,4050,4645,8691,1354,1691,3054,2010,993,3004,94,159,251,227,394,615,2323,1548,3873,14375,15202,29574,3077,3247,6327,8512,9048,17569,7998,8463,16466
POA2113,11614,12164,23780,5280,4059,9335,1612,2254,3868,642,862,1498,470,433,897,8007,7603,15604,2852,3890,6745,5.9,5.7,5.8,68.9,62.5,65.6,64.9,59,61.8,2060,2118,4180,209,364,568,3418,3781,7201,925,1070,1994,1099,541,1640,51,80,130,136,265,404,1286,883,2170,9652,10143,19798,3119,3158,6273,5020,5319,10338,7091,7333,14428
POA2114,10348,10844,21193,4652,3556,8207,1427,2133,3560,657,689,1348,383,328,711,7120,6702,13825,2852,3707,6560,5.4,4.9,5.1,68.8,61.8,65.2,65.1,58.8,61.9,1580,1609,3194,193,365,561,3043,3326,6363,958,1165,2121,1136,574,1715,56,79,136,145,243,384,1342,899,2239,9421,9669,19089,2491,2496,4992,5903,5999,11904,5404,5603,11007
POA2115,5029,5075,10108,1824,1414,3235,615,875,1489,538,393,935,163,155,317,3138,2833,5976,1640,1976,3616,5.2,5.5,5.3,62.4,55.9,59.2,59.1,52.9,56,404,455,854,48,125,172,991,1166,2157,486,547,1033,831,387,1218,50,65,116,71,119,193,953,575,1530,5141,5079,10219,771,820,1595,3236,3220,6456,2303,2347,4648
POA2116,2878,2977,5851,1068,802,1870,364,563,927,297,206,498,101,98,198,1823,1669,3492,892,1153,2041,5.4,6,5.7,63.3,56.2,59.7,59.9,52.8,56.3,260,229,488,29,71,102,617,684,1305,243,338,582,454,234,692,17,37,53,40,60,106,516,333,847,2870,2931,5800,496,522,1019,1868,1922,3795,1307,1304,2605
POA2117,8671,9199,17871,3027,2372,5399,1155,1713,2874,768,597,1369,285,215,501,5237,4906,10138,3051,3899,6950,5.4,4.4,4.9,60.4,53.3,56.7,57.1,51,53.9,881,867,1753,132,242,373,1927,2188,4119,753,992,1746,1230,624,1854,61,120,182,154,230,386,1449,977,2424,8975,9191,18167,1367,1390,2755,5848,6085,11936,3897,3941,7836
POA2118,10754,11151,21910,4177,2857,7033,1394,2167,3560,854,732,1580,349,310,658,6769,6064,12837,3654,4777,8433,5.2,5,5.1,63,54.4,58.6,59.7,51.6,55.6,1627,1482,3114,223,312,534,2994,3167,6158,949,1256,2199,1118,553,1678,70,86,161,166,239,406,1352,890,2239,11240,11465,22706,2107,2054,4158,7147,7325,14475,5500,5519,11023
POA2119,4674,5271,9949,2072,1486,3555,647,1188,1830,220,265,491,138,117,254,3072,3058,6135,1469,2054,3527,4.5,3.9,4.2,65.8,58,61.7,62.9,55.7,59.1,981,780,1764,125,221,343,1425,1686,3118,372,536,908,421,185,601,20,54,73,56,137,196,496,371,874,4985,5645,10631,608,666,1274,3600,4030,7625,1791,2070,3863
POA2120,8172,8612,16788,3712,2600,6310,1162,2094,3259,403,492,897,267,205,475,5548,5395,10937,2461,3053,5516,4.8,3.8,4.3,67.9,62.6,65.2,64.6,60.2,62.4,1291,1175,2468,256,356,610,2279,2604,4882,771,1019,1792,917,479,1402,51,100,156,132,232,364,1109,812,1921,8761,9080,17841,1228,1205,2435,6270,6621,12890,3293,3266,6557
POA2121,13273,14285,27555,5941,4347,10288,1832,2783,4612,859,901,1764,453,480,934,9088,8512,17601,3851,5400,9248,5,5.6,5.3,68.5,59.6,63.9,65,56.2,60.5,2836,2641,5477,339,505,837,4264,4633,8897,1077,1343,2425,912,558,1473,67,93,154,165,270,434,1138,920,2062,12949,13720,26669,3087,3256,6339,7431,7934,15367,7878,8304,16178
POA2122,12575,13491,26065,4749,3536,8286,1847,2535,4382,806,834,1642,462,389,858,7865,7293,15164,4204,5678,9881,5.9,5.3,5.6,62.6,54.1,58.2,58.9,51.2,54.9,2179,2069,4251,234,421,657,3502,3782,7288,1022,1355,2381,1142,600,1743,60,122,184,160,305,468,1371,1028,2398,11828,12614,24443,2644,2601,5244,7234,7891,15127,6571,6692,13263
POA2125,6558,6902,13455,2953,1958,4913,948,1557,2501,329,436,767,198,125,320,4434,4073,8507,2023,2706,4726,4.5,3,3.8,67.6,59,63.2,64.5,57.2,60.8,1044,846,1887,189,268,458,1911,2090,3998,550,776,1324,709,360,1074,30,61,91,131,219,346,870,637,1509,7155,7411,14563,804,744,1552,5450,5647,11100,2177,2186,4357
POA2126,7510,7987,15493,3446,2380,5827,973,1669,2645,353,411,757,239,205,440,5010,4661,9671,2318,3019,5337,4.7,4.4,4.6,66.7,58.4,62.4,63.5,55.8,59.6,1367,1075,2439,200,277,484,2184,2458,4636,681,870,1547,662,371,1024,40,60,105,119,209,327,818,640,1454,8162,8409,16573,961,937,1900,5895,6115,12015,2903,2893,5797
POA2127,9554,9951,19504,4716,3781,8495,1254,1648,2905,827,800,1627,385,398,780,7183,6621,13801,1950,2898,4843,5.4,6,5.7,75.2,66.5,70.8,71.2,62.6,66.8,1805,1975,3777,188,291,478,3004,3336,6335,982,1034,2009,793,464,1259,55,56,111,113,150,256,956,670,1629,7557,7816,15374,3167,3281,6449,2828,2918,5748,7249,7536,14781
POA2128,2136,1055,3191,321,254,575,148,170,319,94,76,170,45,27,68,612,524,1133,1479,480,1965,7.2,5,6.2,28.6,49.5,35.5,26.6,47,33.3,71,83,156,17,29,41,191,206,398,96,110,203,149,63,211,5,6,9,9,13,27,166,84,247,899,825,1725,212,198,409,507,480,989,526,480,1008
POA2130,2888,3253,6145,1445,1343,2789,432,693,1127,143,188,330,98,89,189,2117,2323,4438,637,832,1470,4.6,4,4.3,73.2,71.4,72.2,69.8,68.6,69.2,411,570,982,86,153,248,919,1148,2069,257,284,541,294,177,463,13,23,33,28,56,86,332,246,584,2544,2814,5351,656,788,1446,1449,1551,3004,1609,1900,3508
POA2131,9885,10352,20234,3702,3093,6797,1649,2065,3716,681,650,1334,460,347,802,6494,6151,12645,2912,3709,6622,7,5.6,6.3,65.7,59.4,62.5,61.1,56.1,58.5,1305,1393,2701,211,358,567,2707,2973,5682,961,1097,2055,936,572,1509,47,95,147,156,198,350,1142,863,2005,8178,8590,16772,2510,2518,5030,4599,5045,9642,5628,5573,11200
POA2132,4281,4703,8989,1635,1308,2945,555,898,1449,288,288,578,152,95,247,2632,2584,5215,1460,1892,3351,5.8,3.6,4.7,61.4,54.9,58,57.9,52.9,55.3,500,580,1081,89,167,255,1056,1214,2265,318,454,773,468,247,714,26,60,87,56,76,136,558,384,943,4192,4592,8782,629,702,1331,3006,3307,6312,1602,1799,3401
POA2133,4250,4670,8919,1470,1274,2741,601,877,1471,375,333,703,120,100,217,2558,2570,5131,1527,1936,3459,4.7,3.7,4.2,60.2,55.1,57.6,57.4,53.1,55.1,308,390,695,68,108,177,792,1062,1857,391,504,893,663,373,1037,25,40,61,73,106,187,760,525,1287,4407,4817,9220,571,561,1128,3276,3589,6860,1481,1546,3029
POA2134,8068,8389,16461,2324,1904,4229,1378,1630,3009,601,626,1234,447,324,771,4746,4484,9237,2752,3376,6129,9.4,7.2,8.3,58.9,53.5,56.1,53.3,49.6,51.4,992,1136,2128,106,160,271,2017,2158,4176,835,922,1765,499,359,851,29,69,102,72,107,183,599,538,1140,5705,6092,11795,2604,2655,5258,2895,3156,6048,5136,5285,10424
POA2135,11755,11235,22983,3960,2878,6834,2478,2570,5048,752,718,1471,590,372,966,7781,6541,14318,3347,4129,7478,7.6,5.7,6.8,66.2,58.2,62.3,61.1,54.9,58.1,1588,1314,2902,192,307,501,3403,3275,6683,1349,1313,2662,769,455,1223,47,79,126,140,198,341,960,724,1686,9459,9418,18875,3105,2605,5711,5665,6038,11711,6460,5600,12060
POA2136,3143,3334,6478,1181,882,2057,437,635,1070,245,234,481,138,87,228,1997,1837,3832,1003,1301,2302,7,4.7,5.9,63.4,55.1,59.1,59,52.4,55.6,325,313,635,41,91,130,686,834,1516,261,355,618,441,210,654,20,26,46,61,65,127,523,305,828,3062,3227,6290,526,517,1041,2148,2260,4403,1281,1317,2595
POA2137,10908,12068,22983,4681,3594,8274,1595,2504,4101,654,775,1428,303,279,583,7233,7154,14379,3329,4519,7854,4.2,3.9,4,66.3,59.2,62.6,63.5,56.9,60,1194,1287,2481,233,399,635,2618,3164,5779,1083,1483,2567,1691,735,2423,59,113,175,205,353,557,1955,1207,3162,10741,11695,22439,1914,1969,3887,7185,7863,15049,4888,5272,10159
POA2138,8416,8934,17358,3719,3003,6727,1125,1514,2637,546,612,1157,296,286,582,5689,5413,11098,1999,2858,4858,5.2,5.2,5.2,67.5,60.6,64,64,57.4,60.6,1505,1629,3135,152,271,421,2545,2841,5383,654,854,1503,708,314,1013,40,50,87,96,145,246,843,506,1341,6578,6917,13497,2441,2631,5076,3687,3942,7633,4817,5140,9957
POA2140,9222,8251,17476,3771,2588,6362,1666,1673,3338,660,584,1251,460,392,847,6554,5239,11794,2031,2522,4557,7,7.4,7.2,71.1,63.5,67.5,66.1,58.8,62.7,1686,1363,3047,127,193,321,2693,2592,5290,934,835,1770,590,397,983,29,41,73,82,97,184,701,534,1235,7021,6530,13553,3052,2632,5678,2745,2742,5490,6736,5898,12637
POA2141,14349,13357,27700,4129,3074,7205,1950,2357,4303,1402,1086,2486,668,457,1126,8145,6971,15117,5208,5691,10899,8.2,6.6,7.4,56.8,52.2,54.6,52.2,48.8,50.5,1095,1090,2188,132,226,355,2953,3129,6081,1356,1477,2835,1284,750,2029,72,127,200,184,230,416,1538,1108,2647,12250,11679,23928,3344,3092,6434,7350,7403,14745,7448,6696,14139
POA2142,12126,10666,22791,3163,2245,5403,1817,1761,3579,1026,644,1670,662,390,1054,6660,5041,11702,4264,4709,8977,9.9,7.7,9,54.9,47.2,51.3,49.5,43.6,46.7,1201,1009,2207,107,168,277,2202,2107,4310,1059,1100,2158,1106,682,1785,71,98,166,129,182,308,1304,959,2263,10550,9699,20250,2708,2244,4958,5976,5930,11909,6436,5306,11742
POA2143,3955,3865,7829,1060,758,1822,432,551,985,347,287,637,196,134,331,2038,1734,3773,1691,1916,3613,9.6,7.7,8.7,51.5,44.8,48.2,46.6,41.4,44,226,200,426,43,69,109,672,718,1385,282,390,675,503,238,740,28,45,71,57,78,138,594,363,953,4065,3967,8035,567,522,1085,2709,2728,5440,1656,1517,3172
POA2144,17969,14464,32427,3541,2135,5672,2804,2393,5195,1542,847,2386,1112,605,1725,8998,5979,14977,7144,7149,14298,12.4,10.1,11.5,50.1,41.4,46.2,43.9,37.2,40.9,1465,1027,2489,118,194,312,2667,2312,4977,1545,1432,2975,1215,691,1906,85,127,210,152,189,344,1458,1000,2455,15423,13217,28639,4190,3069,7255,8776,8286,17063,9589,6992,16579
POA2145,35066,34829,69892,13759,9630,23392,4225,5655,9883,2653,2197,4855,1254,1228,2482,21891,18719,40609,10369,13427,23794,5.7,6.6,6.1,62.4,53.7,58.1,58.9,50.2,54.5,4887,4184,9066,556,696,1251,7351,8176,15528,2707,3115,5822,4438,2282,6725,190,373,560,434,671,1104,5069,3326,8387,33678,33720,67400,7061,6546,13607,20203,20853,41059,17976,16972,34950
POA2146,7783,7636,15419,3054,2141,5198,1019,1426,2440,710,507,1218,293,256,546,5077,4329,9405,2298,2939,5231,5.8,5.9,5.8,65.2,56.7,61,61.4,53.4,57.4,968,858,1824,125,182,303,1480,1735,3217,705,747,1453,1202,571,1772,60,89,150,112,166,282,1370,827,2204,7804,7794,15603,1365,1207,2574,4838,5010,9850,3733,3436,7172
POA2147,14989,15072,30061,5428,3943,9372,1792,2762,4555,1480,1097,2577,519,424,945,9218,8229,17449,4935,6056,10987,5.6,5.2,5.4,61.5,54.6,58,58,51.8,54.9,1081,1088,2171,214,337,544,2244,2966,5207,1305,1491,2802,2882,1471,4357,125,229,356,258,376,635,3272,2071,5343,15351,15328,30680,2095,2080,4179,10682,10874,21556,5787,5610,11396
POA2148,27312,27194,54509,9561,6679,16237,3810,4718,8532,2510,1844,4348,1104,962,2067,16981,14201,31182,8435,11181,19614,6.5,6.8,6.6,62.2,52.2,57.2,58.1,48.7,53.4,1964,2230,4201,264,493,763,4419,5149,9564,2553,2617,5177,4459,2462,6918,210,351,563,399,598,997,5061,3412,8473,26696,26397,53098,4758,4612,9365,16435,16479,32914,12971,12598,25567
POA2150,15570,13907,29474,7283,4509,11795,2323,2413,4739,1036,866,1903,675,768,1441,11318,8560,19877,3110,4396,7503,6,9,7.3,72.7,61.6,67.4,68.3,56,62.5,3206,2814,6015,273,311,590,4915,4348,9268,1271,1225,2492,936,619,1557,48,71,122,114,133,252,1105,830,1934,11658,10896,22554,5260,4610,9874,4267,4231,8494,11643,10273,21920
POA2151,8482,8816,17296,3389,2573,5962,996,1561,2560,683,617,1294,297,261,554,5360,5010,10370,2615,3341,5962,5.5,5.2,5.4,63.2,56.8,60,59.7,53.9,56.7,960,1024,1980,168,282,448,2043,2265,4305,809,975,1785,1193,590,1781,61,86,151,126,243,366,1378,922,2301,8237,8520,16758,1527,1516,3042,5277,5509,10786,3966,4064,8034
POA2152,4234,4806,9036,1747,1450,3192,498,884,1380,374,324,700,130,133,256,2742,2785,5527,1323,1818,3137,4.6,4.7,4.7,64.8,58,61.2,61.8,55.2,58.3,406,465,871,78,154,229,924,1168,2092,415,530,948,761,392,1153,39,71,106,79,153,235,879,616,1491,4330,4783,9109,748,774,1520,2802,3171,5974,1955,2104,4059
POA2153,24079,25768,49847,10876,7677,18548,3154,5401,8553,1569,1675,3249,718,634,1353,16316,15388,31699,7112,9600,16704,4.4,4.1,4.3,67.8,59.7,63.6,64.8,57.2,60.9,3153,3023,6179,504,779,1282,5792,6780,12567,2280,2900,5177,3886,1734,5622,139,267,404,437,701,1137,4463,2703,7165,25807,26773,52573,3900,4097,7999,17876,18604,36475,10250,10678,20927
POA2154,15739,17300,33037,6999,4722,11720,2156,3537,5694,862,1072,1928,494,401,903,10509,9731,20242,4772,6955,11727,4.7,4.1,4.4,66.8,56.3,61.3,63.6,53.9,58.6,2355,2063,4417,351,578,929,4229,4646,8869,1385,1985,3367,1959,946,2906,77,179,256,261,465,729,2297,1588,3889,16633,17781,34413,2360,2474,4831,11418,12272,23694,6754,7194,13949
