POA_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA2165,26,70,306,577,668,777,714,508,224,3873,9,59,317,427,572,816,652,462,205,3523,199,201,451,439,440,430,336,215,95,2797,1347,2981,5678,5690,5900,5740,4068,2226,791,34421
POA2166,8,22,151,369,741,1184,834,482,272,4075,7,36,200,338,768,1219,810,424,331,4137,233,231,532,488,552,519,351,279,231,3413,1632,4103,7198,6456,7529,7425,4714,2214,1202,42480
POA2167,0,0,5,12,19,52,46,52,43,227,0,0,4,5,13,10,6,9,4,60,27,31,75,62,50,44,65,110,150,621,242,625,1522,1754,1253,1052,709,416,319,7887
POA2168,14,28,140,266,373,586,637,354,108,2505,0,19,101,178,300,502,358,205,90,1762,221,194,425,458,370,432,265,180,50,2591,1617,3383,5688,5573,5567,5900,3370,1596,469,33158
POA2170,40,46,262,468,598,906,1182,1025,539,5059,12,61,308,372,436,635,545,390,181,2940,452,568,1481,1339,939,919,814,723,506,7727,3266,7735,16962,16357,14154,12359,8531,4857,1952,86175
POA2171,9,12,45,119,173,256,327,216,88,1241,5,18,66,71,136,214,192,115,75,889,105,108,182,228,196,153,100,45,13,1137,1324,2752,4707,5927,5507,4023,2206,821,260,27524
POA2172,0,0,3,0,5,0,16,8,4,37,0,0,0,4,4,5,8,3,4,21,0,4,3,0,9,5,7,5,0,40,86,187,318,383,477,399,210,84,17,2167
POA2173,0,3,6,18,20,38,53,46,23,201,0,0,8,9,10,12,9,6,4,57,54,81,116,87,51,51,27,17,7,497,519,1186,2237,2290,2060,1553,715,313,89,10959
POA2174,0,0,9,17,23,39,61,18,16,182,0,5,9,15,12,43,29,14,15,144,34,38,120,136,86,44,13,8,0,479,325,834,2201,2435,1345,726,378,108,38,8383
POA2175,0,0,0,0,8,8,49,68,24,164,0,0,0,0,4,11,13,10,4,41,14,14,13,19,18,16,14,14,4,124,63,128,178,183,256,257,191,149,48,1442
POA2176,8,47,189,382,389,704,1009,784,373,3893,4,41,214,213,386,635,596,403,247,2733,148,114,251,285,288,276,324,246,170,2106,1421,3381,5976,5624,6231,7054,5746,2700,1063,39197
POA2177,6,11,37,82,171,299,266,148,116,1139,0,10,45,63,179,318,250,121,74,1067,58,51,118,124,103,133,94,42,16,735,553,1195,2289,2022,2197,2378,1680,630,265,13210
POA2178,0,0,3,9,19,23,96,71,31,262,0,0,4,9,9,18,20,18,19,86,10,21,32,29,36,30,35,15,3,211,170,316,419,429,627,552,477,230,105,3313
POA2179,0,5,19,39,54,71,149,125,44,505,0,4,15,32,27,51,64,47,18,255,29,37,126,135,75,79,84,111,121,808,296,838,3327,2774,1448,1142,948,565,229,11571
POA2190,5,0,26,77,152,241,333,306,155,1298,0,0,31,34,98,153,234,161,81,795,151,151,266,269,255,211,173,98,43,1617,985,1922,3380,3451,3193,2943,2104,1182,498,19660
POA2191,0,0,0,8,16,50,98,88,45,311,0,0,4,0,8,16,38,50,23,139,21,17,36,43,36,49,26,25,13,261,189,350,746,842,926,807,586,396,151,4996
POA2192,0,0,5,21,60,115,225,238,92,771,0,4,15,11,32,67,81,109,58,375,45,90,203,203,141,145,117,93,85,1117,328,960,2193,1879,1804,1598,1154,767,333,11013
POA2193,0,0,13,17,38,85,211,285,125,776,0,7,23,19,27,38,61,96,66,341,17,63,213,128,95,66,74,36,21,712,340,1116,3285,2734,2260,2041,1401,875,330,14373
POA2194,0,19,63,94,195,200,276,223,123,1200,0,22,85,91,133,172,121,119,78,817,50,224,557,400,291,229,174,144,104,2184,420,2249,5444,4095,3356,3010,1894,994,522,21976
POA2195,0,16,170,153,153,191,263,207,76,1239,4,8,157,112,98,129,126,104,51,789,107,156,563,404,245,197,126,122,117,2047,571,1675,5401,4353,2591,2217,1487,843,386,19534
POA2196,5,6,57,103,171,354,433,383,170,1680,6,8,46,67,99,198,254,221,130,1023,139,161,376,308,269,240,193,135,70,1892,1049,2461,4927,4388,4096,3677,2518,1504,611,25232
POA2197,0,0,19,43,64,84,97,100,47,461,0,0,8,16,34,64,56,36,15,226,45,64,112,121,108,105,96,53,47,769,318,668,1295,1245,1161,1098,791,471,221,7273
POA2198,0,0,11,25,23,57,93,144,93,453,0,0,6,10,18,27,27,16,19,121,55,47,89,111,93,54,69,97,117,732,295,580,1118,1252,1180,878,803,675,329,7106
POA2199,3,5,34,69,120,212,259,183,92,976,0,9,35,48,84,127,110,82,45,544,93,103,254,204,173,152,125,83,39,1225,599,1394,2794,2448,2247,2204,1611,782,385,14473
POA2200,7,5,89,158,274,419,471,465,219,2105,0,19,86,103,174,323,285,213,138,1355,217,279,701,638,395,388,338,277,236,3473,1341,3480,8029,6616,5429,5084,3455,1892,905,36243
POA2203,0,0,3,11,17,49,106,201,89,479,0,0,7,4,14,19,37,67,45,189,17,63,164,104,74,71,62,33,21,611,215,756,2679,2388,2036,1566,954,607,224,11431
POA2204,4,0,15,17,51,140,310,405,206,1150,0,3,19,12,39,112,136,192,107,625,29,102,272,197,154,145,119,119,55,1192,415,1565,5696,4354,3567,2692,1913,1272,555,22029
POA2205,0,0,21,33,39,90,155,150,52,543,0,13,69,40,36,83,69,56,44,401,62,188,625,267,176,136,87,105,72,1725,419,2424,8481,4247,2198,1735,1170,662,270,21614
POA2206,0,0,4,23,34,124,358,536,237,1321,0,0,8,8,20,49,115,126,86,411,37,27,109,79,104,103,106,142,156,868,463,1046,1936,2432,3089,2467,1870,1519,736,15558
POA2207,0,9,22,39,56,144,348,485,264,1359,0,8,16,30,48,61,116,123,80,486,64,74,160,196,125,129,181,218,281,1430,681,1712,3445,3887,3660,3347,2706,1777,1031,22250
POA2208,0,0,3,5,29,77,190,243,135,693,0,4,14,11,13,33,83,84,47,286,24,28,63,64,54,52,48,50,26,407,292,748,1411,1737,1791,1538,1277,827,387,10010
POA2209,0,4,15,23,65,97,217,171,91,692,0,0,17,21,27,56,72,70,40,308,32,33,116,108,78,83,75,56,27,611,334,969,2187,2220,1984,2019,1592,875,424,12592
POA2210,6,4,25,52,86,192,336,308,176,1187,3,7,30,31,57,96,121,97,52,488,81,97,241,232,197,228,221,242,207,1747,807,2043,4104,4195,4218,4238,3306,2254,1106,26274
POA2211,0,0,13,13,37,115,153,128,109,577,0,0,8,9,31,58,51,44,11,214,42,43,113,93,89,82,85,90,140,769,459,1113,2205,2302,2266,2372,1590,1001,579,13882
POA2212,0,5,18,35,41,129,173,146,78,623,0,0,19,15,25,55,64,50,32,260,31,49,126,101,75,75,101,138,180,881,436,1070,2317,2364,2149,2057,1473,794,524,13188
POA2213,4,0,14,34,48,105,172,163,102,643,0,5,6,11,41,55,50,44,19,232,38,34,119,113,82,96,80,75,31,676,607,1334,2680,3244,3182,2907,2039,1086,473,17547
POA2214,0,0,4,0,5,7,31,26,9,84,0,0,4,0,0,6,3,7,0,22,4,6,5,12,5,3,9,18,0,75,114,230,455,509,547,412,441,270,49,3020
POA2216,0,6,28,29,52,144,307,350,168,1096,0,4,37,37,36,53,84,123,60,446,61,139,378,280,217,163,186,150,102,1675,505,2139,5435,4462,3335,2927,2364,1488,636,23291
POA2217,6,0,17,21,42,97,254,374,187,992,0,0,26,28,29,50,79,91,69,375,50,101,388,271,208,227,222,309,345,2126,490,1935,5184,4416,3594,3119,2347,1781,1032,23884
POA2218,0,0,10,15,35,70,198,192,65,589,0,0,18,21,23,36,61,55,40,254,31,79,162,123,83,89,81,58,18,723,318,1209,2874,2401,1958,1961,1457,745,284,13209
POA2219,0,0,7,7,20,48,172,205,99,561,0,0,3,7,4,14,34,50,32,143,40,36,100,106,88,92,89,105,62,719,325,614,1500,1737,2008,1838,1501,1074,441,11029
POA2220,0,5,33,34,62,170,326,274,129,1040,0,17,73,62,63,87,116,101,69,590,60,231,513,192,167,141,138,136,167,1742,626,3729,7613,4420,3479,3705,2675,1417,672,28328
POA2221,0,5,3,18,20,37,129,186,124,522,0,3,17,11,23,38,41,43,51,228,32,27,76,71,80,77,71,85,82,604,449,1115,1718,2049,2418,2288,1672,1044,580,13321
POA2222,0,0,5,5,34,60,86,108,55,362,0,0,17,17,17,27,40,39,16,163,15,64,163,93,63,58,54,53,68,637,246,950,2094,1747,1572,1594,1160,590,284,10228
POA2223,0,4,13,3,26,56,130,135,104,466,0,0,8,0,8,19,26,26,17,108,21,43,100,92,53,87,80,75,117,664,477,1266,2501,3078,2849,2698,2098,1104,563,16634
POA2224,0,0,7,3,20,39,96,116,94,383,0,0,0,0,11,10,23,23,16,98,27,18,30,85,61,54,45,79,54,448,353,757,1287,1716,2068,1780,1517,1325,637,11440
POA2225,0,0,0,0,5,0,14,12,13,42,0,0,0,0,0,0,0,0,0,8,0,10,9,12,11,13,3,5,4,65,137,285,378,757,930,614,516,254,80,3955
POA2226,0,0,5,4,10,26,56,43,50,197,0,0,0,0,0,0,4,10,11,24,11,8,41,50,44,44,45,53,69,375,294,629,1317,1880,1946,1523,1194,627,293,9709
POA2227,0,0,3,4,6,22,44,63,47,191,0,4,0,5,7,10,9,7,4,50,10,16,50,48,47,30,38,44,28,321,372,819,1570,2070,2263,1841,1326,885,367,11517
POA2228,0,0,5,13,29,44,110,142,111,456,0,0,9,13,5,13,15,24,15,101,39,40,118,111,90,65,92,145,156,846,473,1120,2736,2958,2707,2258,1856,1472,919,16490
POA2229,3,6,10,8,23,50,120,128,97,447,0,0,6,6,6,17,16,28,10,91,52,38,176,164,179,144,151,171,241,1316,746,1697,3592,4011,4194,3709,3069,1944,1107,24079
POA2230,0,0,10,10,8,34,89,120,73,354,0,5,3,6,5,6,7,12,10,55,34,57,197,152,141,135,142,113,126,1085,618,1794,4474,3692,4066,4344,3490,1681,783,24944
POA2231,0,0,0,0,4,3,27,11,9,54,0,0,0,0,0,0,0,0,4,9,10,0,0,10,19,7,7,6,0,80,84,109,234,361,367,289,207,120,33,1807
POA2232,6,0,10,24,41,49,120,148,127,527,0,0,8,21,18,11,15,27,13,108,52,56,140,155,110,104,112,144,133,1002,760,1945,4778,5084,4731,3832,2990,2227,1001,27353
POA2233,3,0,3,9,10,31,80,132,62,331,0,0,0,0,3,11,8,10,7,40,17,24,50,64,49,44,70,164,221,704,845,1619,2714,4143,4174,3281,2892,1885,710,22264
POA2234,5,3,4,7,11,54,152,161,99,493,3,7,4,23,8,16,35,32,20,146,29,20,50,63,70,56,69,66,67,490,866,1979,3057,3619,4141,4630,3388,1293,475,23440
POA2250,26,16,44,66,127,255,365,375,297,1569,5,4,21,14,25,33,29,23,46,207,153,170,449,383,410,425,486,540,586,3596,1823,4015,8781,9047,9072,8903,7274,4733,2463,56108
POA2251,7,0,4,16,39,70,179,185,110,611,0,8,4,11,11,13,15,11,7,78,47,41,88,121,119,123,179,226,236,1169,806,1570,2700,3832,4504,4609,4307,2773,1133,26234
POA2256,0,6,18,23,36,90,155,160,93,583,4,0,5,10,9,21,8,13,7,74,50,47,114,87,109,117,166,145,103,942,378,724,1664,1806,2064,2327,2186,1578,674,13400
POA2257,7,3,17,26,45,130,231,225,149,829,0,0,7,12,15,12,16,21,12,105,62,91,175,174,200,203,277,304,148,1639,626,1386,2656,3655,3854,4224,4346,2712,988,24443
POA2258,0,0,0,5,8,18,28,23,11,92,0,0,0,0,5,3,7,0,0,14,25,18,14,29,32,26,17,11,13,179,166,335,579,662,728,778,513,240,71,4079
POA2259,34,16,78,83,147,357,638,507,292,2149,0,0,19,20,25,37,57,53,21,246,201,183,397,384,389,346,484,600,431,3416,2084,3874,7417,7813,8493,7835,7083,4763,1699,51057
POA2260,3,0,6,6,13,34,74,92,71,297,0,0,0,3,0,9,7,3,6,31,46,57,125,147,114,124,131,127,49,920,641,1320,2435,3222,3657,3308,3014,1645,460,19692
POA2261,11,8,47,69,103,235,474,356,287,1589,0,5,13,14,21,21,31,29,23,149,146,150,343,384,304,322,414,480,415,2957,1294,2876,6384,6619,6629,7091,6632,3898,1832,43261
POA2262,12,9,30,26,58,135,205,200,92,765,0,0,3,7,8,11,12,11,4,57,62,63,132,124,113,118,151,147,72,992,620,1250,2813,2310,2603,2624,2203,1466,440,16335
POA2263,16,7,31,40,77,186,274,274,154,1057,0,0,5,5,5,15,25,14,11,94,81,82,213,176,191,187,227,265,187,1597,666,1330,2939,2627,2819,3198,3120,2038,885,19623
POA2264,12,5,20,27,38,82,113,133,83,509,5,0,3,4,3,18,16,9,8,59,33,41,75,71,71,77,103,115,77,659,404,921,1706,1628,1813,2131,2066,1595,615,12880
POA2265,4,0,8,8,14,32,47,49,43,202,0,0,3,0,0,0,4,4,0,25,12,17,29,19,21,24,42,66,76,295,197,384,968,813,809,824,787,560,337,5677
POA2267,0,0,0,0,9,18,21,22,20,88,0,0,0,0,0,0,0,0,0,0,4,4,15,17,12,23,33,33,6,142,69,108,220,298,320,464,533,298,76,2384
POA2278,0,0,4,5,11,17,24,0,5,75,0,0,0,0,0,4,0,0,0,11,3,0,6,0,0,5,6,3,0,24,85,168,326,340,323,366,279,61,15,1964
POA2280,9,9,28,33,46,78,181,165,122,680,4,0,0,8,12,10,6,5,3,51,44,40,101,92,100,98,121,164,116,876,725,1451,2653,3080,3547,3586,3371,2067,813,21289
POA2281,9,5,13,11,32,78,139,114,94,485,0,0,3,0,8,9,3,0,3,35,22,32,42,67,59,86,115,117,61,596,355,698,1166,1648,1998,2331,2225,1341,478,12233
POA2282,0,3,10,14,14,37,81,100,53,309,0,0,0,0,4,4,5,5,3,23,12,23,37,32,43,56,63,53,33,352,443,772,1260,1949,2201,2102,2012,1346,451,12536
POA2283,7,3,15,41,42,120,214,171,111,726,0,0,8,7,9,15,18,15,3,75,51,42,117,124,123,111,149,170,96,995,668,1258,2421,2431,3017,3387,3459,2039,748,19437
POA2284,3,0,10,21,24,72,102,82,75,387,0,0,5,12,11,3,17,4,6,56,26,22,56,74,65,73,83,146,117,669,317,677,1576,1501,1530,1650,1322,848,411,9836
POA2285,10,12,31,36,59,138,220,184,110,805,0,0,12,8,17,12,21,11,13,92,52,60,180,144,118,107,136,232,151,1184,866,2038,4927,4913,4096,3409,2855,1664,653,25420
POA2286,0,0,3,5,7,35,44,42,16,149,0,0,0,3,0,9,8,0,0,20,15,16,22,19,17,19,22,21,6,149,151,271,710,548,554,540,489,244,55,3557
POA2287,12,14,40,54,83,173,261,247,227,1116,0,6,15,30,35,38,36,25,21,211,85,110,239,215,141,164,166,200,175,1488,1141,3022,5938,5496,4874,4172,3473,2081,996,31189
POA2289,0,7,7,16,23,45,71,97,69,332,0,0,3,5,0,20,6,14,9,63,26,44,66,56,54,42,61,62,62,479,491,1295,2565,2869,2656,2133,1546,1178,503,15231
POA2290,10,7,30,40,58,103,203,215,208,884,0,0,7,10,13,12,13,13,14,90,50,58,180,171,122,133,146,183,129,1185,809,1944,4498,4490,4343,4096,3320,2272,1167,26937
POA2291,0,0,7,7,5,14,28,45,38,138,0,0,0,6,0,5,3,4,6,26,20,24,51,36,55,43,44,44,55,383,331,1060,1833,1733,1958,1816,1333,696,340,11096
POA2292,0,0,4,0,10,11,12,12,13,55,0,0,5,0,0,0,0,4,0,15,9,23,46,21,28,9,4,5,0,145,60,259,494,371,337,282,190,88,38,2113
POA2293,0,0,0,0,4,11,11,14,4,48,0,0,0,0,0,4,0,0,0,8,8,7,19,10,5,14,8,5,0,81,47,344,741,435,371,417,282,113,36,2783
POA2294,0,0,3,3,0,11,23,7,9,51,0,0,0,4,0,4,4,0,0,13,5,12,14,16,5,17,8,17,0,90,29,150,412,285,233,260,163,77,31,1648
POA2295,3,0,4,12,13,25,70,76,39,240,0,0,4,0,10,8,9,0,0,36,15,13,32,31,33,53,86,58,48,373,187,326,822,996,878,1035,1239,670,225,6385
POA2296,0,0,0,0,3,4,3,8,3,27,0,0,0,0,0,4,0,0,0,9,3,8,15,14,12,0,8,0,0,58,32,209,450,302,288,206,125,54,12,1678
POA2297,0,0,0,4,0,3,8,0,9,25,0,0,0,0,0,0,0,0,0,10,0,6,5,14,19,6,5,7,0,65,45,155,327,269,250,215,113,52,21,1443
POA2298,3,3,10,18,23,33,52,66,54,263,0,0,8,4,4,12,6,13,7,42,39,56,100,77,67,80,155,223,313,1101,262,974,1887,1252,1146,1064,834,681,594,8693
POA2299,4,13,20,29,23,43,64,85,59,353,0,0,15,22,17,19,13,0,10,107,48,70,161,97,70,68,49,62,81,706,376,1221,2036,1504,1342,1224,867,558,300,9431
POA2300,3,7,11,12,12,29,32,21,18,142,0,0,6,5,0,3,3,5,0,17,15,67,117,100,95,102,66,47,10,612,207,1233,2462,1488,1517,1528,1205,575,153,10373
POA2302,0,0,0,0,0,0,5,4,3,17,0,0,0,0,0,3,0,0,0,3,6,5,26,16,19,11,8,10,6,117,25,134,379,175,144,192,164,128,72,1413
POA2303,0,0,11,10,11,28,53,83,79,281,0,0,4,3,6,3,0,19,11,55,38,60,115,87,110,79,74,45,63,672,217,854,1310,1182,1293,1252,1051,535,274,7972
POA2304,4,5,27,22,41,64,138,116,121,525,0,5,0,15,18,13,13,15,13,87,33,76,142,112,85,85,125,117,165,938,298,1120,3012,2214,1789,1787,1394,767,530,12916
POA2305,0,3,7,13,10,23,52,52,45,208,0,0,0,0,0,3,13,6,14,34,42,39,113,97,93,149,156,209,113,1012,317,764,1409,1774,1905,1712,1372,823,380,10461
POA2306,5,3,11,23,25,56,70,32,11,242,0,0,0,0,7,3,3,0,0,17,40,18,70,64,69,58,65,35,10,436,137,198,455,382,420,432,354,184,46,2603
POA2307,0,0,11,5,5,16,43,33,26,144,0,0,0,4,4,6,3,7,0,23,5,19,50,37,11,16,26,43,12,219,128,505,934,482,361,396,446,369,128,3745
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,199,13,3,0,0,0,0,0,381,492,637,33,4,0,0,0,0,0,1165
POA2311,0,0,0,0,0,8,10,13,3,46,0,0,0,0,0,4,0,0,0,3,3,0,3,3,5,7,8,7,5,35,25,23,88,104,95,168,124,65,22,716
POA2312,0,0,0,4,4,8,12,15,4,47,0,0,0,0,0,0,0,0,0,0,4,4,0,7,9,11,5,11,0,55,35,64,115,157,198,263,209,109,21,1175
POA2315,0,7,14,6,21,57,102,108,71,392,0,0,7,0,7,6,12,0,5,43,34,39,55,45,63,95,139,190,174,837,331,593,1125,1385,1814,2380,2666,1756,652,12691
POA2316,0,3,0,4,10,33,66,43,13,177,0,0,0,5,0,4,0,3,3,9,16,17,16,18,48,53,78,88,19,356,186,274,478,563,841,1043,1137,685,125,5327
POA2317,0,0,9,8,9,32,63,74,46,240,0,0,0,0,3,6,6,3,0,22,9,13,23,16,18,38,50,90,41,306,130,228,470,518,728,991,1123,924,318,5431
POA2318,9,0,24,17,18,58,106,71,28,330,0,0,0,0,7,3,5,5,0,13,23,37,42,48,39,59,93,69,21,431,383,691,1381,1652,1772,1681,1520,823,155,10070
POA2319,0,0,8,3,20,34,81,58,30,248,0,0,0,6,0,0,0,4,0,16,27,15,44,29,47,50,63,46,22,343,169,296,627,638,802,1101,1113,604,163,5511
POA2320,10,18,38,59,85,166,279,249,174,1078,0,8,3,8,14,20,15,9,10,92,86,87,217,237,168,189,177,199,140,1501,1121,2277,5182,5174,4846,4363,3647,1959,725,29290
POA2321,7,9,14,14,29,67,152,77,57,432,0,3,7,5,7,5,5,3,0,28,31,37,112,101,77,62,75,59,13,571,529,1132,3114,2691,2245,2021,1749,863,216,14548
POA2322,13,3,20,40,66,140,203,159,76,723,0,0,13,5,15,20,14,3,0,73,42,55,141,103,96,72,86,92,17,701,661,1560,3885,3203,2865,2642,1965,1022,244,18052
POA2323,18,12,47,23,72,122,213,162,96,759,0,0,8,16,13,17,11,6,5,76,62,70,177,132,127,149,145,124,102,1078,812,1601,3342,3193,3349,3211,2697,1462,543,20201
POA2324,19,5,42,50,90,154,307,203,100,974,5,4,13,9,15,17,11,12,4,87,61,65,187,194,195,192,256,253,135,1541,714,1279,2615,2573,2962,3634,3671,2157,660,20263
POA2325,23,13,58,52,84,218,384,235,146,1216,0,3,8,13,11,24,18,14,4,100,95,244,672,590,437,297,285,256,170,3043,927,1812,4134,3831,3914,3876,3377,1724,730,24326
POA2326,6,6,13,21,26,78,128,64,33,372,0,0,9,4,7,5,5,3,0,30,26,31,45,40,43,35,50,36,10,318,249,469,988,949,944,1005,817,376,97,5903
POA2327,0,5,14,12,30,61,139,65,46,373,0,0,0,0,4,5,4,3,0,22,22,25,76,52,48,54,50,56,33,425,238,523,1156,796,994,914,878,450,209,6165
POA2328,0,0,4,0,9,15,26,30,21,110,0,0,0,0,0,0,3,4,0,15,13,4,20,28,28,20,33,24,8,176,91,132,288,319,339,338,292,160,64,2018
POA2329,0,0,0,3,10,10,33,26,21,108,0,0,0,0,0,4,0,0,0,12,6,3,22,33,26,38,39,12,3,184,52,88,218,230,250,293,299,152,70,1663
POA2330,9,11,39,30,52,100,169,139,95,650,4,0,3,12,4,10,7,5,3,55,81,63,183,154,169,153,137,77,27,1045,671,1188,3025,2728,2924,2637,1862,931,346,16314
POA2331,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,60,79,35,5,8,4,5,0,0,196,248,267,108,16,16,14,8,0,0,680
POA2333,10,8,27,52,45,100,138,106,63,552,0,0,0,0,8,8,11,0,0,35,63,76,234,195,160,114,95,65,34,1035,425,759,2041,1859,1792,1659,1167,587,201,10490
POA2334,5,0,0,3,12,27,38,11,12,101,0,0,0,0,0,0,3,0,0,6,5,8,14,13,14,9,17,21,3,106,106,195,527,477,407,308,254,126,20,2410
POA2335,3,0,7,14,12,27,74,30,16,168,0,0,0,0,0,4,3,0,0,17,20,17,44,40,37,40,26,21,3,254,245,460,1183,1165,1011,869,653,242,59,5885
POA2336,0,0,0,3,5,21,34,25,14,98,0,0,0,0,0,0,0,5,0,8,6,3,23,12,25,27,16,18,10,140,73,130,311,285,339,392,276,144,49,2000
POA2337,5,0,5,16,11,42,68,68,43,258,0,7,3,7,4,9,5,8,3,32,19,27,71,45,53,47,61,74,57,450,193,420,1058,1061,1015,1027,832,503,220,6323
POA2338,0,0,0,0,0,9,19,10,7,50,0,0,0,0,0,0,0,0,0,0,7,6,9,17,13,36,28,21,21,151,30,44,118,142,185,247,251,135,54,1195
POA2339,0,0,0,0,0,4,20,0,0,31,0,0,0,0,0,0,0,0,0,0,3,14,18,16,11,21,15,5,0,103,20,46,64,96,91,121,108,38,3,597
POA2340,23,15,92,86,140,255,420,405,246,1689,3,4,35,22,20,38,35,22,9,186,263,242,568,494,437,382,392,447,269,3496,1595,2954,7075,6302,6156,6003,5180,3334,1330,39938
POA2341,0,0,0,3,8,30,25,32,13,116,0,0,0,0,0,0,0,0,0,7,4,4,9,9,15,15,19,24,3,115,40,69,131,142,160,217,236,145,48,1192
POA2342,0,0,0,0,0,0,8,4,0,14,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,8,3,3,0,29,21,14,40,56,69,74,52,29,6,364
POA2343,0,0,8,3,13,41,64,38,30,207,0,0,0,0,0,4,0,3,0,10,38,23,62,62,76,80,94,65,26,527,133,201,485,502,623,708,671,376,130,3829
POA2344,0,0,0,0,3,0,5,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,21,24,33,54,75,95,119,88,40,10,544
POA2345,0,0,0,0,0,8,10,4,0,18,0,0,0,0,0,0,0,0,0,0,3,0,3,11,7,5,3,0,0,31,14,21,74,94,106,94,85,31,10,539
POA2346,5,0,5,9,7,24,64,61,25,201,0,0,0,0,0,3,4,0,0,8,27,13,12,27,44,58,51,28,4,274,94,140,280,290,386,446,454,280,74,2449
POA2347,0,5,3,3,8,19,45,44,16,135,0,0,0,0,0,0,0,3,4,11,10,4,13,15,29,40,30,34,10,184,28,38,147,159,215,331,307,235,66,1527
POA2350,14,26,40,60,54,101,147,164,99,708,3,21,53,36,27,21,22,14,4,201,404,424,354,238,193,221,174,220,123,2353,1209,2217,3538,2970,2984,3211,2482,1711,625,20947
POA2352,0,5,3,3,6,15,22,22,10,81,0,0,0,0,4,0,0,0,0,11,5,5,20,21,11,15,17,22,0,119,85,156,318,333,379,354,341,175,38,2180
POA2353,0,0,3,0,0,7,20,23,15,72,0,0,0,0,0,0,0,0,0,0,5,0,13,8,16,18,10,11,4,74,28,42,114,121,152,180,149,106,70,961
POA2354,0,0,4,0,6,20,53,52,15,159,0,0,0,0,0,4,6,3,0,13,17,20,42,30,59,57,58,47,15,335,82,145,318,308,452,546,548,346,81,2822
POA2355,0,0,0,0,8,0,15,9,5,38,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,18,10,6,5,49,15,16,49,50,94,116,116,39,24,526
POA2356,0,0,0,0,0,8,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,18,0,0,11,9,17,29,15,13,0,102
POA2357,0,0,6,4,16,30,54,55,28,187,0,0,0,0,6,0,0,0,6,5,31,26,59,58,74,105,113,82,59,609,95,156,387,369,510,638,676,377,194,3401
POA2358,4,3,3,7,10,24,40,45,16,148,0,0,0,0,0,0,5,5,0,6,15,12,23,20,46,43,47,23,12,231,95,156,351,380,458,600,550,252,89,2929
POA2359,0,0,0,0,4,9,13,16,7,48,0,0,0,0,0,0,0,0,0,3,0,5,10,18,19,22,6,3,0,84,15,25,57,65,99,123,95,55,13,559
POA2360,10,5,29,33,53,92,203,169,103,686,0,0,5,5,6,16,12,10,4,58,75,66,178,178,192,172,172,136,72,1235,463,804,1735,1590,1790,1911,1760,1154,416,11620
POA2361,0,0,0,0,3,15,19,23,11,66,0,0,0,0,0,0,4,3,0,10,8,0,10,3,16,13,25,19,3,102,26,25,65,68,130,165,151,104,29,763
POA2365,0,0,7,11,5,31,59,41,23,171,0,0,0,0,0,0,0,4,0,11,32,23,65,55,78,56,66,59,43,483,115,157,358,399,481,546,469,292,104,2927
POA2369,3,0,0,4,5,18,29,20,10,88,0,0,0,0,0,0,0,0,0,5,9,4,10,11,12,16,8,9,0,79,30,48,82,77,110,136,117,68,16,688
POA2370,0,0,15,11,20,56,105,120,67,403,0,0,8,0,9,5,0,7,0,32,50,41,121,104,117,125,114,98,38,820,229,322,787,756,924,1173,1149,703,261,6300
POA2371,0,0,0,0,3,15,17,20,5,66,0,0,0,0,0,0,4,0,0,5,3,8,15,9,16,30,36,11,14,143,10,39,86,84,165,238,219,118,38,996
POA2372,0,0,0,7,13,28,71,69,33,227,0,0,0,0,3,0,7,5,0,14,13,19,33,52,55,74,78,57,32,407,112,196,359,418,542,817,1002,482,170,4100
