SED_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
SED10024,126,2870,68,0,3058,127,2162,52,4,2347,147,2347,64,12,2569,396,4118,111,16,4644,752,5106,122,28,6000,849,3792,91,22,4754,436,3055,86,17,3590,297,2253,69,9,2624,119,799,56,0,977,3238,26512,712,98,30554,112,2670,57,13,2846,143,1862,37,10,2047,210,2496,77,18,2804,651,4889,141,12,5686,1278,5199,131,14,6621,1141,3664,120,27,4949,626,3352,85,16,4090,348,2685,112,14,3154,79,1246,137,0,1470,4584,28066,897,120,33667,233,5538,118,12,5903,264,4026,88,13,4395,356,4849,142,27,5373,1055,9005,246,23,10329,2024,10306,254,41,12621,1989,7451,208,47,9699,1070,6412,167,36,7682,641,4942,176,16,5774,203,2049,202,0,2448,7823,54572,1612,216,64226
SED10025,86,1742,71,4,1903,102,1902,108,7,2121,287,5495,343,12,6132,494,5332,308,15,6149,700,4222,213,9,5142,783,3481,182,19,4464,384,3002,216,6,3610,207,1746,192,5,2148,83,619,124,6,830,3132,27536,1757,70,32495,77,1795,66,4,1942,113,1892,114,5,2120,386,6001,370,11,6770,726,5367,310,12,6416,1207,4455,191,9,5858,1183,3819,192,28,5217,610,3382,202,18,4216,300,2023,237,3,2563,70,986,337,0,1394,4662,29728,2007,101,36498,164,3543,136,9,3848,213,3797,218,9,4237,677,11494,709,26,12905,1219,10698,616,28,12567,1914,8676,396,16,11003,1970,7297,370,48,9683,991,6386,421,23,7823,498,3768,430,7,4711,152,1615,462,6,2220,7798,57260,3760,175,68989
SED10026,125,2098,307,0,2534,111,1813,272,5,2201,324,4665,689,14,5692,414,3845,616,12,4885,589,3670,504,5,4766,644,3828,450,3,4926,413,3276,347,0,4037,224,1863,232,0,2319,62,541,109,0,704,2910,25607,3514,43,32070,114,1916,243,0,2267,140,1866,202,4,2219,606,4714,581,16,5918,817,3695,471,3,4995,1010,3517,422,0,4950,1142,3573,381,10,5103,628,3180,308,3,4120,270,2092,291,3,2660,42,895,177,0,1115,4774,25463,3070,36,33349,244,4011,544,0,4802,251,3681,476,11,4417,933,9384,1269,34,11620,1232,7545,1091,8,9875,1596,7190,922,3,9711,1787,7408,831,9,10031,1043,6456,657,6,8156,500,3958,519,3,4984,104,1431,281,0,1820,7683,51068,6583,79,65418
SED10027,118,2607,151,0,2875,165,2342,132,3,2642,354,4272,354,12,4986,554,4509,316,3,5384,703,4202,233,9,5141,676,3965,222,4,4863,435,2878,167,3,3484,198,1559,152,9,1913,70,647,153,0,873,3258,26975,1889,46,32162,107,2311,136,4,2555,179,2197,132,3,2508,539,4412,342,8,5305,898,4607,308,0,5815,1045,4142,250,3,5443,1014,3834,200,27,5065,568,2979,165,9,3724,205,1867,204,3,2276,49,933,297,5,1286,4597,27281,2034,63,33977,224,4916,286,5,5432,343,4535,262,8,5147,891,8688,700,19,10288,1448,9118,624,8,11203,1747,8339,484,14,10586,1685,7798,416,28,9933,1000,5860,334,20,7211,405,3424,353,5,4188,114,1585,452,5,2155,7853,54256,3921,108,66137
SED10028,93,2693,69,5,2859,159,2456,78,3,2700,253,4137,190,7,4589,497,5366,196,11,6065,703,4801,132,17,5659,759,4264,108,22,5151,457,3379,88,19,3954,213,1743,120,19,2089,102,791,152,4,1048,3240,29636,1131,114,34117,100,2556,54,3,2705,145,2279,66,11,2498,334,4304,190,11,4838,744,5889,221,9,6863,1001,4931,123,9,6066,1124,4378,113,51,5670,614,3489,114,55,4270,290,2234,200,15,2739,74,1348,349,0,1777,4421,31415,1433,158,37428,193,5245,124,6,5569,310,4739,139,9,5191,588,8443,375,21,9432,1243,11253,411,21,12928,1710,9736,257,24,11729,1883,8641,213,72,10816,1066,6870,209,77,8219,498,3975,324,33,4832,179,2144,507,4,2823,7659,61049,2568,273,71548
SED10029,148,2979,258,0,3380,211,2829,268,3,3311,564,5182,575,18,6339,612,4423,532,12,5574,741,4602,472,10,5828,585,4794,442,9,5826,350,3247,334,4,3938,170,1695,231,4,2102,48,507,171,0,736,3437,30261,3274,57,37032,158,2670,249,3,3076,248,2684,224,3,3159,681,4960,529,9,6181,963,4570,493,10,6034,1168,4551,455,11,6185,949,4540,412,19,5914,509,3426,319,11,4272,187,1818,261,7,2270,32,836,276,5,1151,4897,30058,3222,74,38248,304,5642,507,3,6460,457,5514,499,4,6468,1249,10145,1100,19,12521,1576,8992,1027,22,11608,1912,9154,930,21,12015,1539,9329,849,20,11743,862,6678,654,22,8205,357,3513,490,9,4370,84,1345,446,6,1887,8336,60319,6496,132,75277
SED10030,97,1850,135,0,2083,112,1852,125,7,2096,294,3884,339,9,4524,464,4042,252,7,4770,641,4086,315,9,5048,713,4062,284,6,5063,483,3510,273,10,4277,276,2215,221,4,2723,80,691,123,0,893,3162,26203,2068,48,31476,99,1744,125,0,1964,136,1802,141,0,2076,418,3904,288,3,4622,790,4063,293,4,5150,1031,3868,254,8,5171,1166,4183,282,15,5641,733,4025,296,9,5068,309,2573,302,6,3184,63,1253,282,0,1599,4751,27417,2257,49,34473,199,3590,260,0,4047,247,3652,269,7,4178,714,7795,628,14,9149,1256,8108,544,7,9917,1673,7956,563,19,10216,1877,8245,564,18,10708,1211,7543,576,14,9344,592,4793,523,9,5910,142,1939,402,6,2494,7919,53619,4332,91,65952
SED10031,142,2160,195,3,2499,125,1829,220,3,2181,320,3585,502,12,4418,475,3542,398,3,4421,707,4255,489,4,5450,856,4607,434,5,5903,594,4190,353,6,5146,300,2284,257,0,2839,73,618,110,0,801,3592,27064,2969,40,33666,152,1974,164,3,2294,138,1623,109,4,1875,499,3619,290,9,4419,817,3633,304,7,4761,1197,4068,310,0,5569,1264,4230,361,5,5863,880,4188,342,9,5414,349,2358,282,4,2986,60,957,154,0,1175,5356,26651,2309,35,34356,287,4139,357,4,4791,262,3455,328,7,4054,819,7202,796,21,8837,1292,7171,706,11,9181,1906,8318,800,8,11027,2119,8842,792,11,11767,1480,8371,698,11,10561,648,4644,536,4,5829,129,1581,264,0,1973,8942,53722,5276,78,68025
SED10032,133,2440,267,0,2836,197,3635,515,6,4346,563,8637,1268,15,10490,728,7249,947,18,8946,642,4380,528,19,5572,531,3745,373,20,4666,301,2676,224,20,3215,153,1430,131,8,1723,47,459,47,3,557,3294,34654,4297,107,42351,150,2231,260,0,2648,245,3074,316,5,3644,759,7988,1043,17,9806,1039,5981,767,6,7799,979,4062,451,10,5507,849,3656,369,26,4897,448,2652,226,44,3371,158,1582,150,11,1901,23,764,64,0,853,4659,31996,3639,122,40419,281,4679,527,0,5489,442,6710,824,10,7993,1322,16624,2314,28,20295,1769,13231,1714,32,16747,1621,8446,982,32,11077,1378,7400,738,42,9559,749,5328,451,60,6581,307,3010,285,18,3626,75,1220,106,9,1410,7952,66644,7939,228,82764
SED10033,144,2444,134,0,2729,118,2291,147,0,2559,270,4290,280,16,4848,442,3749,230,7,4430,636,4426,253,3,5322,706,4108,225,7,5039,380,3100,159,0,3647,173,1689,102,0,1974,40,436,56,0,537,2919,26539,1593,31,31081,124,2261,124,7,2512,168,2047,103,8,2324,440,4118,241,3,4803,730,3703,226,7,4664,1149,4294,231,4,5676,1127,3673,201,3,5000,574,3087,163,0,3828,225,1791,161,0,2177,26,731,94,0,860,4557,25711,1544,38,31845,264,4703,261,6,5236,287,4340,258,3,4890,707,8407,520,16,9653,1169,7458,454,12,9092,1783,8719,481,14,10998,1835,7778,422,4,10043,956,6187,328,9,7473,402,3484,262,0,4148,64,1173,153,0,1395,7478,52246,3137,66,62931
SED10034,99,2353,43,0,2497,95,2110,53,3,2260,261,3778,123,7,4163,460,4466,136,5,5066,706,4324,115,3,5150,728,3701,111,3,4540,420,3023,81,3,3527,217,1681,108,0,2009,67,466,121,0,655,3053,25895,893,20,29870,111,2132,52,0,2293,127,1908,44,0,2079,329,3967,123,11,4430,825,4598,136,4,5557,1127,4341,117,6,5595,1173,3519,94,5,4781,623,3101,91,9,3820,240,1857,168,0,2264,51,735,345,0,1122,4611,26144,1171,35,31955,215,4482,99,0,4795,222,4018,97,3,4342,591,7747,242,11,8593,1281,9064,274,8,10627,1838,8661,238,4,10746,1902,7217,202,10,9323,1040,6125,172,15,7349,465,3537,277,8,4271,119,1200,463,0,1782,7667,52044,2059,54,61824
SED10035,88,1789,179,20,2077,206,5658,490,84,6435,540,16502,1319,117,18479,678,9566,676,76,10992,731,5175,383,53,6346,553,3547,285,54,4441,259,2376,184,30,2848,133,1292,98,13,1538,43,468,42,0,555,3243,46371,3651,452,53718,68,1779,164,16,2025,207,5454,481,69,6209,650,15667,1183,100,17595,842,8153,525,26,9550,924,4359,284,39,5606,790,3248,246,64,4342,420,2443,163,29,3050,213,1485,121,13,1828,49,633,55,0,742,4167,43214,3219,358,50954,164,3566,338,26,4099,412,11109,970,146,12640,1193,32170,2501,221,36074,1519,17722,1198,105,20549,1662,9537,665,94,11956,1342,6791,531,119,8787,682,4814,345,61,5895,344,2775,222,27,3372,103,1101,100,0,1301,7412,89577,6869,810,104673
SED10036,114,2972,218,0,3312,175,2924,223,6,3319,399,5024,457,3,5879,674,5053,418,4,6152,741,4703,291,7,5746,621,4141,231,4,4999,331,2623,161,17,3139,155,1315,175,3,1653,42,360,120,4,523,3260,29118,2308,47,34722,152,2748,172,0,3068,204,2506,166,3,2878,625,4940,422,6,5998,978,5142,371,9,6507,1152,4714,275,0,6139,894,3827,219,11,4951,488,2633,183,18,3324,153,1531,204,8,1907,27,661,267,0,956,4678,28713,2277,67,35726,270,5720,392,0,6382,378,5426,386,9,6198,1020,9967,884,16,11879,1650,10198,795,14,12659,1892,9418,564,8,11883,1520,7971,447,18,9947,822,5259,349,30,6462,312,2853,384,9,3555,70,1025,388,3,1481,7933,57831,4581,108,70449
SED10037,110,2571,67,3,2759,123,2282,72,0,2477,230,3663,142,12,4042,530,5158,188,13,5885,772,5124,164,3,6063,742,4214,116,15,5089,432,3149,95,32,3708,273,1839,104,8,2234,75,499,64,0,640,3288,28501,1021,89,32902,135,2396,60,4,2590,134,2005,54,0,2196,296,3769,165,9,4243,752,5412,167,14,6346,1199,5117,154,10,6474,1148,4055,80,33,5310,654,3250,159,39,4097,276,1985,112,7,2390,49,762,117,3,924,4645,28752,1070,114,34576,242,4966,132,6,5343,257,4286,127,4,4676,530,7426,305,22,8288,1282,10574,353,22,12230,1975,10239,319,11,12542,1887,8265,200,44,10399,1087,6401,257,65,7808,554,3826,217,24,4623,117,1263,179,3,1565,7931,57250,2088,201,67473
SED10038,122,2454,149,0,2726,150,2483,183,3,2827,320,3979,185,6,4495,465,4324,201,5,4995,805,4244,183,9,5228,965,3690,139,3,4794,508,3061,143,3,3713,273,1883,147,0,2307,90,682,87,0,858,3707,26797,1413,29,31944,139,2354,177,0,2672,176,2270,121,0,2567,410,3890,170,6,4474,788,4489,201,6,5486,1281,4167,166,3,5618,1372,3629,129,4,5134,750,3361,142,6,4261,305,2239,220,3,2770,65,1185,261,3,1511,5294,27585,1594,32,34509,262,4803,329,0,5398,333,4751,302,4,5395,737,7867,353,13,8970,1258,8810,403,7,10477,2082,8413,348,12,10851,2336,7322,264,9,9928,1256,6422,288,8,7981,579,4128,363,3,5074,152,1865,346,3,2373,9002,54384,3002,60,66450
SED10039,83,2066,122,0,2273,122,1839,192,0,2162,301,3830,510,4,4648,399,3689,437,5,4536,596,3611,327,5,4542,875,4051,262,10,5197,610,4016,241,10,4872,306,2189,170,0,2666,98,627,138,0,859,3393,25927,2404,36,31755,121,1999,123,0,2240,152,1673,104,0,1929,484,3880,203,10,4575,702,3631,197,10,4528,1002,3636,191,9,4833,1355,4060,181,8,5599,879,4071,216,8,5165,353,2303,209,5,2871,68,1032,239,0,1337,5109,26280,1657,42,33088,202,4063,241,0,4513,275,3516,293,7,4094,785,7708,714,9,9217,1104,7321,636,11,9066,1597,7253,520,12,9380,2233,8105,440,20,10799,1489,8088,452,17,10038,652,4499,381,4,5536,164,1659,374,0,2202,8500,52208,4060,76,64843
SED10040,114,2096,113,3,2326,168,3791,301,14,4273,434,7861,618,22,8943,546,5627,376,13,6565,715,4075,281,20,5092,761,4082,266,27,5136,401,3213,246,22,3882,202,1789,229,6,2219,78,757,150,0,991,3414,33301,2593,125,39425,97,1789,102,6,1991,185,3234,233,9,3654,499,7324,535,19,8371,821,5444,410,10,6686,1117,4366,287,18,5790,999,4274,272,29,5578,568,3473,254,28,4323,292,2033,254,10,2590,63,1134,350,0,1548,4646,33063,2687,129,40522,219,3889,215,10,4320,351,7020,533,19,7922,938,15183,1155,38,17313,1363,11072,787,26,13254,1832,8442,571,38,10880,1762,8356,540,56,10708,967,6685,497,52,8201,486,3818,482,19,4808,138,1896,498,0,2541,8062,66366,5278,246,79945
SED10041,124,2750,84,8,2967,140,2189,76,8,2409,216,3471,153,7,3845,492,5344,195,22,6049,736,4938,125,11,5812,753,3885,118,31,4785,448,2946,93,32,3513,300,2061,109,13,2482,125,1036,107,3,1269,3335,28620,1053,130,33132,118,2596,68,6,2786,132,2011,66,6,2213,272,3716,175,6,4167,751,5852,197,9,6812,1207,5231,156,25,6625,1101,3890,133,33,5150,655,3349,136,37,4183,389,2489,152,12,3042,101,1668,240,0,2009,4730,30804,1328,126,36996,247,5352,143,11,5751,275,4201,142,9,4630,488,7181,322,11,8014,1241,11197,391,30,12857,1940,10174,288,35,12432,1848,7770,254,56,9941,1109,6297,225,69,7700,692,4547,262,28,5530,223,2702,348,3,3275,8062,59425,2383,258,70128
SED10042,124,2019,118,0,2258,136,2057,113,0,2301,321,3756,212,0,4298,450,3618,236,8,4297,679,3825,205,0,4701,844,3901,190,6,4941,654,3813,192,0,4657,380,2362,208,0,2953,107,764,123,0,995,3680,26112,1589,19,31396,133,1991,103,0,2225,164,1803,89,0,2057,517,3800,189,5,4501,801,3479,193,0,4481,1165,3560,177,3,4897,1373,3940,172,3,5485,947,3979,238,10,5178,382,2700,309,3,3391,84,1261,204,0,1548,5552,26507,1668,31,33758,254,4005,223,0,4490,298,3857,198,3,4359,834,7559,399,3,8803,1247,7094,423,10,8775,1838,7378,376,3,9600,2214,7835,366,10,10426,1602,7792,429,10,9833,755,5062,510,3,6341,186,2025,328,0,2536,9235,52619,3254,50,65158
SED10043,140,2604,286,7,3038,208,3012,365,7,3593,481,6680,885,23,8073,747,5464,682,12,6911,630,4167,436,8,5236,578,4010,404,11,5000,341,2966,252,18,3579,170,1667,175,3,2018,56,586,76,0,718,3357,31148,3565,92,38161,165,2525,264,7,2958,250,2581,238,3,3079,788,5578,669,16,7050,1057,4743,557,11,6368,980,3949,438,11,5377,908,3790,372,24,5097,501,2776,253,12,3543,215,1668,176,3,2065,43,819,154,0,1010,4902,28430,3127,87,36543,308,5127,556,11,5995,458,5597,608,15,6667,1271,12260,1557,36,15126,1807,10211,1241,29,13285,1612,8113,875,16,10621,1482,7799,777,34,10093,840,5741,504,26,7118,389,3331,357,3,4084,96,1402,228,5,1728,8267,59581,6693,177,74707
SED10044,102,2219,71,3,2393,154,2213,92,9,2460,287,5832,310,10,6433,542,6121,320,21,7006,747,4867,227,24,5867,755,3632,208,17,4609,429,2924,225,21,3602,227,1686,213,5,2138,62,550,219,0,840,3301,30049,1890,107,35347,114,2087,65,3,2271,114,2004,85,4,2212,389,6122,304,21,6840,792,6472,322,16,7602,1118,4835,211,15,6188,1115,3745,195,30,5087,661,3123,231,22,4033,254,1980,284,12,2528,63,1012,546,5,1630,4635,31397,2245,123,38394,215,4303,140,4,4663,267,4215,174,13,4673,669,11952,612,28,13271,1333,12593,643,32,14604,1871,9701,440,41,12052,1864,7382,404,47,9703,1091,6050,454,44,7637,484,3667,494,15,4663,130,1564,772,5,2472,7929,61447,4137,230,73740
SED10045,113,1912,248,0,2277,114,1546,198,13,1875,283,2920,341,57,3602,451,3152,401,50,4059,705,3705,467,19,4905,946,4623,547,9,6130,662,4331,477,0,5470,222,1903,263,3,2386,66,595,162,3,816,3558,24692,3104,161,31520,112,1757,260,0,2133,155,1384,173,5,1722,455,2988,373,39,3851,802,3351,424,32,4610,1189,3696,424,11,5321,1499,4259,472,12,6235,889,3983,444,0,5321,305,2070,325,0,2700,47,949,290,0,1293,5446,24439,3193,104,33184,221,3670,509,3,4405,274,2926,374,20,3595,735,5908,714,96,7454,1248,6500,830,85,8665,1897,7400,894,30,10229,2446,8887,1015,21,12365,1557,8313,919,0,10790,522,3975,586,8,5082,109,1549,448,5,2111,9007,49132,6297,269,64705
SED10046,166,3071,295,0,3533,225,3138,309,0,3673,547,5659,660,10,6878,664,5356,667,20,6699,711,4841,469,13,6033,533,4647,488,6,5672,299,2696,300,14,3302,127,1215,175,0,1524,26,336,61,4,423,3291,30952,3432,64,37741,187,2864,228,3,3278,258,3016,289,0,3564,836,5875,709,9,7429,1128,5231,642,7,7014,1073,4696,460,8,6236,958,4356,428,29,5776,438,2754,322,14,3523,137,1434,222,7,1798,29,512,101,4,648,5040,30744,3402,72,39257,350,5941,521,6,6815,480,6152,598,9,7237,1383,11538,1371,23,14309,1788,10585,1317,20,13714,1787,9532,926,18,12270,1495,8995,920,32,11448,736,5445,617,29,6824,262,2649,395,10,3318,52,851,163,6,1069,8331,61696,6831,142,76991
SED10047,140,3141,391,4,3679,189,3267,391,3,3851,576,7521,1010,8,9109,942,8059,923,16,9932,750,5397,659,5,6816,565,4235,410,18,5220,385,3115,259,27,3789,196,1493,158,4,1851,42,294,52,0,389,3775,36520,4246,87,44633,204,3004,295,0,3502,240,3161,348,4,3748,990,8382,951,9,10329,1391,7603,850,7,9842,1161,4889,496,8,6555,960,4113,329,44,5441,548,3335,294,30,4215,162,1706,214,3,2084,29,488,154,0,672,5678,36680,3930,107,46396,344,6144,684,5,7182,420,6428,740,9,7599,1562,15903,1954,17,19442,2329,15657,1769,19,19776,1910,10288,1156,16,13367,1522,8350,733,61,10667,933,6452,558,60,7998,358,3199,368,5,3935,71,782,204,0,1062,9454,73202,8173,198,91027
SED10048,131,3094,235,0,3457,178,3151,206,0,3541,536,6678,489,12,7711,941,7744,522,14,9222,735,5403,358,10,6501,661,4767,251,23,5702,395,3365,166,36,3962,169,1291,157,3,1625,38,270,73,0,382,3789,35759,2463,92,42108,183,2845,229,0,3255,231,2954,184,13,3378,923,7506,553,13,8992,1297,7451,580,4,9323,1081,5041,334,11,6462,1029,4719,245,45,6033,580,3427,211,40,4253,163,1441,227,13,1839,25,476,209,6,720,5512,35857,2757,134,44265,316,5940,460,4,6720,408,6103,393,12,6919,1457,14181,1045,24,16708,2236,15199,1101,19,18547,1818,10433,688,17,12963,1692,9487,494,65,11736,975,6795,377,66,8217,335,2730,378,15,3464,70,750,276,4,1097,9304,71617,5223,228,86368
SED10049,129,2554,150,3,2833,131,2452,125,0,2709,382,5497,290,6,6178,635,4858,263,6,5763,697,4324,201,6,5223,737,3708,170,3,4620,546,3098,137,5,3788,244,1616,119,0,1985,56,407,72,0,531,3559,28517,1524,33,33636,141,2509,125,3,2778,228,2412,120,0,2760,711,5712,288,12,6718,1144,4763,269,0,6184,1266,4266,163,4,5693,1221,3777,168,10,5173,743,3325,166,0,4230,257,1925,165,7,2351,44,775,145,4,970,5751,29464,1609,34,36856,269,5064,275,6,5614,358,4860,247,6,5474,1095,11211,574,12,12896,1780,9620,528,12,11940,1960,8585,365,9,10919,1954,7482,340,16,9795,1284,6419,304,10,8019,501,3539,285,4,4337,97,1183,214,4,1499,9312,57982,3135,72,70493
SED10050,75,2199,87,7,2366,78,1843,67,8,2001,236,5174,249,29,5685,361,5443,259,23,6085,641,5296,204,9,6150,729,3841,153,19,4741,371,2472,99,9,2956,162,1518,52,8,1739,64,518,32,0,613,2721,28298,1203,104,32329,82,2144,57,5,2288,120,1809,83,8,2016,282,5753,286,33,6354,583,5638,219,17,6456,1076,5135,185,15,6407,1110,3496,122,10,4735,529,2619,92,14,3252,203,1703,89,0,2003,57,818,72,3,946,4041,29114,1200,106,34463,157,4345,139,9,4651,203,3654,150,16,4023,517,10924,537,58,12037,943,11078,479,35,12538,1718,10426,385,30,12557,1832,7336,272,28,9476,905,5092,194,20,6209,365,3222,139,6,3735,123,1337,106,3,1564,6760,57411,2406,213,66791
SED10051,92,2126,127,0,2354,144,2335,184,9,2672,287,5489,643,17,6437,540,5324,594,14,6473,805,4552,501,9,5864,739,3757,396,14,4911,379,2888,272,14,3554,238,1748,233,10,2227,70,601,125,0,790,3299,28826,3077,84,35286,102,1968,94,4,2167,156,2264,144,10,2575,399,5585,418,14,6411,785,5454,354,14,6612,1257,4495,281,11,6048,1113,3652,206,18,4995,562,3277,222,24,4080,318,2155,238,8,2719,52,936,282,0,1271,4737,29783,2237,109,36872,192,4097,218,4,4512,300,4601,329,19,5250,687,11073,1058,32,12847,1323,10781,951,24,13081,2061,9052,778,22,11915,1853,7412,604,34,9903,944,6164,496,36,7636,549,3902,476,19,4946,121,1533,407,0,2065,8039,58616,5317,194,72161
SED10052,91,2186,89,0,2360,105,2035,88,0,2223,278,4061,204,4,4550,446,4523,231,3,5207,680,4380,221,6,5286,770,3648,162,9,4597,445,3108,143,8,3703,253,1948,163,0,2362,92,789,140,4,1020,3157,26673,1435,45,31306,119,2064,76,0,2264,143,1825,54,0,2022,347,4188,204,4,4748,713,4667,226,15,5627,1114,4271,170,6,5558,1156,3660,146,11,4969,624,3353,154,11,4136,275,2487,218,0,2977,59,1281,283,0,1634,4556,27793,1536,54,33941,209,4247,167,3,4624,244,3853,144,0,4248,628,8251,414,10,9302,1165,9192,460,18,10830,1792,8651,390,16,10845,1928,7312,305,17,9562,1066,6455,298,18,7841,523,4432,376,7,5338,156,2070,426,7,2654,7711,54466,2973,95,65247
SED10053,110,2364,181,5,2654,124,2431,224,13,2783,304,5638,609,53,6602,613,4985,500,16,6116,799,5211,469,12,6486,887,4832,511,6,6232,464,3396,329,14,4199,188,1557,153,0,1891,60,414,49,3,527,3536,30811,3022,110,37489,117,2177,160,5,2455,149,2258,179,17,2604,531,5538,464,44,6574,858,4818,371,8,6058,1203,4902,361,9,6478,1183,4149,354,19,5708,612,2959,253,9,3835,271,1560,157,0,1992,31,602,88,0,722,4954,28961,2388,113,36413,223,4540,338,5,5111,269,4689,396,27,5384,834,11172,1073,93,13178,1467,9802,873,23,12171,1996,10111,830,23,12960,2067,8976,868,29,11933,1072,6347,582,19,8025,455,3113,313,0,3884,96,1018,138,0,1252,8489,59777,5412,227,73903
