SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
SED23101,29788,31514,61302,1460,1246,2714,3766,3607,7378,1928,1736,3669,2067,1726,3788,3368,3268,6637,3933,4220,8154,3987,4350,8337,3360,3691,7049,2833,3537,6366,2179,2774,4945,902,1356,2260,79,90,170,29290,30802,60086,503,710,1215,66,64,131,0,4,0,4,4,10,73,75,146,15985,16259,32243,12982,14408,27386,15615,16016,31633,13269,14462,27738,23619,24864,48482,557,492,1050,3645,3484,7125,1737,1632,3361,1150,1016,2169,1114,1462,2572,16859,17900,34757,2193,2287,4481,2228,2456,4682,1041,1164,2203,943,1311,2259,280,399,673
SED23205,30603,32266,62864,1774,1736,3515,3759,3612,7374,1835,1645,3485,1787,1723,3508,4323,4385,8713,4040,4364,8405,4037,4261,8299,3677,3876,7556,2960,3341,6309,1738,2162,3897,671,1152,1819,35,26,62,29672,31188,60863,928,1076,2004,381,403,783,11,17,34,16,22,34,408,442,852,22093,23010,45105,6472,7324,13802,25358,26376,51734,3131,3854,6985,26215,27611,53826,535,518,1058,3481,3353,6837,1389,1274,2665,584,740,1336,798,1543,2339,12376,14637,27008,3615,3313,6927,4177,3886,8063,1750,1633,3378,1002,1191,2192,121,114,233
SED23308,32365,34770,67136,1923,1798,3722,3765,3527,7298,1783,1629,3412,2304,2306,4608,5253,5438,10686,4242,4513,8744,4047,4403,8445,3805,4279,8085,3009,3591,6597,1625,2235,3852,614,1067,1682,38,41,85,31434,33711,65144,929,1061,1989,421,423,843,11,21,35,10,7,21,442,457,897,25515,27658,53170,5241,5549,10793,27212,29600,56809,3449,3551,6998,28083,30689,58775,593,533,1122,3548,3334,6883,1391,1334,2724,887,1073,1959,1333,1837,3174,14620,17220,31839,3841,3663,7499,3613,3493,7104,1623,1752,3380,1116,1329,2444,152,165,323
SED23402,41067,42862,83933,3023,3030,6045,6111,5756,11862,2727,2516,5238,2657,2485,5142,5824,6366,12191,5907,6198,12104,5242,5636,10877,4349,4634,8979,3043,3456,6495,1675,1979,3653,519,804,1320,58,74,131,40687,42216,82908,376,645,1025,279,293,572,24,7,26,12,7,17,307,311,619,29204,30403,59601,10089,10552,20642,31976,33104,65075,7215,7704,14923,35590,36923,72516,905,915,1820,5740,5407,11156,2162,2092,4253,967,1027,1991,1098,2052,3145,16985,20366,37350,4582,4133,8710,5465,4604,10070,2086,1794,3879,1065,1157,2225,128,182,311
SED23502,31183,32157,63336,1553,1462,3013,3619,3494,7108,1692,1528,3220,1341,1253,2591,2967,3163,6131,2956,3290,6246,3450,3875,7323,4685,5099,9786,5355,5102,10453,2809,2860,5667,753,1040,1794,40,20,58,30431,31442,61871,757,714,1463,950,950,1897,11,11,24,10,11,17,967,973,1938,25198,25831,51027,3337,3695,7033,27726,28555,56277,1118,1295,2418,27740,28607,56345,443,401,838,3254,3165,6419,1086,1070,2159,191,325,515,403,1126,1527,8726,11667,20392,4397,4258,8661,6173,5155,11327,2684,2182,4858,1514,1417,2931,86,65,154
SED23602,29972,29924,59897,1555,1433,2988,3655,3347,7005,1686,1632,3318,1398,1189,2584,3192,2959,6155,3327,3260,6588,3628,4015,7643,4436,4608,9037,4316,4305,8620,2139,2251,4391,636,925,1563,66,23,91,28465,29309,57774,1507,616,2123,493,476,970,21,17,37,17,12,24,532,505,1031,24254,24000,48253,3533,3752,7293,26018,26525,52546,1190,1432,2623,26214,26779,52988,447,405,856,3336,3084,6425,1189,1198,2391,269,371,638,422,1087,1506,8823,11459,20285,4201,4172,8369,5861,4382,10243,2286,1835,4117,1411,1253,2669,94,103,193
SED23702,35335,36239,71570,2206,2104,4307,4680,4350,9035,2445,2105,4554,2370,1962,4333,4528,4650,9182,4338,4606,8941,4466,4943,9409,4454,4825,9281,3463,3787,7249,1823,2167,3988,562,744,1300,20,23,40,34287,35665,69956,1046,571,1614,485,427,911,27,23,57,16,17,31,529,466,995,28716,29110,57826,5097,5634,10737,32234,32908,65139,1586,1789,3379,32197,32960,65161,705,656,1357,4418,4094,8519,1724,1591,3316,689,658,1352,667,1413,2082,11900,15429,27334,4819,4407,9228,6440,4988,11424,2488,2102,4594,1256,1246,2504,114,125,239
SED23806,30373,33077,63448,1297,1297,2591,3490,3284,6771,2026,1966,3987,2544,2587,5129,5199,5416,10611,3982,4418,8399,3860,4400,8260,3289,3699,6992,2578,3100,5676,1536,1967,3499,588,960,1544,110,97,200,29719,32304,62023,654,769,1425,90,76,158,3,0,5,6,0,6,97,72,165,20668,21880,42549,8696,10158,18852,22678,23941,46620,6670,8063,14737,25635,27682,53316,484,458,940,3370,3174,6550,1884,1835,3719,1648,1611,3262,1546,1901,3447,20667,22794,43462,1496,1828,3322,1266,1390,2657,643,627,1274,417,569,991,86,121,210
SED23901,32943,35080,68024,1814,1761,3580,4008,4022,8022,1926,1745,3672,2061,2005,4065,4673,4844,9520,4770,5011,9783,4321,4609,8930,3846,4199,8044,2950,3364,6317,1764,2195,3956,818,1330,2138,61,77,133,31728,33909,65635,1215,1172,2391,233,208,438,4,7,16,9,9,17,246,221,468,22854,23928,46781,8745,9837,18585,23576,24505,48082,7982,9205,17187,28554,30239,58789,607,607,1215,3831,3848,7678,1660,1573,3227,983,1138,2123,1297,1827,3129,18750,20407,39157,2429,2282,4715,2311,2360,4671,1089,1123,2213,930,1427,2357,237,311,549
SED24006,30681,32865,63552,1232,1142,2371,4133,3936,8068,2565,2356,4922,2338,2121,4457,3392,3334,6728,3287,3994,7282,4309,5043,9351,4099,4338,8439,2844,3237,6083,1728,2105,3829,747,1268,2016,160,103,258,30053,32197,62249,629,676,1301,89,83,172,7,4,12,0,0,6,100,88,185,18927,19218,38146,10820,12712,23532,18996,19339,38333,10725,12536,23269,25740,27081,52824,464,431,898,3997,3806,7799,2408,2235,4647,1501,1395,2892,1130,1492,2621,19752,21325,41082,1609,1904,3511,1438,1607,3048,763,811,1571,607,895,1502,190,248,440
SED24105,37632,38055,75685,2185,2115,4296,4759,4485,9246,2386,2253,4641,2795,2491,5288,5715,5453,11173,5287,5624,10913,4692,5004,9691,4230,4215,8442,3194,3533,6726,1817,1994,3810,566,893,1459,89,108,193,37273,37616,74890,354,441,797,85,83,169,6,5,9,4,0,9,87,94,181,16806,15829,32642,19464,20911,40372,14495,13635,28129,21472,22760,44235,29368,29685,59057,615,608,1218,4461,4230,8692,2029,1990,4018,1356,1328,2686,1279,1750,3030,18643,18717,37358,2641,2390,5033,3499,3193,6689,1532,1650,3181,1748,2483,4234,1211,1602,2813
SED24207,51494,50319,101812,3706,3552,7251,7899,7615,15520,3225,3097,6326,3502,2989,6488,8192,7934,16117,8933,8604,17530,6489,6494,12981,4574,4651,9228,3272,3551,6817,1399,1404,2807,299,433,739,91,120,212,49354,49762,99122,2137,557,2691,456,222,675,8,3,18,6,13,21,471,235,709,24971,23257,48226,24038,24668,48701,18582,17641,36224,28169,29506,57673,39213,39395,78614,998,942,1940,7317,7067,14387,2605,2690,5289,1390,1437,2823,1667,2415,4087,23146,24171,47316,3263,2863,6121,5645,3885,9531,1757,1776,3526,2238,2695,4927,987,1367,2357
SED24308,34881,35170,70051,2035,1973,4000,4233,4166,8401,2279,2111,4390,2334,2157,4485,5577,5105,10687,4449,4441,8889,4433,4487,8920,4013,4076,8092,3153,3576,6727,1729,2089,3816,637,982,1624,31,35,71,33114,34373,67491,1764,802,2564,694,664,1352,23,11,40,17,22,34,732,694,1421,24977,25167,50147,7831,7930,15757,25192,26333,51524,6567,6795,13359,28703,30257,58960,587,552,1142,3872,3822,7695,1648,1614,3264,627,808,1438,906,1498,2403,11708,13664,25374,4275,3808,8083,5908,4612,10523,2252,2236,4490,1902,2198,4099,442,505,950
SED24408,28877,29408,58285,1553,1563,3117,3536,3217,6758,1702,1502,3204,1415,1342,2753,3214,3152,6369,2874,3104,5981,3431,3650,7081,4352,4365,8718,3844,3762,7612,2152,2482,4634,790,1271,2057,14,24,37,28078,28500,56581,792,905,1706,506,515,1026,21,18,37,13,12,26,540,542,1084,24710,24920,49632,2130,2457,4586,25939,26390,52332,1124,1224,2345,26184,26602,52785,420,460,884,3273,3009,6282,1183,1104,2287,231,328,560,415,941,1360,8417,10695,19113,4549,4430,8985,4853,4072,8925,2279,1812,4087,1634,1481,3113,127,115,241
SED24504,31700,32671,64370,1692,1647,3336,4424,4266,8695,2072,1863,3934,1345,1210,2556,2674,2790,5467,3849,4295,8140,4742,5163,9906,4542,4777,9313,3883,4036,7924,1997,1925,3925,481,712,1187,31,21,48,31302,32261,63562,392,411,804,324,249,570,18,13,27,7,8,15,347,263,608,25512,26432,51941,4363,4427,8788,28546,29279,57821,1457,1679,3137,28701,29690,58392,527,484,1014,4162,4016,8177,1634,1521,3149,451,492,943,638,1294,1933,13219,16133,29348,3730,3366,7101,4152,3260,7411,1832,1393,3227,976,874,1849,56,65,127
SED24606,28058,31285,59346,1306,1226,2529,3063,2933,5997,1634,1758,3397,2081,2216,4296,4443,4676,9117,3614,3924,7541,3700,4308,8013,3125,3591,6717,2597,3219,5813,1780,2228,4007,715,1202,1915,82,76,158,27439,30431,57873,618,854,1475,75,72,144,3,4,7,4,0,7,89,74,161,19017,20830,39853,7940,9261,17204,21021,22902,43924,5900,7161,13055,23788,26486,50279,497,401,902,2943,2832,5773,1499,1655,3162,1286,1403,2691,1215,1588,2809,18833,21071,39900,1443,1936,3379,1171,1430,2600,564,630,1196,481,633,1109,93,159,251
SED24703,64046,64499,128540,1967,1831,3796,2700,2602,5301,2755,3294,6048,10796,12066,22860,22040,21783,43821,10089,9006,19100,5256,5110,10368,4048,4040,8092,2737,2835,5575,1281,1333,2614,378,591,966,655,543,1201,56992,58304,115292,7052,6193,13246,375,312,687,12,8,20,21,14,38,405,335,745,25991,24330,50328,31759,34416,66176,31065,28491,59556,26363,30136,56505,34918,33908,68827,476,428,898,2400,2281,4674,2272,2801,5079,6948,8007,14958,6984,8373,15356,46502,48073,94575,2568,2321,4892,2221,1857,4083,789,708,1499,608,792,1405,390,540,929
SED24808,47811,49562,97365,4178,3990,8173,7906,7647,15554,2863,2841,5705,2914,2807,5727,7263,8058,15327,7419,7552,14974,5504,5626,11128,4277,4714,8989,3565,3947,7513,1555,1714,3274,357,659,1015,53,90,151,47562,49147,96708,247,413,659,767,824,1591,26,9,33,20,35,48,809,866,1679,31736,32780,64519,13138,13761,26901,32289,33575,65860,12384,12800,25178,39307,40355,79667,1066,1123,2188,7206,6963,14168,2062,2184,4251,838,929,1774,1170,2359,3524,16733,19658,36386,4868,4652,9520,6656,5933,12588,2841,2560,5401,1776,1954,3735,397,528,925
SED24904,33364,33691,67055,1920,1844,3764,4307,4119,8424,1953,1815,3772,1908,1709,3620,4471,4489,8962,3893,4020,7914,4034,4197,8238,4503,4526,9026,3728,3676,7405,1968,2150,4116,680,1140,1817,98,79,178,32675,32913,65588,690,779,1467,1352,1517,2869,31,20,50,43,49,98,1423,1592,3019,25383,26083,51465,4936,4786,9725,25889,26756,52640,4604,4263,8870,27518,28300,55820,557,524,1081,3835,3709,7543,1266,1296,2561,341,433,770,598,1254,1851,9431,11466,20904,4141,3929,8073,5629,4876,10499,2544,2312,4858,2067,1984,4052,406,398,801
SED25003,35161,36025,71184,2235,2154,4386,4787,4519,9302,2356,2125,4485,2501,2261,4762,5209,5221,10429,5171,5257,10435,4555,5015,9560,4115,4522,8642,2676,2845,5520,1176,1371,2544,376,747,1124,47,56,103,34893,35410,70304,265,614,874,295,353,651,0,3,0,8,4,16,304,361,666,21434,21853,43279,12337,12677,25010,18874,18971,37846,14665,15231,29892,29700,30399,60096,688,644,1329,4526,4237,8764,1902,1856,3756,1000,1070,2071,1166,1740,2911,16344,17766,34108,3268,3025,6289,3726,3206,6929,1570,1464,3035,1408,1785,3186,393,501,895
SED25102,28585,28911,57498,1726,1550,3278,3992,3659,7653,1877,1740,3613,1594,1466,3054,3053,3120,6169,3702,4058,7757,4186,4333,8519,3789,3967,7755,2955,3056,6008,1361,1421,2780,348,555,899,36,31,63,28400,28591,56993,190,319,509,181,203,388,10,3,12,8,7,14,198,215,413,23065,23035,46096,4682,5086,9772,25852,25906,51758,1829,2140,3968,26234,26479,52718,554,527,1083,3837,3539,7374,1538,1450,2993,600,678,1277,669,1248,1922,12373,14815,27191,3583,3136,6714,3787,3009,6798,1504,1094,2602,672,650,1324,83,79,163
SED25205,31225,33881,65106,1866,1796,3664,4368,4119,8488,1971,1956,3927,1646,1639,3287,3390,3683,7074,4540,4976,9518,4778,5279,10057,3874,4206,8081,2644,3105,5753,1516,2031,3549,611,1075,1690,30,44,76,30977,33509,64483,248,374,618,157,158,313,13,9,19,4,3,10,169,172,341,22835,24235,47076,7496,8684,16176,25255,26987,52242,5009,5876,10890,28048,30284,58333,603,640,1247,4210,3985,8194,1719,1746,3464,796,849,1651,881,1378,2263,15711,18345,34053,3146,3016,6162,3059,2997,6054,1209,1290,2498,792,1016,1808,135,180,310
SED25302,30438,33769,64208,1511,1448,2961,4450,4244,8695,2166,2052,4223,1436,1389,2831,2083,2148,4233,3235,3860,7102,4506,5130,9638,3854,4238,8098,3546,4467,8008,2645,3275,5918,1010,1514,2521,27,35,59,29834,32842,62679,602,935,1536,223,190,410,10,4,22,3,5,9,235,199,436,22984,25274,48262,6358,7199,13558,27791,30520,58311,1588,1976,3562,27627,30532,58155,572,520,1089,4275,4076,8351,1788,1754,3540,620,678,1293,565,1114,1679,13888,16760,30644,3540,3620,7164,3700,3692,7398,1432,1547,2978,742,929,1671,66,71,133
SED25402,33399,34930,68340,1957,1940,3897,4403,4047,8454,1984,1935,3926,1944,1970,3922,4251,4550,8802,3909,4147,8055,3982,4232,8211,4411,4767,9181,3842,3940,7782,2023,2295,4320,682,1102,1782,36,20,54,32326,33681,66011,1073,1255,2331,628,643,1267,29,37,67,13,22,32,674,698,1370,26561,27564,54123,4051,4489,8546,28625,29743,58366,2118,2460,4582,29252,30563,59815,512,527,1037,4001,3651,7653,1331,1391,2722,419,572,999,691,1347,2039,9686,12208,21894,4836,4555,9392,5851,5158,11010,2291,2351,4634,1636,1717,3354,157,172,328
SED25501,32511,33541,66050,1355,1307,2663,4380,4100,8481,2221,2054,4268,2553,2105,4659,4214,3696,7907,4279,4863,9142,4226,4615,8838,3696,3943,7645,2702,3092,5788,1927,2499,4430,958,1263,2223,150,137,290,31960,32902,64855,553,643,1194,55,66,122,0,0,3,0,3,3,64,73,134,14093,13869,27964,17203,18434,35641,13357,13196,26549,17856,19017,36874,23711,24115,47825,526,488,1013,4191,3922,8110,2027,1919,3945,1542,1323,2872,1400,1724,3122,19861,20291,40145,1835,2015,3853,1869,2073,3943,946,1000,1947,748,1088,1839,219,339,566
SED25605,31719,31791,63513,1597,1509,3107,3656,3399,7058,1765,1585,3351,2121,1783,3901,4684,4080,8763,4283,4274,8554,3938,4052,7994,3409,3613,7024,3028,3601,6631,2366,2516,4875,885,1381,2268,86,83,167,31156,31017,62169,568,777,1337,102,93,195,7,10,20,7,6,7,112,113,226,14562,14038,28598,15683,16388,32074,13471,12854,26323,16669,17444,34114,24441,24751,49192,497,474,974,3461,3231,6693,1537,1424,2962,1143,1016,2163,1269,1489,2755,16935,16833,33769,2237,2032,4272,2527,2496,5019,1175,1230,2409,1428,1896,3319,565,727,1290
SED25704,31802,32720,64523,1673,1709,3378,4048,3890,7939,1880,1712,3589,1646,1587,3228,3434,3578,7012,3289,3521,6811,3830,4047,7873,4614,4662,9277,4121,4052,8171,2413,2637,5050,866,1334,2200,37,32,68,30959,31846,62807,843,873,1717,968,1004,1971,25,23,52,22,24,48,1016,1054,2069,26590,27303,53893,2535,2860,5395,27608,28516,56127,1723,1834,3563,28108,29011,57117,422,423,846,3694,3571,7269,1289,1282,2570,312,427,739,414,1062,1476,8039,10951,18987,4521,4641,9161,6046,4996,11039,2909,2307,5218,1924,1655,3577,179,139,314
SED25802,37194,38942,76136,2306,2210,4522,5092,4776,9870,2229,2153,4381,1987,1913,3895,4474,4965,9436,4237,4474,8708,4482,4905,9393,4863,5243,10108,4374,4653,9028,2443,2594,5033,706,1054,1759,57,48,104,36715,38297,75008,484,643,1124,522,530,1051,13,21,35,10,9,22,554,555,1107,30340,31577,61922,4345,4869,9214,33189,34667,67854,1740,2037,3779,33437,34998,68439,633,547,1178,4691,4378,9072,1609,1686,3294,480,652,1130,623,1525,2147,11071,14903,25980,5029,4956,9982,6739,5623,12364,2849,2415,5268,1769,1660,3426,131,149,276
SED25905,33622,34144,67771,2127,2024,4146,4416,4189,8599,2223,1987,4210,2513,2263,4774,4873,4838,9714,4401,4484,8882,4137,4581,8718,4293,4519,8813,2882,2944,5828,1331,1511,2845,430,814,1248,57,56,115,33234,33567,66805,389,578,965,138,201,338,9,8,11,0,5,10,151,211,364,18111,18006,36121,13851,14484,28337,17773,17633,35405,13987,14554,28541,27779,28175,55953,605,539,1149,4119,3873,7992,1766,1676,3443,1012,993,2002,980,1572,2559,15124,16433,31558,3114,2766,5882,3872,3345,7213,1555,1471,3025,1286,1527,2814,582,776,1360
SED26005,43278,42962,86243,2939,2683,5623,7187,6684,13868,3502,3242,6743,3345,3039,6379,5546,5743,11290,6401,6663,13059,6100,6310,12410,4560,4516,9073,2454,2589,5042,1034,1138,2174,219,368,588,68,102,173,43182,42812,85995,94,151,249,220,247,462,13,14,22,11,3,19,236,269,499,22627,22089,44714,18880,19154,38028,22570,21996,44562,18613,18834,37445,34693,34095,68786,810,674,1479,6742,6282,13023,2840,2793,5637,1328,1446,2779,1336,2206,3544,18943,20307,39248,3757,3404,7165,4671,3913,8579,1870,1698,3563,1464,1595,3056,872,1126,1996
SED26102,32536,34605,67141,1501,1339,2840,3492,3305,6799,1606,1548,3154,1332,1315,2652,2760,2946,5705,3114,3499,6616,4185,4474,8654,4673,5389,10064,5332,5688,11022,3366,3614,6982,1165,1487,2654,30,33,62,32140,34025,66169,394,577,974,312,287,599,14,11,26,7,9,14,336,309,651,24882,26354,51234,5076,5542,10614,28221,30075,58298,2035,2175,4211,29014,30859,59875,447,395,834,3178,3004,6172,1167,1192,2356,446,526,972,512,1104,1618,13373,15646,29014,4045,4194,8241,4713,4365,9080,1829,1785,3614,1138,1326,2460,123,135,257
SED26207,29876,31530,61406,1712,1510,3220,3710,3498,7203,1781,1714,3497,1803,1547,3350,3495,3526,7024,3997,4217,8215,4201,4406,8600,3442,3811,7254,2764,3465,6227,2110,2634,4743,867,1210,2074,35,35,68,29642,31127,60767,236,402,638,133,99,228,4,5,11,4,8,16,143,112,260,20948,21313,42265,7995,9239,17232,20012,20275,40290,8886,10278,19161,27000,28411,55416,544,503,1051,3565,3353,6919,1552,1560,3114,827,785,1618,726,1101,1832,14419,15988,30407,2908,2696,5604,2880,2605,5487,1306,1377,2687,1568,2235,3807,304,467,774
SED26303,31552,34535,66093,1641,1613,3249,3385,3265,6653,1520,1529,3047,1746,1843,3585,6056,7042,13094,5399,5737,11139,4682,5028,9712,3312,3640,6948,2051,2394,4449,1218,1578,2797,546,864,1406,33,46,79,31013,34054,65068,540,481,1021,208,229,435,10,10,22,9,6,10,227,243,472,22710,24597,47310,7812,8915,16729,23776,25481,49260,6688,7996,14680,27890,30556,58449,535,558,1095,3283,3165,6444,1360,1372,2739,902,1012,1912,1722,2756,4473,19469,22508,41978,1855,1664,3522,1779,1500,3282,776,739,1516,1174,1580,2756,326,510,837
SED26406,36415,36648,73062,1843,1662,3509,3530,3318,6843,1879,1936,3820,3998,3682,7680,7603,7093,14703,5330,5178,10508,4296,4448,8748,3374,3617,6993,2360,2682,5041,1478,1955,3431,724,1074,1797,157,160,311,34480,34777,69258,1934,1869,3808,135,114,245,7,3,11,4,3,8,143,121,262,19114,18790,37909,15676,16451,32129,19382,18823,38211,15317,16319,31635,26596,27215,53817,611,524,1130,3368,3173,6539,1694,1774,3471,2587,2457,5047,2309,2548,4852,22905,23625,46523,2149,1795,3946,2022,1835,3858,890,844,1730,1079,1592,2668,268,421,690
SED26504,29639,30918,60558,1454,1467,2929,3758,3527,7284,1724,1617,3351,1377,1384,2760,3066,3183,6255,3175,3406,6584,3692,4059,7749,4189,4388,8581,4009,4073,8086,2381,2632,5015,795,1178,1974,35,43,77,28487,29668,58157,1151,1246,2396,469,486,960,19,13,30,26,19,47,511,527,1039,24420,25394,49813,3080,3339,6420,25896,26987,52886,1762,1932,3698,26484,27584,54066,433,437,867,3448,3269,6710,1185,1212,2396,261,403,661,531,1111,1644,9107,11793,20900,4052,4027,8077,5385,4565,9945,2233,1855,4090,1491,1413,2905,105,118,223
SED26603,38740,40322,79067,2548,2482,5028,4287,4121,8407,1834,1705,3547,2777,2498,5274,7528,7578,15102,6553,6593,13151,4854,5051,9900,3670,3920,7586,2272,2664,4938,1486,2103,3591,932,1605,2538,71,61,134,38338,39612,77946,403,713,1119,229,245,476,4,3,4,8,12,18,241,253,495,23833,24963,48795,13085,13625,26715,22558,23222,45779,14262,15157,29418,31005,33084,64085,763,750,1515,4071,3886,7952,1513,1498,3011,1345,1335,2690,1943,2664,4607,20970,22461,43429,2753,2433,5194,2841,2508,5345,1303,1255,2558,1620,2461,4077,433,666,1102
SED26708,32676,32639,65313,1826,1680,3498,4282,3889,8171,1995,1780,3779,1583,1342,2922,3581,3545,7133,3545,3833,7378,4177,4273,8451,4742,4877,9618,4193,4144,8341,2119,2222,4345,632,1046,1677,25,34,57,32113,31951,64054,565,694,1261,369,362,737,9,19,27,15,7,24,398,385,778,27370,27316,54687,3037,3151,6186,29271,29345,58613,1374,1332,2701,29341,29360,58699,521,505,1022,3942,3580,7522,1428,1386,2823,359,436,797,521,1108,1628,10528,13649,24182,4755,4228,8985,5294,3969,9268,2364,1812,4174,1468,1304,2774,127,107,235
SED26806,35856,37716,73565,1210,1204,2406,1676,1689,3366,966,1008,1973,2652,3203,5852,11098,11897,22997,6571,6073,12645,3989,3918,7909,3287,3251,6538,2380,2768,5147,1482,1787,3269,551,908,1454,126,132,255,34086,36275,70367,1765,1435,3200,197,159,355,4,4,16,8,3,16,219,165,382,20508,21187,41695,12666,13937,26607,25115,25563,50672,7977,9449,17424,26386,27359,53750,356,341,692,1533,1571,3108,755,820,1578,1219,1547,2762,2424,3245,5666,25823,27659,53481,1756,1713,3474,1512,1403,2919,525,462,986,446,571,1019,133,200,329
SED26903,34020,35034,69058,2099,1918,4018,3442,3200,6639,1419,1391,2811,2232,2090,4320,6729,6694,13424,5609,5694,11296,4450,4518,8970,3383,3604,6994,2335,2639,4976,1523,2052,3572,796,1248,2043,49,52,99,33591,34550,68143,425,490,914,405,437,847,20,7,26,13,14,30,442,465,904,20468,20995,41466,11757,12348,24109,19214,19688,38902,12938,13566,26505,27084,28430,55512,623,546,1168,3221,3022,6242,1159,1181,2349,1053,1094,2143,1916,2341,4256,18067,19163,37223,2467,2156,4625,2628,2301,4929,1168,1245,2417,1776,2469,4241,504,735,1238
SED27003,36859,38295,75154,1492,1534,3032,2282,2380,4663,917,1140,2057,2385,2911,5298,11239,11832,23070,6807,6183,12991,4307,4198,8504,3564,3377,6940,2299,2657,4955,1172,1419,2584,397,652,1050,91,81,173,35617,37094,72712,1241,1205,2441,200,208,405,12,0,14,7,4,11,219,212,430,24008,24195,48205,10442,11823,22262,27398,27324,54720,7018,8652,15673,29856,30975,60832,414,430,850,2089,2204,4291,734,972,1703,1103,1428,2533,2421,3240,5664,25919,26890,52814,1743,1561,3301,1567,1401,2972,579,644,1224,657,1092,1749,262,515,775
SED27101,31804,33509,65308,1985,1952,3935,4007,3845,7857,1862,1598,3461,1927,1815,3742,4699,4845,9537,5053,5430,10481,4359,4473,8831,3304,3665,6963,2489,2953,5449,1535,2002,3532,581,941,1525,63,72,137,31351,32957,64308,452,549,1001,161,157,321,7,4,15,0,6,7,171,166,335,20678,21109,41791,10102,11344,21440,21345,21935,43277,9285,10426,19708,26078,27223,53296,724,646,1364,3869,3728,7590,1631,1414,3049,903,908,1808,1185,1849,3039,17089,18866,35958,2761,2547,5315,2604,2454,5058,1088,1164,2246,896,1168,2060,295,383,676
