SED_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED30033,69,265,1899,7736,6979,817,223,849,18833,13,113,914,568,38,0,0,163,1802,18,165,522,495,31,0,0,125,1353,28,279,1432,1062,65,0,0,290,3159,0,20,173,43,5,0,0,40,279,0,21,99,31,0,0,0,13,172,4,30,185,105,0,0,0,28,356,0,0,4,8,0,0,0,0,10,0,0,3,0,0,0,0,3,15,10,74,461,188,14,0,0,84,827,233,398,119,67,35,4,7,105,967,88,136,69,31,25,0,8,38,398,436,1150,3986,9073,7114,826,229,1359,24179
SED30034,201,866,2979,9344,4411,820,213,1943,20775,7,82,536,119,14,3,0,102,867,0,40,148,33,3,0,0,32,256,8,121,687,155,18,3,0,136,1123,6,128,456,108,11,4,3,136,849,0,0,14,5,3,0,0,0,27,0,0,10,13,3,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,124,479,123,19,5,0,148,901,456,595,135,79,47,3,3,238,1551,78,138,33,31,22,3,6,81,393,753,1847,4297,9725,4515,835,227,2548,24742
SED30035,91,374,1460,6813,7384,848,188,1054,18212,0,29,202,152,9,9,0,69,482,0,6,60,36,3,0,0,12,121,0,40,263,189,18,9,0,82,598,0,48,78,29,15,3,4,31,216,0,0,18,0,0,0,0,0,26,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,7,0,51,105,35,14,3,4,37,253,282,381,36,48,25,4,4,155,933,44,57,12,24,6,3,5,34,190,416,908,1877,7111,7446,862,204,1353,20187
SED30036,26,134,809,7900,5994,963,235,814,16875,11,113,253,117,15,0,0,54,569,6,92,333,2577,269,5,0,287,3565,18,207,583,2693,283,3,3,337,4129,13,106,36,21,0,0,0,39,215,3,42,57,16,0,0,0,13,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,31,7,0,0,19,71,15,156,107,63,8,0,0,70,423,9,67,30,0,0,0,0,24,134,0,3,7,25,7,0,0,7,52,68,568,1537,10682,6295,969,240,1257,21620
SED30037,26,191,1365,7709,5960,795,164,684,16896,27,146,536,355,27,0,0,130,1222,0,108,241,284,5,0,0,81,719,33,252,778,642,31,0,0,204,1948,5,240,272,72,3,0,3,89,680,0,33,31,4,0,0,0,12,79,0,9,0,0,0,0,0,0,12,4,19,18,9,0,0,0,3,51,0,10,0,5,0,0,0,3,17,14,315,323,82,3,0,4,101,836,0,0,0,7,9,0,0,59,73,9,12,0,8,6,0,0,9,40,69,769,2467,8444,6004,797,167,1061,19794
SED30038,28,334,1167,6930,7020,1126,282,801,17691,4,321,312,438,55,0,3,159,1295,7,39,146,155,14,0,3,33,391,12,356,456,590,77,0,5,184,1681,0,26,50,47,5,0,0,28,155,0,0,16,0,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,3,0,0,5,15,0,30,71,49,5,0,0,35,194,7,28,13,5,4,0,0,17,71,9,24,11,8,3,4,0,9,55,57,776,1713,7586,7104,1136,295,1044,19706
SED30039,13,56,329,4783,12432,2022,468,779,20884,0,34,71,79,61,0,0,20,270,0,11,55,437,170,7,0,51,726,0,42,128,517,238,6,0,75,996,0,6,0,8,0,0,0,0,18,0,10,0,13,0,0,0,3,23,0,15,60,0,0,0,0,5,85,0,0,0,0,0,0,0,0,0,0,3,17,9,0,0,0,9,46,0,36,80,29,0,0,0,17,167,5,46,15,3,0,0,0,22,97,0,4,4,10,9,0,0,6,21,20,189,549,5335,12674,2029,472,894,22167
SED30040,26,103,895,5816,6341,1157,173,512,15021,10,66,1453,625,36,0,0,131,2317,0,76,241,456,96,6,3,63,942,14,140,1689,1079,136,6,3,197,3258,0,15,108,102,4,0,0,12,244,0,24,147,146,7,0,0,12,339,8,152,736,306,20,0,0,172,1394,0,9,63,20,3,0,0,3,97,0,10,3,0,3,0,0,10,26,15,211,1048,573,36,4,0,210,2106,9,18,42,9,0,0,0,32,114,3,8,8,6,0,0,0,5,30,64,478,3677,7481,6514,1175,177,958,20517
SED30041,54,256,1150,6778,7291,1132,195,918,17775,4,117,426,280,18,0,0,115,964,11,38,69,66,9,0,0,23,212,13,148,494,343,31,0,5,135,1171,14,148,468,169,12,3,6,84,895,0,7,57,25,0,0,0,12,92,0,16,78,23,0,0,0,22,141,3,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,16,173,606,217,13,8,0,112,1152,183,271,39,32,26,3,0,259,816,53,99,20,23,6,0,3,17,214,317,948,2306,7399,7366,1147,207,1439,21126
SED30042,12,98,534,5587,8802,1510,346,578,17478,0,97,440,469,50,5,0,90,1151,0,23,161,663,28,0,0,64,943,0,127,601,1127,81,5,0,151,2092,0,70,103,64,3,0,0,23,262,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,5,3,5,0,21,65,0,78,149,71,9,5,0,42,356,3,25,3,4,0,0,0,9,56,0,0,4,7,6,0,0,0,25,17,324,1298,6798,8899,1520,348,792,19998
SED30043,65,212,1313,6541,7239,1256,405,1024,18053,0,30,234,172,60,5,0,81,590,0,0,26,55,28,6,0,15,131,0,32,263,228,87,13,0,96,720,0,14,84,28,7,0,0,18,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,16,0,22,91,28,7,0,0,20,170,24,28,16,24,22,3,3,27,140,7,9,3,6,8,3,0,51,94,92,305,1681,6823,7359,1279,410,1211,19172
SED30044,28,158,1171,5483,9704,1688,744,1193,20180,4,37,460,388,89,3,0,154,1135,0,9,45,173,47,4,6,36,331,4,47,508,562,138,9,3,194,1465,0,0,6,13,0,0,0,0,21,0,11,8,0,0,0,0,0,14,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,15,40,7,6,0,0,11,82,3,24,56,26,8,0,0,9,133,3,86,36,0,3,0,0,34,168,0,8,9,21,11,0,0,3,58,47,320,1780,6093,9860,1704,757,1437,22003
SED30045,36,174,1186,6983,5674,1401,223,428,16106,0,87,536,302,12,3,0,63,1003,6,96,478,1469,49,6,4,130,2237,8,180,1017,1775,54,10,0,194,3238,39,397,267,59,9,0,4,63,843,0,39,287,60,7,0,0,21,419,0,16,199,74,6,0,3,8,307,0,0,11,5,0,0,0,0,15,0,11,4,3,0,0,0,0,26,44,471,768,199,14,0,6,95,1602,19,46,42,14,3,0,0,18,147,7,7,6,3,0,0,0,0,27,110,883,3016,8983,5751,1414,234,741,21129
SED30046,18,69,906,7081,7469,1255,334,1087,18213,3,82,532,316,35,0,0,98,1065,3,86,670,985,67,7,0,236,2052,4,169,1200,1299,98,5,5,327,3122,8,181,340,182,12,3,0,167,888,0,74,88,3,0,0,0,33,194,0,13,82,0,0,0,0,11,113,0,0,0,0,0,0,0,0,0,0,10,18,7,0,0,0,9,48,4,272,525,193,18,3,0,216,1235,10,64,20,5,0,0,0,73,175,0,8,5,5,6,0,0,6,27,35,582,2665,8588,7586,1265,337,1713,22776
SED30047,18,148,1387,8314,5167,856,129,898,16919,13,227,1323,446,27,0,6,281,2321,10,220,452,322,28,4,0,159,1204,19,446,1780,765,53,4,6,443,3529,14,213,596,206,9,0,0,143,1189,0,0,23,9,0,0,0,6,42,0,26,15,75,0,0,0,16,137,0,33,49,120,18,0,0,113,326,0,0,0,8,0,0,0,10,20,17,263,684,418,37,0,0,282,1707,73,199,57,26,17,0,5,94,472,17,38,18,17,4,0,0,35,135,144,1099,3925,9540,5275,865,140,1761,22758
SED30048,15,85,704,3122,3709,1865,413,197,10109,0,15,29,18,0,0,0,10,78,0,60,334,822,94,14,4,45,1380,3,77,364,841,99,14,4,49,1452,36,374,1173,488,72,14,3,103,2259,15,358,3730,901,40,0,11,162,5210,12,361,2029,635,33,0,4,172,3240,0,352,1154,635,23,0,0,99,2260,0,4,4,0,0,3,0,3,18,54,1447,8093,2657,171,20,19,532,12993,0,0,3,0,0,0,0,0,9,3,25,49,32,10,3,6,8,133,75,1635,9213,6650,3988,1902,441,794,24700
SED30049,20,91,547,5692,5999,2196,425,373,15345,15,40,175,63,11,0,0,13,316,0,51,476,1204,143,4,4,81,1968,20,97,650,1266,154,4,4,89,2281,18,179,214,215,7,3,0,58,692,9,96,479,103,0,0,0,45,739,4,122,656,132,0,0,0,80,1002,0,22,119,53,0,0,0,5,202,0,9,10,0,0,0,0,9,29,33,426,1485,498,10,8,4,208,2667,6,7,34,3,0,0,0,0,50,0,8,5,4,5,0,0,0,23,72,628,2716,7465,6171,2204,436,674,20369
SED30050,22,135,595,4471,3742,697,123,394,10179,3,20,760,391,17,0,4,63,1256,26,173,1016,1538,144,16,3,206,3126,29,198,1775,1927,162,16,5,271,4377,31,296,1249,517,11,6,3,175,2286,14,130,916,406,20,6,0,125,1613,10,311,1072,686,25,0,0,186,2290,16,91,706,365,19,0,0,144,1334,0,7,8,3,0,3,0,9,35,70,831,3960,1976,71,18,7,628,7554,167,261,63,41,20,0,0,115,672,54,87,33,51,13,5,0,30,268,340,1516,6429,8468,4013,729,130,1433,23061
SED30051,109,353,2659,8564,5844,999,235,986,19756,7,202,294,78,12,3,0,93,692,0,30,64,23,0,0,0,20,145,7,235,361,99,13,3,0,115,838,7,103,272,52,4,0,0,66,513,0,5,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,18,7,117,271,59,9,0,0,69,539,98,253,46,20,20,0,0,93,532,19,37,11,24,18,3,0,13,122,247,986,3353,8772,5904,1007,242,1274,21784
SED30052,13,113,373,1199,919,377,138,123,3262,0,10,14,3,0,0,6,4,33,7,128,337,437,77,8,13,51,1052,7,136,353,440,77,11,15,51,1090,90,860,717,217,27,6,11,174,2113,106,880,2244,509,39,6,8,221,4000,320,2469,4211,1297,81,7,6,670,9059,207,4895,6707,1427,86,9,0,974,14309,3,154,301,32,3,0,0,18,513,723,9256,14173,3477,238,33,27,2065,29993,0,8,12,0,0,6,0,102,130,16,99,62,14,4,5,0,46,247,772,9611,14970,5129,1235,423,187,2387,34715
SED30053,8,42,256,3575,4596,1041,194,323,10024,5,46,796,532,48,7,0,68,1507,0,94,1403,1916,401,44,14,216,4093,6,141,2205,2451,449,49,14,289,5602,5,172,691,214,13,3,0,109,1213,17,431,1502,303,20,0,0,152,2414,12,173,651,192,30,0,0,77,1143,90,257,417,165,3,0,0,135,1070,0,0,3,0,0,0,0,3,14,120,1043,3269,874,62,5,6,478,5852,37,81,19,3,0,0,0,29,169,3,10,13,8,3,0,0,10,50,172,1309,5765,6906,5112,1094,213,1125,21690
SED30054,28,92,1163,4902,4112,1831,371,225,12724,0,23,56,17,6,0,0,6,111,6,205,712,1152,115,16,0,83,2290,12,225,768,1166,117,24,0,89,2401,37,603,962,237,36,15,3,120,2009,12,217,1049,217,13,0,0,75,1593,9,90,346,165,7,0,0,16,626,0,0,43,135,5,0,0,17,208,0,7,0,3,0,0,0,4,22,53,915,2405,760,56,16,11,235,4454,0,0,7,4,0,0,0,0,15,4,6,4,6,0,0,0,5,23,93,1244,4346,6842,4294,1862,385,555,19618
SED30055,132,461,1813,6357,5629,967,221,1533,17120,5,34,234,230,77,16,3,96,690,0,6,27,4,7,0,0,12,61,5,42,260,236,85,16,3,111,755,0,14,37,7,0,0,0,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,36,14,0,0,0,11,74,134,233,21,26,8,4,0,305,737,44,81,16,16,15,9,0,18,198,312,831,2155,6647,5738,987,228,1978,18879
SED30056,14,69,308,3797,8300,2807,630,267,16182,0,53,99,109,10,0,0,21,289,0,0,53,295,42,0,0,7,403,0,53,157,403,54,0,0,25,687,0,27,29,32,24,3,3,3,129,0,0,9,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,6,3,0,6,38,0,34,48,46,32,14,3,9,187,4,0,0,0,3,3,0,0,13,0,5,0,0,3,4,0,0,12,18,158,512,4249,8385,2825,634,303,17086
SED30057,18,134,699,6278,8211,967,250,869,17415,10,464,771,945,135,6,4,256,2579,13,87,397,527,88,0,0,195,1302,18,552,1171,1473,222,0,3,449,3882,0,36,39,63,5,0,0,27,162,10,36,35,5,0,0,0,16,99,0,13,26,0,0,0,0,7,46,0,0,0,0,0,0,0,0,0,0,19,33,12,3,0,0,19,94,14,99,126,74,11,0,0,66,399,11,21,26,3,0,0,0,38,101,4,0,4,11,5,5,0,4,27,54,807,2021,7834,8439,979,257,1432,21815
SED30058,16,68,547,5895,6778,1917,319,338,15872,3,19,93,132,29,0,0,10,284,0,41,143,1070,95,7,0,59,1414,3,61,235,1205,123,8,0,65,1700,7,103,259,47,8,0,0,21,442,0,29,180,30,0,0,0,12,251,0,55,275,61,0,0,0,19,410,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,21,9,189,721,140,9,0,0,49,1120,0,0,0,5,0,0,0,0,6,0,8,4,8,0,0,0,5,26,26,330,1506,7255,6914,1924,318,456,18725
SED30059,37,138,422,4295,6061,1755,579,495,13794,0,6,170,698,43,6,0,47,968,4,22,695,3005,531,20,0,222,4493,5,31,859,3707,571,21,0,266,5461,4,61,9,4,0,0,0,36,112,0,23,228,61,5,0,0,20,338,0,11,218,61,0,0,0,14,311,0,107,221,69,3,0,0,32,436,3,12,23,12,10,4,5,9,76,5,218,698,215,17,4,4,106,1274,9,45,9,5,8,0,0,50,121,0,4,8,6,8,0,0,4,35,67,437,2006,8228,6664,1782,587,925,20682
SED30060,42,130,748,7232,6806,1011,189,1135,17292,0,9,409,128,9,0,0,50,601,8,23,274,18,0,0,0,59,378,8,37,682,139,15,0,0,116,989,36,127,482,111,15,3,0,233,1001,0,0,34,111,0,0,0,16,173,0,0,146,5,0,0,0,15,161,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,36,125,658,236,15,8,0,274,1347,101,125,28,13,5,0,0,87,361,18,32,7,5,3,0,0,15,74,200,446,2120,7627,6841,1013,190,1621,20058
SED30061,23,110,728,6799,5585,1067,241,728,15285,13,151,884,196,19,3,0,141,1403,0,73,311,150,9,0,7,72,621,19,220,1194,344,27,3,7,211,2023,20,140,166,98,0,3,3,71,491,0,83,424,16,0,0,0,49,581,0,0,40,11,0,0,0,3,61,0,7,0,0,0,0,0,0,12,0,4,4,0,0,0,0,7,12,17,226,639,121,5,3,5,134,1148,46,84,11,10,8,3,0,23,180,17,44,8,6,0,0,0,15,96,130,687,2575,7283,5623,1073,252,1115,18735
SED30062,4,59,404,5923,9593,1243,177,566,17982,8,240,1017,1043,49,7,0,136,2496,4,77,453,3015,348,5,3,330,4237,16,320,1468,4059,394,8,3,469,6732,0,21,69,123,0,0,0,13,232,0,0,39,27,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,7,0,0,3,15,0,35,114,147,8,0,0,19,318,38,169,41,3,0,0,0,54,311,3,7,0,3,5,3,0,10,33,61,585,2036,10141,9998,1255,181,1112,25375
SED30063,182,639,2887,8791,4994,914,275,1706,20373,0,65,188,71,9,0,0,47,389,0,0,16,0,0,0,0,0,20,0,65,202,74,13,0,0,47,405,3,108,360,77,15,0,0,76,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,108,360,80,15,0,0,76,642,103,200,48,31,20,0,9,170,577,24,35,19,21,9,5,3,4,114,314,1049,3517,8986,5041,916,286,2005,22118
SED30064,85,330,1506,6417,5498,1083,362,766,16051,0,54,477,365,21,9,6,61,989,3,65,408,216,17,3,0,56,760,7,123,885,580,37,7,3,115,1751,27,217,465,104,7,0,0,65,883,0,10,34,9,0,0,0,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,31,12,4,0,0,14,83,33,240,521,124,8,7,3,90,1027,57,138,64,13,6,0,0,113,394,8,18,11,11,8,0,3,10,59,189,841,2995,7149,5562,1097,372,1089,19285
SED30065,70,331,1438,5908,7164,1475,369,622,17374,4,82,461,479,22,0,0,79,1133,0,30,275,674,114,8,0,46,1154,3,119,739,1151,136,10,5,133,2288,0,27,96,76,10,0,0,11,220,0,19,136,129,6,0,0,4,300,0,13,121,68,3,0,0,18,224,0,4,19,4,0,0,0,0,32,3,42,46,15,12,4,6,19,147,10,105,421,294,28,6,6,53,924,106,188,34,16,11,0,0,77,434,3,11,26,16,8,6,0,14,85,192,757,2659,7391,7347,1491,378,889,21099
SED30066,71,267,1240,6402,5757,1141,208,647,15735,23,103,459,330,6,3,4,89,1022,5,58,937,709,67,4,0,94,1881,27,166,1394,1045,77,9,5,185,2904,15,151,566,195,18,0,0,89,1030,0,40,312,147,5,0,0,46,546,0,6,49,143,0,0,0,20,218,0,0,0,3,0,0,0,8,10,3,17,5,3,3,3,0,7,43,21,215,930,493,26,11,4,160,1848,74,89,14,14,9,6,0,36,240,23,66,18,25,3,5,0,8,142,207,803,3595,7975,5874,1156,219,1039,20870
SED30067,30,110,1123,6561,4493,1230,254,365,14155,0,38,245,114,28,0,0,36,469,7,154,774,1374,40,0,0,123,2472,3,195,1016,1487,68,5,0,160,2941,31,483,1444,308,9,5,0,170,2456,16,131,1637,177,6,0,0,116,2071,6,249,653,99,8,0,0,70,1094,0,129,320,36,0,0,0,19,508,0,4,5,3,0,0,0,0,18,58,992,4059,628,25,5,3,375,6151,0,0,3,3,6,0,0,3,19,3,9,3,11,3,0,0,6,34,92,1316,6203,8687,4600,1237,261,905,23295
SED30068,18,72,457,3509,6478,2041,267,350,13195,13,157,671,270,61,12,0,51,1232,0,59,358,649,81,3,0,48,1200,11,218,1023,918,142,16,0,99,2429,9,213,312,353,36,0,0,60,981,0,4,147,112,0,0,0,18,286,3,42,263,150,30,4,0,22,509,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,15,13,266,736,612,68,5,0,103,1800,24,15,14,10,9,0,0,13,88,5,6,8,6,5,0,0,5,27,66,580,2240,5053,6696,2061,275,573,17545
SED30069,29,125,489,5670,7572,1879,566,509,16842,0,107,528,90,12,0,0,37,776,6,17,271,998,67,0,0,100,1469,6,130,797,1092,81,0,0,139,2245,0,66,89,35,3,0,0,18,216,0,6,4,11,8,0,0,0,24,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,31,15,5,9,3,10,81,7,86,132,56,16,12,3,24,334,11,14,0,4,3,0,0,7,43,3,8,10,3,9,4,0,6,33,52,358,1427,6823,7681,1894,570,687,19496
SED30070,31,131,1674,6715,7192,1016,255,651,17669,11,75,637,723,47,0,0,112,1609,3,154,483,354,33,7,3,52,1086,16,233,1116,1081,74,7,6,169,2695,4,134,269,107,9,0,0,58,583,0,15,139,40,0,0,0,10,210,5,6,97,53,0,0,0,4,163,0,0,0,0,0,0,0,0,0,0,6,29,23,5,3,4,6,81,6,160,532,221,18,4,3,84,1032,89,354,127,30,15,0,4,124,736,3,15,14,12,9,0,0,0,54,145,891,3465,8059,7305,1029,268,1034,22187
SED30071,24,180,1803,7216,4497,1111,199,650,15678,8,82,575,141,26,0,0,60,895,3,103,370,612,39,0,0,94,1218,10,195,939,757,60,0,0,146,2114,31,552,1093,334,39,4,4,213,2266,19,91,410,284,5,0,0,51,859,10,66,508,564,13,0,0,73,1228,27,44,276,549,8,0,0,31,929,0,6,16,5,3,4,0,9,37,88,756,2298,1734,65,12,5,370,5326,70,117,35,12,8,0,0,134,383,9,27,9,10,0,0,0,16,71,200,1267,5084,9735,4633,1129,208,1326,23576
SED30072,45,292,1992,5502,8212,1595,291,742,18677,32,157,556,364,66,0,5,58,1239,0,0,51,457,63,0,0,28,592,32,161,607,823,127,0,5,81,1833,0,32,112,82,0,3,0,17,246,0,0,28,14,0,0,0,4,39,0,6,21,17,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,20,0,39,165,123,3,3,0,26,352,13,7,12,0,0,0,0,30,61,3,7,8,6,4,0,0,3,30,95,513,2779,6452,8347,1595,293,880,20952
SED30073,43,286,2462,8253,5045,844,212,970,18120,9,66,675,242,28,0,0,127,1146,10,137,202,111,15,3,0,91,571,16,205,878,359,42,4,0,217,1722,13,207,512,157,23,0,5,144,1060,0,0,16,7,0,0,0,4,24,0,0,8,8,0,0,0,0,26,0,17,62,36,0,0,0,8,116,0,7,3,11,0,0,0,10,32,13,227,600,219,25,0,7,163,1253,65,93,21,15,13,0,0,72,270,16,32,12,12,7,3,0,18,103,142,840,3971,8860,5132,860,226,1434,21471
SED30074,11,121,1389,7499,5902,1096,211,390,16628,4,97,336,588,8,0,0,69,1099,4,116,415,1085,85,0,0,96,1800,4,213,752,1675,92,0,0,161,2901,14,263,200,259,12,0,0,59,818,15,41,75,18,0,0,0,47,189,14,37,30,6,0,0,0,3,88,0,0,0,0,0,0,0,0,0,3,8,13,0,3,0,0,4,26,35,346,319,290,13,4,0,120,1125,0,18,3,3,0,0,0,142,173,0,3,5,11,5,0,0,0,29,66,704,2471,9476,6013,1098,212,815,20855
SED30075,67,345,1647,7087,6485,1516,505,1116,18770,20,94,376,176,19,3,0,64,747,10,23,89,109,3,4,0,40,277,27,118,466,286,21,6,0,100,1022,0,0,25,9,0,0,0,8,36,0,3,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,0,5,23,0,8,41,11,0,0,0,14,74,69,148,57,29,22,0,0,84,421,12,16,12,9,13,5,3,8,71,171,631,2216,7423,6539,1537,512,1323,20363
SED30076,26,158,747,2508,1653,752,296,214,6358,7,20,30,9,10,5,0,10,87,4,47,253,398,61,11,8,54,837,14,65,281,408,72,9,7,60,922,111,1021,1057,221,48,16,11,287,2771,86,749,1851,408,28,3,5,246,3384,41,1495,3210,1022,73,15,3,394,6256,160,3099,4676,1019,117,5,7,627,9707,0,0,6,0,7,3,0,5,25,403,6365,10799,2663,269,45,26,1568,22140,10,18,13,9,0,0,0,29,71,10,32,41,13,5,0,6,28,137,465,6635,11890,5603,2000,811,331,1903,29632
SED30077,125,458,2273,7793,5400,966,264,1372,18657,4,128,706,181,19,4,3,113,1158,0,8,43,27,6,5,0,14,102,4,129,751,215,25,3,3,126,1256,0,31,147,33,0,0,0,107,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,31,146,31,0,0,0,110,332,75,128,24,36,22,0,3,123,413,15,22,21,33,16,8,4,15,128,225,770,3216,8115,5462,986,273,1748,20788
