SED_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SED30014,0,0,6,118,175,289,15,9,23,0,0,0,72,80,147,7799,7008,14814,574,920,1498,96,3,96,165,40,204,399,198,600,245,84,335,590,611,1206,10071,9135,19206,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,5,3,15,0,0,0,0,0,0,4,0,7,11,22,32,8,9,22,28,25,57,147,102,254,183,139,321,0,4,0,5,11,17,14,4,20,20,17,35,1324,1826,3152,2095,2723,4818,97,74,165,13787,13915,27702
SED30015,0,3,7,301,122,423,3,0,5,0,0,0,8,10,18,8020,6221,14237,795,644,1441,327,10,337,89,6,104,59,36,94,207,69,278,640,598,1246,10457,7732,18190,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,8,0,0,0,0,0,0,30,11,45,8,3,8,8,4,10,48,15,62,131,48,180,183,67,253,0,0,4,17,0,19,17,3,25,40,10,48,1473,1489,2967,1034,1090,2128,161,109,272,13348,10506,23851
SED30016,42,30,70,126,87,218,0,0,0,0,0,0,18,15,29,8246,7762,16009,434,578,1008,175,6,178,119,10,129,124,46,172,84,30,113,190,253,451,9559,8818,18374,3,5,10,0,0,0,0,0,0,29,22,50,3,5,4,0,0,0,36,32,64,0,0,0,0,0,0,3,6,5,0,18,18,4,0,3,11,21,33,82,42,121,125,94,223,10,4,7,0,9,6,0,5,4,11,8,21,1484,2043,3523,1245,1921,3162,78,56,135,12503,12933,25439
SED30017,151,140,291,100,193,292,0,0,5,0,3,3,30,20,53,8953,7548,16507,431,504,939,243,3,246,158,14,171,46,9,54,80,28,113,83,110,192,10273,8586,18865,13,24,33,0,0,0,0,0,0,47,57,101,8,9,18,10,3,10,70,94,163,0,0,0,0,0,0,18,32,54,6,20,29,0,5,6,32,53,84,113,53,168,218,200,415,11,14,26,0,6,5,9,3,11,14,24,38,1400,2065,3460,1124,1714,2837,34,37,70,13064,12619,25692
SED30018,74,104,180,466,583,1047,12,11,25,0,0,4,28,20,48,7981,6983,14960,414,620,1028,157,4,162,141,11,157,112,21,130,58,26,83,111,142,255,9550,8525,18076,6,12,23,0,0,0,0,0,0,78,53,124,8,4,11,0,0,3,94,66,159,0,0,0,0,0,0,46,36,80,15,23,42,10,3,12,69,64,136,100,44,145,262,176,445,14,10,25,4,10,14,4,0,3,22,19,42,2943,3208,6154,1036,1895,2934,38,46,82,13854,13867,27721
SED30019,754,741,1488,604,881,1477,35,32,63,0,4,6,102,121,222,8487,6884,15371,393,775,1168,59,0,63,261,42,302,337,101,431,139,59,198,350,457,803,11519,10084,21605,73,133,207,0,0,0,0,0,0,65,66,134,13,25,39,22,13,40,183,236,418,5,10,16,0,0,0,15,28,39,14,30,47,13,16,28,57,84,132,111,61,172,342,384,727,30,55,80,7,15,24,6,0,3,42,72,108,3947,4340,8283,1370,2278,3650,66,68,133,17286,17220,34506
SED30020,3,0,4,21,19,38,9,0,9,0,0,0,20,11,28,9491,8733,18221,567,622,1187,383,14,395,92,9,109,78,6,83,89,31,120,401,242,637,11158,9680,20832,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,6,6,7,98,46,147,104,51,159,0,0,0,4,0,3,3,0,4,6,4,13,1277,1502,2779,922,1578,2496,80,64,147,13552,12878,26425
SED30021,0,0,0,215,115,330,39,34,79,0,0,0,19,24,42,6143,5434,11578,684,949,1630,175,3,180,87,16,105,186,117,301,332,127,457,1259,1478,2739,9134,8300,17435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,38,0,0,0,8,3,9,11,4,14,5,0,5,51,20,64,150,80,225,196,101,298,0,0,0,34,16,52,12,6,20,44,19,71,873,1028,1905,1634,1729,3357,223,194,413,12111,11369,23479
SED30022,209,197,403,30,28,54,4,4,8,5,17,26,27,26,54,15190,12779,27969,855,904,1762,411,10,418,207,18,224,45,10,53,128,64,193,149,134,280,17242,14192,31442,44,46,89,0,0,0,10,13,24,58,59,120,11,20,26,18,9,20,135,148,281,0,0,0,0,0,3,12,8,13,0,8,8,4,0,4,14,15,29,191,134,324,335,295,631,64,80,143,3,4,12,9,0,9,78,84,161,2156,3070,5225,1559,2763,4323,89,77,162,21464,20476,41940
SED30023,147,151,303,774,809,1582,7,12,17,7,0,7,64,74,138,6278,5772,12048,367,673,1039,58,5,62,226,28,257,378,116,497,80,54,135,493,494,988,8882,8186,17066,44,60,104,0,0,0,0,0,0,16,10,26,0,3,4,7,6,9,68,78,147,0,4,3,0,0,0,19,33,57,12,33,43,24,14,35,53,86,141,79,50,131,199,217,413,21,11,31,7,7,11,8,0,9,35,23,56,4245,4242,8485,1256,2160,3414,47,37,84,14651,14868,29517
SED30024,25,24,51,61,94,155,3,3,7,0,0,0,24,12,32,7589,7001,14588,339,417,757,141,3,140,106,9,112,182,102,288,69,39,107,178,273,453,8713,7971,16688,8,4,5,0,0,0,0,0,0,22,10,36,0,0,0,0,0,0,31,14,45,0,0,0,0,7,7,6,5,3,4,11,17,7,5,11,12,31,44,85,49,135,130,90,222,12,7,15,0,6,10,3,0,3,17,11,23,1484,2062,3546,1078,1705,2780,59,64,125,11476,11910,23386
SED30025,344,396,738,172,209,380,0,0,0,4,0,4,28,29,53,8466,7644,16109,371,549,917,179,3,183,206,16,219,152,29,180,62,34,100,114,132,252,10091,9040,19127,33,31,62,0,0,0,0,0,0,124,114,238,6,19,29,14,5,19,185,169,351,0,0,0,0,0,0,14,24,43,5,19,17,0,6,8,24,53,73,67,44,113,270,261,534,16,16,32,8,0,10,5,0,5,22,23,48,2783,3155,5940,1298,2202,3499,37,27,67,14506,14707,29214
SED30026,595,575,1170,109,152,258,3,0,3,0,0,0,24,22,51,7065,6242,13307,367,566,934,110,0,109,221,21,244,210,56,265,78,37,112,330,177,507,9108,7859,16960,67,65,133,0,0,0,0,0,0,105,111,211,22,29,50,18,11,31,207,216,429,0,0,0,0,0,0,17,15,29,6,8,13,4,0,5,26,26,50,84,35,119,317,284,598,15,29,45,5,0,4,3,0,3,24,35,58,3078,3317,6397,1199,2073,3267,43,24,70,13767,13586,27352
SED30027,63,35,108,43,76,116,5,0,5,6,21,28,17,17,35,8739,7795,16537,447,514,960,184,9,191,115,15,127,54,5,59,76,36,114,117,125,240,9866,8654,18519,15,20,36,0,0,0,0,0,0,14,15,28,5,7,10,7,4,8,46,46,88,0,0,0,11,14,16,6,6,4,3,9,12,3,0,4,22,27,44,99,83,185,160,155,315,15,12,28,3,3,10,0,6,3,26,20,45,1116,1623,2740,1025,1713,2736,61,49,111,12255,12211,24468
SED30028,0,4,5,87,17,105,54,9,64,0,0,0,23,28,57,8807,7555,16366,555,632,1192,105,3,103,201,6,211,99,23,121,91,32,117,252,268,516,10285,8574,18854,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,6,8,14,186,16,205,0,0,0,14,9,22,3,5,11,0,4,4,204,31,237,326,98,428,539,135,677,0,0,4,162,23,176,7,0,7,164,24,186,323,705,1036,1376,1306,2688,62,35,96,12755,10782,23537
SED30029,99,87,180,26,16,44,4,4,6,0,0,0,4,0,8,6728,6134,12858,368,425,795,386,9,400,84,14,95,35,10,44,95,32,132,263,219,485,8084,6958,15043,5,14,20,0,0,0,0,0,0,41,31,70,7,3,9,8,4,10,61,50,104,0,0,0,0,0,0,4,0,3,3,0,5,4,0,4,5,3,13,75,27,103,136,76,222,10,11,16,7,0,9,3,3,5,19,15,33,1581,2010,3593,1142,1647,2792,73,79,154,11046,10788,21834
SED30030,140,125,263,973,1379,2354,10,3,12,0,0,0,52,88,136,7887,6633,14514,341,698,1036,89,0,89,203,30,227,379,127,507,87,46,133,245,357,598,10397,9488,19878,42,49,85,0,0,0,0,0,0,23,18,42,0,8,11,11,4,8,76,78,152,0,0,0,0,0,0,25,65,90,16,44,65,33,26,64,83,141,222,87,63,149,239,280,520,30,22,52,19,19,31,3,5,3,44,44,88,3370,3669,7039,1213,2212,3421,50,38,83,15311,15725,31039
SED30031,0,0,0,646,129,775,6,0,6,6,0,7,20,15,33,6741,5511,12252,726,573,1299,202,16,218,79,16,91,101,61,158,178,93,267,835,827,1659,9538,7236,16770,0,0,4,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,68,10,79,5,5,0,6,0,5,76,16,89,106,55,158,179,79,263,0,0,0,8,0,5,23,8,28,29,5,37,1063,1206,2265,1146,1114,2264,107,77,183,12066,9720,21787
SED30032,4,8,9,45,17,65,3,0,4,0,0,0,19,20,32,6863,6473,13336,504,553,1054,292,11,303,81,9,83,40,8,46,93,39,132,278,234,517,8220,7361,15579,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,7,0,3,4,0,0,0,7,6,13,60,35,94,70,46,113,5,0,7,3,0,3,0,3,3,13,3,15,888,1176,2058,1023,1330,2348,86,78,165,10288,9992,20277
SED30033,6,0,3,28,26,53,6,4,13,0,0,0,18,19,38,6077,6596,12678,438,625,1069,134,6,135,113,11,117,112,59,170,79,29,109,210,244,453,7221,7619,14840,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,8,3,0,3,0,0,0,3,6,7,4,5,10,0,0,0,13,7,23,84,63,150,102,73,176,0,0,0,0,3,4,4,3,10,9,8,15,540,768,1308,996,1374,2372,63,77,143,8932,9917,18844
SED30034,5,0,4,314,181,499,6,0,6,0,0,0,21,28,45,7401,7000,14405,759,783,1546,223,13,239,98,30,129,84,23,106,175,62,239,599,466,1069,9692,8585,18275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,28,7,10,19,7,5,8,28,23,49,91,47,136,116,69,191,0,0,0,10,0,14,8,0,6,10,0,19,1040,1288,2326,1332,1540,2877,149,105,262,12349,11595,23942
SED30035,0,0,0,86,22,114,3,0,9,0,0,0,8,12,17,8794,8623,17420,474,597,1074,261,13,275,185,20,201,53,15,66,137,45,183,272,199,469,10276,9541,19819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,18,3,5,4,3,0,3,14,11,26,115,42,156,128,56,183,0,0,0,3,0,4,3,0,6,7,3,9,606,910,1512,1237,1512,2746,86,67,156,12347,12084,24427
SED30036,267,344,608,185,316,497,0,0,0,0,0,0,55,59,118,9274,7049,16323,669,1162,1837,150,4,154,137,9,148,42,7,54,84,28,108,111,131,240,10973,9117,20087,56,65,124,0,0,0,0,0,0,99,96,196,9,19,30,12,7,13,173,186,360,0,0,0,0,0,0,25,18,43,18,29,44,0,5,5,43,55,96,128,83,216,339,331,673,36,49,85,11,16,21,3,0,10,51,63,119,1390,1695,3091,898,1409,2302,85,77,162,13736,12688,26426
SED30037,173,167,344,30,44,77,0,3,3,0,0,0,32,30,71,7922,6830,14748,490,611,1101,155,7,162,158,14,165,40,21,57,63,31,95,126,197,323,9202,7950,17148,21,31,55,0,0,0,0,0,0,50,61,114,5,19,25,18,7,24,100,116,212,0,0,0,0,0,0,6,3,9,5,4,12,0,4,8,10,15,22,87,38,128,201,171,368,21,18,36,0,0,3,5,4,4,23,24,46,932,1432,2365,942,1566,2508,69,49,117,11360,11193,22556
SED30038,95,121,215,33,36,71,0,0,0,0,0,0,18,18,32,8370,7429,15801,512,553,1064,283,8,289,152,12,164,48,13,61,58,33,92,118,130,248,9691,8354,18048,12,17,30,0,0,0,0,0,0,60,81,141,14,10,21,6,5,13,94,120,204,0,0,0,0,0,0,7,10,14,5,6,6,4,0,4,10,15,26,102,63,166,202,191,394,16,16,32,3,4,4,4,0,3,27,14,44,1059,1527,2588,1027,1635,2658,55,50,100,12061,11779,23834
SED30039,361,450,807,38,59,96,4,0,4,0,0,0,33,23,57,12258,10070,22331,601,794,1389,307,3,316,209,15,224,39,7,45,102,49,153,63,103,163,14012,11575,25586,47,65,109,0,0,0,0,0,0,124,125,252,11,41,57,23,9,25,208,240,448,0,0,0,0,0,0,12,18,33,7,18,17,4,3,8,23,39,56,110,66,175,337,338,680,29,43,70,0,3,5,7,0,5,36,46,82,2206,2999,5204,1414,2189,3601,73,57,136,18088,17214,35294
SED30040,24,7,39,79,72,151,6,0,5,3,0,3,18,12,31,7896,7508,15401,436,564,1001,127,4,131,81,8,88,235,159,391,81,35,123,195,297,493,9176,8673,17845,5,4,6,0,0,0,0,0,0,20,4,27,0,0,0,0,0,0,28,14,35,0,0,0,0,0,0,9,7,10,6,12,13,0,0,0,15,14,26,108,52,158,144,77,223,0,0,0,3,0,4,4,0,6,12,3,17,1341,1873,3216,1099,1767,2867,40,49,92,11812,12440,24256
SED30041,0,0,5,149,71,223,8,11,17,0,0,0,23,35,50,8205,8403,16611,592,751,1346,174,8,179,81,14,99,54,15,70,68,26,93,199,200,404,9564,9539,19103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,47,10,4,8,0,3,0,51,4,60,80,55,139,135,68,201,0,0,4,3,0,4,4,3,8,6,7,14,602,1002,1609,1617,1721,3339,71,70,144,11995,12404,24403
SED30042,455,444,897,24,34,59,3,0,3,0,0,0,19,26,47,9157,8023,17177,544,601,1147,288,7,294,207,15,221,48,14,67,84,38,121,89,124,214,10922,9327,20253,49,63,110,0,0,0,0,0,0,99,91,193,17,34,49,38,10,45,205,196,400,0,0,0,0,0,0,3,8,12,4,6,13,0,0,0,7,15,19,105,49,154,315,263,579,31,44,67,3,0,4,5,0,0,34,42,78,1630,2266,3895,1263,1974,3236,49,48,96,14209,13926,28135
SED30043,6,12,22,57,66,128,0,0,0,0,0,0,0,0,5,8110,7000,15106,565,718,1283,353,9,362,107,13,116,18,9,29,86,42,126,199,184,385,9506,8041,17551,0,3,6,0,0,0,0,0,0,19,31,53,0,7,6,0,0,0,22,42,61,0,0,0,0,0,0,3,5,9,0,3,3,3,0,3,8,6,16,90,42,129,122,90,210,0,3,6,0,0,0,0,5,3,4,10,9,929,1316,2250,940,1449,2384,75,69,147,11576,10977,22559
SED30044,40,48,85,77,131,209,3,0,8,0,0,5,16,15,29,11165,8977,20150,585,680,1261,666,16,686,171,9,186,13,4,22,73,44,112,135,132,265,12953,10063,23011,7,9,17,0,0,0,0,0,0,49,48,90,5,12,11,6,3,9,66,68,134,0,0,0,0,0,0,33,54,83,8,11,19,3,4,6,38,70,105,143,79,228,244,217,464,11,23,29,6,3,9,12,0,12,21,28,52,1120,2128,3243,1105,1734,2839,77,56,134,15519,14226,29747
SED30045,478,509,988,61,91,152,3,8,11,0,0,0,24,24,48,8256,7021,15282,434,577,1009,160,12,169,162,18,185,91,26,119,86,28,113,166,188,357,9921,8510,18430,30,44,74,0,0,0,0,0,0,53,92,141,12,15,25,27,7,33,109,159,268,0,0,0,0,0,0,3,6,10,0,5,5,0,0,3,7,17,21,99,51,150,221,226,446,30,20,52,6,8,10,3,3,10,34,30,65,2290,2945,5228,1107,1827,2931,68,60,124,13637,13595,27228
SED30046,125,178,306,55,105,160,0,0,0,0,0,4,39,26,61,10051,8033,18083,606,672,1278,307,11,317,162,12,170,32,3,35,78,38,118,98,116,218,11554,9192,20753,6,48,54,0,0,0,7,10,21,31,42,74,13,18,29,14,10,32,79,126,204,0,0,0,0,0,0,21,26,45,3,14,17,3,0,6,23,42,70,114,75,187,217,247,464,13,31,48,3,3,11,6,0,3,21,39,59,1111,1788,2898,951,1664,2618,62,59,117,13913,12983,26900
SED30047,5,0,4,168,86,256,11,0,10,0,0,0,52,58,117,9985,9154,19137,728,851,1577,131,4,142,133,16,147,170,58,226,77,50,125,252,316,567,11709,10600,22310,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,23,4,23,4,11,13,0,0,7,26,14,48,109,68,177,142,87,228,4,5,5,6,4,7,8,5,13,11,10,33,383,718,1103,1372,1470,2842,62,57,118,13696,12938,26633
SED30048,749,637,1386,681,782,1461,96,67,162,0,0,0,63,58,123,6622,5615,12234,288,608,897,32,0,34,216,42,263,592,216,809,112,80,191,637,627,1260,10095,8736,18832,167,150,318,0,0,4,0,0,0,50,32,90,16,21,38,24,12,40,261,221,482,23,20,45,0,0,0,34,33,64,15,44,59,23,31,52,94,126,224,84,54,140,441,398,843,48,64,112,20,14,31,10,4,14,77,82,155,4829,4686,9512,1696,2803,4495,46,37,81,17179,16740,33915
SED30049,22,15,39,771,980,1754,0,0,5,0,0,0,37,32,75,8732,7250,15988,433,727,1162,100,3,103,133,12,151,121,18,134,68,29,99,186,207,396,10625,9286,19905,25,32,61,0,0,0,0,0,0,12,22,33,0,0,0,0,0,0,39,53,92,0,0,4,0,0,0,89,80,166,21,60,84,22,9,29,129,151,284,90,54,144,258,253,516,15,15,32,8,8,16,0,0,3,24,32,53,2615,2789,5403,1057,1869,2927,49,49,106,14631,14271,28905
SED30050,7,7,11,113,160,271,10,0,8,0,0,0,16,21,32,7666,7154,14820,363,527,887,121,3,119,108,20,129,182,98,283,109,62,168,364,424,784,9054,8469,17529,0,6,6,0,0,0,0,0,0,15,4,21,4,0,3,0,0,5,14,17,28,0,0,0,0,0,0,0,10,8,13,13,27,3,3,3,19,31,43,77,43,126,112,88,195,0,0,10,6,10,12,7,4,8,14,15,32,1724,2121,3839,1189,1763,2953,68,70,141,12163,12521,24682
SED30051,0,0,9,30,22,47,0,0,6,0,0,0,10,16,24,6197,6242,12439,432,515,945,237,6,244,128,10,141,98,21,123,47,28,72,222,227,448,7395,7089,14488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,7,10,0,0,0,3,5,15,76,45,115,80,49,127,0,0,0,6,0,5,3,0,3,7,4,8,563,800,1368,905,1193,2097,64,62,131,9019,9200,18222
SED30052,571,521,1092,1376,1903,3271,49,69,124,0,0,0,243,275,522,7259,5257,12520,431,906,1336,42,4,44,426,109,529,643,234,882,358,151,507,3864,3539,7404,15251,12981,28234,136,160,299,3,0,3,0,0,0,14,3,20,10,24,29,36,8,50,205,197,403,12,18,28,0,0,0,23,13,35,25,52,79,43,68,112,107,157,258,145,92,237,452,450,900,52,58,109,19,28,46,8,9,13,82,86,175,5164,4940,10108,2012,2618,4623,105,70,177,23076,21145,44216
SED30053,72,53,122,97,165,265,6,0,10,28,40,75,32,32,63,8798,8318,17116,413,560,974,120,0,120,113,16,132,229,98,329,96,44,141,296,332,627,10303,9668,19977,16,8,27,0,0,0,4,3,6,24,18,40,3,5,8,4,3,11,57,36,91,0,0,0,19,31,55,6,3,13,8,15,18,3,8,13,34,62,96,106,79,186,199,172,369,10,12,24,10,13,18,5,9,12,23,29,55,1967,2447,4412,1106,1961,3067,55,58,117,13649,14344,27992
SED30054,475,456,935,450,606,1059,9,4,8,0,0,0,46,51,99,6466,5583,12047,293,578,871,77,0,70,202,22,227,461,170,632,80,39,116,209,255,469,8765,7773,16536,79,92,171,0,0,0,0,0,0,36,31,69,6,18,31,24,5,25,141,149,288,0,0,0,0,0,0,20,25,45,18,25,42,24,13,34,55,63,120,68,44,114,276,256,530,34,21,49,14,15,23,0,0,3,42,35,78,3461,3609,7070,1202,2039,3236,36,31,69,13781,13737,27515
SED30055,0,0,0,127,49,178,4,0,4,0,0,0,9,5,16,8055,7423,15475,470,435,900,267,8,274,109,3,113,47,13,57,76,41,116,321,238,560,9484,8208,17694,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,22,0,27,8,0,11,0,4,4,34,6,37,61,41,105,95,52,149,0,0,0,4,0,4,8,0,8,11,0,11,767,1029,1794,1410,1415,2819,96,71,166,11869,10775,22645
SED30056,70,52,128,313,305,619,4,4,10,0,0,0,9,11,22,6268,5821,12087,264,416,683,111,3,113,151,5,152,182,54,231,53,35,82,94,112,208,7516,6816,14328,35,12,47,0,0,0,0,0,0,46,43,87,9,14,20,8,0,8,95,68,164,5,0,8,0,0,0,33,32,64,9,26,36,8,5,11,51,60,114,123,57,176,268,184,454,24,13,42,5,8,8,3,0,3,33,24,53,3821,3624,7449,1134,1757,2892,34,32,68,12806,12438,25237
SED30057,240,239,476,36,51,91,0,0,0,0,0,0,24,43,65,8235,7284,15518,664,890,1552,284,7,295,162,15,180,44,11,51,70,28,96,136,155,290,9892,8722,18612,45,31,77,0,0,0,0,0,0,52,55,110,20,14,34,20,6,29,133,114,244,0,0,0,0,0,0,4,0,3,4,8,13,0,0,0,5,7,19,122,60,175,257,179,441,22,23,50,0,0,5,4,0,11,29,32,60,852,1214,2058,1072,1660,2727,60,44,102,12154,11851,24003
SED30058,453,468,918,151,192,344,0,4,4,0,0,0,29,19,47,7378,6223,13599,303,559,858,102,0,104,133,8,136,149,31,182,51,37,90,131,144,274,8879,7672,16555,73,79,155,0,0,0,0,0,0,111,105,217,22,22,48,21,4,25,224,220,445,0,0,0,0,0,0,9,16,28,4,23,25,3,4,5,18,41,57,77,45,123,322,308,627,28,26,59,10,0,5,4,0,4,36,30,64,2954,2953,5905,1107,1887,2994,46,31,76,13347,12880,26230
SED30059,102,47,146,61,55,112,7,4,10,4,0,4,15,31,46,9627,9148,18774,443,647,1092,225,0,231,129,17,150,65,16,79,98,40,138,182,168,350,10955,10175,21124,13,3,21,0,0,0,4,5,5,35,13,46,4,0,7,0,6,9,62,25,92,0,0,0,8,0,7,9,5,13,4,14,16,0,4,4,16,22,39,104,75,177,182,126,305,10,13,27,6,5,11,3,0,3,19,23,39,1945,2514,4466,1240,1900,3135,48,61,111,14390,14794,29184
SED30060,0,3,0,97,125,221,8,4,7,0,0,3,21,16,41,8135,7572,15704,633,753,1388,195,0,194,118,7,128,95,23,119,136,49,189,172,153,322,9614,8715,18323,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,6,4,3,7,27,28,12,6,16,15,30,50,101,64,163,120,94,212,0,0,0,6,7,15,11,0,11,14,7,23,961,1595,2557,1656,2211,3867,66,73,141,12429,12702,25126
SED30061,3,0,6,79,110,192,10,3,9,0,0,0,27,44,71,8693,8350,17050,516,808,1329,122,3,128,241,21,266,286,95,381,99,37,131,383,227,614,10465,9717,20187,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,13,0,13,10,13,20,10,5,13,25,18,46,144,84,222,169,102,270,0,0,0,3,6,14,12,3,13,18,8,31,483,681,1163,1040,1490,2536,51,30,79,12231,12026,24261
SED30062,516,545,1065,39,67,105,0,0,0,3,0,3,50,44,92,10924,9530,20453,555,853,1405,240,0,245,269,17,282,37,17,53,107,53,160,103,141,251,12844,11267,24107,52,73,126,0,0,0,0,0,0,115,129,243,21,29,48,34,12,45,224,244,461,0,0,0,0,0,0,9,11,23,3,10,16,6,6,9,18,32,45,104,78,177,344,345,690,32,32,59,0,3,5,3,0,5,39,34,68,1883,2439,4331,1383,2341,3728,58,63,123,16549,16494,33041
SED30063,3,0,3,95,26,119,6,0,6,0,0,0,9,10,19,6349,5915,12262,493,626,1124,257,6,264,84,11,97,60,16,72,91,37,128,484,386,872,7944,7035,14976,0,4,4,0,0,0,0,0,0,4,12,21,0,0,0,0,0,0,8,20,29,0,0,0,0,0,0,8,0,9,7,4,8,5,3,10,20,4,23,82,37,113,108,57,160,3,0,4,4,4,5,9,0,3,13,3,15,1155,1147,2306,788,1072,1859,126,93,214,10122,9406,19528
SED30064,21,16,34,49,53,103,5,0,5,0,0,0,9,21,30,7549,7059,14607,406,463,873,249,3,256,112,11,118,35,6,45,83,34,118,212,235,447,8723,7906,16630,0,0,6,0,0,0,0,0,0,0,3,10,0,0,0,0,0,5,5,9,20,0,0,0,0,0,0,5,5,8,7,9,15,4,0,3,16,14,30,70,37,103,89,58,150,4,0,4,4,0,9,3,0,9,12,6,21,1136,1613,2747,1067,1562,2629,74,63,137,11100,11212,22308
